measObjLdn,duration,begin_time,20001160.0,20001161.0,20001162.0
"ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1",900.0,2021-09-26 19:15:00,1111,NoneNone,NoneNone
