begintime,sk_object,duration,integrity,67189907,67189908,73394034,73394035,73394036,73394037,73394038,67183495,67183496,67183497,67183498,73394039
2022-02-12,9602995.0,14400.0,16.666666666666668,1.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0
2022-03-15,7589216.0,68400.0,79.16666666666667,57.0,0.0,906.0,0.0,906.0,900.0,0.0,900.0,839.0,4.0,4.0,0.0
2022-02-10,7851295.0,57600.0,66.66666666666667,0.0,0.0,77.0,0.0,77.0,75.0,0.0,75.0,75.0,0.0,0.0,0.0
2022-03-14,10481881.0,14400.0,16.666666666666668,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0
2022-02-10,7587467.0,54000.0,62.5,0.0,0.0,44.0,0.0,44.0,43.0,0.0,43.0,43.0,0.0,0.0,0.0
2022-03-02,7582187.0,54000.0,62.5,2.0,0.0,27.0,0.0,27.0,27.0,0.0,27.0,25.0,0.0,0.0,0.0
2022-03-03,7590193.0,64800.0,75.0,2.0,0.0,69.0,0.0,69.0,69.0,0.0,69.0,67.0,1.0,1.0,0.0
2022-03-03,7583992.0,25200.0,29.166666666666668,5.0,0.0,13.0,0.0,13.0,13.0,0.0,13.0,8.0,0.0,0.0,0.0
2022-02-19,7583084.0,64800.0,75.0,0.0,0.0,93.0,0.0,93.0,92.0,0.0,92.0,91.0,1.0,1.0,0.0
2022-02-18,7586910.0,57600.0,66.66666666666667,0.0,0.0,52.0,0.0,52.0,51.0,0.0,51.0,51.0,1.0,1.0,0.0
2022-03-07,9602332.0,50400.0,58.333333333333336,0.0,0.0,38.0,0.0,38.0,37.0,0.0,37.0,37.0,0.0,0.0,0.0
2022-03-02,7586914.0,64800.0,75.0,3.0,0.0,79.0,0.0,79.0,78.0,0.0,78.0,75.0,0.0,0.0,0.0
2022-03-06,10780687.0,46800.0,54.166666666666664,0.0,0.0,20.0,0.0,20.0,19.0,0.0,19.0,19.0,1.0,1.0,0.0
2022-02-04,7587064.0,54000.0,62.5,9.0,0.0,43.0,0.0,43.0,41.0,0.0,41.0,32.0,1.0,1.0,0.0
2022-02-12,15803458.0,3600.0,4.166666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-03-07,7588846.0,61200.0,70.83333333333333,2.0,0.0,84.0,0.0,84.0,84.0,0.0,84.0,82.0,0.0,0.0,0.0
2022-03-06,7588474.0,54000.0,62.5,0.0,0.0,35.0,0.0,35.0,34.0,0.0,34.0,34.0,0.0,0.0,0.0
2022-02-18,11924821.0,14400.0,16.666666666666668,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0
2022-03-10,89884684.0,36000.0,41.666666666666664,2.0,0.0,41.0,0.0,41.0,41.0,0.0,41.0,38.0,0.0,0.0,0.0
2022-03-01,7586213.0,61200.0,70.83333333333333,0.0,0.0,46.0,0.0,46.0,46.0,0.0,46.0,46.0,0.0,0.0,0.0
2022-02-04,10480957.0,21600.0,25.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0
2022-02-12,7590648.0,68400.0,79.16666666666667,3.0,0.0,148.0,0.0,148.0,148.0,0.0,148.0,144.0,1.0,1.0,0.0
2022-02-10,7585993.0,68400.0,79.16666666666667,3.0,0.0,101.0,0.0,101.0,101.0,0.0,101.0,97.0,0.0,0.0,0.0
2022-02-12,7585596.0,64800.0,75.0,0.0,0.0,156.0,0.0,156.0,155.0,0.0,155.0,154.0,0.0,0.0,0.0
2022-02-03,7590507.0,86400.0,100.0,7.0,0.0,490.0,0.0,490.0,486.0,0.0,486.0,477.0,3.0,3.0,0.0
2022-02-13,7587175.0,43200.0,50.0,0.0,0.0,14.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0
2022-02-18,7582368.0,72000.0,83.33333333333333,12.0,0.0,338.0,0.0,338.0,333.0,0.0,333.0,319.0,0.0,0.0,0.0
2022-02-10,7592391.0,72000.0,83.33333333333333,5.0,0.0,531.0,0.0,531.0,526.0,0.0,526.0,516.0,4.0,4.0,0.0
2022-02-12,10188007.0,3600.0,4.166666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-02-06,7847994.0,21600.0,25.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0
2022-03-13,7587883.0,61200.0,70.83333333333333,2.0,0.0,123.0,0.0,123.0,121.0,0.0,121.0,119.0,0.0,0.0,0.0
2022-02-20,9896671.0,10800.0,12.5,0.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0
2022-03-14,7586969.0,64800.0,75.0,0.0,0.0,58.0,0.0,58.0,57.0,0.0,57.0,57.0,0.0,0.0,0.0
2022-03-02,7583846.0,46800.0,54.166666666666664,4.0,0.0,46.0,0.0,46.0,46.0,0.0,46.0,40.0,0.0,0.0,0.0
2022-03-07,7588611.0,43200.0,50.0,1.0,0.0,44.0,0.0,44.0,42.0,0.0,42.0,41.0,0.0,0.0,0.0
2022-03-14,7583378.0,57600.0,66.66666666666667,1.0,0.0,39.0,0.0,39.0,39.0,0.0,39.0,35.0,0.0,0.0,0.0
2022-02-11,7588874.0,54000.0,62.5,1.0,0.0,41.0,0.0,41.0,41.0,0.0,41.0,39.0,0.0,0.0,0.0
2022-02-10,46434596.0,3600.0,4.166666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-03-12,7590221.0,61200.0,70.83333333333333,0.0,0.0,44.0,0.0,44.0,43.0,0.0,43.0,43.0,0.0,0.0,0.0
2022-02-06,7590209.0,39600.0,45.833333333333336,0.0,0.0,21.0,0.0,21.0,21.0,0.0,21.0,21.0,0.0,0.0,0.0
2022-02-04,7852266.0,57600.0,66.66666666666667,1.0,0.0,58.0,0.0,58.0,58.0,0.0,58.0,57.0,0.0,0.0,0.0
2022-02-08,7590411.0,57600.0,66.66666666666667,4.0,0.0,86.0,0.0,86.0,86.0,0.0,86.0,82.0,0.0,0.0,0.0
2022-02-08,9600628.0,39600.0,45.833333333333336,0.0,0.0,27.0,0.0,27.0,27.0,0.0,27.0,27.0,0.0,0.0,0.0
2022-02-18,9067372.0,54000.0,62.5,5.0,0.0,34.0,0.0,34.0,34.0,0.0,34.0,29.0,0.0,0.0,0.0
2022-03-07,7586294.0,54000.0,62.5,1.0,0.0,126.0,0.0,126.0,125.0,0.0,125.0,124.0,0.0,0.0,0.0
2022-02-03,7586415.0,57600.0,66.66666666666667,0.0,0.0,77.0,0.0,77.0,77.0,0.0,77.0,77.0,0.0,0.0,0.0
2022-02-06,10493283.0,18000.0,20.833333333333332,0.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0
2022-03-11,7592360.0,46800.0,54.166666666666664,2.0,0.0,34.0,0.0,34.0,34.0,0.0,34.0,30.0,0.0,0.0,0.0
2022-02-10,10193800.0,3600.0,4.166666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-02-03,7585986.0,64800.0,75.0,6.0,0.0,308.0,0.0,308.0,305.0,0.0,305.0,298.0,0.0,0.0,0.0
2022-03-07,7584927.0,57600.0,66.66666666666667,0.0,0.0,174.0,0.0,174.0,173.0,0.0,173.0,173.0,0.0,0.0,0.0
2022-02-06,7583079.0,68400.0,79.16666666666667,5.0,0.0,129.0,0.0,129.0,129.0,0.0,129.0,123.0,0.0,0.0,0.0
2022-03-15,9898041.0,21600.0,25.0,1.0,0.0,13.0,0.0,13.0,13.0,0.0,13.0,12.0,0.0,0.0,0.0
2022-02-08,7590074.0,61200.0,70.83333333333333,1.0,0.0,196.0,0.0,196.0,196.0,0.0,196.0,194.0,0.0,0.0,0.0
2022-02-13,9601278.0,21600.0,25.0,1.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,5.0,0.0,0.0,0.0
2022-03-01,7583566.0,43200.0,50.0,0.0,0.0,18.0,0.0,18.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0
2022-03-07,10192148.0,21600.0,25.0,1.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,6.0,0.0,0.0,0.0
2022-02-11,7588686.0,46800.0,54.166666666666664,5.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,15.0,0.0,0.0,0.0
2022-02-19,9319497.0,57600.0,66.66666666666667,2.0,0.0,49.0,0.0,49.0,49.0,0.0,49.0,47.0,0.0,0.0,0.0
2022-03-12,7586553.0,32400.0,37.5,0.0,0.0,13.0,0.0,13.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0
2022-02-03,11928585.0,7200.0,8.333333333333334,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2022-02-19,10198846.0,18000.0,20.833333333333332,1.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,6.0,0.0,0.0,0.0
2022-02-11,7584991.0,64800.0,75.0,0.0,0.0,68.0,0.0,68.0,67.0,0.0,67.0,66.0,0.0,0.0,0.0
2022-03-12,11632283.0,3600.0,4.166666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-03-12,7588693.0,64800.0,75.0,6.0,0.0,307.0,0.0,307.0,300.0,0.0,300.0,291.0,2.0,2.0,0.0
2022-02-06,7590389.0,68400.0,79.16666666666667,0.0,0.0,107.0,0.0,107.0,104.0,0.0,104.0,101.0,0.0,0.0,0.0
2022-02-12,7583840.0,82800.0,95.83333333333333,1.0,0.0,395.0,0.0,395.0,394.0,0.0,394.0,390.0,3.0,3.0,0.0
2022-02-08,7850963.0,18000.0,20.833333333333332,0.0,0.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0
2022-02-19,7585610.0,18000.0,20.833333333333332,0.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0
2022-03-13,7585655.0,54000.0,62.5,8.0,0.0,58.0,0.0,58.0,57.0,0.0,57.0,49.0,0.0,0.0,0.0
2022-02-19,7592255.0,68400.0,79.16666666666667,4.0,0.0,103.0,0.0,103.0,103.0,0.0,103.0,99.0,1.0,1.0,0.0
2022-02-12,7588906.0,61200.0,70.83333333333333,0.0,0.0,34.0,0.0,34.0,33.0,0.0,33.0,33.0,0.0,0.0,0.0
2022-02-20,7591487.0,61200.0,70.83333333333333,3.0,0.0,66.0,0.0,66.0,65.0,0.0,65.0,61.0,0.0,0.0,0.0
2022-03-06,7588219.0,61200.0,70.83333333333333,1.0,0.0,47.0,0.0,47.0,47.0,0.0,47.0,46.0,0.0,0.0,0.0
2022-02-20,7585895.0,57600.0,66.66666666666667,0.0,0.0,74.0,0.0,74.0,72.0,0.0,72.0,72.0,1.0,1.0,0.0
2022-03-13,7850654.0,64800.0,75.0,7.0,0.0,114.0,0.0,114.0,113.0,0.0,113.0,105.0,1.0,1.0,0.0
2022-03-11,7846318.0,18000.0,20.833333333333332,0.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0
2022-02-06,7591122.0,32400.0,37.5,0.0,0.0,13.0,0.0,13.0,13.0,0.0,13.0,13.0,0.0,0.0,0.0
2022-02-03,7584372.0,86400.0,100.0,23.0,0.0,2375.0,0.0,2375.0,2349.0,0.0,2349.0,2312.0,35.0,35.0,0.0
2022-02-18,7585263.0,57600.0,66.66666666666667,1.0,0.0,59.0,0.0,59.0,55.0,0.0,55.0,54.0,0.0,0.0,0.0
2022-02-18,7585008.0,61200.0,70.83333333333333,0.0,0.0,31.0,0.0,31.0,31.0,0.0,31.0,31.0,0.0,0.0,0.0
2022-03-07,7583686.0,57600.0,66.66666666666667,5.0,0.0,380.0,0.0,380.0,377.0,0.0,377.0,370.0,0.0,0.0,0.0
2022-03-14,7585552.0,75600.0,87.5,2.0,0.0,327.0,0.0,327.0,327.0,0.0,327.0,322.0,0.0,0.0,0.0
2022-03-07,16486520.0,7200.0,8.333333333333334,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
2022-02-11,7591623.0,64800.0,75.0,12.0,0.0,145.0,0.0,145.0,143.0,0.0,143.0,130.0,2.0,2.0,0.0
2022-02-13,9605194.0,21600.0,25.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0
2022-02-03,9316846.0,46800.0,54.166666666666664,0.0,0.0,23.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0
2022-02-20,7590919.0,72000.0,83.33333333333333,5.0,1.0,442.0,0.0,442.0,440.0,0.0,440.0,432.0,2.0,1.0,0.0
2022-03-13,7585925.0,46800.0,54.166666666666664,0.0,0.0,37.0,0.0,37.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0
2022-02-12,11355773.0,14400.0,16.666666666666668,0.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0
2022-03-15,7584130.0,46800.0,54.166666666666664,0.0,0.0,54.0,0.0,54.0,46.0,0.0,46.0,46.0,0.0,0.0,0.0
2022-02-04,7585901.0,72000.0,83.33333333333333,7.0,0.0,161.0,0.0,161.0,159.0,0.0,159.0,152.0,1.0,1.0,0.0
2022-03-12,7589231.0,61200.0,70.83333333333333,0.0,0.0,99.0,0.0,99.0,97.0,0.0,97.0,97.0,0.0,0.0,0.0
2022-02-06,7583318.0,75600.0,87.5,3.0,0.0,591.0,0.0,591.0,584.0,0.0,584.0,578.0,3.0,3.0,0.0
2022-03-10,9895276.0,32400.0,37.5,0.0,0.0,15.0,0.0,15.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0
2022-02-08,7586237.0,57600.0,66.66666666666667,10.0,0.0,89.0,0.0,89.0,88.0,0.0,88.0,75.0,0.0,0.0,0.0
2022-02-08,7583699.0,75600.0,87.5,17.0,0.0,741.0,0.0,741.0,735.0,0.0,735.0,714.0,1.0,1.0,0.0
2022-02-05,7592156.0,39600.0,45.833333333333336,0.0,0.0,21.0,0.0,21.0,21.0,0.0,21.0,21.0,0.0,0.0,0.0
2022-03-07,9597792.0,21600.0,25.0,0.0,0.0,7.0,0.0,7.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0
2022-02-04,7585487.0,46800.0,54.166666666666664,0.0,0.0,30.0,0.0,30.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0
2022-02-08,11351139.0,7200.0,8.333333333333334,1.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0
2022-03-11,7585981.0,54000.0,62.5,1.0,0.0,47.0,0.0,47.0,47.0,0.0,47.0,46.0,0.0,0.0,0.0
2022-03-02,7589066.0,50400.0,58.333333333333336,0.0,0.0,33.0,0.0,33.0,33.0,0.0,33.0,33.0,0.0,0.0,0.0
2022-03-11,7582541.0,64800.0,75.0,0.0,0.0,149.0,0.0,149.0,143.0,0.0,143.0,143.0,0.0,0.0,0.0
2022-02-06,7845833.0,50400.0,58.333333333333336,3.0,0.0,31.0,0.0,31.0,30.0,0.0,30.0,27.0,0.0,0.0,0.0
2022-03-02,7586297.0,50400.0,58.333333333333336,0.0,0.0,175.0,0.0,175.0,172.0,0.0,172.0,172.0,1.0,1.0,0.0
2022-02-03,7583631.0,72000.0,83.33333333333333,6.0,0.0,527.0,0.0,527.0,527.0,0.0,527.0,519.0,4.0,4.0,0.0
2022-02-12,7847114.0,36000.0,41.666666666666664,0.0,0.0,16.0,0.0,16.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0
2022-03-15,7583037.0,57600.0,66.66666666666667,0.0,0.0,68.0,0.0,68.0,68.0,0.0,68.0,68.0,0.0,0.0,0.0
2022-02-06,7591786.0,57600.0,66.66666666666667,6.0,0.0,38.0,0.0,38.0,37.0,0.0,37.0,30.0,0.0,0.0,0.0
2022-02-20,7590387.0,82800.0,95.83333333333333,11.0,0.0,902.0,0.0,902.0,895.0,0.0,895.0,881.0,8.0,7.0,0.0
2022-02-13,7585390.0,57600.0,66.66666666666667,0.0,0.0,52.0,0.0,52.0,51.0,0.0,51.0,51.0,0.0,0.0,0.0
2022-03-07,7589354.0,54000.0,62.5,0.0,0.0,65.0,0.0,65.0,65.0,0.0,65.0,65.0,0.0,0.0,0.0
2022-02-20,7583048.0,75600.0,87.5,3.0,0.0,878.0,0.0,878.0,871.0,0.0,871.0,866.0,4.0,4.0,0.0
2022-03-07,9604900.0,14400.0,16.666666666666668,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0
2022-03-14,9893064.0,21600.0,25.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0
2022-02-05,7584957.0,64800.0,75.0,2.0,0.0,190.0,0.0,190.0,190.0,0.0,190.0,187.0,1.0,1.0,0.0
2022-03-11,111671278.0,3600.0,4.166666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-03-11,7590089.0,75600.0,87.5,8.0,0.0,266.0,0.0,266.0,261.0,0.0,261.0,252.0,1.0,1.0,0.0
2022-02-06,7592215.0,39600.0,45.833333333333336,0.0,0.0,25.0,0.0,25.0,25.0,0.0,25.0,25.0,1.0,1.0,0.0
2022-03-10,9602974.0,46800.0,54.166666666666664,1.0,0.0,31.0,0.0,31.0,31.0,0.0,31.0,30.0,1.0,1.0,0.0
2022-02-05,7590760.0,68400.0,79.16666666666667,3.0,0.0,67.0,0.0,67.0,66.0,0.0,66.0,63.0,0.0,0.0,0.0
2022-02-18,7849848.0,61200.0,70.83333333333333,0.0,0.0,34.0,0.0,34.0,34.0,0.0,34.0,34.0,0.0,0.0,0.0
2022-02-13,7589620.0,32400.0,37.5,1.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,18.0,0.0,0.0,0.0
2022-03-02,43747594.0,3600.0,4.166666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-02-08,7849164.0,43200.0,50.0,1.0,0.0,27.0,0.0,27.0,27.0,0.0,27.0,26.0,1.0,1.0,0.0
2022-03-15,9898860.0,10800.0,12.5,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0
2022-03-11,7587703.0,64800.0,75.0,1.0,0.0,106.0,0.0,106.0,104.0,0.0,104.0,103.0,1.0,1.0,0.0
2022-03-14,7584056.0,61200.0,70.83333333333333,1.0,0.0,107.0,0.0,107.0,105.0,0.0,105.0,104.0,4.0,4.0,0.0
2022-02-11,10186970.0,14400.0,16.666666666666668,0.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0
2022-03-13,9597410.0,10800.0,12.5,1.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0
2022-02-17,7584477.0,61200.0,70.83333333333333,5.0,1.0,749.0,0.0,749.0,746.0,0.0,746.0,739.0,3.0,2.0,0.0
2022-02-12,7847466.0,32400.0,37.5,0.0,0.0,14.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0
2022-02-11,7582866.0,64800.0,75.0,1.0,0.0,339.0,0.0,339.0,335.0,0.0,335.0,332.0,2.0,2.0,0.0
2022-03-12,7844967.0,57600.0,66.66666666666667,0.0,0.0,29.0,0.0,29.0,29.0,0.0,29.0,29.0,0.0,0.0,0.0
2022-03-13,7587625.0,57600.0,66.66666666666667,2.0,0.0,169.0,0.0,169.0,167.0,0.0,167.0,165.0,2.0,2.0,0.0
2022-03-02,12211533.0,3600.0,4.166666666666667,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-10,9067591.0,54000.0,62.5,1.0,0.0,44.0,0.0,44.0,44.0,0.0,44.0,42.0,0.0,0.0,0.0
2022-02-20,9898954.0,50400.0,58.333333333333336,0.0,0.0,22.0,0.0,22.0,22.0,0.0,22.0,22.0,0.0,0.0,0.0
2022-02-18,7592567.0,72000.0,83.33333333333333,16.0,0.0,338.0,0.0,338.0,336.0,0.0,336.0,318.0,2.0,2.0,0.0
2022-02-03,7590758.0,57600.0,66.66666666666667,4.0,0.0,49.0,0.0,49.0,48.0,0.0,48.0,44.0,0.0,0.0,0.0
2022-03-07,7588578.0,68400.0,79.16666666666667,5.0,0.0,113.0,0.0,113.0,113.0,0.0,113.0,108.0,0.0,0.0,0.0
2022-03-07,7851487.0,21600.0,25.0,0.0,0.0,8.0,0.0,8.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0
2022-02-12,9599005.0,10800.0,12.5,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0
2022-02-13,7586231.0,68400.0,79.16666666666667,0.0,0.0,132.0,0.0,132.0,132.0,0.0,132.0,132.0,2.0,1.0,0.0
2022-03-01,9603685.0,50400.0,58.333333333333336,0.0,0.0,37.0,0.0,37.0,37.0,0.0,37.0,36.0,0.0,0.0,0.0
2022-03-12,7587135.0,64800.0,75.0,2.0,0.0,135.0,0.0,135.0,134.0,0.0,134.0,132.0,0.0,0.0,0.0
2022-03-13,7591827.0,72000.0,83.33333333333333,6.0,0.0,416.0,0.0,416.0,414.0,0.0,414.0,406.0,2.0,2.0,0.0
2022-02-03,7851925.0,39600.0,45.833333333333336,0.0,0.0,15.0,0.0,15.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0
2022-03-01,7592512.0,39600.0,45.833333333333336,0.0,0.0,17.0,0.0,17.0,17.0,0.0,17.0,17.0,0.0,0.0,0.0
2022-03-07,12217797.0,3600.0,4.166666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-02-03,7586738.0,75600.0,87.5,6.0,0.0,377.0,0.0,377.0,370.0,0.0,370.0,363.0,1.0,1.0,0.0
2022-03-02,65270476.0,75600.0,87.5,11.0,0.0,255.0,0.0,255.0,255.0,0.0,255.0,244.0,1.0,1.0,0.0
2022-02-04,7584806.0,72000.0,83.33333333333333,0.0,0.0,164.0,0.0,164.0,163.0,0.0,163.0,163.0,1.0,1.0,0.0
2022-02-18,7850057.0,46800.0,54.166666666666664,0.0,0.0,18.0,0.0,18.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0
2022-03-11,7585674.0,57600.0,66.66666666666667,0.0,0.0,49.0,0.0,49.0,49.0,0.0,49.0,49.0,1.0,1.0,0.0
2022-02-10,9897356.0,36000.0,41.666666666666664,1.0,0.0,13.0,0.0,13.0,13.0,0.0,13.0,12.0,0.0,0.0,0.0
2022-03-02,7582901.0,64800.0,75.0,2.0,0.0,251.0,0.0,251.0,249.0,0.0,249.0,246.0,0.0,0.0,0.0
2022-03-07,7586534.0,25200.0,29.166666666666668,0.0,0.0,13.0,0.0,13.0,13.0,0.0,13.0,13.0,0.0,0.0,0.0
2022-03-03,7586435.0,28800.0,33.333333333333336,0.0,0.0,13.0,0.0,13.0,13.0,0.0,13.0,13.0,0.0,0.0,0.0
2022-03-03,7585794.0,46800.0,54.166666666666664,3.0,0.0,31.0,0.0,31.0,31.0,0.0,31.0,28.0,0.0,0.0,0.0
2022-02-11,9896075.0,21600.0,25.0,1.0,0.0,9.0,0.0,9.0,9.0,0.0,9.0,8.0,0.0,0.0,0.0
2022-02-05,7589542.0,64800.0,75.0,0.0,1.0,138.0,0.0,138.0,136.0,0.0,136.0,136.0,2.0,1.0,0.0
2022-02-12,7586521.0,64800.0,75.0,0.0,0.0,250.0,0.0,250.0,247.0,0.0,247.0,247.0,1.0,1.0,0.0
2022-03-14,7584634.0,54000.0,62.5,2.0,0.0,59.0,0.0,59.0,58.0,0.0,58.0,56.0,1.0,1.0,0.0
2022-03-13,9314568.0,25200.0,29.166666666666668,0.0,0.0,13.0,0.0,13.0,13.0,0.0,13.0,12.0,0.0,0.0,0.0
2022-02-12,7590801.0,75600.0,87.5,8.0,0.0,474.0,0.0,474.0,469.0,0.0,469.0,455.0,0.0,0.0,0.0
2022-03-12,7585960.0,64800.0,75.0,22.0,0.0,349.0,0.0,349.0,346.0,0.0,346.0,323.0,2.0,2.0,0.0
2022-02-12,7848848.0,21600.0,25.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,6.0,0.0,0.0,0.0
2022-02-12,7590520.0,43200.0,50.0,1.0,0.0,25.0,0.0,25.0,25.0,0.0,25.0,24.0,0.0,0.0,0.0
2022-03-15,7590878.0,54000.0,62.5,1.0,0.0,41.0,0.0,41.0,40.0,0.0,40.0,39.0,0.0,0.0,0.0
2022-02-04,7585569.0,54000.0,62.5,0.0,0.0,30.0,0.0,30.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0
2022-02-11,7847709.0,50400.0,58.333333333333336,0.0,0.0,25.0,0.0,25.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0
2022-03-06,7584918.0,64800.0,75.0,0.0,0.0,85.0,0.0,85.0,82.0,0.0,82.0,81.0,0.0,0.0,0.0
2022-03-02,7591496.0,54000.0,62.5,1.0,0.0,70.0,0.0,70.0,69.0,0.0,69.0,68.0,0.0,0.0,0.0
2022-03-12,9605713.0,50400.0,58.333333333333336,0.0,0.0,39.0,0.0,39.0,39.0,0.0,39.0,39.0,0.0,0.0,0.0
2022-03-12,7589453.0,64800.0,75.0,1.0,0.0,183.0,0.0,183.0,180.0,0.0,180.0,179.0,2.0,2.0,0.0
2022-03-12,13122502.0,10800.0,12.5,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0
2022-02-13,9900123.0,25200.0,29.166666666666668,0.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0
2022-03-06,7583418.0,64800.0,75.0,1.0,0.0,94.0,0.0,94.0,93.0,0.0,93.0,91.0,0.0,0.0,0.0
2022-03-03,7586192.0,57600.0,66.66666666666667,2.0,0.0,73.0,0.0,73.0,72.0,0.0,72.0,70.0,0.0,0.0,0.0
2022-02-19,10193186.0,18000.0,20.833333333333332,0.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0
2022-03-06,7586460.0,50400.0,58.333333333333336,1.0,0.0,37.0,0.0,37.0,37.0,0.0,37.0,35.0,0.0,0.0,0.0
2022-03-15,7590356.0,43200.0,50.0,2.0,0.0,26.0,0.0,26.0,26.0,0.0,26.0,24.0,0.0,0.0,0.0
2022-03-06,7587625.0,68400.0,79.16666666666667,0.0,0.0,227.0,0.0,227.0,225.0,0.0,225.0,222.0,1.0,1.0,0.0
2022-02-04,9319092.0,50400.0,58.333333333333336,0.0,0.0,28.0,0.0,28.0,27.0,0.0,27.0,27.0,0.0,0.0,0.0
2022-03-13,7591483.0,36000.0,41.666666666666664,0.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0
2022-03-06,7582596.0,61200.0,70.83333333333333,1.0,0.0,64.0,0.0,64.0,64.0,0.0,64.0,62.0,3.0,3.0,0.0
2022-02-20,7591208.0,68400.0,79.16666666666667,2.0,0.0,152.0,0.0,152.0,150.0,0.0,150.0,147.0,3.0,3.0,0.0
2022-02-08,7583445.0,54000.0,62.5,2.0,0.0,38.0,0.0,38.0,38.0,0.0,38.0,36.0,0.0,0.0,0.0
2022-03-15,7584724.0,28800.0,33.333333333333336,0.0,0.0,12.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0
2022-03-12,7850225.0,18000.0,20.833333333333332,0.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0
