begintime,sk_object,duration,integrity,M8018C4,M8018C0,M8018C1,M8018C5,M8018C6,M8018C7,M8018C8,M8018C9,M8018C10,M8018C11
2022-03-15,20348.0,1380.0,95.83333333333333,0.0,273.8695652173913,565.0,0.0,0.0,0.0,22676533.0,82800.0,0.0,0.0
2022-03-18,20349.0,1440.0,100.0,0.0,269.34375,482.0,0.0,0.0,0.0,23269410.0,86400.0,0.0,0.0
2022-03-17,20347.0,1440.0,100.0,0.0,14.927083333333334,33.0,0.0,0.0,0.0,1291052.0,86400.0,0.0,0.0
2022-03-18,20345.0,1440.0,100.0,0.0,303.7291666666667,626.0,0.0,0.0,0.0,26238443.0,86400.0,0.0,0.0
2022-03-12,20349.0,1440.0,100.0,0.0,239.0625,433.0,0.0,0.0,0.0,20655489.0,86400.0,0.0,0.0
2022-03-14,20348.0,1422.0,98.75,0.0,248.59722222222223,523.0,0.0,0.0,0.0,21048221.0,85387.0,0.0,0.0
2022-03-15,20352.0,1440.0,100.0,0.0,43.6875,84.0,0.0,0.0,0.0,3776197.0,86400.0,0.0,0.0
2022-03-19,20353.0,1311.0,91.04166666666667,0.0,198.5,506.0,0.0,0.0,0.0,15620018.0,78770.0,0.0,0.0
2022-03-16,20341.0,1440.0,100.0,0.0,103.67708333333333,279.0,0.0,0.0,0.0,8962053.0,86400.0,0.0,0.0
2022-03-17,20352.0,1380.0,95.83333333333333,0.0,45.27173913043478,109.0,0.0,0.0,0.0,3750675.0,82800.0,0.0,0.0
2022-03-13,20339.0,1440.0,100.0,0.0,76.88541666666667,168.0,0.0,0.0,0.0,6644994.0,86400.0,0.0,0.0
2022-03-14,20353.0,1440.0,100.0,0.0,189.34375,426.0,0.0,0.0,0.0,16360955.0,86400.0,0.0,0.0
2022-03-13,20354.0,1440.0,100.0,0.0,64.14583333333333,139.0,0.0,0.0,0.0,5540913.0,86400.0,0.0,0.0
2022-03-14,20342.0,1440.0,100.0,0.0,52.90625,136.0,0.0,0.0,0.0,4573709.0,86400.0,0.0,0.0
2022-03-17,20346.0,1440.0,100.0,0.0,126.125,334.0,0.0,0.0,0.0,10893029.0,86400.0,0.0,0.0
2022-03-18,20344.0,1440.0,100.0,0.0,284.3229166666667,501.0,0.0,0.0,0.0,24559696.0,86400.0,0.0,0.0
2022-03-11,20346.0,1440.0,100.0,0.0,127.54166666666667,293.0,0.0,0.0,0.0,11016890.0,86400.0,0.0,0.0
2022-03-13,20345.0,1397.0,97.01388888888889,0.0,299.8645833333333,592.0,0.0,0.0,0.0,25257008.0,83774.0,0.0,0.0
2022-03-19,20342.0,1310.0,90.97222222222223,0.0,59.40909090909091,153.0,0.0,0.0,0.0,4669022.0,78773.0,0.0,0.0
2022-03-11,20344.0,1440.0,100.0,0.0,304.375,514.0,0.0,0.0,0.0,26298493.0,86400.0,0.0,0.0
2022-03-13,20340.0,1440.0,100.0,0.0,11.510416666666666,32.0,0.0,0.0,0.0,997160.0,86400.0,0.0,0.0
2022-03-16,20339.0,1440.0,100.0,0.0,81.36458333333333,167.0,0.0,0.0,0.0,7029024.0,86400.0,0.0,0.0
2022-03-17,20343.0,1380.0,95.83333333333333,0.0,227.3804347826087,472.0,0.0,0.0,0.0,18827762.0,82800.0,0.0,0.0
2022-03-11,20349.0,1440.0,100.0,0.0,259.0833333333333,479.0,0.0,0.0,0.0,22389332.0,86400.0,0.0,0.0
2022-03-14,20341.0,1440.0,100.0,0.0,122.38541666666667,282.0,0.0,0.0,0.0,10570358.0,86400.0,0.0,0.0
2022-03-19,20348.0,1129.0,78.40277777777777,0.0,269.5263157894737,602.0,0.0,0.0,0.0,18328641.0,67754.0,0.0,0.0
2022-03-18,20348.0,1380.0,95.83333333333333,0.0,286.7826086956522,596.0,0.0,0.0,0.0,23744387.0,82800.0,0.0,0.0
2022-03-11,20337.0,1440.0,100.0,0.0,92.54166666666667,273.0,0.0,0.0,0.0,7995692.0,86400.0,0.0,0.0
2022-03-11,20339.0,1440.0,100.0,0.0,73.03125,148.0,0.0,0.0,0.0,6303465.0,86400.0,0.0,0.0
2022-03-12,20348.0,1340.0,93.05555555555556,0.0,296.6847826086956,501.0,0.0,0.0,0.0,24319020.0,80497.0,0.0,0.0
2022-03-19,20344.0,1380.0,95.83333333333333,0.0,275.8695652173913,465.0,0.0,0.0,0.0,22846746.0,82800.0,0.0,0.0
2022-03-17,20338.0,1378.0,95.69444444444444,0.0,27.402173913043477,60.0,0.0,0.0,0.0,2263818.0,82674.0,0.0,0.0
2022-03-15,20353.0,1440.0,100.0,0.0,203.69791666666666,458.0,0.0,0.0,0.0,17596829.0,86400.0,0.0,0.0
2022-03-14,20350.0,1440.0,100.0,0.0,41.114583333333336,98.0,0.0,0.0,0.0,3555430.0,86400.0,0.0,0.0
2022-03-14,20346.0,1440.0,100.0,0.0,123.20833333333333,328.0,0.0,0.0,0.0,10644602.0,86400.0,0.0,0.0
2022-03-13,20348.0,1404.0,97.5,0.0,265.9479166666667,551.0,0.0,0.0,0.0,22365211.0,84334.0,0.0,0.0
2022-03-19,20351.0,1380.0,95.83333333333333,0.0,29.130434782608695,66.0,0.0,0.0,0.0,2414485.0,82800.0,0.0,0.0
2022-03-13,20338.0,1440.0,100.0,0.0,28.458333333333332,57.0,0.0,0.0,0.0,2457179.0,86400.0,0.0,0.0
2022-03-18,20337.0,1440.0,100.0,0.0,89.09375,211.0,0.0,0.0,0.0,7696719.0,86400.0,0.0,0.0
2022-03-11,20338.0,1440.0,100.0,0.0,26.541666666666668,61.0,0.0,0.0,0.0,2295463.0,86400.0,0.0,0.0
2022-03-12,20347.0,1440.0,100.0,0.0,17.364583333333332,44.0,0.0,0.0,0.0,1500570.0,86400.0,0.0,0.0
2022-03-17,20348.0,1375.0,95.48611111111111,0.0,260.5108695652174,596.0,0.0,0.0,0.0,21515706.0,82574.0,0.0,0.0
2022-03-19,20345.0,1310.0,90.97222222222223,0.0,301.8068181818182,638.0,0.0,0.0,0.0,23874556.0,78772.0,0.0,0.0
2022-03-12,20341.0,1380.0,95.83333333333333,0.0,133.1413043478261,276.0,0.0,0.0,0.0,11023775.0,82800.0,0.0,0.0
2022-03-12,20342.0,1440.0,100.0,0.0,60.270833333333336,115.0,0.0,0.0,0.0,5212531.0,86400.0,0.0,0.0
2022-03-12,20353.0,1440.0,100.0,0.0,196.48958333333334,412.0,0.0,0.0,0.0,16972220.0,86400.0,0.0,0.0
2022-03-11,20342.0,1440.0,100.0,0.0,57.125,165.0,0.0,0.0,0.0,4939772.0,86400.0,0.0,0.0
2022-03-18,20338.0,1440.0,100.0,0.0,27.46875,62.0,0.0,0.0,0.0,2376173.0,86399.0,0.0,0.0
2022-03-16,20347.0,1440.0,100.0,0.0,17.5625,38.0,0.0,0.0,0.0,1519587.0,86400.0,0.0,0.0
2022-03-15,20354.0,1378.0,95.69444444444444,0.0,60.96739130434783,137.0,0.0,0.0,0.0,5041629.0,82732.0,0.0,0.0
2022-03-13,20351.0,1440.0,100.0,0.0,27.96875,58.0,0.0,0.0,0.0,2415410.0,86400.0,0.0,0.0
2022-03-15,20337.0,1440.0,100.0,0.0,87.97916666666667,210.0,0.0,0.0,0.0,7601275.0,86400.0,0.0,0.0
2022-03-18,20346.0,1440.0,100.0,0.0,126.16666666666667,294.0,0.0,0.0,0.0,10894804.0,86400.0,0.0,0.0
2022-03-12,20352.0,1440.0,100.0,0.0,44.5,86.0,0.0,0.0,0.0,3842053.0,86400.0,0.0,0.0
2022-03-17,20344.0,1380.0,95.83333333333333,0.0,288.8478260869565,513.0,0.0,0.0,0.0,23919951.0,82800.0,0.0,0.0
2022-03-13,20347.0,1440.0,100.0,0.0,16.197916666666668,40.0,0.0,0.0,0.0,1400550.0,86400.0,0.0,0.0
2022-03-13,20337.0,1440.0,100.0,0.0,97.85416666666667,208.0,0.0,0.0,0.0,8454758.0,86400.0,0.0,0.0
2022-03-15,20345.0,1440.0,100.0,0.0,299.6875,601.0,0.0,0.0,0.0,25892588.0,86400.0,0.0,0.0
2022-03-17,20340.0,1440.0,100.0,0.0,6.635416666666667,17.0,0.0,0.0,0.0,572044.0,86400.0,0.0,0.0
2022-03-18,20340.0,1440.0,100.0,0.0,7.895833333333333,27.0,0.0,0.0,0.0,680288.0,86400.0,0.0,0.0
