begintime,sk_object,duration,integrity,67194787,67194788,67194793,67194794,67194795,67194796,67196162,73442016,73442017
2022-02-18,7669105.0,86400.0,100.0,49764.0,49764.0,49764.0,49764.0,25545.0,25545.0,0.0,,
2022-03-15,65323144.0,82800.0,95.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-13,7669074.0,86400.0,100.0,5473175.0,5473175.0,5406996.0,5406968.0,71830.0,60153.0,0.0,,
2022-02-10,7669239.0,86400.0,100.0,17324.0,17324.0,17324.0,17324.0,17619.0,17619.0,0.0,,
2022-02-13,7669051.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-02,90076387.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-14,7669271.0,86400.0,100.0,3220921.0,3220921.0,3112845.0,3112841.0,80861.0,76441.0,0.0,,
2022-03-14,7669044.0,86400.0,100.0,3811879.0,3811879.0,3772196.0,3772155.0,71764.0,62383.0,0.0,,
2022-02-18,7669252.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-06,7669073.0,79200.0,91.66666666666667,23884.0,23884.0,23884.0,23884.0,18484.0,18484.0,0.0,,
2022-02-20,7669084.0,86400.0,100.0,198499.0,198273.0,198499.0,198273.0,157298.0,113958.0,226.0,,
2022-02-13,7669099.0,86400.0,100.0,7001885.0,7001719.0,6889957.0,6889900.0,120394.0,100420.0,0.0,,
2022-03-06,7669141.0,79200.0,91.66666666666667,2877.0,2877.0,2877.0,2877.0,11387.0,11387.0,0.0,,
2022-02-11,7669213.0,86400.0,100.0,4359091.0,4359091.0,4340419.0,4340362.0,56080.0,48144.0,0.0,,
2022-02-03,7669264.0,86400.0,100.0,7080962.0,7080962.0,6971895.0,6971834.0,94224.0,85124.0,0.0,,
2022-03-14,7669194.0,86400.0,100.0,100982.0,100982.0,100982.0,100982.0,78115.0,62888.0,0.0,,
2022-03-11,7668999.0,86400.0,100.0,131702.0,131702.0,131702.0,131702.0,36887.0,36887.0,0.0,,
2022-03-03,7669268.0,86400.0,100.0,31612.0,31612.0,31612.0,31612.0,29214.0,29214.0,0.0,,
2022-03-15,7669147.0,82800.0,95.83333333333333,7408.0,7408.0,7408.0,7408.0,13915.0,13915.0,0.0,,
2022-03-15,7669019.0,82800.0,95.83333333333333,5968022.0,5968022.0,5836727.0,5836692.0,94600.0,80398.0,0.0,,
2022-02-05,7669233.0,86400.0,100.0,215663.0,215660.0,215663.0,215660.0,159792.0,128046.0,3.0,,
2022-02-12,7669245.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-10,7669135.0,79200.0,91.66666666666667,1325187.0,1325187.0,1316289.0,1316279.0,17824.0,15343.0,0.0,,
2022-03-14,7669028.0,86400.0,100.0,128025.0,128025.0,128025.0,128025.0,53507.0,53507.0,0.0,,
2022-03-15,7669114.0,82800.0,95.83333333333333,21846.0,21846.0,21846.0,21846.0,20115.0,20115.0,0.0,,
2022-03-12,7669136.0,68400.0,79.16666666666667,83558.0,83501.0,83558.0,83501.0,42792.0,42792.0,0.0,,
2022-02-08,7669121.0,86400.0,100.0,4324460.0,4324460.0,4231258.0,4231238.0,113424.0,107563.0,0.0,,
2022-02-20,7669062.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-10,7669036.0,86400.0,100.0,56500.0,56500.0,56500.0,56500.0,32037.0,32037.0,0.0,,
2022-03-13,7669089.0,75600.0,87.5,85432.0,85432.0,85432.0,85432.0,70134.0,70134.0,0.0,,
2022-03-03,65323144.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-11,7669257.0,86400.0,100.0,132168.0,132168.0,132168.0,132168.0,55443.0,55443.0,0.0,,
2022-02-06,7669228.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-05,7669133.0,86400.0,100.0,7912663.0,7912663.0,7650914.0,7650849.0,180922.0,153227.0,0.0,,
2022-02-13,7669237.0,86400.0,100.0,6754.0,6754.0,6754.0,6754.0,11449.0,11449.0,0.0,,
2022-02-19,7669008.0,86400.0,100.0,6479.0,6479.0,6479.0,6479.0,17959.0,17959.0,0.0,,
2022-02-20,7669132.0,86400.0,100.0,15541.0,15541.0,15541.0,15541.0,24599.0,24599.0,0.0,,
2022-02-05,7669071.0,86400.0,100.0,239265.0,239265.0,239265.0,239265.0,86254.0,86254.0,0.0,,
2022-03-06,7669074.0,79200.0,91.66666666666667,5192951.0,5192951.0,5114939.0,5114908.0,67280.0,55960.0,0.0,,
2022-02-04,7669181.0,86400.0,100.0,129519.0,129519.0,129519.0,129519.0,76845.0,76845.0,0.0,,
2022-02-06,7669186.0,86400.0,100.0,11774.0,11774.0,11774.0,11774.0,36323.0,36323.0,0.0,,
2022-03-14,7669036.0,86400.0,100.0,54338.0,54338.0,54338.0,54338.0,30609.0,30609.0,0.0,,
2022-02-18,7669173.0,86400.0,100.0,2184806.0,2184806.0,2217526.0,2217522.0,108989.0,99802.0,0.0,,
2022-03-12,65323144.0,68400.0,79.16666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11,7669150.0,86400.0,100.0,7570795.0,7570795.0,7449744.0,7449678.0,119692.0,105201.0,0.0,,
2022-02-19,7669034.0,86400.0,100.0,29519.0,29519.0,29519.0,29519.0,28953.0,28953.0,0.0,,
2022-03-14,7669154.0,86400.0,100.0,4547350.0,4547350.0,4482574.0,4482554.0,62878.0,55885.0,0.0,,
2022-03-03,7669224.0,86400.0,100.0,113765.0,113765.0,113765.0,113765.0,63062.0,63041.0,0.0,,
2022-03-06,7669049.0,79200.0,91.66666666666667,151263.0,151255.0,151263.0,151255.0,108612.0,94161.0,8.0,,
2022-03-15,7669049.0,82800.0,95.83333333333333,149817.0,149738.0,149817.0,149738.0,141440.0,105782.0,79.0,,
2022-02-03,7669062.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-10,7669037.0,86400.0,100.0,7211844.0,7211844.0,7065695.0,7065627.0,138847.0,114204.0,0.0,,
2022-02-13,7669119.0,86400.0,100.0,2699597.0,2699597.0,2655955.0,2655943.0,41710.0,35445.0,0.0,,
