begintime,duration,object,20000649,20000642,20000643,20000644,20000645,20000646,20000647,20000648,20000661,20000662,20000663,20000664,20000665,20000666,20000667,20000668,20000669,20000623,20000624,20000625,20000626,20000627,20000628,20000629,20000630,20000631,20000632,20000633,20000634,20000635,20000636,20000637,20000638,20000639,20000640,20000641,20000650,20000651,20000652,20000653,20000654,20000655,20000656,20000657,20000658,20000660,20000670,20000672,20000674,20000675,20000677,20000678,20000679,20000680,20000681,20000682,20000683,20000659,20000673,20000671,20000676
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,HsDschResources=1","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,,,,,,,,,,,,,,,,"['47.0', '90.0', '119.0', '121.0', '152.0', '68.0', '75.0', '51.0', '372.0', '466.0', '264.0', '536.0', '393.0', '279.0', '214.0', '182.0', '139.0', '69.0', '65.0', '28.0', '20.0', '34.0', '8.0', '2.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '2.0', '10.0', '4.0', '3.0', '4.0', '2.0', '7.0', '3.0', '1.0', '0.0', '2.0', '3.0', '0.0', '1.0', '0.0', '0.0', '2.0', '3.0', '10.0', '13.0', '10.0', '9.0', '1.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']","['69110.0', '19272.0', '19622.0', '10693.0', '12598.0', '7182.0', '6079.0', '3324.0', '3015.0', '2702.0', '871.0', '145.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['91.0', '105.0', '77.0', '142.0', '102.0', '78.0', '124.0', '70.0', '83.0', '47.0', '64.0', '49.0', '62.0', '35.0', '31.0', '2.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,"['180.0', '900.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,,,,,,,,,,,,,"['617.0', '418.0', '637.0', '823.0', '803.0', '806.0', '927.0', '1277.0', '1735.0', '2652.0', '3524.0', '4826.0', '6409.0', '8906.0', '12309.0', '14136.0', '17459.0', '17790.0', '20714.0', '20082.0', '20530.0', '20734.0', '18545.0', '16758.0', '15334.0', '27781.0', '28924.0', '22964.0', '14973.0', '10066.0', '10163.0', '496959.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,,,,"['1543.0', '1100.0', '662.0', '550.0', '398.0', '398.0', '311.0', '337.0', '282.0', '250.0', '205.0', '181.0', '126.0', '141.0', '128.0', '116.0', '119.0', '86.0', '74.0', '98.0', '79.0', '64.0', '73.0', '63.0', '35.0', '73.0', '77.0', '37.0', '61.0', '33.0', '66.0', '37.0', '49.0', '74.0', '42.0', '38.0', '52.0', '116.0', '78.0', '98.0', '131.0', '166.0', '175.0', '137.0', '41.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,"['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '1.0', '1.0', '0.0', '2.0', '7.0', '3.0', '4.0', '3.0', '7.0', '11.0', '12.0', '10.0', '9.0', '5.0', '12.0', '10.0', '0.0', '6.0', '1.0', '3.0', '10.0', '0.0']",,"['4771.0', '1040.0', '570.0', '168.0', '145.0', '176.0', '164.0', '190.0', '106.0', '128.0', '107.0', '97.0', '154.0', '387.0', '797.0', '0.0']","['9000.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['59.0', '130.0', '157.0', '182.0', '203.0', '104.0', '105.0', '79.0', '516.0', '642.0', '460.0', '894.0', '631.0', '486.0', '444.0', '297.0', '240.0', '120.0', '128.0', '78.0', '38.0', '54.0', '21.0', '2.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '5.0', '16.0', '15.0', '15.0', '7.0', '3.0', '15.0', '6.0', '3.0', '4.0', '3.0', '5.0', '0.0', '2.0', '3.0', '0.0', '2.0', '10.0', '38.0', '75.0', '61.0', '82.0', '34.0', '59.0', '49.0', '14.0', '25.0', '0.0', '0.0']","['118468.0', '29080.0', '28162.0', '16154.0', '18891.0', '11330.0', '9130.0', '5195.0', '4645.0', '4180.0', '1623.0', '283.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,,"['0.0', '0.0', '0.0', '0.0', '89.0', '5031.0', '2953.0', '545.0', '274.0', '86.0', '19.0', '3.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,HsDschResources=1","['55.0', '35.0', '40.0', '48.0', '88.0', '120.0', '127.0', '182.0', '252.0', '283.0', '450.0', '553.0', '671.0', '843.0', '971.0', '1206.0', '1271.0', '1217.0', '1119.0', '1076.0', '939.0', '852.0', '804.0', '705.0', '625.0', '530.0', '424.0', '293.0', '172.0', '100.0', '54.0', '45.0']",,,,,,,,,,,,,,,,,"['0.0', '23.0', '33.0', '71.0', '87.0', '64.0', '64.0', '40.0', '198.0', '297.0', '337.0', '911.0', '1247.0', '490.0', '811.0', '246.0', '287.0', '77.0', '129.0', '16.0', '17.0', '47.0', '11.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '4.0', '6.0', '2.0', '3.0', '1.0', '5.0', '5.0', '1.0', '1.0', '3.0', '0.0', '0.0', '0.0', '0.0', '1.0', '1.0', '3.0', '10.0', '11.0', '3.0', '4.0', '1.0', '2.0', '0.0', '0.0', '0.0', '0.0']","['59607.0', '13649.0', '9645.0', '5379.0', '6019.0', '3522.0', '4397.0', '3101.0', '3338.0', '4301.0', '2472.0', '976.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['62.0', '74.0', '37.0', '89.0', '74.0', '60.0', '88.0', '45.0', '61.0', '28.0', '28.0', '22.0', '33.0', '19.0', '39.0', '5.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,"['180.0', '900.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,,,,,,,,,,,,,"['345.0', '311.0', '421.0', '548.0', '465.0', '503.0', '485.0', '717.0', '884.0', '1126.0', '1428.0', '1878.0', '2488.0', '3366.0', '4897.0', '5812.0', '8103.0', '9268.0', '11691.0', '13108.0', '14580.0', '16693.0', '17816.0', '17751.0', '17002.0', '31449.0', '33537.0', '26081.0', '12744.0', '5077.0', '2764.0', '396895.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,,,,"['2693.0', '1269.0', '749.0', '581.0', '377.0', '338.0', '297.0', '307.0', '253.0', '227.0', '166.0', '139.0', '111.0', '100.0', '105.0', '102.0', '96.0', '61.0', '56.0', '99.0', '50.0', '54.0', '46.0', '47.0', '18.0', '51.0', '48.0', '23.0', '38.0', '22.0', '43.0', '23.0', '18.0', '46.0', '15.0', '21.0', '25.0', '28.0', '19.0', '23.0', '23.0', '27.0', '44.0', '53.0', '65.0', '4.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,"['0.0', '58.0', '37.0', '43.0', '81.0', '100.0', '82.0', '134.0', '123.0', '206.0', '213.0', '176.0', '159.0', '155.0', '189.0', '195.0', '199.0', '196.0', '182.0', '191.0', '180.0', '170.0', '170.0', '149.0', '115.0', '115.0', '105.0', '88.0', '77.0', '40.0', '21.0', '0.0']",,"['5815.0', '935.0', '529.0', '109.0', '124.0', '153.0', '102.0', '102.0', '56.0', '45.0', '63.0', '53.0', '48.0', '99.0', '767.0', '0.0']","['9000.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '25.0', '61.0', '92.0', '104.0', '86.0', '93.0', '50.0', '277.0', '416.0', '449.0', '1238.0', '1703.0', '666.0', '1237.0', '344.0', '414.0', '110.0', '214.0', '40.0', '22.0', '80.0', '23.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '7.0', '9.0', '8.0', '4.0', '4.0', '7.0', '9.0', '2.0', '2.0', '3.0', '4.0', '0.0', '0.0', '2.0', '6.0', '1.0', '14.0', '47.0', '21.0', '10.0', '48.0', '28.0', '20.0', '0.0', '28.0', '0.0', '0.0']","['97123.0', '18426.0', '12098.0', '7233.0', '8008.0', '4581.0', '5426.0', '3960.0', '4264.0', '5411.0', '3419.0', '1314.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,,"['0.0', '0.0', '0.0', '0.0', '1297.0', '7018.0', '486.0', '145.0', '46.0', '6.0', '2.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,HsDschResources=1","['0.0', '5.0', '2.0', '7.0', '5.0', '6.0', '16.0', '38.0', '72.0', '151.0', '398.0', '835.0', '1607.0', '2374.0', '3130.0', '3798.0', '3770.0', '3209.0', '2211.0', '1267.0', '561.0', '185.0', '58.0', '12.0', '3.0', '2.0', '3.0', '1.0', '5.0', '1.0', '2.0', '401.0']",,,,,,,,,,,,,,,,,"['560.0', '464.0', '803.0', '609.0', '845.0', '499.0', '425.0', '840.0', '1242.0', '2295.0', '2493.0', '2959.0', '2511.0', '1841.0', '1051.0', '784.0', '579.0', '601.0', '347.0', '140.0', '113.0', '80.0', '29.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '130.0', '97.0', '4.0', '36.0', '137.0', '46.0', '19.0', '10.0', '8.0', '22.0', '11.0', '16.0', '12.0', '5.0', '4.0', '9.0', '26.0', '38.0', '60.0', '48.0', '16.0', '10.0', '2.0', '10.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['192196.0', '59421.0', '42581.0', '32889.0', '25179.0', '16023.0', '11351.0', '9033.0', '4579.0', '3021.0', '885.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['398.0', '453.0', '382.0', '551.0', '432.0', '344.0', '470.0', '297.0', '323.0', '150.0', '152.0', '74.0', '70.0', '17.0', '14.0', '6.0', '3.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,"['180.0', '900.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,,,,,,,,,,,,,"['2018.0', '4249.0', '2892.0', '3226.0', '3708.0', '4142.0', '4657.0', '7012.0', '9045.0', '13073.0', '17301.0', '24401.0', '31368.0', '40482.0', '53392.0', '58401.0', '64816.0', '61754.0', '65049.0', '60984.0', '57216.0', '54740.0', '50004.0', '49442.0', '53452.0', '79111.0', '62780.0', '40047.0', '22262.0', '12503.0', '7156.0', '2196575.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,,,,"['0.0', '0.0', '7.0', '17.0', '27.0', '40.0', '74.0', '86.0', '93.0', '112.0', '78.0', '96.0', '75.0', '59.0', '98.0', '95.0', '107.0', '88.0', '65.0', '158.0', '124.0', '138.0', '180.0', '221.0', '133.0', '329.0', '515.0', '319.0', '799.0', '456.0', '1086.0', '633.0', '597.0', '1083.0', '436.0', '274.0', '191.0', '103.0', '8.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,"['0.0', '1.0', '1.0', '1.0', '1.0', '3.0', '1.0', '4.0', '23.0', '31.0', '118.0', '168.0', '444.0', '660.0', '967.0', '1525.0', '1709.0', '1603.0', '1235.0', '830.0', '521.0', '287.0', '133.0', '85.0', '111.0', '188.0', '15.0', '143.0', '12.0', '121.0', '233.0', '0.0']",,"['535.0', '973.0', '1025.0', '675.0', '432.0', '381.0', '408.0', '319.0', '322.0', '317.0', '310.0', '357.0', '1236.0', '1710.0', '0.0', '0.0']","['9000.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['701.0', '650.0', '1072.0', '827.0', '1187.0', '697.0', '594.0', '1410.0', '2258.0', '3764.0', '4307.0', '5198.0', '4338.0', '3244.0', '1957.0', '1534.0', '1060.0', '1150.0', '775.0', '308.0', '258.0', '207.0', '46.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '228.0', '189.0', '8.0', '56.0', '190.0', '82.0', '31.0', '17.0', '19.0', '57.0', '19.0', '38.0', '25.0', '15.0', '18.0', '29.0', '82.0', '137.0', '349.0', '204.0', '359.0', '143.0', '50.0', '192.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['335294.0', '85360.0', '58485.0', '45919.0', '35593.0', '23388.0', '16917.0', '13690.0', '7340.0', '5142.0', '1608.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,,"['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '3.0', '188.0', '887.0', '2022.0', '1854.0', '1473.0', '1062.0', '737.0', '415.0', '167.0', '99.0', '61.0', '20.0', '6.0', '3.0', '1.0', '1.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=2,HsDschResources=1","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,,,,,,,,,,,,,,,,"['245.0', '295.0', '345.0', '342.0', '449.0', '283.0', '286.0', '373.0', '496.0', '1055.0', '1732.0', '2423.0', '2272.0', '1623.0', '1399.0', '891.0', '565.0', '640.0', '950.0', '110.0', '120.0', '324.0', '79.0', '2.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '81.0', '58.0', '10.0', '18.0', '52.0', '21.0', '12.0', '5.0', '6.0', '22.0', '8.0', '17.0', '5.0', '7.0', '5.0', '9.0', '25.0', '48.0', '106.0', '184.0', '131.0', '73.0', '26.0', '38.0', '2.0', '0.0', '0.0', '0.0', '0.0']","['99035.0', '32872.0', '22626.0', '18021.0', '16006.0', '11808.0', '9155.0', '8263.0', '5311.0', '4327.0', '1903.0', '129.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['89.0', '142.0', '119.0', '173.0', '120.0', '127.0', '138.0', '66.0', '85.0', '66.0', '61.0', '35.0', '52.0', '22.0', '26.0', '2.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,"['180.0', '900.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,,,,,,,,,,,,,"['785.0', '1337.0', '948.0', '1124.0', '1171.0', '1309.0', '1573.0', '2143.0', '2855.0', '4013.0', '5445.0', '7407.0', '9218.0', '12145.0', '15747.0', '17856.0', '20776.0', '20730.0', '21609.0', '21458.0', '21386.0', '21606.0', '21131.0', '19661.0', '17482.0', '31172.0', '30828.0', '31175.0', '19853.0', '10340.0', '5491.0', '777942.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,,,,"['175.0', '369.0', '402.0', '343.0', '280.0', '254.0', '248.0', '251.0', '168.0', '229.0', '153.0', '180.0', '139.0', '131.0', '148.0', '141.0', '131.0', '107.0', '109.0', '146.0', '108.0', '116.0', '113.0', '106.0', '66.0', '119.0', '121.0', '56.0', '163.0', '58.0', '159.0', '92.0', '106.0', '235.0', '160.0', '222.0', '268.0', '817.0', '526.0', '577.0', '438.0', '233.0', '35.0', '1.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,"['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '2.0', '0.0', '7.0', '1.0', '5.0', '9.0', '10.0', '19.0', '9.0', '6.0', '5.0', '9.0', '8.0', '5.0', '4.0', '1.0', '4.0', '7.0', '8.0', '0.0', '6.0', '0.0', '13.0', '36.0', '0.0']",,"['2442.0', '1135.0', '769.0', '415.0', '300.0', '273.0', '205.0', '209.0', '193.0', '193.0', '158.0', '199.0', '550.0', '1499.0', '460.0', '0.0']","['9000.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['343.0', '415.0', '522.0', '468.0', '603.0', '386.0', '349.0', '582.0', '784.0', '1580.0', '2673.0', '3741.0', '3346.0', '2509.0', '2009.0', '1248.0', '781.0', '857.0', '1249.0', '224.0', '166.0', '514.0', '185.0', '6.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '111.0', '87.0', '23.0', '26.0', '63.0', '27.0', '21.0', '9.0', '8.0', '26.0', '10.0', '35.0', '5.0', '13.0', '6.0', '13.0', '45.0', '77.0', '189.0', '367.0', '264.0', '230.0', '107.0', '140.0', '12.0', '0.0', '0.0', '0.0', '0.0']","['203329.0', '52425.0', '34732.0', '29545.0', '24454.0', '18446.0', '14333.0', '13566.0', '8565.0', '7085.0', '3096.0', '216.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,,"['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '207.0', '3813.0', '3249.0', '1137.0', '328.0', '170.0', '64.0', '20.0', '10.0', '2.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']",,
