NE Name,fdn,ACTSTATUS,BCC,BCCHNO,BSPAGBLKSRES,BSPBCCHBLKS,BSPRACHBLKS,BTSID,CELLID,CELLNAME,CGI,CI,CSDSP,CSVSP,EXTTP,FLEXMAIO,IDTYPE,IUOTP,LAC,MCC,MNC,MOIndex,NCC,NEWCELLNAME,OPNAME,PSHPSP,PSLPSVP,REMARK,TYPE,className,name,neID
FTBSC02,"NE=280,GCELL=498",ACTIVATED,3,52,4,1,1,63,498,WILKINSONROAD-2,619050258370C,14092,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_498,2,WILKINSONROAD-2,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=WILKINSONROAD-2, CellIndex=498, CGI=619050258370C",26
FTBSC02,"NE=280,GCELL=499",ACTIVATED,2,56,4,1,1,63,499,WILKINSONROAD-3,619050258370D,14093,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_499,1,WILKINSONROAD-3,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=WILKINSONROAD-3, CellIndex=499, CGI=619050258370D",26
FTBSC02,"NE=280,GCELL=500",ACTIVATED,3,758,4,1,1,63,500,WILKINSONROAD-6,6190502583710,14096,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_500,1,WILKINSONROAD-6,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=WILKINSONROAD-6, CellIndex=500, CGI=6190502583710",26
FTBSC02,"NE=280,GCELL=501",ACTIVATED,6,760,4,1,1,63,501,WILKINSONROAD-8,6190502583712,14098,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_501,3,WILKINSONROAD-8,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=WILKINSONROAD-8, CellIndex=501, CGI=6190502583712",26
FTBSC02,"NE=280,GCELL=502",ACTIVATED,6,779,4,1,1,63,502,WILKINSONROAD-9,6190502583713,14099,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_502,3,WILKINSONROAD-9,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=WILKINSONROAD-9, CellIndex=502, CGI=6190502583713",26
FTBSC02,"NE=280,GCELL=513",ACTIVATED,2,60,4,1,1,65,513,YOUYIBUILDING-1,61905025836E3,14051,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_513,0,YOUYIBUILDING-1,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=YOUYIBUILDING-1, CellIndex=513, CGI=61905025836E3",26
FTBSC02,"NE=280,GCELL=514",ACTIVATED,1,58,4,1,1,65,514,YOUYIBUILDING-2,61905025836E4,14052,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_514,0,YOUYIBUILDING-2,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=YOUYIBUILDING-2, CellIndex=514, CGI=61905025836E4",26
FTBSC02,"NE=280,GCELL=515",ACTIVATED,2,63,4,1,1,65,515,YOUYIBUILDING-3,61905025836E5,14053,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_515,0,YOUYIBUILDING-3,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=YOUYIBUILDING-3, CellIndex=515, CGI=61905025836E5",26
FTBSC02,"NE=280,GCELL=516",ACTIVATED,7,772,4,1,1,65,516,YOUYIBUILDING-9,61905025836EB,14059,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_516,4,YOUYIBUILDING-9,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=YOUYIBUILDING-9, CellIndex=516, CGI=61905025836EB",26
FTBSC02,"NE=280,GCELL=468",ACTIVATED,3,757,4,1,1,59,468,MURRAYTOWN-6,61905025836CA,14026,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_468,2,MURRAYTOWN-6,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=MURRAYTOWN-6, CellIndex=468, CGI=61905025836CA",26
FTBSC02,"NE=280,GCELL=469",ACTIVATED,0,763,4,1,1,59,469,MURRAYTOWN-7,61905025836CB,14027,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_469,4,MURRAYTOWN-7,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=MURRAYTOWN-7, CellIndex=469, CGI=61905025836CB",26
FTBSC02,"NE=280,GCELL=470",ACTIVATED,6,771,4,1,1,59,470,MURRAYTOWN-8,61905025836CC,14028,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_470,1,MURRAYTOWN-8,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=MURRAYTOWN-8, CellIndex=470, CGI=61905025836CC",26
FTBSC02,"NE=280,GCELL=471",ACTIVATED,3,57,4,1,1,60,471,SUSSEX_II-3,61905028E37DF,14303,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,654,619,05,26_471,1,SUSSEX_II-3,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=SUSSEX_II-3, CellIndex=471, CGI=61905028E37DF",26
FTBSC02,"NE=280,GCELL=489",ACTIVATED,4,57,4,1,1,62,489,WILBERFORCEMSC-1,61905025836B1,14001,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_489,1,WILBERFORCEMSC-1,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=WILBERFORCEMSC-1, CellIndex=489, CGI=61905025836B1",26
FTBSC02,"NE=280,GCELL=490",ACTIVATED,2,53,4,1,1,62,490,WILBERFORCEMSC-2,61905025836B2,14002,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_490,3,WILBERFORCEMSC-2,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=WILBERFORCEMSC-2, CellIndex=490, CGI=61905025836B2",26
FTBSC02,"NE=280,GCELL=491",ACTIVATED,1,60,4,1,1,62,491,WILBERFORCEMSC-3,61905025836B3,14003,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_491,0,WILBERFORCEMSC-3,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=WILBERFORCEMSC-3, CellIndex=491, CGI=61905025836B3",26
FTBSC02,"NE=280,GCELL=492",ACTIVATED,2,759,4,1,1,62,492,WILBERFORCEMSC-6,61905025836B6,14006,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_492,5,WILBERFORCEMSC-6,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=WILBERFORCEMSC-6, CellIndex=492, CGI=61905025836B6",26
FTBSC02,"NE=280,GCELL=493",ACTIVATED,5,776,4,1,1,62,493,WILBERFORCEMSC-7,61905025836B7,14007,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_493,5,WILBERFORCEMSC-7,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=WILBERFORCEMSC-7, CellIndex=493, CGI=61905025836B7",26
FTBSC02,"NE=280,GCELL=494",ACTIVATED,1,769,4,1,1,62,494,WILBERFORCEMSC-8,61905025836B8,14008,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_494,5,WILBERFORCEMSC-8,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=WILBERFORCEMSC-8, CellIndex=494, CGI=61905025836B8",26
FTBSC02,"NE=280,GCELL=517",ACTIVATED,5,768,4,1,1,65,517,YOUYIBUILDING-6,61905025836E8,14056,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_517,1,YOUYIBUILDING-6,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=YOUYIBUILDING-6, CellIndex=517, CGI=61905025836E8",26
FTBSC02,"NE=280,GCELL=518",ACTIVATED,6,760,4,1,1,65,518,YOUYIBUILDING-7,61905025836E9,14057,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_518,0,YOUYIBUILDING-7,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=YOUYIBUILDING-7, CellIndex=518, CGI=61905025836E9",26
FTBSC02,"NE=280,GCELL=531",ACTIVATED,5,776,4,1,1,67,531,COLEFARM_II-8,6190502583730,14128,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_531,2,COLEFARM_II-8,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=COLEFARM_II-8, CellIndex=531, CGI=6190502583730",26
FTBSC02,"NE=280,GCELL=537",ACTIVATED,5,63,4,1,1,68,537,COLLEGIATESCHOOL_II-2,61905025836D0,14032,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_537,0,COLLEGIATESCHOOL_II-2,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=COLLEGIATESCHOOL_II-2, CellIndex=537, CGI=61905025836D0",26
FTBSC02,"NE=280,GCELL=538",ACTIVATED,3,773,4,1,1,68,538,COLLEGIATESCHOOL_II-6,61905025836D4,14036,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_538,0,COLLEGIATESCHOOL_II-6,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=COLLEGIATESCHOOL_II-6, CellIndex=538, CGI=61905025836D4",26
FTBSC02,"NE=280,GCELL=539",ACTIVATED,6,781,4,1,1,68,539,COLLEGIATESCHOOL_II-8,61905025836D6,14038,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_539,1,COLLEGIATESCHOOL_II-8,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=COLLEGIATESCHOOL_II-8, CellIndex=539, CGI=61905025836D6",26
FTBSC02,"NE=280,GCELL=617",ACTIVATED,7,763,4,1,1,78,617,TENGBEHTOWN_II-6,6190502583756,14166,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_617,2,TENGBEHTOWN_II-6,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=TENGBEHTOWN_II-6, CellIndex=617, CGI=6190502583756",26
FTBSC02,"NE=280,GCELL=618",ACTIVATED,5,781,4,1,1,78,618,TENGBEHTOWN_II-7,6190502583757,14167,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_618,1,TENGBEHTOWN_II-7,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=TENGBEHTOWN_II-7, CellIndex=618, CGI=6190502583757",26
FTBSC02,"NE=280,GCELL=619",ACTIVATED,2,767,4,1,1,78,619,TENGBEHTOWN_II-8,6190502583758,14168,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_619,1,TENGBEHTOWN_II-8,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=TENGBEHTOWN_II-8, CellIndex=619, CGI=6190502583758",26
FTBSC02,"NE=280,GCELL=425",ACTIVATED,5,63,4,1,1,54,425,JUBA-1,61905025A3797,14231,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_425,4,JUBA-1,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=JUBA-1, CellIndex=425, CGI=61905025A3797",26
FTBSC02,"NE=280,GCELL=426",ACTIVATED,7,52,4,1,1,54,426,JUBA-2,61905025A3798,14232,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_426,0,JUBA-2,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=JUBA-2, CellIndex=426, CGI=61905025A3798",26
FTBSC02,"NE=280,GCELL=427",ACTIVATED,0,59,4,1,1,54,427,JUBA-3,61905025A3799,14233,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_427,2,JUBA-3,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=JUBA-3, CellIndex=427, CGI=61905025A3799",26
FTBSC02,"NE=280,GCELL=428",ACTIVATED,7,57,4,1,1,54,428,JUBA-4,61905025A379A,14234,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_428,3,JUBA-4,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=JUBA-4, CellIndex=428, CGI=61905025A379A",26
FTBSC02,"NE=280,GCELL=429",ACTIVATED,5,781,4,1,1,54,429,JUBA-6,61905025A379C,14236,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_429,3,JUBA-6,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=JUBA-6, CellIndex=429, CGI=61905025A379C",26
FTBSC02,"NE=280,GCELL=430",ACTIVATED,0,756,4,1,1,54,430,JUBA-7,61905025A379D,14237,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_430,5,JUBA-7,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=JUBA-7, CellIndex=430, CGI=61905025A379D",26
FTBSC02,"NE=280,GCELL=431",ACTIVATED,3,761,4,1,1,54,431,JUBA-8,61905025A379E,14238,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_431,0,JUBA-8,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=JUBA-8, CellIndex=431, CGI=61905025A379E",26
FTBSC02,"NE=280,GCELL=457",ACTIVATED,3,61,4,1,1,58,457,MMCE-1,61905025A37A1,14241,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_457,0,MMCE-1,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=MMCE-1, CellIndex=457, CGI=61905025A37A1",26
FTBSC02,"NE=280,GCELL=458",ACTIVATED,1,58,4,1,1,58,458,MMCE-2,61905025A37A2,14242,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_458,5,MMCE-2,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=MMCE-2, CellIndex=458, CGI=61905025A37A2",26
FTBSC02,"NE=280,GCELL=459",ACTIVATED,3,779,4,1,1,58,459,MMCE-6,61905025A37A6,14246,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_459,3,MMCE-6,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=MMCE-6, CellIndex=459, CGI=61905025A37A6",26
FTBSC02,"NE=280,GCELL=460",ACTIVATED,0,775,4,1,1,58,460,MMCE-7,61905025A37A7,14247,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_460,0,MMCE-7,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=MMCE-7, CellIndex=460, CGI=61905025A37A7",26
FTBSC02,"NE=280,GCELL=577",ACTIVATED,6,56,4,1,1,73,577,MALAMA_II-1,61905025A3733,14131,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_577,0,MALAMA_II-1,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=MALAMA_II-1, CellIndex=577, CGI=61905025A3733",26
FTBSC02,"NE=280,GCELL=578",ACTIVATED,0,63,4,1,1,73,578,MALAMA_II-2,61905025A3734,14132,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_578,5,MALAMA_II-2,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=MALAMA_II-2, CellIndex=578, CGI=61905025A3734",26
FTBSC02,"NE=280,GCELL=579",ACTIVATED,0,51,4,1,1,73,579,MALAMA_II-3,61905025A3735,14133,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_579,0,MALAMA_II-3,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=MALAMA_II-3, CellIndex=579, CGI=61905025A3735",26
FTBSC02,"NE=280,GCELL=580",ACTIVATED,4,777,4,1,1,73,580,MALAMA_II-6,61905025A3738,14136,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_580,5,MALAMA_II-6,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=MALAMA_II-6, CellIndex=580, CGI=61905025A3738",26
FTBSC02,"NE=280,GCELL=581",ACTIVATED,0,765,4,1,1,73,581,MALAMA_II-8,61905025A373A,14138,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_581,0,MALAMA_II-8,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=MALAMA_II-8, CellIndex=581, CGI=61905025A373A",26
FTBSC02,"NE=280,GCELL=585",ACTIVATED,7,62,4,1,1,74,585,MARJAYTOWN_II-1,61905025A3715,14101,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_585,1,MARJAYTOWN_II-1,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=MARJAYTOWN_II-1, CellIndex=585, CGI=61905025A3715",26
FTBSC02,"NE=280,GCELL=586",ACTIVATED,0,57,4,1,1,74,586,MARJAYTOWN_II-2,61905025A3716,14102,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,602,619,05,26_586,1,MARJAYTOWN_II-2,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=MARJAYTOWN_II-2, CellIndex=586, CGI=61905025A3716",26
FTBSC02,"NE=280,GCELL=401",ACTIVATED,1,63,4,1,1,51,401,DILLET-1,61905025836F7,14071,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_401,3,DILLET-1,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=DILLET-1, CellIndex=401, CGI=61905025836F7",26
FTBSC02,"NE=280,GCELL=402",ACTIVATED,0,52,4,1,1,51,402,DILLET-2,61905025836F8,14072,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_402,2,DILLET-2,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=DILLET-2, CellIndex=402, CGI=61905025836F8",26
FTBSC02,"NE=280,GCELL=403",ACTIVATED,7,61,4,1,1,51,403,DILLET-3,61905025836F9,14073,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_403,2,DILLET-3,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=DILLET-3, CellIndex=403, CGI=61905025836F9",26
FTBSC02,"NE=280,GCELL=404",ACTIVATED,1,756,4,1,1,51,404,DILLET-6,61905025836FC,14076,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_404,1,DILLET-6,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=DILLET-6, CellIndex=404, CGI=61905025836FC",26
FTBSC02,"NE=280,GCELL=405",ACTIVATED,2,764,4,1,1,51,405,DILLET-7,61905025836FD,14077,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_405,3,DILLET-7,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=DILLET-7, CellIndex=405, CGI=61905025836FD",26
FTBSC02,"NE=280,GCELL=406",ACTIVATED,6,780,4,1,1,51,406,DILLET-8,61905025836FE,14078,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_406,5,DILLET-8,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=DILLET-8, CellIndex=406, CGI=61905025836FE",26
FTBSC02,"NE=280,GCELL=433",ACTIVATED,6,52,4,1,1,55,433,KROOTOWNROAD-1,6190502583701,14081,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_433,5,KROOTOWNROAD-1,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=KROOTOWNROAD-1, CellIndex=433, CGI=6190502583701",26
FTBSC02,"NE=280,GCELL=434",ACTIVATED,7,62,4,1,1,55,434,KROOTOWNROAD-2,6190502583702,14082,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_434,3,KROOTOWNROAD-2,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=KROOTOWNROAD-2, CellIndex=434, CGI=6190502583702",26
FTBSC02,"NE=280,GCELL=435",ACTIVATED,0,64,4,1,1,55,435,KROOTOWNROAD-3,6190502583703,14083,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_435,5,KROOTOWNROAD-3,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=KROOTOWNROAD-3, CellIndex=435, CGI=6190502583703",26
FTBSC02,"NE=280,GCELL=436",ACTIVATED,0,777,4,1,1,55,436,KROOTOWNROAD-8,6190502583708,14088,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_436,2,KROOTOWNROAD-8,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=KROOTOWNROAD-8, CellIndex=436, CGI=6190502583708",26
FTBSC02,"NE=280,GCELL=437",ACTIVATED,4,773,4,1,1,55,437,KROOTOWNROAD-9,6190502583709,14089,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_437,1,KROOTOWNROAD-9,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=KROOTOWNROAD-9, CellIndex=437, CGI=6190502583709",26
FTBSC02,"NE=280,GCELL=438",ACTIVATED,2,775,4,1,1,55,438,KROOTOWNROAD-6,6190502583706,14086,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_438,1,KROOTOWNROAD-6,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=KROOTOWNROAD-6, CellIndex=438, CGI=6190502583706",26
FTBSC02,"NE=280,GCELL=569",ACTIVATED,1,56,4,1,1,72,569,KINGTOM_II-2,619050258375C,14172,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_569,0,KINGTOM_II-2,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=KINGTOM_II-2, CellIndex=569, CGI=619050258375C",26
FTBSC02,"NE=280,GCELL=570",ACTIVATED,6,60,4,1,1,72,570,KINGTOM_II-3,619050258375D,14173,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_570,2,KINGTOM_II-3,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=KINGTOM_II-3, CellIndex=570, CGI=619050258375D",26
FTBSC02,"NE=280,GCELL=571",ACTIVATED,1,781,4,1,1,72,571,KINGTOM_II-6,6190502583760,14176,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_571,1,KINGTOM_II-6,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=KINGTOM_II-6, CellIndex=571, CGI=6190502583760",26
FTBSC02,"NE=280,GCELL=572",ACTIVATED,1,51,4,1,1,72,572,KINGTOM_II-1,619050258375B,14171,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_572,2,KINGTOM_II-1,Africell,4,6,-,GSM900,BSC6900GSMCell,"LABEL=KINGTOM_II-1, CellIndex=572, CGI=619050258375B",26
FTBSC02,"NE=280,GCELL=573",ACTIVATED,5,761,4,1,1,72,573,KINGTOM_II-7,6190502583761,14177,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_573,0,KINGTOM_II-7,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=KINGTOM_II-7, CellIndex=573, CGI=6190502583761",26
FTBSC02,"NE=280,GCELL=633",ACTIVATED,4,777,4,1,1,80,633,DUNDASTREET-6,61905025850A6,20646,5,3,NORMAL_CELL,OFF,BYID,NORMAL_CELL,600,619,05,26_633,1,DUNDASTREET-6,Africell,4,6,-,DCS1800,BSC6900GSMCell,"LABEL=DUNDASTREET-6, CellIndex=633, CGI=61905025850A6",26
