begintime,ne_name,sk_object,ne_type,vendor,integrity,HU LTE_DL Traffic(GB),id
2024-03-01,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD,Local Cell ID=7,Cell Name=4G_KISSYROAD-7,eNodeB ID=5011,Cell FDD TDD indication=CELL_FDD",808764.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,44.8282,210
2024-03-01,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD,Local Cell ID=8,Cell Name=4G_KISSYROAD-8,eNodeB ID=5011,Cell FDD TDD indication=CELL_FDD",809162.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,93.3849,211
2024-03-01,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II,Local Cell ID=1,Cell Name=4G_KISSYSHELL_II-1,eNodeB ID=5037,Cell FDD TDD indication=CELL_FDD",809138.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,143.2868,212
2024-03-01,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II,Local Cell ID=2,Cell Name=4G_KISSYSHELL_II-2,eNodeB ID=5037,Cell FDD TDD indication=CELL_FDD",809198.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,52.9809,213
2024-03-01,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II,Local Cell ID=3,Cell Name=4G_KISSYSHELL_II-3,eNodeB ID=5037,Cell FDD TDD indication=CELL_FDD",808964.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,138.3467,214
2024-03-01,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II,Local Cell ID=6,Cell Name=4G_KISSYSHELL_II-6,eNodeB ID=5037,Cell FDD TDD indication=CELL_FDD",808763.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,52.2306,215
2024-03-01,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II,Local Cell ID=7,Cell Name=4G_KISSYSHELL_II-7,eNodeB ID=5037,Cell FDD TDD indication=CELL_FDD",808859.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,41.9557,216
2024-03-01,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II,Local Cell ID=8,Cell Name=4G_KISSYSHELL_II-8,eNodeB ID=5037,Cell FDD TDD indication=CELL_FDD",809048.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,85.5075,217
2024-03-01,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II,Local Cell ID=1,Cell Name=4G_KOSSOHTOWN_II-1,eNodeB ID=5031,Cell FDD TDD indication=CELL_FDD",817477.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,129.5302,218
2024-03-01,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II,Local Cell ID=2,Cell Name=4G_KOSSOHTOWN_II-2,eNodeB ID=5031,Cell FDD TDD indication=CELL_FDD",808730.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,141.0084,219
2024-03-01,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II,Local Cell ID=3,Cell Name=4G_KOSSOHTOWN_II-3,eNodeB ID=5031,Cell FDD TDD indication=CELL_FDD",809205.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,127.7188,220
2024-03-01,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II,Local Cell ID=6,Cell Name=4G_KOSSOHTOWN_II-6,eNodeB ID=5031,Cell FDD TDD indication=CELL_FDD",809202.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,107.9219,221
2024-03-01,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II,Local Cell ID=7,Cell Name=4G_KOSSOHTOWN_II-7,eNodeB ID=5031,Cell FDD TDD indication=CELL_FDD",817533.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,53.2481,222
2024-03-01,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II,Local Cell ID=8,Cell Name=4G_KOSSOHTOWN_II-8,eNodeB ID=5031,Cell FDD TDD indication=CELL_FDD",808852.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,40.6025,223
2024-03-01,"4G_KROOTOWNROAD/Cell:eNodeB Function Name=4G_KROOTOWNROAD,Local Cell ID=1,Cell Name=4G_KROOTOWNROAD-1,eNodeB ID=5070,Cell FDD TDD indication=CELL_FDD",809069.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,46.7174,224
2024-03-01,"4G_KROOTOWNROAD/Cell:eNodeB Function Name=4G_KROOTOWNROAD,Local Cell ID=2,Cell Name=4G_KROOTOWNROAD-2,eNodeB ID=5070,Cell FDD TDD indication=CELL_FDD",809014.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,39.2974,225
2024-03-01,"4G_KROOTOWNROAD/Cell:eNodeB Function Name=4G_KROOTOWNROAD,Local Cell ID=6,Cell Name=4G_KROOTOWNROAD-6,eNodeB ID=5070,Cell FDD TDD indication=CELL_FDD",809028.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,158.0569,226
2024-03-01,"4G_KROOTOWNROAD/Cell:eNodeB Function Name=4G_KROOTOWNROAD,Local Cell ID=7,Cell Name=4G_KROOTOWNROAD-7,eNodeB ID=5070,Cell FDD TDD indication=CELL_FDD",808820.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,42.8438,227
2024-03-01,"4G_LAKKA_II/Cell:eNodeB Function Name=4G_LAKKA_II,Local Cell ID=1,Cell Name=4G_LAKKA_II-1,eNodeB ID=5103,Cell FDD TDD indication=CELL_FDD",809003.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,21.1835,228
2024-03-01,"4G_LAKKA_II/Cell:eNodeB Function Name=4G_LAKKA_II,Local Cell ID=2,Cell Name=4G_LAKKA_II-2,eNodeB ID=5103,Cell FDD TDD indication=CELL_FDD",808896.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,132.0048,229
2024-03-01,"4G_LAKKA_II/Cell:eNodeB Function Name=4G_LAKKA_II,Local Cell ID=3,Cell Name=4G_LAKKA_II-3,eNodeB ID=5103,Cell FDD TDD indication=CELL_FDD",808861.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,172.7095,230
2024-03-01,"4G_LESTERPEAK_II/Cell:eNodeB Function Name=4G_LESTERPEAK_II,Local Cell ID=0,Cell Name=4G_LESTERPEAK_II-1,eNodeB ID=5000,Cell FDD TDD indication=CELL_FDD",808706.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,49.38,231
2024-03-01,"4G_LESTERPEAK_II/Cell:eNodeB Function Name=4G_LESTERPEAK_II,Local Cell ID=1,Cell Name=4G_LESTERPEAK_II-2,eNodeB ID=5000,Cell FDD TDD indication=CELL_FDD",808923.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,55.5025,232
2024-03-01,"4G_LESTERPEAK_II/Cell:eNodeB Function Name=4G_LESTERPEAK_II,Local Cell ID=2,Cell Name=4G_LESTERPEAK_II-3,eNodeB ID=5000,Cell FDD TDD indication=CELL_FDD",808707.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,80.1185,233
2024-03-01,"4G_LESTERPEAK_II/Cell:eNodeB Function Name=4G_LESTERPEAK_II,Local Cell ID=6,Cell Name=4G_LESTERPEAK_II-6,eNodeB ID=5000,Cell FDD TDD indication=CELL_FDD",808815.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,68.0888,234
2024-03-01,"4G_LESTERPEAK_II/Cell:eNodeB Function Name=4G_LESTERPEAK_II,Local Cell ID=7,Cell Name=4G_LESTERPEAK_II-7,eNodeB ID=5000,Cell FDD TDD indication=CELL_FDD",808816.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,47.791,235
2024-03-01,"4G_LESTERPEAK_II/Cell:eNodeB Function Name=4G_LESTERPEAK_II,Local Cell ID=8,Cell Name=4G_LESTERPEAK_II-8,eNodeB ID=5000,Cell FDD TDD indication=CELL_FDD",817453.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,165.4463,236
2024-03-01,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN,Local Cell ID=1,Cell Name=4G_LOKKOHTOWN-1,eNodeB ID=5022,Cell FDD TDD indication=CELL_FDD",809194.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,95.3824,237
2024-03-01,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN,Local Cell ID=2,Cell Name=4G_LOKKOHTOWN-2,eNodeB ID=5022,Cell FDD TDD indication=CELL_FDD",809149.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,116.216,238
2024-03-01,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN,Local Cell ID=3,Cell Name=4G_LOKKOHTOWN-3,eNodeB ID=5022,Cell FDD TDD indication=CELL_FDD",832640.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,112.6068,239
2024-03-01,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN,Local Cell ID=6,Cell Name=4G_LOKKOHTOWN-6,eNodeB ID=5022,Cell FDD TDD indication=CELL_FDD",808814.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,44.5788,240
2024-03-01,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN,Local Cell ID=7,Cell Name=4G_LOKKOHTOWN-7,eNodeB ID=5022,Cell FDD TDD indication=CELL_FDD",809153.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,100.1495,241
2024-03-01,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN,Local Cell ID=8,Cell Name=4G_LOKKOHTOWN-8,eNodeB ID=5022,Cell FDD TDD indication=CELL_FDD",808903.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,79.4214,242
2024-03-01,"4G_LUNGIAIRPORT/Cell:eNodeB Function Name=4G_LUNGIAIRPORT,Local Cell ID=1,Cell Name=4G_LUNGIAIRPORT-1,eNodeB ID=5015,Cell FDD TDD indication=CELL_FDD",808990.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,33.7777,243
2024-03-01,"4G_LUNGIAIRPORT/Cell:eNodeB Function Name=4G_LUNGIAIRPORT,Local Cell ID=2,Cell Name=4G_LUNGIAIRPORT-2,eNodeB ID=5015,Cell FDD TDD indication=CELL_FDD",808953.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,84.6855,244
2024-03-01,"4G_LUNGIAIRPORT/Cell:eNodeB Function Name=4G_LUNGIAIRPORT,Local Cell ID=3,Cell Name=4G_LUNGIAIRPORT-3,eNodeB ID=5015,Cell FDD TDD indication=CELL_FDD",809093.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,33.4517,245
2024-03-01,"4G_LUNGIAIRPORT/Cell:eNodeB Function Name=4G_LUNGIAIRPORT,Local Cell ID=6,Cell Name=4G_LUNGIAIRPORT-6,eNodeB ID=5015,Cell FDD TDD indication=CELL_FDD",808897.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,32.9556,246
2024-03-01,"4G_LUNGIAIRPORT/Cell:eNodeB Function Name=4G_LUNGIAIRPORT,Local Cell ID=7,Cell Name=4G_LUNGIAIRPORT-7,eNodeB ID=5015,Cell FDD TDD indication=CELL_FDD",832639.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,41.9238,247
2024-03-01,"4G_LUNGIROTIFUNK/Cell:eNodeB Function Name=4G_LUNGIROTIFUNK,Local Cell ID=1,Cell Name=4G_LUNGIROTIFUNK-1,eNodeB ID=5115,Cell FDD TDD indication=CELL_FDD",808895.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,102.7808,248
2024-03-01,"4G_LUNGIROTIFUNK/Cell:eNodeB Function Name=4G_LUNGIROTIFUNK,Local Cell ID=2,Cell Name=4G_LUNGIROTIFUNK-2,eNodeB ID=5115,Cell FDD TDD indication=CELL_FDD",808885.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,79.1877,249
2024-03-01,"4G_LUNGIROTIFUNK/Cell:eNodeB Function Name=4G_LUNGIROTIFUNK,Local Cell ID=3,Cell Name=4G_LUNGIROTIFUNK-3,eNodeB ID=5115,Cell FDD TDD indication=CELL_FDD",808962.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,81.7955,250
2024-03-01,"4G_LUNGITOWN/Cell:eNodeB Function Name=4G_LUNGITOWN,Local Cell ID=1,Cell Name=4G_LUNGITOWN-1,eNodeB ID=5116,Cell FDD TDD indication=CELL_FDD",808846.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,12.0427,251
2024-03-01,"4G_LUNGITOWN/Cell:eNodeB Function Name=4G_LUNGITOWN,Local Cell ID=2,Cell Name=4G_LUNGITOWN-2,eNodeB ID=5116,Cell FDD TDD indication=CELL_FDD",809193.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,20.55,252
2024-03-01,"4G_LUNGITOWN/Cell:eNodeB Function Name=4G_LUNGITOWN,Local Cell ID=3,Cell Name=4G_LUNGITOWN-3,eNodeB ID=5116,Cell FDD TDD indication=CELL_FDD",809070.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,34.6484,253
2024-03-01,"4G_LUNSAR_II/Cell:eNodeB Function Name=4G_LUNSAR_II,Local Cell ID=1,Cell Name=4G_LUNSAR_II-1,eNodeB ID=5047,Cell FDD TDD indication=CELL_FDD",808863.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,40.5125,254
2024-03-01,"4G_LUNSAR_II/Cell:eNodeB Function Name=4G_LUNSAR_II,Local Cell ID=2,Cell Name=4G_LUNSAR_II-2,eNodeB ID=5047,Cell FDD TDD indication=CELL_FDD",808865.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,9.5512,255
2024-03-01,"4G_LUNSAR_II/Cell:eNodeB Function Name=4G_LUNSAR_II,Local Cell ID=3,Cell Name=4G_LUNSAR_II-3,eNodeB ID=5047,Cell FDD TDD indication=CELL_FDD",808771.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,60.2223,256
2024-03-01,"4G_MAGBURAKA_II/Cell:eNodeB Function Name=4G_MAGBURAKA_II,Local Cell ID=1,Cell Name=4G_MAGBURAKA_II-1,eNodeB ID=5051,Cell FDD TDD indication=CELL_FDD",809001.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,120.9497,257
2024-03-01,"4G_MAKENISOS_RELIEF/Cell:eNodeB Function Name=4G_MAKENISOS_RELIEF,Local Cell ID=1,Cell Name=4G_MAKENISOS_RELIEF-1,eNodeB ID=5131,Cell FDD TDD indication=CELL_FDD",10288371.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,10.6317,258
2024-03-01,"4G_MAKENISOS_RELIEF/Cell:eNodeB Function Name=4G_MAKENISOS_RELIEF,Local Cell ID=2,Cell Name=4G_MAKENISOS_RELIEF-2,eNodeB ID=5131,Cell FDD TDD indication=CELL_FDD",10288051.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,4.4262,259
2024-03-01,"4G_MAKENISOS_RELIEF/Cell:eNodeB Function Name=4G_MAKENISOS_RELIEF,Local Cell ID=3,Cell Name=4G_MAKENISOS_RELIEF-3,eNodeB ID=5131,Cell FDD TDD indication=CELL_FDD",10288183.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,18.0389,260
2024-03-01,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=1,Cell Name=4G_MALAMA_II-1,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809103.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,121.0011,261
2024-03-01,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=2,Cell Name=4G_MALAMA_II-2,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809090.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,64.748,262
2024-03-01,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,31.9166,263
2024-03-01,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=6,Cell Name=4G_MALAMA_II-6,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",808835.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,48.3202,264
2024-03-01,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=7,Cell Name=4G_MALAMA_II-7,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",808961.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,81.2952,265
2024-03-01,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=8,Cell Name=4G_MALAMA_II-8,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",808831.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,57.8965,266
2024-03-01,"4G_MAMBO/Cell:eNodeB Function Name=4G_MAMBO,Local Cell ID=1,Cell Name=4G_MAMBO-1,eNodeB ID=5073,Cell FDD TDD indication=CELL_FDD",808994.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,61.697,267
2024-03-01,"4G_MAMBO/Cell:eNodeB Function Name=4G_MAMBO,Local Cell ID=2,Cell Name=4G_MAMBO-2,eNodeB ID=5073,Cell FDD TDD indication=CELL_FDD",809022.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,121.5101,268
2024-03-01,"4G_MAMBO/Cell:eNodeB Function Name=4G_MAMBO,Local Cell ID=3,Cell Name=4G_MAMBO-3,eNodeB ID=5073,Cell FDD TDD indication=CELL_FDD",810474.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,131.9499,269
2024-03-01,"4G_MARAMPA/Cell:eNodeB Function Name=4G_MARAMPA,Local Cell ID=1,Cell Name=4G_MARAMPA-1,eNodeB ID=5107,Cell FDD TDD indication=CELL_FDD",817425.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,1.6685,270
2024-03-01,"4G_MARAMPA/Cell:eNodeB Function Name=4G_MARAMPA,Local Cell ID=2,Cell Name=4G_MARAMPA-2,eNodeB ID=5107,Cell FDD TDD indication=CELL_FDD",808844.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,58.285,271
2024-03-01,"4G_MARAMPA/Cell:eNodeB Function Name=4G_MARAMPA,Local Cell ID=3,Cell Name=4G_MARAMPA-3,eNodeB ID=5107,Cell FDD TDD indication=CELL_FDD",808819.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,14.6037,272
2024-03-01,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II,Local Cell ID=1,Cell Name=4G_MARJAYTOWN_II-1,eNodeB ID=5065,Cell FDD TDD indication=CELL_FDD",817532.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,59.538,273
2024-03-01,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II,Local Cell ID=2,Cell Name=4G_MARJAYTOWN_II-2,eNodeB ID=5065,Cell FDD TDD indication=CELL_FDD",809031.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,124.0246,274
2024-03-01,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II,Local Cell ID=3,Cell Name=4G_MARJAYTOWN_II-3,eNodeB ID=5065,Cell FDD TDD indication=CELL_FDD",809047.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,26.3824,275
2024-03-01,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II,Local Cell ID=6,Cell Name=4G_MARJAYTOWN_II-6,eNodeB ID=5065,Cell FDD TDD indication=CELL_FDD",817287.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,89.2877,276
2024-03-01,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II,Local Cell ID=7,Cell Name=4G_MARJAYTOWN_II-7,eNodeB ID=5065,Cell FDD TDD indication=CELL_FDD",808690.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,64.7747,277
2024-03-01,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II,Local Cell ID=8,Cell Name=4G_MARJAYTOWN_II-8,eNodeB ID=5065,Cell FDD TDD indication=CELL_FDD",808700.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,50.6457,278
2024-03-01,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE,Local Cell ID=1,Cell Name=4G_MMCE-1,eNodeB ID=5009,Cell FDD TDD indication=CELL_FDD",808832.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,68.5081,279
2024-03-01,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE,Local Cell ID=2,Cell Name=4G_MMCE-2,eNodeB ID=5009,Cell FDD TDD indication=CELL_FDD",808800.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,68.6609,280
2024-03-01,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE,Local Cell ID=6,Cell Name=4G_MMCE-6,eNodeB ID=5009,Cell FDD TDD indication=CELL_FDD",809203.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,79.6136,281
2024-03-01,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE,Local Cell ID=7,Cell Name=4G_MMCE-7,eNodeB ID=5009,Cell FDD TDD indication=CELL_FDD",808759.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,113.2167,282
2024-03-01,"4G_MOBIMBI/Cell:eNodeB Function Name=4G_MOBIMBI,Local Cell ID=1,Cell Name=4G_MOBIMBI-1,eNodeB ID=5099,Cell FDD TDD indication=CELL_FDD",817588.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,58.33,4.7968,283
2024-03-01,"4G_MOBIMBI/Cell:eNodeB Function Name=4G_MOBIMBI,Local Cell ID=2,Cell Name=4G_MOBIMBI-2,eNodeB ID=5099,Cell FDD TDD indication=CELL_FDD",809191.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,58.33,13.7658,284
2024-03-01,"4G_MOBIMBI/Cell:eNodeB Function Name=4G_MOBIMBI,Local Cell ID=3,Cell Name=4G_MOBIMBI-3,eNodeB ID=5099,Cell FDD TDD indication=CELL_FDD",817478.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,58.33,8.2782,285
2024-03-01,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA,Local Cell ID=1,Cell Name=4G_MOKABA-1,eNodeB ID=5100,Cell FDD TDD indication=CELL_FDD",808672.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,0.1512,286
2024-03-01,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA,Local Cell ID=2,Cell Name=4G_MOKABA-2,eNodeB ID=5100,Cell FDD TDD indication=CELL_FDD",809057.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,1.3771,287
2024-03-01,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA,Local Cell ID=3,Cell Name=4G_MOKABA-3,eNodeB ID=5100,Cell FDD TDD indication=CELL_FDD",809179.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,4.66,288
2024-03-01,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS,Local Cell ID=1,Cell Name=4G_MURRAYTOWNBARRACKS-1,eNodeB ID=5012,Cell FDD TDD indication=CELL_FDD",808966.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,57.9123,289
2024-03-01,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS,Local Cell ID=2,Cell Name=4G_MURRAYTOWNBARRACKS-2,eNodeB ID=5012,Cell FDD TDD indication=CELL_FDD",808826.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,19.5573,290
2024-03-01,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS,Local Cell ID=3,Cell Name=4G_MURRAYTOWNBARRACKS-3,eNodeB ID=5012,Cell FDD TDD indication=CELL_FDD",808997.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,49.786,291
2024-03-01,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS,Local Cell ID=6,Cell Name=4G_MURRAYTOWNBARRACKS-6,eNodeB ID=5012,Cell FDD TDD indication=CELL_FDD",808753.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,38.5219,292
2024-03-01,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS,Local Cell ID=7,Cell Name=4G_MURRAYTOWNBARRACKS-7,eNodeB ID=5012,Cell FDD TDD indication=CELL_FDD",809092.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,133.3494,293
2024-03-01,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS,Local Cell ID=8,Cell Name=4G_MURRAYTOWNBARRACKS-8,eNodeB ID=5012,Cell FDD TDD indication=CELL_FDD",809000.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,34.7985,294
2024-03-01,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II,Local Cell ID=1,Cell Name=4G_OAU_II-1,eNodeB ID=5013,Cell FDD TDD indication=CELL_FDD",809036.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,21.8691,295
2024-03-01,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II,Local Cell ID=2,Cell Name=4G_OAU_II-2,eNodeB ID=5013,Cell FDD TDD indication=CELL_FDD",809145.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,84.4119,296
2024-03-01,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II,Local Cell ID=3,Cell Name=4G_OAU_II-3,eNodeB ID=5013,Cell FDD TDD indication=CELL_FDD",808789.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,10.8929,297
2024-03-01,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II,Local Cell ID=7,Cell Name=4G_OAU_II-7,eNodeB ID=5013,Cell FDD TDD indication=CELL_FDD",809161.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,60.1489,298
2024-03-01,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II,Local Cell ID=8,Cell Name=4G_OAU_II-8,eNodeB ID=5013,Cell FDD TDD indication=CELL_FDD",808762.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,15.7313,299
2024-03-01,"4G_OCTEA/Cell:eNodeB Function Name=4G_OCTEA,Local Cell ID=1,Cell Name=4G_OCTEA-1,eNodeB ID=5046,Cell FDD TDD indication=CELL_FDD",808932.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,91.1557,300
