Severity,Alarm ID,Name,NE type,Alarm source,MO Name,Location Information,Occurred On (NT),Cleared On (NT),Acknowledged On (ST),Cleared by,Acknowledged by,Clearance Status,RRU Name,CELL Name,Acknowledgement Status,BBU Name,eNodeB ID,gNodeB ID,Log Serial Number,User label,Equipment Alarm Serial Number,Additional Information,Maintenance Status,Subnet
Major,26812,System Dynamic Traffic Exceeding Licensed Limit,BTS3900,Kudang,Kudang,Operator Index=0; Excessive Control Item=RRC Connected User(per RRC Connected User)(FDD); Function Type=eNodeB Function; Usage=322,2024-05-29 21:40:24,2024-05-29 23:25:23,2024-05-30 00:03:34,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Kudang,4035,-,14002379,-,30814,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; eNodeBId=4035,NORMAL,ROOT/Test
Major,25622,Mains Input Out of Range,BTS5900,Manjai,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Undervoltage,2024-05-29 21:38:53,2024-05-29 21:51:00,2024-05-30 01:11:57,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Manjai,4089,-,14002361,-,7397,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4089,NORMAL,ROOT/EASY_DEPLOYMENT
Major,26812,System Dynamic Traffic Exceeding Licensed Limit,BTS3900,Mansakonko,Mansakonko,Operator Index=0; Excessive Control Item=RRC Connected User(per RRC Connected User)(FDD); Function Type=eNodeB Function; Usage=935,2024-05-29 21:33:05,2024-05-29 23:28:39,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Mansakonko,4033,-,14002345,-,10283,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; eNodeBId=4033,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Brufut_Mkt,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-29 21:37:34,2024-05-29 21:38:43,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Brufut_Mkt,4082,-,14002344,-,4618,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4082,NORMAL,ROOT/EASY_DEPLOYMENT
Major,26812,System Dynamic Traffic Exceeding Licensed Limit,BTS3900,Farafenni,Farafenni,Operator Index=0; Excessive Control Item=RRC Connected User(per RRC Connected User)(FDD); Function Type=eNodeB Function; Usage=1158,2024-05-29 21:31:20,2024-05-29 23:46:33,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Farafenni,4047,-,14002317,-,695,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; eNodeBId=4047,NORMAL,ROOT/Test
Major,25626,Power Module Abnormal,BTS5900,Manjai,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; PSU Slot No.=3; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=Power Module Protection,2024-05-29 21:31:04,2024-05-29 21:31:22,2024-05-29 21:34:20,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Manjai,4089,-,14002300,-,7396,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; eNodeBId=4089,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25626,Power Module Abnormal,BTS5900,Manjai,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; PSU Slot No.=2; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=Power Module Protection,2024-05-29 21:31:04,2024-05-29 21:31:22,2024-05-29 21:34:20,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Manjai,4089,-,14002299,-,7395,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; eNodeBId=4089,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Lamin Babylon,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Undervoltage,2024-05-29 21:30:26,2024-05-29 21:43:14,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Lamin Babylon,4119,-,14002295,-,1875,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4119,NORMAL,ROOT/EASY_DEPLOYMENT
Critical,301,NE Is Disconnected,OSS,OSS,LK Sabiji Market,neName=LK Sabiji Market; neIP=172.24.40.133; neBackupIP=NULL; NE error port=6007; NE error code=N/A; Error message=Power supply state may be abnormal; Mediation partition=MediationService0305; OMC IP=172.30.24.7,2024-05-29 21:29:16,2024-05-29 23:44:20,2024-05-30 00:03:34,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,-,-,-,14002290,-,1,NE error port=6007; NE error code=N/A; Error message=Port handshake timed out; Mediation partition=MediationService0305; OMC IP=172.30.24.7; eNodeBId=4129,NORMAL,ROOT
Major,26812,System Dynamic Traffic Exceeding Licensed Limit,BTS5900,Old Yundum II,Old Yundum II,Operator Index=0; Excessive Control Item=RRC Connected User(per RRC Connected User)(FDD); Function Type=eNodeB Function; Usage=641,2024-05-29 21:29:08,2024-05-29 23:54:44,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Old Yundum II,4107,-,14002288,-,1761,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; eNodeBId=4107,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Manjai,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-29 21:27:52,2024-05-29 21:32:15,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Manjai,4089,-,14002289,-,7394,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4089,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25626,Power Module Abnormal,BTS5900,Manjai,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; PSU Slot No.=3; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=Power Module Protection,2024-05-29 21:27:30,2024-05-29 21:28:03,2024-05-29 21:34:20,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Manjai,4089,-,14002283,-,7393,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; eNodeBId=4089,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25626,Power Module Abnormal,BTS5900,Manjai,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; PSU Slot No.=2; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=Power Module Protection,2024-05-29 21:27:30,2024-05-29 21:27:52,2024-05-29 21:34:20,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Manjai,4089,-,14002282,-,7392,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; eNodeBId=4089,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Brufut_Mkt,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-29 21:27:28,2024-05-29 21:31:21,2024-05-29 21:34:20,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Brufut_Mkt,4082,-,14002270,-,4613,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4082,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Ngeyen Sanjal,eNodeB Function Name=L_Ngeyen Sanjal,eNodeB Function Name=L_Ngeyen Sanjal; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:27:16,2024-05-29 23:45:48,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Ngeyen Sanjal,4077,-,14002268,-,11537,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4077,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Faji Kunda II,eNodeB Function Name=L_Faji Kunda II,eNodeB Function Name=L_Faji Kunda II; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:25:17,2024-05-29 23:43:50,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Faji Kunda II,4086,-,14002265,-,511,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4086,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Kaiaf,eNodeB Function Name=L_Kaiaf,eNodeB Function Name=L_Kaiaf; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:24:03,2024-05-29 23:42:35,2024-05-30 00:03:34,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Kaiaf,4070,-,14002264,-,9336,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4070,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Brufut Medina,eNodeB Function Name=L_Brufut Medina,eNodeB Function Name=L_Brufut Medina; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:23:48,2024-05-29 23:42:26,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Brufut Medina,4115,-,14002266,-,6412,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4115,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Lamin Daranka,eNodeB Function Name=L_Lamin Daranka,eNodeB Function Name=L_Lamin Daranka; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:22:57,2024-05-29 23:41:30,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Lamin Daranka,4109,-,14002267,-,1867,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4109,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Mandinari,eNodeB Function Name=L_Mandinari,eNodeB Function Name=L_Mandinari; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:25:38,2024-05-29 23:44:11,2024-05-30 00:03:34,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Mandinari,4094,-,14002263,-,560,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4094,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Minteh Kunda,eNodeB Function Name=L_Minteh Kunda,eNodeB Function Name=L_Minteh Kunda; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:23:51,2024-05-29 23:42:25,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Minteh Kunda,4048,-,14002262,-,418,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4048,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Bijilo II,eNodeB Function Name=Bijilo II,eNodeB Function Name=Bijilo II; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:26:59,2024-05-29 23:45:38,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Bijilo II,4113,-,14002261,-,6610,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4113,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,LK School,eNodeB Function Name=L_LK School,eNodeB Function Name=L_LK School; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:25:27,2024-05-29 23:44:01,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,LK School,4120,-,14002259,-,6712,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4120,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Denton Bridge,eNodeB Function Name=L_Denton Bridge,eNodeB Function Name=L_Denton Bridge; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:25:19,2024-05-29 23:43:53,2024-05-30 00:03:34,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Denton Bridge,4121,-,14002258,-,1525,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4121,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,SK London Corner,eNodeB Function Name=L_SK London Corner,eNodeB Function Name=L_SK London Corner; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:25:08,2024-05-29 23:43:44,2024-05-30 00:03:34,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,SK London Corner,4078,-,14002257,-,1120,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4078,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Manjai,eNodeB Function Name=L_Manjai,eNodeB Function Name=L_Manjai; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:24:43,2024-05-29 23:43:22,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Manjai,4089,-,14002260,-,7391,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4089,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25888,SCTP Link Fault,BTS5900,Brufut_Mkt,Link No.=0,Link No.=0; Description=NULL; Peer IP Address=172.30.26.2; Service Type=GSM Signaling Link,2024-05-29 19:07:50,2024-05-29 19:16:18,2024-05-29 19:34:47,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Brufut_Mkt,4082,-,14001460,-,4583,RAT_INFO=GL; AFFECTED_RAT=G; DID=NULL; Cumulative Duration(s)=90; eNodeBId=4082,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Kerewan,eNodeB Function Name=L_Kerewan,eNodeB Function Name=L_Kerewan; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:28:10,2024-05-29 23:46:45,2024-05-30 00:03:34,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Kerewan,4042,-,14002251,-,4746,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4042,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Lamin Babylon,eNodeB Function Name=L_Lamin Babylon,eNodeB Function Name=L_Lamin Babylon; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:25:17,2024-05-29 23:43:52,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Lamin Babylon,4119,-,14002255,-,1874,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4119,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Kanifing Estate,eNodeB Function Name=L_Kanifing Estate,eNodeB Function Name=L_Kanifing Estate; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:24:57,2024-05-29 23:43:33,2024-05-30 00:03:34,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Kanifing Estate,4102,-,14002253,-,1046,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4102,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Sukuta-Jabang Highway,eNodeB Function Name=L_Sukuta-Jabang Highway,eNodeB Function Name=L_Sukuta-Jabang Highway; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:24:40,2024-05-29 23:43:15,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Sukuta-Jabang Highway,4088,-,14002250,-,386,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4088,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Old Yundum 3,eNodeB Function Name=L_Old Yundum 3,eNodeB Function Name=L_Old Yundum 3; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:23:46,2024-05-29 23:42:23,2024-05-30 00:03:34,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Old Yundum 3,4189,-,14002252,-,1629,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4189,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Sanchaba Touba,eNodeB Function Name=Sanchaba Touba,eNodeB Function Name=Sanchaba Touba; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:23:31,2024-05-29 23:42:06,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Sanchaba Touba,4104,-,14002254,-,1114,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4104,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Yundum Medina,eNodeB Function Name=L_Yundum Medina,eNodeB Function Name=L_Yundum Medina; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:26:48,2024-05-29 23:45:30,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Yundum Medina,4108,-,14002248,-,1464,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4108,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Sinchu Alhaji,eNodeB Function Name=Sinchu Alhaji,eNodeB Function Name=Sinchu Alhaji; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:25:32,2024-05-29 23:44:09,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Sinchu Alhaji,4106,-,14002247,-,569,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4106,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Sinchu Sorry,eNodeB Function Name=L_Sinchu Sorry,eNodeB Function Name=L_Sinchu Sorry; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:25:01,2024-05-29 23:43:39,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Sinchu Sorry,4143,-,14002249,-,1219,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4143,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Bakau Newtown,eNodeB Function Name=L_Bakau Newtown,eNodeB Function Name=L_Bakau Newtown; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:28:13,2024-05-29 23:46:56,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Bakau Newtown,4073,-,14002245,-,6501,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4073,NORMAL,ROOT/Test
Warning,29204,X2 Interface Fault,BTS5900,Bwiam,eNodeB Function Name=L_Bwiam,eNodeB Function Name=L_Bwiam; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:27:10,2024-05-29 23:45:47,2024-05-30 00:03:34,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Bwiam,4054,-,14002246,-,3881,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4054,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Old Yundum II,eNodeB Function Name=L_Old Yundum II,eNodeB Function Name=L_Old Yundum II; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:25:16,2024-05-29 23:43:59,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Old Yundum II,4107,-,14002244,-,1760,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4107,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,GTMI,eNodeB Function Name=L_GTMI,eNodeB Function Name=L_GTMI; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:22:42,2024-05-29 23:41:25,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,GTMI,4074,-,14002243,-,3790,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4074,NORMAL,ROOT/Test
Warning,29204,X2 Interface Fault,BTS5900,Bijilo Tower,eNodeB Function Name=L_Bijilo Tower,eNodeB Function Name=L_Bijilo Tower; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:22:20,2024-05-29 23:41:01,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Bijilo Tower,4010,-,14002240,-,448,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4010,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Essau,eNodeB Function Name=L_Essau,eNodeB Function Name=L_Essau; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:24:41,2024-05-29 23:43:22,2024-05-30 00:03:34,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Essau,4092,-,14002239,-,2847,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4092,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Welingara,eNodeB Function Name=L_Welingara,eNodeB Function Name=L_Welingara; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:24:36,2024-05-29 23:43:29,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Welingara,4110,-,14002238,-,1211,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4110,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,L_Manjai II,eNodeB Function Name=Manjai II,eNodeB Function Name=Manjai II; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:23:17,2024-05-29 23:42:24,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,L_Manjai II,4128,-,14002237,-,6505,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4128,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Arab Islamic Bank,eNodeB Function Name=L_Arab Islamic Bank,eNodeB Function Name=L_Arab Islamic Bank; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:25:31,2024-05-29 23:44:38,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Arab Islamic Bank,4009,-,14002236,-,1940,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4009,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,White House,eNodeB Function Name=L_White House,eNodeB Function Name=L_White House; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:27:00,2024-05-29 23:46:09,2024-05-30 00:03:34,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,White House,4022,-,14002232,-,952,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4022,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Serra Kunda Mkt Bldg,eNodeB Function Name=L_Serra Kunda Mkt Bldg,eNodeB Function Name=L_Serra Kunda Mkt Bldg; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:26:16,2024-05-29 23:45:22,2024-05-30 00:03:35,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Serra Kunda Mkt Bldg,4024,-,14002235,-,1801,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4024,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Lamin Sateyba,eNodeB Function Name=L_Lamin Sateyba,eNodeB Function Name=L_Lamin Sateyba; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-29 21:25:44,2024-05-29 23:44:51,2024-05-30 00:03:34,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Lamin Sateyba,4180,-,14002234,-,1504,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4129; eNodeBId=4180,NORMAL,ROOT/EASY_DEPLOYMENT
