begintime,sk_object,duration,integrity,1282449671,1282449672,1282449673,1282449674
2022-03-03 03:00:00,630076.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-02 15:00:00,630094.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-02 07:00:00,630171.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-14 18:00:00,630397.0,3600.0,100.0,1080.4935,1492.1348,1906.226,2429.2671
2022-02-04 14:00:00,629767.0,3600.0,100.0,857.60978,1054.8564,1299.8039,1545.6653
2022-02-13 18:00:00,630136.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-18 18:00:00,629817.0,3600.0,100.0,954.16351,1096.8727,1722.5676,1932.9993
2022-02-13 00:00:00,629767.0,3600.0,100.0,398.17266,549.5648,1167.8219,1676.6755
2022-03-15 14:00:00,630203.0,3600.0,100.0,162.03177,262.65587,405.15285,588.6264
2022-02-12 23:00:00,629894.0,3600.0,100.0,1548.3943,1922.8981,3355.0356,3932.3176
2022-02-08 03:00:00,630244.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-06 00:00:00,630018.0,3600.0,100.0,765.77522,1077.3053,1640.7963,1862.2389
2022-02-10 16:00:00,630211.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-18 12:00:00,629854.0,3600.0,100.0,760.47813,895.70293,1340.1753,1644.3513
2022-02-20 00:00:00,630097.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-08 00:00:00,502166.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-19 23:00:00,629968.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-05 04:00:00,502017.0,3600.0,100.0,410.19568,529.52013,1535.2484,1807.766
2022-03-10 10:00:00,629969.0,3600.0,100.0,326.45061,440.06787,656.92378,816.61147
2022-03-15 14:00:00,629649.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-17 12:00:00,629629.0,3600.0,100.0,316.3049,446.3668,709.8549,939.5824
2022-02-11 04:00:00,629700.0,3600.0,100.0,376.9359,493.6136,1200.6923,1524.628
2022-03-13 01:00:00,629881.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-13 05:00:00,630176.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-12 14:00:00,629916.0,3600.0,100.0,314.21127,464.85413,624.45142,774.51787
2022-02-19 06:00:00,502017.0,3600.0,100.0,1265.9273,1803.1924,3185.3283,4241.5373
2022-03-14 20:00:00,629790.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-20 14:00:00,629952.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-19 09:00:00,630270.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-13 10:00:00,630246.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-15 10:00:00,630170.0,3600.0,100.0,456.54755,611.24947,949.70103,1103.796
2022-02-12 02:00:00,629763.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-14 20:00:00,630231.0,3600.0,100.0,2692.251,2846.2969,3576.022,3965.2739
2022-03-12 18:00:00,501748.0,3600.0,100.0,156.76072,276.67027,380.45744,663.0596
2022-02-19 18:00:00,629913.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-17 14:00:00,629734.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-03 21:00:00,629974.0,3600.0,100.0,214.39863,380.51547,484.02018,674.4732
2022-02-20 03:00:00,630112.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-15 17:00:00,629735.0,3600.0,100.0,101.45958,173.37187,295.9288,461.8476
2022-02-03 00:00:00,629729.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-03 22:00:00,501460.0,3600.0,100.0,1814.2735,2058.7339,3184.0931,3440.9253
2022-02-08 01:00:00,629888.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-17 22:00:00,630070.0,3600.0,100.0,217.47286,289.20307,464.45318,577.61947
2022-02-19 18:00:00,502100.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-20 17:00:00,630076.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-08 16:00:00,630175.0,3600.0,100.0,672.83774,798.7932,1022.9779,1211.2837
2022-03-10 23:00:00,501533.0,3600.0,100.0,1481.6039,1977.5349,2974.7991,3614.1837
2022-02-06 04:00:00,501823.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-19 11:00:00,629665.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-07 06:00:00,629655.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-08 11:00:00,629760.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-18 17:00:00,630306.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-14 22:00:00,630374.0,3600.0,100.0,1025.095,1281.7892,1917.2772,2330.5959
2022-03-12 20:00:00,629785.0,3600.0,100.0,1135.7934,1231.9439,1722.3269,1980.0265
2022-03-13 00:00:00,502014.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-14 06:00:00,630397.0,3600.0,100.0,285.44713,415.03067,830.15097,1202.1587
2022-02-13 06:00:00,630278.0,3600.0,100.0,241.32879,404.45533,697.41853,1127.0068
2022-03-15 07:00:00,630246.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-08 12:00:00,629974.0,3600.0,100.0,447.61486,479.1372,465.86153,510.9568
2022-02-06 21:00:00,630305.0,3600.0,100.0,222.76194,286.66707,437.96788,594.23267
2022-02-18 16:00:00,629624.0,3600.0,100.0,1600.169,1820.5305,2750.0881,3261.2673
2022-02-05 20:00:00,502012.0,3600.0,100.0,4078.6228,4214.0191,4356.5959,4591.5348
2022-03-13 16:00:00,629942.0,3600.0,100.0,754.1335,940.56093,1646.9446,1947.7991
2022-02-18 16:00:00,629729.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-07 22:00:00,501911.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-07 17:00:00,630338.0,3600.0,100.0,2239.4674,2561.0032,3837.2705,4313.8412
2022-03-11 06:00:00,630158.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-08 23:00:00,502166.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-15 19:00:00,629820.0,3600.0,100.0,274.86019,450.84947,499.67326,767.7064
2022-02-03 02:00:00,629764.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-07 21:00:00,629892.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-10 07:00:00,629852.0,3600.0,100.0,304.09808,412.1888,789.20104,1087.8217
2022-02-12 18:00:00,630276.0,3600.0,100.0,197.03176,265.61587,429.58977,598.1964
2022-03-06 20:00:00,630275.0,3600.0,100.0,363.60437,452.29413,619.93278,927.15067
2022-02-08 17:00:00,501533.0,3600.0,100.0,1935.141,2123.3452,2658.3055,2937.3487
2022-03-12 08:00:00,501911.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-03 11:00:00,629764.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-19 20:00:00,630162.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-03 22:00:00,630247.0,3600.0,100.0,0.0,0.0,0.0,0.0
