measObjLdn,duration,begin_time,20007733.0,20007734.0,20007735.0,20007736.0,20007738.0,20007739.0,20007740.0,20007741.0,20007742.0,20007743.0,20007744.0,20007745.0,20007748.0,20007749.0
"ManagedElement=LTESite1234,Transport=1,EthernetPort=TN_B",900.0,2024-05-02 06:00:00,0,900,117016864,1283839,0,0,221511549,1355019,0,0,0,0,0,0
"ManagedElement=LTESite1234,Transport=1,EthernetPort=TN_C",900.0,2024-05-02 06:00:00,0,0,2913072292,4237512,0,0,671655143,2860393,0,0,0,295,0,0
