begintime,ne_name,ne_type,vendor,integrity,SFP_SMOD_BITS_RECV,id
2022-03-15,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.69,406683648000000.0,132
2022-03-15,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,133
2022-03-15,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,134
2022-03-15,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,135
2022-03-15,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,136
2022-03-15,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,137
2022-03-15,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,138
2022-03-15,"MRBTS-5080,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,139
2022-03-15,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,140
2022-03-15,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,141
2022-03-15,"MRBTS-5082,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,142
2022-03-15,"MRBTS-5083,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,143
2022-03-15,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,94.58,402259968000000.0,144
2022-03-15,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,94.58,402259968000000.0,145
2022-03-15,"MRBTS-5085,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,146
2022-03-15,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,147
2022-03-15,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,148
2022-03-15,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,149
2022-03-15,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,94.65,402259968000000.0,150
2022-03-15,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,94.65,402259968000000.0,151
2022-03-15,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,152
2022-03-15,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,153
2022-03-15,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,47.99,407568384000000.0,154
2022-03-15,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,47.99,407568384000000.0,155
2022-03-16,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,156
2022-03-16,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,157
2022-03-16,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,158
2022-03-16,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,159
2022-03-16,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,160
2022-03-16,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,161
2022-03-16,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,97.22,412876800000000.0,162
2022-03-16,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,97.22,412876800000000.0,163
2022-03-16,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,164
2022-03-16,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,165
2022-03-16,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,166
2022-03-16,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,167
2022-03-16,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.69,406388736000000.0,168
2022-03-16,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.69,406388736000000.0,169
2022-03-16,"MRBTS-5080,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,170
2022-03-16,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,171
2022-03-16,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,172
2022-03-16,"MRBTS-5082,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,173
2022-03-16,"MRBTS-5083,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,97.15,412581888000000.0,174
2022-03-16,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,175
2022-03-16,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,176
2022-03-16,"MRBTS-5085,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,177
2022-03-16,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,178
2022-03-16,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,179
2022-03-16,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424378368000000.0,180
2022-03-16,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,97.15,412581888000000.0,181
2022-03-16,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,97.15,412581888000000.0,182
2022-03-16,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,183
2022-03-16,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,184
2022-03-16,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,98.68,419364864000000.0,185
2022-03-16,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,98.68,419364864000000.0,186
2022-03-17,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,187
2022-03-17,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,188
2022-03-17,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,48.09,408453120000000.0,189
2022-03-17,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,48.09,408453120000000.0,190
2022-03-17,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,48.16,409042944000000.0,191
2022-03-17,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,48.16,409042944000000.0,192
2022-03-17,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,48.13,408748032000000.0,193
2022-03-17,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,48.13,408748032000000.0,194
2022-03-17,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,195
2022-03-17,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,196
2022-03-17,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,197
2022-03-17,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,198
2022-03-17,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,199
2022-03-17,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,200
2022-03-17,"MRBTS-5080,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,201
2022-03-17,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,202
2022-03-17,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,203
2022-03-17,"MRBTS-5082,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,204
2022-03-17,"MRBTS-5083,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,48.13,408748032000000.0,205
2022-03-17,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,48.13,407568384000000.0,206
2022-03-17,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,48.13,408748032000000.0,207
2022-03-17,"MRBTS-5085,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,208
2022-03-17,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,209
2022-03-17,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,210
2022-03-17,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,48.13,408748032000000.0,211
2022-03-17,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,48.13,408748032000000.0,212
2022-03-17,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,48.13,408748032000000.0,213
2022-03-17,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,214
2022-03-17,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.69,406093824000000.0,215
2022-03-17,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.49,405798912000000.0,216
2022-03-17,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.49,405798912000000.0,217
2022-03-18,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,218
2022-03-18,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,219
2022-03-18,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,220
2022-03-18,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,221
2022-03-18,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,222
2022-03-18,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,223
2022-03-18,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,83.54,354779136000000.0,224
2022-03-18,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,83.54,354779136000000.0,225
2022-03-18,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,226
2022-03-18,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,227
2022-03-18,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424378368000000.0,228
2022-03-18,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424378368000000.0,229
2022-03-18,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,230
2022-03-18,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,231
2022-03-18,"MRBTS-5080,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,232
2022-03-18,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,233
2022-03-18,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,234
2022-03-18,"MRBTS-5082,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,235
2022-03-18,"MRBTS-5083,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,236
2022-03-18,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,237
2022-03-18,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,238
2022-03-18,"MRBTS-5085,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,239
2022-03-18,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,240
2022-03-18,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,241
2022-03-18,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,242
2022-03-18,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,243
2022-03-18,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,244
2022-03-18,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,245
2022-03-18,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,246
2022-03-18,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,247
2022-03-18,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,248
2022-03-19,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,91.04,387514368000000.0,249
2022-03-19,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,91.04,387514368000000.0,250
2022-03-19,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,251
2022-03-19,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,252
2022-03-19,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,253
2022-03-19,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,254
2022-03-19,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,255
2022-03-19,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,256
2022-03-19,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,257
2022-03-19,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,258
2022-03-19,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,91.04,387219456000000.0,259
2022-03-19,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,91.04,387219456000000.0,260
2022-03-19,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,43.54,371589120000000.0,261
2022-03-19,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,43.54,371589120000000.0,262
