begintime,sk_object,duration,integrity,1277069417,1277069419,1277069420,1277069421,1277069422,1277069423,1282411682,1282411683,1282436789,1282436790,1282438921,1282459444,is_busy_hour
2022-02-19 16:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229696.0,0.0,0.0,,0
2022-02-08 22:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231753.0,0.0,0.0,,0
2022-03-03 13:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219112.0,0.0,0.0,,0
2022-03-13 09:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265173.0,0.0,0.0,,0
2022-02-03 23:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119463.0,0.0,0.0,,0
2022-02-17 06:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101306.0,0.0,0.0,,0
2022-02-18 13:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201858.0,0.0,0.0,,0
2022-02-18 20:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377160.0,0.0,0.0,,1
2022-02-04 02:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40970.0,0.0,0.0,,0
2022-02-05 02:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44665.0,0.0,0.0,,0
2022-02-06 14:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247232.0,0.0,0.0,,0
2022-02-10 08:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279627.0,0.0,0.0,,0
2022-02-18 22:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211496.0,0.0,0.0,,0
2022-02-06 17:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274850.0,0.0,0.0,,0
2022-03-07 14:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245844.0,0.0,0.0,,0
2022-02-18 15:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237058.0,0.0,0.0,,0
2022-02-08 00:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68017.0,0.0,0.0,,0
2022-03-02 01:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52311.0,0.0,0.0,,0
2022-03-15 13:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237687.0,0.0,0.0,,0
2022-02-05 23:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141998.0,0.0,0.0,,0
2022-03-12 20:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459376.0,1.0,0.0,,1
2022-02-06 20:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405541.0,0.0,0.0,,1
2022-02-03 15:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235095.0,0.0,0.0,,0
2022-03-07 09:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302606.0,0.0,0.0,,0
2022-03-15 00:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68707.0,0.0,0.0,,0
2022-03-13 07:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237621.0,0.0,0.0,,0
2022-03-10 17:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233147.0,0.0,0.0,,0
2022-03-12 07:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247391.0,0.0,0.0,,0
2022-02-17 16:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227677.0,0.0,0.0,,0
2022-02-05 21:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337900.0,0.0,0.0,,0
2022-02-12 12:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233649.0,1.0,0.0,,0
2022-03-02 23:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117861.0,0.0,0.0,,0
2022-02-10 18:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261807.0,0.0,0.0,,0
2022-02-03 07:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224314.0,0.0,0.0,,0
2022-02-10 09:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280146.0,1.0,0.0,,0
2022-03-01 22:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240911.0,0.0,0.0,,0
2022-02-05 16:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230496.0,0.0,0.0,,0
2022-03-02 14:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226303.0,0.0,0.0,,0
2022-03-01 17:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251599.0,1.0,0.0,,0
2022-03-15 15:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210688.0,0.0,0.0,,0
2022-03-14 00:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60899.0,0.0,0.0,,0
2022-02-05 10:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255295.0,0.0,0.0,,0
2022-02-19 19:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356922.0,0.0,0.0,,0
2022-02-13 00:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89234.0,0.0,0.0,,0
2022-03-10 05:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61047.0,0.0,0.0,,0
2022-02-17 22:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236748.0,0.0,0.0,,0
2022-03-06 10:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250464.0,0.0,0.0,,0
2022-02-18 18:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261343.0,0.0,0.0,,0
2022-03-03 01:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49201.0,0.0,0.0,,0
2022-02-12 16:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235963.0,0.0,0.0,,0
2022-03-15 16:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215435.0,1.0,0.0,,0
2022-03-15 12:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218606.0,0.0,0.0,,0
2022-03-07 04:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43904.0,0.0,0.0,,0
2022-02-03 09:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263522.0,0.0,0.0,,0
2022-03-13 23:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99739.0,0.0,0.0,,0
2022-02-08 21:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345679.0,0.0,0.0,,0
2022-02-08 11:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235263.0,0.0,0.0,,0
2022-03-03 21:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381796.0,0.0,0.0,,0
2022-02-08 08:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288949.0,1.0,0.0,,0
2022-03-11 22:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266918.0,0.0,0.0,,0
2022-03-06 08:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284908.0,0.0,0.0,,0
2022-02-13 15:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246853.0,0.0,0.0,,0
2022-02-20 08:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264411.0,0.0,0.0,,0
2022-02-03 08:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272180.0,0.0,0.0,,0
2022-03-10 10:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272605.0,0.0,0.0,,0
2022-03-01 09:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271259.0,0.0,0.0,,0
2022-02-20 22:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228124.0,0.0,0.0,,0
2022-03-13 19:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348458.0,0.0,0.0,,0
2022-03-12 16:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226463.0,0.0,0.0,,0
2022-02-19 01:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54035.0,0.0,0.0,,0
2022-02-18 17:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244741.0,0.0,0.0,,0
2022-02-06 03:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43983.0,0.0,0.0,,0
2022-03-03 00:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72600.0,0.0,0.0,,0
2022-03-11 12:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234861.0,0.0,0.0,,0
2022-02-19 06:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109635.0,0.0,0.0,,0
2022-03-03 18:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278753.0,0.0,0.0,,0
2022-02-04 23:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133050.0,0.0,0.0,,0
2022-03-07 18:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277791.0,0.0,0.0,,0
2022-03-11 07:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270470.0,0.0,0.0,,0
2022-03-10 00:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90778.0,0.0,0.0,,0
2022-02-10 19:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342418.0,0.0,0.0,,0
2022-02-17 23:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133836.0,0.0,0.0,,0
2022-02-06 05:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55993.0,0.0,0.0,,0
2022-03-12 18:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258687.0,2.0,0.0,,0
2022-02-18 10:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254121.0,0.0,0.0,,0
2022-02-06 00:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81469.0,0.0,0.0,,0
2022-03-02 02:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46673.0,0.0,0.0,,0
2022-02-13 06:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99273.0,0.0,0.0,,0
2022-03-13 04:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46682.0,0.0,0.0,,0
2022-02-13 17:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270089.0,0.0,0.0,,0
2022-02-04 01:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48183.0,0.0,0.0,,0
2022-03-12 05:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66770.0,0.0,0.0,,0
2022-02-04 17:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259784.0,0.0,0.0,,0
2022-03-15 08:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268187.0,1.0,0.0,,0
2022-03-13 08:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279212.0,0.0,0.0,,0
2022-02-08 23:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122385.0,0.0,0.0,,0
2022-02-06 11:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239169.0,0.0,0.0,,0
2022-02-05 12:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228526.0,1.0,0.0,,0
2022-02-08 16:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233575.0,0.0,0.0,,0
2022-02-19 08:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275323.0,0.0,0.0,,0
2022-02-12 18:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264449.0,0.0,0.0,,0
2022-03-15 23:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126116.0,0.0,0.0,,0
2022-02-18 00:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79431.0,0.0,0.0,,0
2022-02-17 14:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227669.0,0.0,0.0,,0
2022-03-06 15:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250524.0,0.0,0.0,,0
2022-03-02 16:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226169.0,0.0,0.0,,0
2022-03-11 01:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61604.0,0.0,0.0,,0
2022-03-06 05:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57374.0,0.0,0.0,,0
2022-03-06 16:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253683.0,0.0,0.0,,0
2022-02-03 00:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67866.0,0.0,0.0,,0
2022-02-12 00:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80753.0,0.0,0.0,,0
2022-02-11 18:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265333.0,0.0,0.0,,0
2022-03-15 18:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245233.0,0.0,0.0,,0
2022-03-13 06:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123267.0,0.0,0.0,,0
2022-03-11 02:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44617.0,0.0,0.0,,0
2022-02-19 03:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43067.0,0.0,0.0,,0
2022-02-10 15:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248749.0,0.0,0.0,,0
2022-03-13 10:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234781.0,1.0,0.0,,0
2022-02-11 15:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242356.0,0.0,0.0,,0
2022-03-14 18:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231735.0,1.0,0.0,,0
2022-02-20 07:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214693.0,0.0,0.0,,0
2022-03-03 17:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244780.0,0.0,0.0,,0
2022-02-05 00:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81285.0,0.0,0.0,,0
2022-02-10 05:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65303.0,0.0,0.0,,0
2022-03-07 16:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240371.0,0.0,0.0,,0
2022-03-02 07:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247025.0,0.0,0.0,,0
2022-03-14 01:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45973.0,0.0,0.0,,0
2022-03-12 06:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123602.0,0.0,0.0,,0
2022-02-19 00:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74878.0,0.0,0.0,,0
2022-03-12 10:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260788.0,0.0,0.0,,0
2022-02-19 22:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252438.0,0.0,0.0,,0
2022-03-02 17:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238316.0,0.0,0.0,,0
2022-02-10 11:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235851.0,0.0,0.0,,0
2022-03-14 07:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220888.0,1.0,0.0,,0
2022-03-10 03:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39403.0,0.0,0.0,,0
2022-03-06 22:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278341.0,0.0,0.0,,0
2022-03-02 05:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63017.0,0.0,0.0,,0
2022-02-18 12:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228415.0,0.0,0.0,,0
2022-03-06 03:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45561.0,0.0,0.0,,0
2022-02-05 19:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356504.0,1.0,0.0,,0
2022-03-15 07:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234359.0,0.0,0.0,,0
2022-03-01 02:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49728.0,0.0,0.0,,0
2022-02-05 17:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240901.0,1.0,0.0,,0
2022-02-05 08:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284492.0,0.0,0.0,,0
2022-03-11 08:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307751.0,0.0,0.0,,0
2022-02-13 09:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281101.0,0.0,0.0,,0
2022-02-03 05:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61338.0,0.0,0.0,,0
2022-03-11 21:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414717.0,0.0,0.0,,0
2022-02-18 16:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238597.0,0.0,0.0,,0
2022-03-15 03:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41236.0,0.0,0.0,,0
2022-03-14 16:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206978.0,0.0,0.0,,0
2022-03-10 12:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234843.0,0.0,0.0,,0
2022-02-20 01:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62817.0,0.0,0.0,,0
2022-02-10 02:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42094.0,0.0,0.0,,0
2022-03-12 08:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279975.0,1.0,0.0,,0
2022-02-20 16:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243000.0,0.0,0.0,,0
2022-02-20 15:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239560.0,0.0,0.0,,0
2022-02-20 10:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248963.0,0.0,0.0,,0
2022-03-07 05:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62209.0,0.0,0.0,,0
2022-03-15 21:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320357.0,0.0,0.0,,0
2022-02-04 06:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108272.0,0.0,0.0,,0
2022-02-11 01:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48366.0,0.0,0.0,,0
2022-02-04 21:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371949.0,0.0,0.0,,0
2022-03-07 11:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255232.0,1.0,0.0,,0
2022-02-19 21:00:00,326501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357692.0,0.0,0.0,,0
