begintime,sk_object,duration,M8004C0,M8004C1,M8004C2,M8004C3,M8004C4,M8004C5,M8004C6
2022-03-15 09:00:00,16126.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 14:15:00,16126.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 15:30:00,16126.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 18:15:00,16126.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 04:45:00,16132.0,15,523.0,113.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 12:45:00,16122.0,15,3634.0,3438.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 14:00:00,16126.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 15:15:00,16126.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 16:30:00,16129.0,15,862.0,1211.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 18:00:00,16126.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 19:15:00,16126.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 23:00:00,16129.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 03:30:00,16122.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16121.0,15,353378.0,323633.0,1294275.0,2510457.0,0.0,0.0,0.0
2022-03-11 00:00:00,16122.0,15,575.0,600.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16123.0,15,70530.0,129237.0,371419.0,452768.0,0.0,0.0,0.0
2022-03-11 00:00:00,16124.0,15,56004.0,78183.0,355149.0,402690.0,0.0,0.0,0.0
2022-03-11 00:00:00,16125.0,15,88378.0,101735.0,255696.0,183396.0,0.0,0.0,0.0
2022-03-11 00:00:00,16126.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16127.0,15,334642.0,308351.0,2482412.0,2131943.0,0.0,0.0,0.0
2022-03-11 00:00:00,16128.0,15,467598.0,431382.0,2564711.0,1557457.0,0.0,0.0,0.0
2022-03-11 00:00:00,16129.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16130.0,15,143833.0,139882.0,482801.0,399650.0,0.0,0.0,0.0
2022-03-11 00:00:00,16131.0,15,480438.0,460051.0,1547135.0,1592106.0,0.0,0.0,0.0
2022-03-11 00:00:00,16132.0,15,643.0,19063.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16133.0,15,7322.0,34299.0,600.0,50708.0,0.0,0.0,0.0
2022-03-11 00:00:00,16134.0,15,428208.0,406812.0,2323240.0,2605088.0,0.0,0.0,0.0
2022-03-11 00:00:00,16135.0,15,125193.0,135228.0,370783.0,500116.0,0.0,0.0,0.0
2022-03-11 00:00:00,16136.0,15,249509.0,183715.0,613062.0,912628.0,0.0,0.0,0.0
2022-03-11 00:00:00,16137.0,15,130772.0,126991.0,317564.0,431524.0,0.0,0.0,0.0
2022-03-11 00:00:00,16138.0,15,381255.0,375927.0,2038973.0,1484464.0,0.0,0.0,0.0
2022-03-11 00:00:00,16139.0,15,3195.0,41994.0,75.0,105327.0,0.0,0.0,0.0
2022-03-11 00:15:00,16121.0,15,324180.0,305067.0,1877574.0,2084859.0,0.0,0.0,0.0
2022-03-11 00:15:00,16122.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16123.0,15,64102.0,109439.0,384326.0,646890.0,0.0,0.0,0.0
2022-03-11 00:15:00,16124.0,15,24469.0,40617.0,261481.0,181955.0,0.0,0.0,0.0
2022-03-11 00:15:00,16125.0,15,92059.0,100781.0,71165.0,283500.0,0.0,0.0,0.0
2022-03-11 00:15:00,16126.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16127.0,15,346497.0,334830.0,1858737.0,2120804.0,0.0,0.0,0.0
2022-03-11 00:15:00,16128.0,15,389450.0,362095.0,2156447.0,2172369.0,0.0,0.0,0.0
2022-03-11 00:15:00,16129.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16130.0,15,135744.0,133389.0,1113015.0,1000952.0,0.0,0.0,0.0
2022-03-11 00:15:00,16131.0,15,368004.0,339414.0,1468975.0,1517838.0,0.0,0.0,0.0
2022-03-11 00:15:00,16132.0,15,3170.0,20338.0,0.0,44778.0,0.0,0.0,0.0
2022-03-11 00:15:00,16133.0,15,5142.0,30673.0,53280.0,29008.0,0.0,0.0,0.0
2022-03-11 00:15:00,16134.0,15,420834.0,399759.0,2250582.0,2644091.0,0.0,0.0,0.0
2022-03-11 00:15:00,16135.0,15,142607.0,140827.0,1187700.0,774690.0,0.0,0.0,0.0
2022-03-11 00:15:00,16136.0,15,240466.0,191322.0,1202804.0,1039267.0,0.0,0.0,0.0
2022-03-11 00:15:00,16137.0,15,121105.0,120684.0,759192.0,520478.0,0.0,0.0,0.0
2022-03-11 00:15:00,16138.0,15,319876.0,306283.0,1446558.0,1021322.0,0.0,0.0,0.0
2022-03-11 00:15:00,16139.0,15,11067.0,49462.0,81949.0,11267.0,0.0,0.0,0.0
2022-03-11 00:30:00,16121.0,15,248705.0,245709.0,1343635.0,1780771.0,0.0,0.0,0.0
2022-03-11 00:30:00,16122.0,15,1682.0,819.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16123.0,15,37201.0,94224.0,202091.0,336815.0,0.0,0.0,0.0
2022-03-11 00:30:00,16124.0,15,21126.0,40532.0,223115.0,156143.0,0.0,0.0,0.0
2022-03-11 00:30:00,16125.0,15,78846.0,79135.0,50496.0,119207.0,0.0,0.0,0.0
2022-03-11 00:30:00,16126.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
