begintime,sk_object,duration,integrity,M8026C1,M8026C2,M8026C0,M8026C3,M8026C4,M8026C5,M8026C6,M8026C7,M8026C8,M8026C9,M8026C19,M8026C20,M8026C21,M8026C22,M8026C23,M8026C24,M8026C25,M8026C26,M8026C28,M8026C29,M8026C30,M8026C31,M8026C32,M8026C33,M8026C34,M8026C35,M8026C36,M8026C37,M8026C38,M8026C254,M8026C255,M8026C256,M8026C257,M8026C258,M8026C259,M8026C260,M8026C261,M8026C262,M8026C263,M8026C264,M8026C265,M8026C266,M8026C267,M8026C268,M8026C269,M8026C270,M8026C271,M8026C272,M8026C273,M8026C274,M8026C275,M8026C276,M8026C277,M8026C278,M8026C279,M8026C280,M8026C281,M8026C282,M8026C283,M8026C284,M8026C285,M8026C286,M8026C287,M8026C288,M8026C289,M8026C290,M8026C291,M8026C292,M8026C293,M8026C294,M8026C295,M8026C296,M8026C297,M8026C298,M8026C299,M8026C300,M8026C301,M8026C302,M8026C303,M8026C304,M8026C305,M8026C306,M8026C307,M8026C308
2022-03-11,20664.0,1440.0,100.0,0.0,882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6467.0,11408674.0,0.0,0.0,0.0,7888.0,6522197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9166666666666665,11.375,0.0,0.0,882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404042.0,16702634.0,13903.0,1362106.0,69514.0,411197.0,0.0,0.0,0.0,0.0,0.0,2030616.0,8488030.0,2602349.0,2030616.0,33236.0,25066.0,0.0,1546072.0,28608.0,113100.0,155832.0,0.0,0.0,0.0,0.0,0.0,12388616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20665.0,1440.0,100.0,0.0,26164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692.0,23940229.0,1.0,15.0,0.0,14501.0,16694326.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.604166666666666,10.96875,0.09375,0.5,26164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042725.0,41938146.0,23993.0,3455304.0,177154.0,866996.0,0.0,0.0,0.0,0.0,0.0,4100698.0,17697735.0,5134827.0,4100698.0,111278.0,90432.0,0.0,5656077.0,216901.0,178573.0,854077.0,0.0,0.0,0.0,0.0,0.0,30314723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20666.0,1440.0,100.0,0.0,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6810.0,18694671.0,22.0,1.0,0.0,9138.0,12017380.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,4.291666666666667,11.177083333333334,0.11458333333333333,0.08333333333333333,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396395.0,22393094.0,7798.0,1686233.0,34038.0,665332.0,0.0,0.0,0.0,0.0,0.0,2921735.0,11654013.0,3835628.0,2921735.0,11564.0,20340.0,0.0,917271.0,8310.0,93317.0,109220.0,0.0,0.0,0.0,0.0,0.0,13137989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20667.0,1440.0,100.0,6.0,5148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.0,6855070.0,0.0,0.0,0.0,8281.0,6446836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03125,10.5,0.0,0.0,5154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506340.0,17578291.0,9247.0,1134002.0,81536.0,357848.0,0.0,0.0,0.0,0.0,0.0,2512809.0,10481328.0,3013745.0,2512809.0,57327.0,36781.0,0.0,2727336.0,105409.0,48243.0,449736.0,0.0,0.0,0.0,0.0,0.0,13890793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20668.0,1440.0,100.0,0.0,3329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,6238823.0,0.0,1.0,0.0,6688.0,5884359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.770833333333333,10.541666666666666,0.0,0.08333333333333333,3329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239137.0,14775141.0,3805.0,907193.0,25176.0,223414.0,0.0,0.0,0.0,0.0,0.0,2479240.0,9793634.0,2982047.0,2479240.0,14582.0,19972.0,0.0,1160650.0,33547.0,44182.0,154579.0,0.0,0.0,0.0,0.0,0.0,9594889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20669.0,1440.0,100.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6932.0,9873834.0,0.0,0.0,0.0,7203.0,6967903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8854166666666665,10.75,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247917.0,12266030.0,3761.0,868814.0,15384.0,295436.0,0.0,0.0,0.0,0.0,0.0,2083501.0,8075122.0,2658999.0,2083501.0,6184.0,23847.0,0.0,476067.0,10777.0,72894.0,54155.0,0.0,0.0,0.0,0.0,0.0,7967217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20670.0,1296.0,90.0,5.0,5356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1858.0,10460576.0,0.0,5.0,0.0,5689.0,10141744.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.778985507246377,10.271739130434783,0.0,0.20652173913043478,5361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349394.0,28266861.0,5412.0,1944338.0,36046.0,335594.0,0.0,0.0,0.0,0.0,0.0,3938586.0,15716619.0,4726308.0,3938586.0,21382.0,41164.0,0.0,1775580.0,36225.0,44857.0,172927.0,0.0,0.0,0.0,0.0,0.0,15310481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20671.0,1440.0,100.0,0.0,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,1684164.0,0.0,0.0,0.0,2591.0,1616783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5729166666666665,11.489583333333334,0.0,0.0,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70987.0,3990317.0,1187.0,273530.0,5759.0,90706.0,0.0,0.0,0.0,0.0,0.0,657429.0,2300913.0,745173.0,657429.0,2246.0,4815.0,0.0,110718.0,2187.0,7607.0,16886.0,0.0,0.0,0.0,0.0,0.0,2029814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20672.0,1440.0,100.0,0.0,14787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44339.0,30228537.0,1.0,105.0,0.0,90604.0,26842502.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,7.229166666666667,10.25,0.08333333333333333,0.5625,14787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126170.0,61323187.0,15310.0,3826747.0,128222.0,861416.0,0.0,0.0,0.0,0.0,0.0,9570101.0,38431140.0,11567381.0,9570101.0,75256.0,124693.0,0.0,4198792.0,98052.0,198264.0,645516.0,0.0,0.0,0.0,0.0,0.0,34874895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20673.0,1440.0,100.0,0.0,1537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.0,2753087.0,0.0,62.0,0.0,5997.0,2422643.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,2.7395833333333335,9.791666666666666,0.0,0.75,1537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209320.0,10227044.0,3103.0,605626.0,18497.0,94950.0,0.0,0.0,0.0,0.0,0.0,974902.0,3871804.0,1167804.0,974902.0,11683.0,14036.0,0.0,559413.0,21180.0,22246.0,98391.0,0.0,0.0,0.0,0.0,0.0,4304193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20674.0,1440.0,100.0,0.0,66678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156245.0,62026685.0,19.0,299.0,0.0,164630.0,47974705.0,15.0,200.0,0.0,0.0,0.0,0.0,0.0,13.041666666666666,18.375,0.34375,4.21875,66678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2792818.0,139112275.0,99804.0,11507527.0,551884.0,9596746.0,0.0,0.0,0.0,0.0,0.0,20920572.0,87284542.0,25599618.0,20920572.0,149249.0,343513.0,0.0,9742116.0,78427.0,964030.0,615563.0,0.0,0.0,0.0,0.0,0.0,89007723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20675.0,1440.0,100.0,0.0,1531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6370.0,23977425.0,0.0,73.0,0.0,12234.0,19502948.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,5.09375,10.354166666666666,0.0,0.5729166666666666,1531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784287.0,38288479.0,6469.0,2303820.0,43459.0,665315.0,0.0,0.0,0.0,0.0,0.0,7575570.0,28837310.0,9255962.0,7575570.0,17237.0,27831.0,0.0,1810422.0,16958.0,215714.0,159851.0,0.0,0.0,0.0,0.0,0.0,26744390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20676.0,1440.0,100.0,108.0,23499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23592.0,16464007.0,806.0,2.0,0.0,23627.0,11384159.0,852.0,5.0,0.0,0.0,0.0,0.0,0.0,9.5,12.854166666666666,0.40625,0.08333333333333333,23607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780790.0,35457162.0,50217.0,3058760.0,203043.0,1268689.0,0.0,0.0,0.0,0.0,0.0,3376466.0,14047027.0,4086413.0,3376466.0,113331.0,71439.0,0.0,6382415.0,158202.0,175749.0,697656.0,0.0,0.0,0.0,0.0,0.0,32308242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20677.0,1440.0,100.0,679.0,17897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35267.0,71574326.0,905.0,11.0,0.0,51945.0,66530866.0,10644.0,4.0,0.0,0.0,0.0,0.0,0.0,7.770833333333333,16.5625,0.4375,0.1875,18576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2802399.0,167644415.0,80018.0,12317343.0,420090.0,9036150.0,0.0,0.0,0.0,0.0,0.0,28834856.0,116750149.0,35283778.0,28834856.0,114295.0,405645.0,0.0,10972724.0,101711.0,1471401.0,916938.0,0.0,0.0,0.0,0.0,0.0,104728579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20678.0,1440.0,100.0,0.0,8414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,4232374.0,0.0,0.0,0.0,3895.0,3152719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,10.333333333333334,0.0,0.0,8414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174746.0,7769260.0,3085.0,602764.0,22797.0,92959.0,0.0,0.0,0.0,0.0,0.0,746452.0,3523562.0,927928.0,746452.0,15399.0,5210.0,0.0,1538131.0,40209.0,12472.0,130916.0,0.0,0.0,0.0,0.0,0.0,7340517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20679.0,1440.0,100.0,0.0,2863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37717.0,18876169.0,0.0,28.0,0.0,48645.0,16311107.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,5.583333333333333,10.84375,0.0,0.08333333333333333,2863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587370.0,38096506.0,7417.0,2549739.0,41508.0,674520.0,0.0,0.0,0.0,0.0,0.0,6257159.0,24314450.0,7691718.0,6257159.0,18418.0,84595.0,0.0,1780072.0,30882.0,193659.0,251876.0,0.0,0.0,0.0,0.0,0.0,21259920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20680.0,1440.0,100.0,1.0,2043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274484.0,32853097.0,3.0,509.0,0.0,309610.0,22734733.0,0.0,786.0,0.0,0.0,0.0,0.0,0.0,8.697916666666666,10.260416666666666,0.16666666666666666,3.75,2044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784479.0,40758082.0,26456.0,2637624.0,96926.0,481969.0,0.0,0.0,0.0,0.0,0.0,6012939.0,23107442.0,7289171.0,6012939.0,46008.0,31663.0,0.0,3250867.0,114107.0,255750.0,471113.0,0.0,0.0,0.0,0.0,0.0,27957004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20681.0,1440.0,100.0,0.0,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,10276736.0,0.0,0.0,0.0,1265.0,8675186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0729166666666667,10.333333333333334,0.0,0.0,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155400.0,12645410.0,7682.0,885654.0,26135.0,130906.0,0.0,0.0,0.0,0.0,0.0,1608720.0,6262808.0,2011078.0,1608720.0,13389.0,8685.0,0.0,725244.0,19946.0,39080.0,107200.0,0.0,0.0,0.0,0.0,0.0,8775367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20682.0,1440.0,100.0,44.0,7780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404600.0,58541344.0,0.0,164.0,0.0,270144.0,50954985.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,9.947916666666666,12.291666666666666,0.0,1.8541666666666667,7824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467621.0,111900407.0,30451.0,7795550.0,182408.0,4932153.0,0.0,0.0,0.0,0.0,0.0,21456565.0,83037185.0,26331676.0,21456565.0,37583.0,169055.0,0.0,4999600.0,46869.0,730729.0,353528.0,0.0,0.0,0.0,0.0,0.0,64702660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20683.0,1440.0,100.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,2654957.0,0.0,0.0,0.0,2549.0,1141288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7604166666666667,9.791666666666666,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91329.0,3900714.0,1013.0,252162.0,9206.0,35958.0,0.0,0.0,0.0,0.0,0.0,354390.0,1695674.0,503048.0,354390.0,6886.0,2510.0,0.0,189969.0,7104.0,7368.0,39498.0,0.0,0.0,0.0,0.0,0.0,1804402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20684.0,1440.0,100.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4027.0,5561673.0,0.0,0.0,0.0,3817.0,4141460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03125,9.59375,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73708.0,9015715.0,3138.0,542635.0,15665.0,66375.0,0.0,0.0,0.0,0.0,0.0,2065491.0,7604099.0,2502687.0,2065491.0,6969.0,15701.0,0.0,538757.0,28340.0,52484.0,105342.0,0.0,0.0,0.0,0.0,0.0,5124368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,20685.0,1440.0,100.0,0.0,1478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,4908788.0,0.0,0.0,0.0,626.0,4288202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09375,9.583333333333334,0.0,0.0,1478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119513.0,8614281.0,1032.0,436673.0,7201.0,47007.0,0.0,0.0,0.0,0.0,0.0,675541.0,3068200.0,800868.0,675541.0,4858.0,6452.0,0.0,348326.0,7226.0,10155.0,32650.0,0.0,0.0,0.0,0.0,0.0,3968601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
