begintime,sk_object,duration,integrity,1526729565,1526729566,1526729567
2022-03-12,869392.0,68400.0,79.16666666666667,0.0,0.0,0.0
2022-02-18,854327.0,86400.0,100.0,0.0,0.0,0.0
2022-02-04,863455.0,82800.0,95.83333333333333,0.0,0.0,0.0
2022-03-07,858389.0,86400.0,100.0,0.0,0.0,0.0
2022-02-05,853304.0,82800.0,95.83333333333333,0.0,0.0,0.0
2022-02-05,869146.0,86400.0,100.0,0.0,0.0,0.0
2022-03-02,860808.0,86400.0,100.0,0.0,0.0,0.0
2022-03-13,852411.0,75600.0,87.5,0.0,0.0,0.0
2022-03-06,855062.0,79200.0,91.66666666666667,0.0,0.0,0.0
2022-03-06,856505.0,79200.0,91.66666666666667,0.0,0.0,0.0
2022-03-06,869204.0,79200.0,91.66666666666667,0.0,0.0,0.0
2022-03-06,859274.0,79200.0,91.66666666666667,0.0,0.0,0.0
2022-03-14,865985.0,86400.0,100.0,0.0,0.0,0.0
2022-02-08,859346.0,86400.0,100.0,0.0,0.0,0.0
2022-03-03,874388.0,86400.0,100.0,0.0,0.0,0.0
2022-03-10,865303.0,82800.0,95.83333333333333,0.0,0.0,0.0
2022-02-04,854170.0,86400.0,100.0,0.0,0.0,0.0
2022-03-07,870228.0,86400.0,100.0,0.0,0.0,0.0
2022-03-10,863849.0,82800.0,95.83333333333333,0.0,0.0,0.0
2022-02-05,860965.0,86400.0,100.0,0.0,0.0,0.0
2022-03-15,866740.0,86400.0,100.0,14.0,14.0,1.0
2022-03-07,865063.0,86400.0,100.0,12.0,12.0,1.0
2022-02-05,867541.0,86400.0,100.0,0.0,0.0,0.0
2022-03-03,873287.0,86400.0,100.0,0.0,0.0,0.0
2022-03-12,863138.0,68400.0,79.16666666666667,0.0,0.0,0.0
2022-02-10,855537.0,86400.0,100.0,0.0,0.0,0.0
2022-03-10,856498.0,82800.0,95.83333333333333,0.0,0.0,0.0
2022-02-11,854480.0,86400.0,100.0,0.0,0.0,0.0
2022-02-18,859779.0,86400.0,100.0,0.0,0.0,0.0
2022-02-06,857617.0,86400.0,100.0,0.0,0.0,0.0
2022-03-06,859546.0,79200.0,91.66666666666667,0.0,0.0,0.0
2022-03-15,852712.0,86400.0,100.0,0.0,0.0,0.0
2022-02-05,869373.0,86400.0,100.0,0.0,0.0,0.0
2022-03-06,853934.0,75600.0,87.5,0.0,0.0,0.0
2022-02-10,874404.0,86400.0,100.0,0.0,0.0,0.0
2022-03-01,853141.0,86400.0,100.0,0.0,0.0,0.0
2022-02-17,857482.0,75600.0,87.5,0.0,0.0,0.0
2022-02-19,868366.0,86400.0,100.0,0.0,0.0,0.0
2022-02-08,872415.0,86400.0,100.0,0.0,0.0,0.0
2022-02-05,854189.0,86400.0,100.0,0.0,0.0,0.0
2022-03-10,867642.0,82800.0,95.83333333333333,0.0,0.0,0.0
2022-03-13,854864.0,75600.0,87.5,0.0,0.0,0.0
2022-02-10,867820.0,86400.0,100.0,0.0,0.0,0.0
2022-03-03,857633.0,82800.0,95.83333333333333,0.0,0.0,0.0
2022-03-15,865271.0,86400.0,100.0,0.0,0.0,0.0
2022-03-02,872180.0,86400.0,100.0,0.0,0.0,0.0
2022-03-11,873182.0,86400.0,100.0,0.0,0.0,0.0
2022-02-03,859136.0,86400.0,100.0,0.0,0.0,0.0
2022-03-13,862280.0,75600.0,87.5,0.0,0.0,0.0
2022-02-20,855078.0,86400.0,100.0,0.0,0.0,0.0
2022-03-12,867997.0,68400.0,79.16666666666667,0.0,0.0,0.0
2022-03-11,858962.0,86400.0,100.0,0.0,0.0,0.0
2022-03-10,854430.0,82800.0,95.83333333333333,0.0,0.0,0.0
2022-02-04,859514.0,86400.0,100.0,0.0,0.0,0.0
2022-03-14,90127450.0,86400.0,100.0,0.0,0.0,0.0
