begintime,sk_object,duration,integrity,1282454495,1282454496,1282454497,1282454498,1282454499,1282454500,1282454501,1282454502
2022-03-03 03:00:00,7525668.0,3600.0,100.0,38455.0,0.0,529446.0,0.0,2247302.0,0.0,35813707.0,0.0
2022-03-07 13:00:00,7525672.0,3600.0,100.0,755361.0,0.0,1388263.0,0.0,91966515.0,0.0,220669899.0,0.0
2022-02-05 09:00:00,7525771.0,3600.0,100.0,1810405.0,0.0,2487639.0,0.0,290368758.0,0.0,652027721.0,0.0
2022-03-11 00:00:00,7525768.0,3600.0,100.0,613469.0,0.0,927398.0,0.0,94585395.0,0.0,280395840.0,0.0
2022-02-10 04:00:00,7525825.0,3600.0,100.0,150434.0,2776.0,542134.0,0.0,14847657.0,216008.0,78399899.0,0.0
2022-02-05 15:00:00,7525739.0,3600.0,100.0,473500.0,2754.0,609258.0,0.0,59583974.0,214248.0,147393453.0,0.0
2022-02-18 18:00:00,7525835.0,3600.0,100.0,1177109.0,0.0,1764647.0,0.0,174079061.0,0.0,449820293.0,0.0
2022-02-04 09:00:00,7525709.0,3600.0,100.0,1610586.0,0.0,2272128.0,0.0,318991002.0,0.0,609911694.0,0.0
2022-03-14 21:00:00,7525724.0,3600.0,100.0,1002574.0,2389.0,1118894.0,0.0,107401940.0,185876.0,213825296.0,0.0
2022-02-05 11:00:00,7525700.0,3600.0,100.0,1148401.0,0.0,1960678.0,0.0,230861417.0,0.0,640291053.0,0.0
2022-03-14 14:00:00,7525804.0,3600.0,100.0,616127.0,0.0,933117.0,0.0,61701809.0,0.0,177909880.0,0.0
2022-02-08 00:00:00,7525797.0,3600.0,100.0,79018.0,0.0,221012.0,0.0,5248462.0,0.0,31514727.0,0.0
2022-02-18 14:00:00,7525696.0,3600.0,100.0,3579353.0,0.0,4092138.0,0.0,1000597664.0,0.0,1563682084.0,0.0
2022-02-12 07:00:00,7525696.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-13 09:00:00,7525730.0,3600.0,100.0,544566.0,2786.0,946223.0,0.0,40873015.0,216762.0,111032644.0,0.0
2022-02-18 17:00:00,7525830.0,3600.0,100.0,1747181.0,0.0,7093866.0,0.0,288899799.0,0.0,653448907.0,0.0
2022-03-03 07:00:00,7525729.0,3600.0,100.0,1501843.0,0.0,2003008.0,0.0,277400336.0,0.0,597306004.0,0.0
2022-02-20 23:00:00,7525778.0,3600.0,100.0,310073.0,0.0,663314.0,0.0,27936311.0,0.0,136409755.0,0.0
2022-03-07 02:00:00,7525804.0,3600.0,100.0,224801.0,0.0,467579.0,0.0,18483846.0,0.0,92372011.0,0.0
2022-02-04 10:00:00,7525761.0,3600.0,100.0,1078201.0,0.0,1783664.0,0.0,141560040.0,0.0,329812056.0,0.0
2022-02-20 08:00:00,7525768.0,3600.0,100.0,1026033.0,0.0,1686947.0,0.0,165726711.0,0.0,424079704.0,0.0
