begintime,sk_object,duration,integrity,M8027C0,M8027C1,M8027C2,M8027C3,M8027C4,M8027C5
2022-03-19,2483.0,16.0,1.1111111111111112,0.0,0.0,0.0,5.0,3.0,2.0
2022-03-17,2460.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,2461.0,14.0,0.9722222222222222,6.0,6.0,6.0,7.0,3.0,4.0
2022-03-11,2490.0,13.0,0.9027777777777778,1.0,1.0,1.0,6.0,2.0,4.0
2022-03-17,2498.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,2493.0,10.0,0.6944444444444444,0.0,0.0,0.0,3.0,3.0,0.0
2022-03-17,2463.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,2467.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,87495.0,4.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,2478.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,2465.0,13.0,0.9027777777777778,15.0,12.0,12.0,3.0,3.0,0.0
2022-03-17,2487.0,7.0,0.4861111111111111,0.0,0.0,0.0,1.0,1.0,0.0
2022-03-12,2497.0,10.0,0.6944444444444444,0.0,0.0,0.0,15.0,1.0,12.0
2022-03-12,2465.0,10.0,0.6944444444444444,4.0,4.0,4.0,2.0,0.0,2.0
2022-03-11,2497.0,13.0,0.9027777777777778,3.0,3.0,3.0,18.0,6.0,12.0
2022-03-12,2461.0,10.0,0.6944444444444444,1.0,1.0,1.0,10.0,2.0,8.0
2022-03-11,2483.0,13.0,0.9027777777777778,3.0,3.0,3.0,3.0,2.0,0.0
2022-03-11,2493.0,13.0,0.9027777777777778,1.0,0.0,0.0,21.0,17.0,3.0
2022-03-17,2462.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,2465.0,14.0,0.9722222222222222,5.0,5.0,5.0,3.0,0.0,3.0
2022-03-15,2493.0,2.0,0.1388888888888889,0.0,0.0,0.0,1.0,0.0,1.0
2022-03-17,2474.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,2497.0,2.0,0.1388888888888889,0.0,0.0,0.0,5.0,1.0,2.0
2022-03-17,2468.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,2483.0,10.0,0.6944444444444444,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,2480.0,5.0,0.3472222222222222,0.0,0.0,0.0,4.0,0.0,4.0
2022-03-17,2479.0,5.0,0.3472222222222222,0.0,0.0,0.0,1.0,0.0,1.0
2022-03-15,2465.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,2498.0,5.0,0.3472222222222222,0.0,0.0,0.0,1.0,0.0,1.0
2022-03-12,2484.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,2494.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,2495.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0
