vendor,table_name,table_id,counter_name,counter_name_alias,counter_id,counter_description,counter_unit,aggregation,enabled,enable_for_parser_module,mapped_object_id,tables_in_database,mapped_object_name,is_archived,busy_hour_aggregation,busy_hour_formula,busy_hour_column,aggregation_in_upper
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI5BeChThroughput.3,VS.HSDPA.SPI5BeChThroughput.3,73421571,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 5 Between 256 kbit/s and 512 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI5BeChThroughput.4,VS.HSDPA.SPI5BeChThroughput.4,73421572,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 5 Between 512 kbit/s and 768 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI5BeChThroughput.5,VS.HSDPA.SPI5BeChThroughput.5,73421573,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 5 Between 768 kbit/s and 1024 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI5BeChThroughput.6,VS.HSDPA.SPI5BeChThroughput.6,73421574,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 5 Between 1024 kbit/s and 1536 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI5BeChThroughput.7,VS.HSDPA.SPI5BeChThroughput.7,73421575,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 5 Between 1536 kbit/s and 2048 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI5BeChThroughput.8,VS.HSDPA.SPI5BeChThroughput.8,73421576,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 5 Between 2048 kbit/s and 3072 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI5BeChThroughput.9,VS.HSDPA.SPI5BeChThroughput.9,73421577,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 5 Between 3072 kbit/s and 4096 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI5BeChThroughput.10,VS.HSDPA.SPI5BeChThroughput.10,73421578,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 5 Between 4096 kbit/s and 6144 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI5BeChThroughput.11,VS.HSDPA.SPI5BeChThroughput.11,73421579,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 5 Between 6144 kbit/s and 8192 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI5BeChThroughput.12,VS.HSDPA.SPI5BeChThroughput.12,73421580,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 5 Between 8192 kbit/s and 12288 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI5BeChThroughput.13,VS.HSDPA.SPI5BeChThroughput.13,73421581,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 5 larger than 12288 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
ericsson,EDchResources_V,20000021,pmNoUsersCEdchEul,pmNoUsersCEdchEul,20000212,,#,sum,1,1,1402,,RBSEDchResources_V,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI2BeChThroughput.0,VS.HSDPA.SPI2BeChThroughput.0,73421582,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 2 Between 0 kbit/s and 32 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI2BeChThroughput.1,VS.HSDPA.SPI2BeChThroughput.1,73421583,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 2 Between 32 kbit/s and 64 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI2BeChThroughput.2,VS.HSDPA.SPI2BeChThroughput.2,73421584,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 2 Between 64 kbit/s and 256 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Nokia,Enhanced Quality of Service,97,SPARE097046,SPARE097046,097046,Reserved for future use.,,string_agg,0,1,238,,"2G : BSC,SEG,QOSTC-ARP",,,,,STRING_AGG
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI2BeChThroughput.3,VS.HSDPA.SPI2BeChThroughput.3,73421585,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 2 Between 256 kbit/s and 512 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI2BeChThroughput.4,VS.HSDPA.SPI2BeChThroughput.4,73421586,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 2 Between 512 kbit/s and 768 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,Algorithm Measurement per NodeB,67109008,VS.DSS.NodeB.Act.Num,VS.DSS.NodeB.Act.Num,73423295,Number of Received Dynamic Spectrum Sharing (DSS),None,sum,1,1,23,huawei_bsc6900gu_67109008,Controller(3G) : Measurement of NodeB Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI2BeChThroughput.5,VS.HSDPA.SPI2BeChThroughput.5,73421587,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 2 Between 768 kbit/s and 1024 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI2BeChThroughput.6,VS.HSDPA.SPI2BeChThroughput.6,73421588,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 2 Between 1024 kbit/s and 1536 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI2BeChThroughput.7,VS.HSDPA.SPI2BeChThroughput.7,73421589,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 2 Between 1536 kbit/s and 2048 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI2BeChThroughput.8,VS.HSDPA.SPI2BeChThroughput.8,73421590,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 2 Between 2048 kbit/s and 3072 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI2BeChThroughput.9,VS.HSDPA.SPI2BeChThroughput.9,73421591,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 2 Between 3072 kbit/s and 4096 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI2BeChThroughput.10,VS.HSDPA.SPI2BeChThroughput.10,73421592,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 2 Between 4096 kbit/s and 6144 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI2BeChThroughput.11,VS.HSDPA.SPI2BeChThroughput.11,73421593,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 2 Between 6144 kbit/s and 8192 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI2BeChThroughput.12,VS.HSDPA.SPI2BeChThroughput.12,73421594,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 2 Between 8192 kbit/s and 12288 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.SPI2BeChThroughput.13,VS.HSDPA.SPI2BeChThroughput.13,73421595,Number of Times of Mean Downlink Throughput of HSDPA BE Services with SPI Set to 2 larger than 12288 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI8BeChThroughput.0,VS.HSUPA.SPI8BeChThroughput.0,73421596,Number of Times of Mean Downlink Throughput of HSDPANumber of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 8 Between 0 kbit/s and 32 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI8BeChThroughput.1,VS.HSUPA.SPI8BeChThroughput.1,73421597,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 8 Between 32 kbit/s and 64 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI8BeChThroughput.2,VS.HSUPA.SPI8BeChThroughput.2,73421598,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 8 Between 64 kbit/s and 256 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI8BeChThroughput.3,VS.HSUPA.SPI8BeChThroughput.3,73421599,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 8 Between 256 kbit/s and 512 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI8BeChThroughput.4,VS.HSUPA.SPI8BeChThroughput.4,73421600,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 8 Between 512 kbit/s and 768 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI8BeChThroughput.5,VS.HSUPA.SPI8BeChThroughput.5,73421601,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 8 Between 768 kbit/s and 1024 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI8BeChThroughput.6,VS.HSUPA.SPI8BeChThroughput.6,73421602,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 8 Between 1024 kbit/s and 1536 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI8BeChThroughput.7,VS.HSUPA.SPI8BeChThroughput.7,73421603,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 8 Between 1536 kbit/s and 2048 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI8BeChThroughput.8,VS.HSUPA.SPI8BeChThroughput.8,73421604,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 8 Between 2048 kbit/s and 3072 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI8BeChThroughput.9,VS.HSUPA.SPI8BeChThroughput.9,73421605,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 8 Between 3072 kbit/s and 4096 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI8BeChThroughput.10,VS.HSUPA.SPI8BeChThroughput.10,73421606,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 8 larger than 4096 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI5BeChThroughput.0,VS.HSUPA.SPI5BeChThroughput.0,73421607,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 5 Between 0 kbit/s and 32 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI5BeChThroughput.1,VS.HSUPA.SPI5BeChThroughput.1,73421608,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 5 Between 32 kbit/s and 64 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI5BeChThroughput.2,VS.HSUPA.SPI5BeChThroughput.2,73421609,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 5 Between 64 kbit/s and 256 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI5BeChThroughput.3,VS.HSUPA.SPI5BeChThroughput.3,73421610,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 5 Between 256 kbit/s and 512 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI5BeChThroughput.4,VS.HSUPA.SPI5BeChThroughput.4,73421611,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 5 Between 512 kbit/s and 768 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI5BeChThroughput.5,VS.HSUPA.SPI5BeChThroughput.5,73421612,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 5 Between 768 kbit/s and 1024 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI5BeChThroughput.6,VS.HSUPA.SPI5BeChThroughput.6,73421613,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 5 Between 1024 kbit/s and 1536 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI5BeChThroughput.7,VS.HSUPA.SPI5BeChThroughput.7,73421614,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 5 Between 1536 kbit/s and 2048 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI5BeChThroughput.8,VS.HSUPA.SPI5BeChThroughput.8,73421615,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 5 Between 2048 kbit/s and 3072 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI5BeChThroughput.9,VS.HSUPA.SPI5BeChThroughput.9,73421616,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 5 Between 3072 kbit/s and 4096 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI5BeChThroughput.10,VS.HSUPA.SPI5BeChThroughput.10,73421617,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 5 larger than 4096 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI2BeChThroughput.0,VS.HSUPA.SPI2BeChThroughput.0,73421618,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 2 Between 0 kbit/s and 32 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,Cell Algorithm Measurement,1526726657,L.Cell.Unavail.Dur.Manual,L.Cell.Unavail.Dur.Manual,1526727210,,s,sum,1,1,117,huawei_enodeb_1526726657,eNodeB(4G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI2BeChThroughput.1,VS.HSUPA.SPI2BeChThroughput.1,73421619,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 2 Between 32 kbit/s and 64 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI2BeChThroughput.2,VS.HSUPA.SPI2BeChThroughput.2,73421620,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 2 Between 64 kbit/s and 256 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI2BeChThroughput.3,VS.HSUPA.SPI2BeChThroughput.3,73421621,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 2 Between 256 kbit/s and 512 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,GTP-U Measurement,1526726662,VS.Gtpu.TxBytes,VS.Gtpu.TxBytes,1526727076,,byte,sum,1,1,118,huawei_enodeb_1526726662,Node : Measurement of GTP-U Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI2BeChThroughput.4,VS.HSUPA.SPI2BeChThroughput.4,73421622,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 2 Between 512 kbit/s and 768 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI2BeChThroughput.5,VS.HSUPA.SPI2BeChThroughput.5,73421623,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 2 Between 768 kbit/s and 1024 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI2BeChThroughput.6,VS.HSUPA.SPI2BeChThroughput.6,73421624,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 2 Between 1024 kbit/s and 1536 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI2BeChThroughput.7,VS.HSUPA.SPI2BeChThroughput.7,73421625,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 2 Between 1536 kbit/s and 2048 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI2BeChThroughput.8,VS.HSUPA.SPI2BeChThroughput.8,73421626,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 2 Between 2048 kbit/s and 3072 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI2BeChThroughput.9,VS.HSUPA.SPI2BeChThroughput.9,73421627,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 2 Between 3072 kbit/s and 4096 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSUPA.SPI2BeChThroughput.10,VS.HSUPA.SPI2BeChThroughput.10,73421628,Number of Times of Mean Uplink Throughput of HSUPA BE Services with SPI Set to 2 larger than 4096 kbit/s in a Measurement Period for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.BeChThroughput.TotalBytes.SPI2,VS.HSDPA.BeChThroughput.TotalBytes.SPI2,73421629,Number of Bytes Sent in Downlink on HSDPA MAC-d flow of BE Services with SPI Set to 2 for Cell,byte,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.BeChThroughput.TotalBytes.SPI3,VS.HSDPA.BeChThroughput.TotalBytes.SPI3,73421630,Number of Bytes Sent in Downlink on HSDPA MAC-d flow of BE Services with SPI Set to 3 for Cell,byte,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.BeChThroughput.TotalBytes.SPI4,VS.HSDPA.BeChThroughput.TotalBytes.SPI4,73421631,Number of Bytes Sent in Downlink on HSDPA MAC-d flow of BE Services with SPI Set to 4 for Cell,byte,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.BeChThroughput.TotalBytes.SPI5,VS.HSDPA.BeChThroughput.TotalBytes.SPI5,73421632,Number of Bytes Sent in Downlink on HSDPA MAC-d flow of BE Services with SPI Set to 5 for Cell,byte,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.BeChThroughput.TotalBytes.SPI6,VS.HSDPA.BeChThroughput.TotalBytes.SPI6,73421633,Number of Bytes Sent in Downlink on HSDPA MAC-d flow of BE Services with SPI Set to 6 for Cell,byte,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.BeChThroughput.TotalBytes.SPI7,VS.HSDPA.BeChThroughput.TotalBytes.SPI7,73421634,Number of Bytes Sent in Downlink on HSDPA MAC-d flow of BE Services with SPI Set to 7 for Cell,byte,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.BeChThroughput.TotalBytes.SPI8,VS.HSDPA.BeChThroughput.TotalBytes.SPI8,73421635,Number of Bytes Sent in Downlink on HSDPA MAC-d flow of BE Services with SPI Set to 8 for Cell,byte,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.BeChThroughput.TotalBytes.SPI9,VS.HSDPA.BeChThroughput.TotalBytes.SPI9,73421636,Number of Bytes Sent in Downlink on HSDPA MAC-d flow of BE Services with SPI Set to 9 for Cell,byte,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SPI Measurement <per Cell>,67108972,VS.HSDPA.BeChThroughput.TotalBytes.SPI10,VS.HSDPA.BeChThroughput.TotalBytes.SPI10,73421637,Number of Bytes Sent in Downlink on HSDPA MAC-d flow of BE Services with SPI Set to 10 for Cell,byte,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
