begintime,sk_object,duration,integrity,M8073C0
2022-03-12,22653.0,1440.0,100.0,192.0
2022-03-18,22670.0,1440.0,100.0,0.0
2022-03-12,22643.0,1440.0,100.0,0.0
2022-03-11,22681.0,1440.0,100.0,979.0
2022-03-16,22629.0,1399.0,97.15277777777777,4.0
2022-03-11,22607.0,1440.0,100.0,0.0
2022-03-17,22686.0,1440.0,100.0,17.0
2022-03-12,22614.0,1402.0,97.36111111111111,0.0
2022-03-14,22639.0,1440.0,100.0,1.0
2022-03-15,22625.0,1440.0,100.0,13.0
2022-03-19,22620.0,1310.0,90.97222222222223,23.0
2022-03-15,22659.0,1378.0,95.69444444444444,0.0
2022-03-14,22622.0,1440.0,100.0,0.0
2022-03-15,22636.0,1440.0,100.0,0.0
2022-03-15,22662.0,1440.0,100.0,0.0
2022-03-12,22682.0,1440.0,100.0,0.0
2022-03-14,22634.0,1440.0,100.0,0.0
2022-03-17,22637.0,1380.0,95.83333333333333,0.0
2022-03-14,22673.0,1440.0,100.0,0.0
2022-03-14,22611.0,1440.0,100.0,817.0
2022-03-19,22694.0,1311.0,91.04166666666667,93.0
2022-03-13,22622.0,1440.0,100.0,106.0
2022-03-11,22615.0,1440.0,100.0,11.0
2022-03-12,22632.0,1440.0,100.0,1208.0
2022-03-19,22613.0,1310.0,90.97222222222223,0.0
2022-03-16,22673.0,1400.0,97.22222222222223,0.0
2022-03-17,22627.0,1380.0,95.83333333333333,239.0
2022-03-15,22669.0,1440.0,100.0,0.0
2022-03-11,22612.0,1440.0,100.0,0.0
2022-03-17,22658.0,1375.0,95.48611111111111,0.0
2022-03-16,22651.0,1440.0,100.0,4799.0
2022-03-14,22617.0,1440.0,100.0,0.0
2022-03-14,22652.0,1440.0,100.0,1.0
2022-03-11,22682.0,1440.0,100.0,0.0
2022-03-11,22658.0,1296.0,90.0,0.0
2022-03-14,22612.0,1440.0,100.0,2.0
2022-03-11,22664.0,1440.0,100.0,1417.0
2022-03-18,22635.0,1440.0,100.0,0.0
2022-03-11,22688.0,1440.0,100.0,0.0
2022-03-13,22638.0,1404.0,97.5,0.0
2022-03-19,22619.0,1380.0,95.83333333333333,17.0
2022-03-15,22679.0,1440.0,100.0,30.0
2022-03-17,22607.0,1440.0,100.0,0.0
2022-03-14,22685.0,1440.0,100.0,0.0
2022-03-19,22615.0,1380.0,95.83333333333333,1.0
2022-03-12,22657.0,1380.0,95.83333333333333,83.0
2022-03-19,22668.0,1311.0,91.04166666666667,0.0
2022-03-14,22692.0,1440.0,100.0,0.0
2022-03-12,22681.0,1380.0,95.83333333333333,1101.0
2022-03-15,22694.0,1440.0,100.0,4.0
2022-03-16,22630.0,1440.0,100.0,33.0
2022-03-18,22615.0,1440.0,100.0,2.0
