begintime,sk_object,duration,M51373C0,M51373C1,M51373C2,M51373C3,M51373C4,M51373C5,M51373C6,M51373C7,M51373C8,M51373C9,M51373C10,M51373C11,M51373C12
2022-03-11 00:00:00,15797.0,15,699.0,54402.0,0.0,0.0,699.0,54402.0,15732.0,1144762.0,255.0,277990.0,0.0,0.0,0.0
2022-03-11 00:00:00,15798.0,15,698.0,54322.0,0.0,0.0,698.0,54322.0,75040.0,6813834.0,39617.0,2479076.0,0.0,0.0,0.0
2022-03-11 00:00:00,15799.0,15,697.0,54196.0,0.0,0.0,697.0,54196.0,122766.0,11052916.0,77432.0,6870060.0,0.0,0.0,0.0
2022-03-11 00:00:00,15800.0,15,701.0,54516.0,0.0,0.0,701.0,54516.0,115513.0,10497224.0,71259.0,6277076.0,0.0,0.0,0.0
2022-03-11 00:00:00,15801.0,15,687.0,53488.0,0.0,0.0,687.0,53488.0,38239.0,3341508.0,23108.0,1915232.0,0.0,0.0,0.0
2022-03-11 00:00:00,15802.0,15,691.0,53762.0,0.0,0.0,691.0,53762.0,77104.0,7055474.0,59879.0,5958816.0,0.0,0.0,0.0
2022-03-11 00:00:00,15803.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,15683.0,1141115.0,202.0,254986.0,0.0,0.0,0.0
2022-03-11 00:00:00,15804.0,15,695.0,54082.0,0.0,0.0,695.0,54082.0,78236.0,7018190.0,56735.0,5729388.0,0.0,0.0,0.0
2022-03-11 00:00:00,15805.0,15,695.0,54036.0,0.0,0.0,695.0,54036.0,70992.0,6431580.0,36790.0,2071508.0,0.0,0.0,0.0
2022-03-11 00:00:00,15806.0,15,694.0,54002.0,0.0,0.0,694.0,54002.0,2005603.0,2393853670.0,1210516.0,267054318.0,0.0,0.0,0.0
2022-03-11 00:00:00,15807.0,15,695.0,54082.0,0.0,0.0,695.0,54082.0,3561159.0,4141875877.0,2622532.0,703134169.0,0.0,0.0,0.0
2022-03-11 00:00:00,15808.0,15,695.0,54036.0,0.0,0.0,695.0,54036.0,15775.0,1145704.0,397.0,540000.0,0.0,0.0,0.0
2022-03-11 00:00:00,15809.0,15,693.0,53922.0,0.0,0.0,693.0,53922.0,40553.0,3553790.0,24689.0,2098516.0,0.0,0.0,0.0
2022-03-11 00:00:00,15810.0,15,695.0,54082.0,0.0,0.0,695.0,54082.0,15821.0,1149250.0,433.0,532550.0,0.0,0.0,0.0
2022-03-11 00:00:00,15811.0,15,695.0,54082.0,0.0,0.0,695.0,54082.0,15776.0,1145803.0,394.0,534931.0,0.0,0.0,0.0
2022-03-11 00:00:00,15812.0,15,695.0,54036.0,0.0,0.0,695.0,54036.0,543224.0,625403938.0,321784.0,94812505.0,0.0,0.0,0.0
2022-03-11 00:00:00,15813.0,15,700.0,54436.0,0.0,0.0,700.0,54436.0,15763.0,1144872.0,387.0,523731.0,0.0,0.0,0.0
2022-03-11 00:00:00,15814.0,15,700.0,54436.0,0.0,0.0,700.0,54436.0,15731.0,1144761.0,247.0,264170.0,0.0,0.0,0.0
2022-03-11 00:00:00,15815.0,15,686.0,53362.0,0.0,0.0,686.0,53362.0,3450394.0,4204153601.0,2438275.0,500943632.0,0.0,0.0,0.0
2022-03-11 00:00:00,15816.0,15,698.0,54322.0,0.0,0.0,698.0,54322.0,15783.0,1146687.0,383.0,530506.0,0.0,0.0,0.0
2022-03-11 00:00:00,15817.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,90610.0,88418662.0,61024.0,12327988.0,0.0,0.0,0.0
2022-03-11 00:00:00,15818.0,15,696.0,54116.0,0.0,0.0,696.0,54116.0,2656643.0,3177419471.0,1513367.0,333295180.0,0.0,0.0,0.0
2022-03-11 00:00:00,15819.0,15,693.0,53922.0,0.0,0.0,693.0,53922.0,4122912.0,4671309614.0,2934710.0,603156517.0,0.0,0.0,0.0
2022-03-11 00:00:00,15820.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,1333500.0,1600224144.0,822652.0,156509127.0,0.0,0.0,0.0
2022-03-11 00:00:00,15821.0,15,693.0,53922.0,0.0,0.0,693.0,53922.0,15724.0,1144083.0,251.0,263982.0,0.0,0.0,0.0
2022-03-11 00:00:00,15822.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,15820.0,1149105.0,437.0,535778.0,0.0,0.0,0.0
2022-03-11 00:00:00,15823.0,15,699.0,54402.0,0.0,0.0,699.0,54402.0,2019569.0,2559001144.0,1384460.0,226784743.0,0.0,0.0,0.0
2022-03-11 00:00:00,15824.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,15674.0,1140403.0,194.0,264730.0,0.0,0.0,0.0
2022-03-11 00:00:00,15825.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,63123.0,5517446.0,43545.0,4265124.0,0.0,0.0,0.0
2022-03-11 00:00:00,15826.0,15,694.0,54002.0,0.0,0.0,694.0,54002.0,15683.0,1140971.0,211.0,268596.0,0.0,0.0,0.0
2022-03-11 00:00:00,15827.0,15,695.0,54036.0,0.0,0.0,695.0,54036.0,15809.0,1148492.0,422.0,513950.0,0.0,0.0,0.0
2022-03-11 00:00:00,15828.0,15,694.0,54002.0,0.0,0.0,694.0,54002.0,79525.0,7106026.0,42513.0,2704304.0,0.0,0.0,0.0
2022-03-11 00:00:00,15829.0,15,694.0,54048.0,0.0,0.0,694.0,54048.0,15791.0,1147013.0,382.0,515449.0,0.0,0.0,0.0
2022-03-11 00:00:00,15830.0,15,699.0,54402.0,0.0,0.0,699.0,54402.0,46634.0,4084726.0,30258.0,2984420.0,0.0,0.0,0.0
2022-03-11 00:00:00,15831.0,15,697.0,54196.0,0.0,0.0,697.0,54196.0,78565.0,7099292.0,43171.0,2929592.0,0.0,0.0,0.0
2022-03-11 00:00:00,15832.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,107912.0,122539234.0,82725.0,42872214.0,0.0,0.0,0.0
2022-03-11 00:00:00,15833.0,15,687.0,53488.0,0.0,0.0,687.0,53488.0,1667177.0,1985723000.0,1104689.0,245313095.0,0.0,0.0,0.0
2022-03-11 00:00:00,15834.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,67925.0,6176470.0,34603.0,1877404.0,0.0,0.0,0.0
2022-03-11 00:00:00,15835.0,15,688.0,53522.0,0.0,0.0,688.0,53522.0,15631.0,1140213.0,547.0,559881.0,0.0,0.0,0.0
2022-03-11 00:00:00,15836.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,15763.0,1145186.0,387.0,526526.0,0.0,0.0,0.0
2022-03-11 00:00:00,15837.0,15,691.0,53762.0,0.0,0.0,691.0,53762.0,15687.0,1141586.0,459.0,529417.0,0.0,0.0,0.0
2022-03-11 00:15:00,15781.0,15,695.0,54128.0,0.0,0.0,695.0,54128.0,25541.0,2265828.0,14025.0,1006856.0,0.0,0.0,0.0
2022-03-11 00:15:00,15782.0,15,693.0,53922.0,0.0,0.0,693.0,53922.0,930591.0,1121009461.0,635004.0,91087270.0,0.0,0.0,0.0
2022-03-11 00:15:00,15783.0,15,695.0,54128.0,0.0,0.0,695.0,54128.0,3265225.0,3822979178.0,2394678.0,443181165.0,0.0,0.0,0.0
2022-03-11 00:15:00,15784.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,3847082.0,4557084221.0,2874620.0,447569518.0,0.0,0.0,0.0
2022-03-11 00:15:00,15785.0,15,694.0,53956.0,0.0,0.0,694.0,53956.0,122398.0,10796868.0,80311.0,7734260.0,0.0,0.0,0.0
2022-03-11 00:15:00,15786.0,15,700.0,54436.0,0.0,0.0,700.0,54436.0,2326232.0,2709847449.0,1733376.0,346967758.0,0.0,0.0,0.0
2022-03-11 00:15:00,15787.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,2283942.0,2685914473.0,1484020.0,329773974.0,0.0,0.0,0.0
2022-03-11 00:15:00,15788.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,88177.0,7978714.0,52468.0,4233348.0,0.0,0.0,0.0
2022-03-11 00:15:00,15789.0,15,699.0,54356.0,0.0,0.0,699.0,54356.0,107757.0,9631432.0,67478.0,5951292.0,0.0,0.0,0.0
2022-03-11 00:15:00,15790.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,58099.0,5323810.0,29095.0,1488524.0,0.0,0.0,0.0
2022-03-11 00:15:00,15791.0,15,930.0,72330.0,0.0,0.0,930.0,72330.0,445254.0,527705656.0,246626.0,44895040.0,0.0,0.0,0.0
2022-03-11 00:15:00,15792.0,15,466.0,36222.0,0.0,0.0,466.0,36222.0,1085751.0,1370729069.0,684827.0,144410155.0,0.0,0.0,0.0
2022-03-11 00:15:00,15793.0,15,697.0,54196.0,0.0,0.0,697.0,54196.0,15551.0,1133454.0,22.0,3733.0,0.0,0.0,0.0
2022-03-11 00:15:00,15794.0,15,699.0,54402.0,0.0,0.0,699.0,54402.0,4580303.0,4928874444.0,3509074.0,888948506.0,0.0,0.0,0.0
2022-03-11 00:15:00,15795.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,52042.0,4536918.0,34652.0,3336916.0,0.0,0.0,0.0
2022-03-11 00:15:00,15796.0,15,925.0,71976.0,0.0,0.0,925.0,71976.0,20726.0,1510375.0,32.0,4506.0,0.0,0.0,0.0
2022-03-11 00:15:00,15797.0,15,698.0,54322.0,0.0,0.0,698.0,54322.0,15600.0,1137212.0,66.0,7077.0,0.0,0.0,0.0
2022-03-11 00:15:00,15798.0,15,697.0,54196.0,0.0,0.0,697.0,54196.0,65197.0,5911236.0,34231.0,2120296.0,0.0,0.0,0.0
2022-03-11 00:15:00,15799.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,109694.0,9828106.0,69318.0,6149108.0,0.0,0.0,0.0
2022-03-11 00:15:00,15800.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,101626.0,9140226.0,62592.0,5482920.0,0.0,0.0,0.0
2022-03-11 00:15:00,15801.0,15,690.0,53728.0,0.0,0.0,690.0,53728.0,33565.0,2940400.0,20051.0,1615868.0,0.0,0.0,0.0
2022-03-11 00:15:00,15802.0,15,689.0,53648.0,0.0,0.0,689.0,53648.0,71019.0,6494108.0,54589.0,5515984.0,0.0,0.0,0.0
2022-03-11 00:15:00,15803.0,15,698.0,54276.0,0.0,0.0,698.0,54276.0,15546.0,1133051.0,14.0,3096.0,0.0,0.0,0.0
2022-03-11 00:15:00,15804.0,15,698.0,54276.0,0.0,0.0,698.0,54276.0,71047.0,6365380.0,51149.0,5161804.0,0.0,0.0,0.0
2022-03-11 00:15:00,15805.0,15,926.0,72056.0,0.0,0.0,926.0,72056.0,82036.0,7424572.0,42799.0,2476756.0,0.0,0.0,0.0
2022-03-11 00:15:00,15806.0,15,693.0,53922.0,0.0,0.0,693.0,53922.0,2531476.0,3181376237.0,1475809.0,244429732.0,0.0,0.0,0.0
2022-03-11 00:15:00,15807.0,15,699.0,54402.0,0.0,0.0,699.0,54402.0,4193655.0,4818614141.0,3275074.0,990704172.0,0.0,0.0,0.0
2022-03-11 00:15:00,15808.0,15,698.0,54322.0,0.0,0.0,698.0,54322.0,15587.0,1136762.0,52.0,27552.0,0.0,0.0,0.0
2022-03-11 00:15:00,15809.0,15,698.0,54322.0,0.0,0.0,698.0,54322.0,38139.0,3332786.0,23412.0,2039720.0,0.0,0.0,0.0
2022-03-11 00:15:00,15810.0,15,696.0,54116.0,0.0,0.0,696.0,54116.0,15600.0,1137158.0,69.0,7284.0,0.0,0.0,0.0
2022-03-11 00:15:00,15811.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,15556.0,1133881.0,22.0,3735.0,0.0,0.0,0.0
2022-03-11 00:15:00,15812.0,15,698.0,54322.0,0.0,0.0,698.0,54322.0,639027.0,731132148.0,312816.0,111753205.0,0.0,0.0,0.0
2022-03-11 00:15:00,15813.0,15,694.0,54002.0,0.0,0.0,694.0,54002.0,15531.0,1131972.0,20.0,3570.0,0.0,0.0,0.0
2022-03-11 00:15:00,15814.0,15,697.0,54196.0,0.0,0.0,697.0,54196.0,15581.0,1135711.0,46.0,5559.0,0.0,0.0,0.0
2022-03-11 00:15:00,15815.0,15,687.0,53442.0,0.0,0.0,687.0,53442.0,2690301.0,3119060965.0,1970828.0,386498717.0,0.0,0.0,0.0
2022-03-11 00:15:00,15816.0,15,465.0,36188.0,0.0,0.0,465.0,36188.0,10366.0,755863.0,18.0,3407.0,0.0,0.0,0.0
2022-03-11 00:15:00,15817.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,200183.0,244625657.0,84030.0,15213235.0,0.0,0.0,0.0
2022-03-11 00:15:00,15818.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,2669335.0,3106656296.0,1521320.0,399554777.0,0.0,0.0,0.0
2022-03-11 00:15:00,15819.0,15,700.0,54436.0,0.0,0.0,700.0,54436.0,3738522.0,4344123538.0,2834720.0,567421055.0,0.0,0.0,0.0
2022-03-11 00:15:00,15820.0,15,698.0,54322.0,0.0,0.0,698.0,54322.0,1749706.0,2127666109.0,1047134.0,199614100.0,0.0,0.0,0.0
2022-03-11 00:15:00,15821.0,15,699.0,54356.0,0.0,0.0,699.0,54356.0,15589.0,1136375.0,54.0,6166.0,0.0,0.0,0.0
2022-03-11 00:15:00,15822.0,15,698.0,54276.0,0.0,0.0,698.0,54276.0,15604.0,1137481.0,71.0,7436.0,0.0,0.0,0.0
2022-03-11 00:15:00,15823.0,15,692.0,53796.0,0.0,0.0,692.0,53796.0,1413491.0,1729198631.0,782181.0,110625290.0,0.0,0.0,0.0
2022-03-11 00:15:00,15824.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,15551.0,1133449.0,20.0,3570.0,0.0,0.0,0.0
2022-03-11 00:15:00,15825.0,15,695.0,54082.0,0.0,0.0,695.0,54082.0,59157.0,5203202.0,41117.0,4094092.0,0.0,0.0,0.0
2022-03-11 00:15:00,15826.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,15555.0,1133821.0,22.0,3734.0,0.0,0.0,0.0
2022-03-11 00:15:00,15827.0,15,695.0,54128.0,0.0,0.0,695.0,54128.0,15602.0,1137414.0,70.0,7384.0,0.0,0.0,0.0
2022-03-11 00:15:00,15828.0,15,700.0,54436.0,0.0,0.0,700.0,54436.0,70049.0,6248084.0,37574.0,2428152.0,0.0,0.0,0.0
2022-03-11 00:15:00,15829.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,15550.0,1133357.0,20.0,3569.0,0.0,0.0,0.0
2022-03-11 00:15:00,15830.0,15,698.0,54276.0,0.0,0.0,698.0,54276.0,41490.0,3626528.0,26938.0,2638340.0,0.0,0.0,0.0
2022-03-11 00:15:00,15831.0,15,465.0,36188.0,0.0,0.0,465.0,36188.0,45711.0,4119160.0,25040.0,1690936.0,0.0,0.0,0.0
2022-03-11 00:15:00,15832.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,132598.0,146347703.0,100560.0,50896206.0,0.0,0.0,0.0
2022-03-11 00:15:00,15833.0,15,691.0,53670.0,0.0,0.0,691.0,53670.0,1717926.0,2057202695.0,1132770.0,259221978.0,0.0,0.0,0.0
2022-03-11 00:15:00,15834.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,58295.0,5300106.0,29545.0,1591272.0,0.0,0.0,0.0
2022-03-11 00:15:00,15835.0,15,689.0,53602.0,0.0,0.0,689.0,53602.0,15372.0,1120517.0,69.0,7306.0,0.0,0.0,0.0
2022-03-11 00:15:00,15836.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,15538.0,1132512.0,20.0,3570.0,0.0,0.0,0.0
2022-03-11 00:15:00,15837.0,15,693.0,53922.0,0.0,0.0,693.0,53922.0,15429.0,1124760.0,65.0,6992.0,0.0,0.0,0.0
2022-03-11 00:30:00,15781.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,24153.0,2144538.0,13298.0,977304.0,0.0,0.0,0.0
2022-03-11 00:30:00,15782.0,15,697.0,54196.0,0.0,0.0,697.0,54196.0,891803.0,1075199482.0,609146.0,108814885.0,0.0,0.0,0.0
2022-03-11 00:30:00,15783.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,3466738.0,3954746086.0,2654429.0,596756329.0,0.0,0.0,0.0
2022-03-11 00:30:00,15784.0,15,695.0,54082.0,0.0,0.0,695.0,54082.0,3512006.0,4249197645.0,2690045.0,524788795.0,0.0,0.0,0.0
2022-03-11 00:30:00,15785.0,15,694.0,54002.0,0.0,0.0,694.0,54002.0,115676.0,10169238.0,76010.0,7311956.0,0.0,0.0,0.0
2022-03-11 00:30:00,15786.0,15,694.0,54002.0,0.0,0.0,694.0,54002.0,2380648.0,2888175476.0,1687947.0,290575999.0,0.0,0.0,0.0
2022-03-11 00:30:00,15787.0,15,694.0,54048.0,0.0,0.0,694.0,54048.0,2300802.0,2818269964.0,1457993.0,284911452.0,0.0,0.0,0.0
2022-03-11 00:30:00,15788.0,15,698.0,54322.0,0.0,0.0,698.0,54322.0,82025.0,7350574.0,48855.0,3962584.0,0.0,0.0,0.0
2022-03-11 00:30:00,15789.0,15,694.0,54002.0,0.0,0.0,694.0,54002.0,100202.0,8976526.0,63131.0,5671600.0,0.0,0.0,0.0
2022-03-11 00:30:00,15790.0,15,699.0,54356.0,0.0,0.0,699.0,54356.0,53315.0,4880704.0,26825.0,1391916.0,0.0,0.0,0.0
2022-03-11 00:30:00,15791.0,15,692.0,53842.0,0.0,0.0,692.0,53842.0,352155.0,423096160.0,138435.0,25373942.0,0.0,0.0,0.0
2022-03-11 00:30:00,15792.0,15,696.0,54116.0,0.0,0.0,696.0,54116.0,816346.0,953618691.0,533080.0,72948420.0,0.0,0.0,0.0
2022-03-11 00:30:00,15793.0,15,693.0,53922.0,0.0,0.0,693.0,53922.0,15546.0,1133108.0,22.0,3733.0,0.0,0.0,0.0
2022-03-11 00:30:00,15794.0,15,698.0,54322.0,0.0,0.0,698.0,54322.0,4788160.0,5284168238.0,3567881.0,832494607.0,0.0,0.0,0.0
2022-03-11 00:30:00,15795.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,48309.0,4200530.0,32065.0,3085252.0,0.0,0.0,0.0
2022-03-11 00:30:00,15796.0,15,698.0,54276.0,0.0,0.0,698.0,54276.0,15547.0,1133111.0,13.0,3044.0,0.0,0.0,0.0
2022-03-11 00:30:00,15797.0,15,698.0,54276.0,0.0,0.0,698.0,54276.0,15621.0,1139620.0,90.0,13536.0,0.0,0.0,0.0
2022-03-11 00:30:00,15798.0,15,698.0,54368.0,0.0,0.0,698.0,54368.0,60349.0,5452148.0,31936.0,2067864.0,0.0,0.0,0.0
2022-03-11 00:30:00,15799.0,15,697.0,54196.0,0.0,0.0,697.0,54196.0,100983.0,9019908.0,64016.0,5749536.0,0.0,0.0,0.0
2022-03-11 00:30:00,15800.0,15,697.0,54288.0,0.0,0.0,697.0,54288.0,94725.0,8559564.0,58627.0,5225280.0,0.0,0.0,0.0
2022-03-11 00:30:00,15801.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,32018.0,2787590.0,18737.0,1547820.0,0.0,0.0,0.0
2022-03-11 00:30:00,15802.0,15,684.0,53156.0,0.0,0.0,684.0,53156.0,67665.0,6157664.0,52665.0,5423044.0,0.0,0.0,0.0
2022-03-11 00:30:00,15803.0,15,695.0,54128.0,0.0,0.0,695.0,54128.0,15549.0,1133387.0,22.0,3734.0,0.0,0.0,0.0
2022-03-11 00:30:00,15804.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,67418.0,6060518.0,48764.0,4981620.0,0.0,0.0,0.0
2022-03-11 00:30:00,15805.0,15,699.0,54356.0,0.0,0.0,699.0,54356.0,55925.0,5056504.0,29186.0,1714676.0,0.0,0.0,0.0
2022-03-11 00:30:00,15806.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,2489086.0,3126139392.0,1370629.0,230350938.0,0.0,0.0,0.0
2022-03-11 00:30:00,15807.0,15,694.0,53956.0,0.0,0.0,694.0,53956.0,3372797.0,3872870452.0,2616543.0,740356930.0,0.0,0.0,0.0
2022-03-11 00:30:00,15808.0,15,694.0,54002.0,0.0,0.0,694.0,54002.0,15550.0,1133400.0,22.0,3735.0,0.0,0.0,0.0
2022-03-11 00:30:00,15809.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,36425.0,3157002.0,22565.0,2017032.0,0.0,0.0,0.0
2022-03-11 00:30:00,15810.0,15,696.0,54116.0,0.0,0.0,696.0,54116.0,15640.0,1141930.0,116.0,22022.0,0.0,0.0,0.0
2022-03-11 00:30:00,15811.0,15,696.0,54116.0,0.0,0.0,696.0,54116.0,15555.0,1133735.0,23.0,3787.0,0.0,0.0,0.0
2022-03-11 00:30:00,15812.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,515714.0,635606668.0,255846.0,69598250.0,0.0,0.0,0.0
2022-03-11 00:30:00,15813.0,15,695.0,54036.0,0.0,0.0,695.0,54036.0,15540.0,1132666.0,22.0,3734.0,0.0,0.0,0.0
2022-03-11 00:30:00,15814.0,15,462.0,35948.0,0.0,0.0,462.0,35948.0,10379.0,756835.0,34.0,4623.0,0.0,0.0,0.0
2022-03-11 00:30:00,15815.0,15,679.0,52894.0,0.0,0.0,679.0,52894.0,2966461.0,3507503522.0,1979610.0,409791359.0,0.0,0.0,0.0
2022-03-11 00:30:00,15816.0,15,696.0,54116.0,0.0,0.0,696.0,54116.0,15554.0,1133683.0,22.0,3735.0,0.0,0.0,0.0
2022-03-11 00:30:00,15817.0,15,464.0,36108.0,0.0,0.0,464.0,36108.0,167928.0,203734454.0,80935.0,19293318.0,0.0,0.0,0.0
2022-03-11 00:30:00,15818.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,2256686.0,2601180562.0,1361662.0,420607890.0,0.0,0.0,0.0
2022-03-11 00:30:00,15819.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,3605723.0,4072605423.0,2882580.0,809232959.0,0.0,0.0,0.0
2022-03-11 00:30:00,15820.0,15,694.0,54002.0,0.0,0.0,694.0,54002.0,1843609.0,2337304383.0,1119383.0,216748293.0,0.0,0.0,0.0
2022-03-11 00:30:00,15821.0,15,700.0,54482.0,0.0,0.0,700.0,54482.0,15582.0,1135853.0,46.0,5558.0,0.0,0.0,0.0
2022-03-11 00:30:00,15822.0,15,697.0,54196.0,0.0,0.0,697.0,54196.0,15596.0,1136849.0,65.0,6998.0,0.0,0.0,0.0
2022-03-11 00:30:00,15823.0,15,695.0,54082.0,0.0,0.0,695.0,54082.0,453737.0,521886817.0,222467.0,33586694.0,0.0,0.0,0.0
2022-03-11 00:30:00,15824.0,15,693.0,53922.0,0.0,0.0,693.0,53922.0,15535.0,1132317.0,22.0,3734.0,0.0,0.0,0.0
2022-03-11 00:30:00,15825.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,55178.0,4818150.0,38278.0,3743592.0,0.0,0.0,0.0
2022-03-11 00:30:00,15826.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,15568.0,1135595.0,39.0,10147.0,0.0,0.0,0.0
2022-03-11 00:30:00,15827.0,15,695.0,54082.0,0.0,0.0,695.0,54082.0,15579.0,1135648.0,64.0,6928.0,0.0,0.0,0.0
2022-03-11 00:30:00,15828.0,15,696.0,54162.0,0.0,0.0,696.0,54162.0,63245.0,5630422.0,33793.0,2180460.0,0.0,0.0,0.0
2022-03-11 00:30:00,15829.0,15,694.0,53956.0,0.0,0.0,694.0,53956.0,15552.0,1133523.0,22.0,3733.0,0.0,0.0,0.0
2022-03-11 00:30:00,15830.0,15,697.0,54242.0,0.0,0.0,697.0,54242.0,39312.0,3410394.0,25623.0,2577424.0,0.0,0.0,0.0
2022-03-11 00:30:00,15831.0,15,695.0,54082.0,0.0,0.0,695.0,54082.0,65251.0,5855594.0,36099.0,2518524.0,0.0,0.0,0.0
2022-03-11 00:30:00,15832.0,15,693.0,53876.0,0.0,0.0,693.0,53876.0,185632.0,213751519.0,102140.0,29288595.0,0.0,0.0,0.0
2022-03-11 00:30:00,15833.0,15,695.0,54128.0,0.0,0.0,695.0,54128.0,1571711.0,1969597664.0,1011306.0,170472078.0,0.0,0.0,0.0
2022-03-11 00:30:00,15834.0,15,464.0,36108.0,0.0,0.0,464.0,36108.0,36237.0,3292752.0,18382.0,992108.0,0.0,0.0,0.0
2022-03-11 00:30:00,15835.0,15,684.0,53202.0,0.0,0.0,684.0,53202.0,15261.0,1112433.0,66.0,7078.0,0.0,0.0,0.0
