begintime,sk_object,duration,integrity,M51301C0,M51301C1,M51301C2,M51301C3,M51301C4,M51301C5,M51301C7,M51301C9
2022-03-14,15389.0,1440.0,100.0,56363781.0,62725940678.0,31089749.0,8349963944.0,0.0,0.0,0.0,6.0
2022-03-14,15383.0,1440.0,100.0,362082633.0,391427281349.0,264434313.0,67371250799.0,0.0,0.0,0.0,0.0
2022-03-13,15389.0,1440.0,100.0,64675048.0,73139982240.0,35659783.0,11024611207.0,0.0,0.0,0.0,2.0
2022-03-15,15398.0,1440.0,100.0,203955647.0,227975930919.0,137417665.0,31725979925.0,0.0,0.0,0.0,0.0
2022-03-15,15387.0,1440.0,100.0,346906304.0,381686828847.0,256563876.0,65581298536.0,0.0,0.0,0.0,0.0
2022-03-13,15387.0,1440.0,100.0,296228430.0,325614600803.0,212322219.0,52609605767.0,0.0,0.0,0.0,0.0
2022-03-13,15397.0,1440.0,100.0,287779626.0,327783168628.0,189759802.0,58774032117.0,0.0,0.0,0.0,14.0
2022-03-11,15398.0,1440.0,100.0,196510393.0,220548299996.0,132663462.0,31266375567.0,0.0,0.0,0.0,0.0
2022-03-14,15390.0,1422.0,98.75,362974342.0,400421432436.0,250329657.0,63203762122.0,0.0,0.0,0.0,74.0
2022-03-16,15388.0,1440.0,100.0,56220120.0,56921834142.0,27533163.0,7269482052.0,0.0,0.0,0.0,0.0
2022-03-16,15395.0,1440.0,100.0,76590490.0,73561521809.0,56654428.0,14750519085.0,0.0,0.0,0.0,0.0
2022-03-17,15384.0,1380.0,95.83333333333333,139961423.0,160944520801.0,88427433.0,24212803063.0,0.0,0.0,0.0,0.0
2022-03-13,15391.0,1440.0,100.0,327497071.0,373258789816.0,238352247.0,60122617912.0,0.0,0.0,0.0,0.0
2022-03-12,15389.0,1440.0,100.0,54021444.0,60101304241.0,28417999.0,8987357279.0,0.0,0.0,0.0,472.0
2022-03-18,15395.0,1440.0,100.0,97725342.0,102407014684.0,62692292.0,14158288791.0,0.0,0.0,0.0,0.0
2022-03-15,15380.0,1362.0,94.58333333333333,188617997.0,216339100846.0,124303177.0,33186249911.0,0.0,0.0,0.0,0.0
2022-03-18,15388.0,1440.0,100.0,60315131.0,61714984596.0,29200484.0,7939515504.0,0.0,0.0,0.0,0.0
2022-03-19,15387.0,1311.0,91.04166666666667,287202662.0,313962422341.0,199851335.0,49369052069.0,0.0,0.0,0.0,118.0
2022-03-11,15386.0,1440.0,100.0,129698184.0,149036262662.0,84510505.0,22862406853.0,0.0,0.0,0.0,6.0
2022-03-12,15396.0,1440.0,100.0,70066766.0,71915250200.0,45478141.0,11857764068.0,0.0,0.0,0.0,0.0
2022-03-19,15384.0,1380.0,95.83333333333333,154332840.0,177215309029.0,97384154.0,27614780730.0,0.0,0.0,0.0,150.0
2022-03-13,15395.0,1440.0,100.0,89700106.0,91786963736.0,58923024.0,16217976062.0,0.0,0.0,0.0,0.0
2022-03-17,15391.0,1380.0,95.83333333333333,343701150.0,385299218299.0,262809805.0,67684738751.0,0.0,0.0,0.0,22.0
2022-03-19,15386.0,1380.0,95.83333333333333,126192318.0,143216049679.0,81762072.0,22400570547.0,0.0,0.0,0.0,8.0
2022-03-13,15381.0,1440.0,100.0,299721300.0,334972337097.0,217160960.0,56278481661.0,0.0,0.0,0.0,6.0
2022-03-11,15397.0,1440.0,100.0,271682378.0,312601126027.0,171277040.0,43461749507.0,0.0,0.0,0.0,0.0
2022-03-16,15389.0,1399.0,97.15277777777777,51658922.0,57431685316.0,30139498.0,7056457337.0,0.0,0.0,0.0,10.0
2022-03-15,15393.0,1440.0,100.0,150708891.0,170882148101.0,89433387.0,22245218967.0,0.0,0.0,0.0,0.0
2022-03-17,15394.0,1440.0,100.0,297420484.0,322383421226.0,208058938.0,51174946282.0,0.0,0.0,17.0,0.0
2022-03-19,15391.0,1380.0,95.83333333333333,343511057.0,391395343998.0,253110686.0,65048636545.0,0.0,0.0,0.0,2.0
2022-03-13,15390.0,1404.0,97.5,375002879.0,405309812551.0,259433799.0,71889459819.0,0.0,0.0,0.0,74.0
2022-03-12,15391.0,1440.0,100.0,340090328.0,385233624362.0,249364158.0,60678731181.0,0.0,0.0,0.0,450.0
2022-03-12,15390.0,1340.0,93.05555555555556,396298241.0,431373249240.0,284991651.0,74225823556.0,0.0,0.0,0.0,66.0
2022-03-14,15394.0,1440.0,100.0,300701152.0,334476363179.0,201986870.0,48220883326.0,0.0,0.0,0.0,0.0
2022-03-13,15382.0,1440.0,100.0,94847602.0,102129156054.0,53921986.0,12573128505.0,0.0,0.0,0.0,0.0
2022-03-11,15391.0,1440.0,100.0,383048204.0,430445435372.0,289976587.0,74147774991.0,0.0,0.0,0.0,4.0
2022-03-15,15397.0,1416.0,98.33333333333333,254130189.0,292028494053.0,177249271.0,47650070026.0,0.0,0.0,0.0,24.0
2022-03-12,15397.0,1440.0,100.0,280015586.0,318519118475.0,189783142.0,57045512359.0,0.0,0.0,0.0,10.0
2022-03-19,15394.0,1311.0,91.04166666666667,285375808.0,314120608014.0,199983838.0,49321566003.0,0.0,0.0,0.0,92.0
2022-03-18,15397.0,1440.0,100.0,295694172.0,344023854050.0,200184857.0,52247061269.0,0.0,0.0,0.0,0.0
2022-03-11,15392.0,1440.0,100.0,31816436.0,27273286333.0,18144392.0,4558115665.0,0.0,0.0,0.0,0.0
2022-03-17,15390.0,1375.0,95.48611111111111,365370511.0,390385589882.0,246344822.0,69213666337.0,0.0,0.0,0.0,74.0
2022-03-15,15385.0,1440.0,100.0,22198939.0,17139792816.0,9572764.0,1665205353.0,0.0,0.0,0.0,0.0
2022-03-13,15388.0,1440.0,100.0,63963018.0,64565320459.0,32176037.0,8799145561.0,0.0,0.0,0.0,0.0
2022-03-18,15392.0,1440.0,100.0,31002261.0,26211524667.0,20941274.0,7022557216.0,0.0,0.0,0.0,0.0
2022-03-18,15381.0,1440.0,100.0,258246427.0,290056682493.0,182710987.0,45452058997.0,0.0,0.0,0.0,0.0
2022-03-18,15394.0,1440.0,100.0,327384959.0,348129709605.0,238606070.0,74436664480.0,0.0,0.0,0.0,0.0
2022-03-16,15390.0,1421.0,98.68055555555556,424280182.0,458090007287.0,306662933.0,86912782242.0,0.0,0.0,0.0,74.0
2022-03-16,15396.0,1440.0,100.0,70114794.0,72320056510.0,44422675.0,10147340086.0,0.0,0.0,0.0,0.0
2022-03-18,15390.0,1380.0,95.83333333333333,413239214.0,446801343252.0,294759103.0,80738647550.0,0.0,0.0,0.0,0.0
2022-03-16,15385.0,1440.0,100.0,23222037.0,18381325290.0,10822953.0,2429789788.0,0.0,0.0,0.0,0.0
