begintime,sk_object,duration,integrity,M51301C0,M51301C1,M51301C2,M51301C3,M51301C4,M51301C5,M51301C7,M51301C9
2022-03-12,15383.0,1440.0,100.0,367700104.0,396380645633.0,269854503.0,67985839568.0,0.0,0.0,0.0,0.0
2022-03-18,15393.0,1440.0,100.0,168380266.0,194033247205.0,97073089.0,26572284704.0,0.0,0.0,0.0,0.0
2022-03-14,15384.0,1440.0,100.0,136776922.0,157263895668.0,84801416.0,25221626980.0,0.0,0.0,0.0,0.0
2022-03-15,15389.0,1440.0,100.0,61681953.0,70132261048.0,34410272.0,8409386399.0,0.0,0.0,0.0,612.0
2022-03-18,15396.0,1440.0,100.0,70203855.0,73259879573.0,43943834.0,10266506496.0,0.0,0.0,0.0,0.0
2022-03-13,15396.0,1440.0,100.0,66849627.0,69199152313.0,39872482.0,9613108595.0,0.0,0.0,0.0,0.0
2022-03-19,15398.0,1250.0,86.80555555555556,172416262.0,188944489179.0,118185145.0,29956131427.0,0.0,0.0,0.0,156.0
2022-03-12,15382.0,1440.0,100.0,104529076.0,111352232482.0,61046768.0,14129393740.0,0.0,0.0,0.0,0.0
2022-03-15,15382.0,1440.0,100.0,94783004.0,99765852813.0,55688235.0,14522246999.0,0.0,0.0,0.0,0.0
2022-03-11,15387.0,1440.0,100.0,346395548.0,381398619286.0,255100558.0,63102883492.0,0.0,0.0,0.0,0.0
2022-03-11,15383.0,1440.0,100.0,366131393.0,392959740120.0,265091240.0,62225116138.0,0.0,0.0,0.0,0.0
2022-03-11,15388.0,1440.0,100.0,57767059.0,55703339003.0,30708192.0,11892849170.0,0.0,0.0,0.0,0.0
2022-03-14,15386.0,1440.0,100.0,120190428.0,137928151847.0,77136344.0,20749492159.0,0.0,0.0,0.0,2.0
2022-03-15,15395.0,1440.0,100.0,87090612.0,88597713163.0,58454700.0,15884016522.0,0.0,0.0,0.0,0.0
2022-03-12,15386.0,1402.0,97.36111111111111,122832710.0,140067514529.0,81838948.0,23503467901.0,0.0,0.0,0.0,188.0
2022-03-13,15380.0,1440.0,100.0,202235698.0,234426432827.0,125136545.0,33475860851.0,0.0,0.0,0.0,0.0
2022-03-17,15383.0,1440.0,100.0,377945016.0,407464839988.0,273870161.0,66400438188.0,0.0,0.0,15.0,60.0
2022-03-14,15385.0,1440.0,100.0,24863053.0,21120484602.0,12116454.0,2102364473.0,0.0,0.0,0.0,0.0
2022-03-11,15382.0,1440.0,100.0,109483007.0,115100065023.0,68114393.0,16654548239.0,0.0,0.0,0.0,0.0
2022-03-11,15390.0,1296.0,90.0,377214752.0,416032820786.0,271248868.0,68656390028.0,0.0,0.0,0.0,238.0
2022-03-17,15382.0,1440.0,100.0,98029537.0,102956501757.0,57805956.0,15580243735.0,0.0,0.0,17.0,0.0
2022-03-17,15387.0,1440.0,100.0,349152929.0,374896836447.0,254810997.0,74311042185.0,0.0,0.0,0.0,0.0
2022-03-17,15395.0,1380.0,95.83333333333333,83039461.0,83701245611.0,55958935.0,12312673487.0,0.0,0.0,0.0,0.0
2022-03-17,15396.0,1440.0,100.0,76674608.0,80318791843.0,47953595.0,11131569788.0,0.0,0.0,18.0,0.0
2022-03-17,15397.0,1380.0,95.83333333333333,278489141.0,317295908627.0,191909747.0,51361824721.0,0.0,0.0,0.0,0.0
2022-03-14,15388.0,1440.0,100.0,60795817.0,63958992886.0,29251392.0,6949493984.0,0.0,0.0,0.0,0.0
2022-03-14,15381.0,1440.0,100.0,264320428.0,291844519049.0,187046387.0,48214613170.0,0.0,0.0,0.0,0.0
2022-03-19,15388.0,1311.0,91.04166666666667,53712749.0,53246968966.0,28580278.0,8504976046.0,0.0,0.0,0.0,94.0
2022-03-13,15398.0,1440.0,100.0,212120203.0,239102067907.0,143388953.0,33865521153.0,0.0,0.0,0.0,0.0
2022-03-19,15383.0,1310.0,90.97222222222223,348298603.0,376936726573.0,255004997.0,59773788977.0,0.0,0.0,0.0,106.0
2022-03-17,15389.0,1380.0,95.83333333333333,62094139.0,71755715729.0,33356717.0,7150681525.0,0.0,0.0,0.0,20.0
2022-03-19,15390.0,1129.0,78.40277777777777,307212429.0,330577141356.0,212385170.0,56063797214.0,0.0,0.0,0.0,156.0
2022-03-11,15389.0,1440.0,100.0,58164405.0,67513391756.0,30646105.0,7635882205.0,0.0,0.0,0.0,6.0
2022-03-19,15397.0,1380.0,95.83333333333333,282511192.0,318985720604.0,196364747.0,57581141164.0,0.0,0.0,0.0,0.0
2022-03-19,15392.0,1310.0,90.97222222222223,37392242.0,35420658754.0,21143248.0,5331808464.0,0.0,0.0,0.0,184.0
2022-03-18,15380.0,1440.0,100.0,226729618.0,266099038564.0,146758215.0,37768796676.0,0.0,0.0,0.0,2.0
2022-03-18,15384.0,1440.0,100.0,150065487.0,173311647407.0,96341911.0,26432471229.0,0.0,0.0,0.0,12.0
2022-03-15,15392.0,1440.0,100.0,43617861.0,44308530498.0,26079446.0,5494828676.0,0.0,0.0,0.0,0.0
2022-03-14,15392.0,1440.0,100.0,39470168.0,39249908482.0,23719234.0,6596033029.0,0.0,0.0,0.0,0.0
2022-03-12,15387.0,1440.0,100.0,322010364.0,355951519940.0,236085709.0,59831294092.0,0.0,0.0,0.0,0.0
2022-03-14,15398.0,1440.0,100.0,190427361.0,212602686919.0,129123717.0,29834024186.0,0.0,0.0,0.0,0.0
2022-03-13,15394.0,1440.0,100.0,308128459.0,338344279027.0,218016656.0,54814913130.0,0.0,0.0,0.0,0.0
2022-03-12,15394.0,1440.0,100.0,292628431.0,325397808404.0,208596848.0,52688348295.0,0.0,0.0,0.0,0.0
2022-03-17,15388.0,1378.0,95.69444444444444,59516832.0,59134868992.0,34142710.0,15985415676.0,0.0,0.0,0.0,36.0
2022-03-16,15383.0,1440.0,100.0,377047953.0,406873706127.0,273596830.0,65353714294.0,0.0,0.0,0.0,0.0
2022-03-16,15391.0,1440.0,100.0,345099620.0,392586698701.0,265741060.0,68384928658.0,0.0,0.0,0.0,196.0
2022-03-19,15393.0,1380.0,95.83333333333333,171239624.0,195473704406.0,101687252.0,29114985453.0,0.0,0.0,0.0,540.0
2022-03-12,15384.0,1440.0,100.0,138634714.0,159591948363.0,86568440.0,26553678702.0,0.0,0.0,0.0,148.0
2022-03-11,15393.0,1440.0,100.0,162145733.0,185652085527.0,98260562.0,26003905791.0,0.0,0.0,0.0,0.0
2022-03-14,15396.0,1440.0,100.0,73935276.0,76916279107.0,49633708.0,14386689587.0,0.0,0.0,0.0,0.0
2022-03-15,15386.0,1378.0,95.69444444444444,106533210.0,121631141001.0,68635105.0,18398849977.0,0.0,0.0,0.0,74.0
2022-03-14,15397.0,1440.0,100.0,263859947.0,302496284638.0,170214352.0,44027159826.0,0.0,0.0,0.0,0.0
2022-03-14,15395.0,1440.0,100.0,93594957.0,95121229120.0,68187131.0,30509291539.0,0.0,0.0,0.0,0.0
2022-03-15,15384.0,1440.0,100.0,173151192.0,200917434530.0,106452428.0,28250129203.0,0.0,0.0,0.0,2.0
2022-03-17,15386.0,1380.0,95.83333333333333,112633294.0,129731667598.0,71747655.0,16272630877.0,0.0,0.0,0.0,28.0
2022-03-15,15381.0,1363.0,94.65277777777777,230302518.0,255981185212.0,169031922.0,42654597064.0,0.0,0.0,0.0,0.0
2022-03-15,15396.0,1440.0,100.0,77674164.0,82550681880.0,47496474.0,10125680421.0,0.0,0.0,0.0,0.0
2022-03-17,15385.0,1440.0,100.0,21486540.0,16645648790.0,9564297.0,1419313500.0,0.0,0.0,19.0,0.0
2022-03-11,15394.0,1440.0,100.0,309435890.0,339550351196.0,219620373.0,52303514229.0,0.0,0.0,0.0,0.0
2022-03-11,15380.0,1440.0,100.0,215631484.0,252252649041.0,137483773.0,34281146860.0,0.0,0.0,0.0,6.0
2022-03-16,15386.0,1400.0,97.22222222222223,119154538.0,137797924610.0,79313831.0,19226933630.0,0.0,0.0,0.0,44.0
2022-03-13,15393.0,1440.0,100.0,168325795.0,190941954474.0,100928973.0,25729553097.0,0.0,0.0,0.0,0.0
2022-03-15,15390.0,1380.0,95.83333333333333,377725768.0,411302787374.0,262511557.0,65753036586.0,0.0,0.0,0.0,78.0
2022-03-19,15382.0,1310.0,90.97222222222223,104850194.0,112387888888.0,63582485.0,18170475605.0,0.0,0.0,0.0,92.0
2022-03-13,15384.0,1440.0,100.0,145859257.0,168938907965.0,85584486.0,24062079387.0,0.0,0.0,0.0,6.0
2022-03-18,15386.0,1218.0,84.58333333333333,107754615.0,125488917806.0,66392586.0,16642588989.0,0.0,0.0,0.0,26.0
2022-03-19,15380.0,1380.0,95.83333333333333,185481334.0,212514290963.0,115948910.0,30286829611.0,0.0,0.0,0.0,0.0
2022-03-17,15392.0,1440.0,100.0,34559338.0,31944904570.0,19242944.0,4668107117.0,0.0,0.0,0.0,0.0
2022-03-18,15382.0,1440.0,100.0,107726133.0,118298127048.0,62729594.0,15819457841.0,0.0,0.0,0.0,0.0
2022-03-13,15386.0,1440.0,100.0,116449559.0,135847196316.0,72498960.0,15046593310.0,0.0,0.0,0.0,10.0
2022-03-18,15391.0,1440.0,100.0,359707510.0,406381600552.0,266129674.0,67867411827.0,0.0,0.0,0.0,2.0
2022-03-11,15385.0,1440.0,100.0,24870790.0,19095765332.0,12831397.0,2836426051.0,0.0,0.0,0.0,0.0
2022-03-16,15393.0,1440.0,100.0,159506574.0,181284258308.0,93681984.0,24801526356.0,0.0,0.0,0.0,0.0
2022-03-14,15393.0,1440.0,100.0,157132676.0,178490018773.0,94865547.0,23692276922.0,0.0,0.0,0.0,0.0
2022-03-13,15385.0,1440.0,100.0,29917417.0,25755925319.0,15239110.0,4019218474.0,0.0,0.0,0.0,0.0
2022-03-18,15383.0,1440.0,100.0,379249478.0,408478088544.0,273312335.0,66496623899.0,0.0,0.0,0.0,18.0
2022-03-15,15383.0,1440.0,100.0,369782216.0,398354565480.0,270498158.0,64927641174.0,0.0,0.0,0.0,0.0
2022-03-14,15382.0,1440.0,100.0,91882197.0,97267768520.0,53244409.0,13503097596.0,0.0,0.0,0.0,0.0
2022-03-12,15380.0,1380.0,95.83333333333333,228801988.0,268949575342.0,144381792.0,36496502876.0,0.0,0.0,0.0,14.0
2022-03-14,15391.0,1440.0,100.0,360841676.0,408372203463.0,269793395.0,71535590364.0,0.0,0.0,0.0,2.0
2022-03-19,15389.0,1380.0,95.83333333333333,62543316.0,70749437675.0,32789018.0,9405708785.0,0.0,0.0,0.0,0.0
2022-03-12,15393.0,1440.0,100.0,161144656.0,182600112118.0,101527687.0,28014716957.0,0.0,0.0,0.0,0.0
2022-03-12,15385.0,1440.0,100.0,35219896.0,30580360384.0,21430730.0,6243917113.0,0.0,0.0,0.0,0.0
2022-03-17,15393.0,1440.0,100.0,148355989.0,166319305519.0,89331936.0,26178808883.0,0.0,0.0,0.0,0.0
2022-03-18,15389.0,1440.0,100.0,62013553.0,69974373718.0,34657054.0,8753681526.0,0.0,0.0,0.0,4.0
2022-03-16,15398.0,1378.0,95.69444444444444,183386691.0,201917317044.0,127202343.0,31443392163.0,0.0,0.0,0.0,78.0
2022-03-15,15391.0,1440.0,100.0,338188464.0,379139346477.0,265850344.0,77539087658.0,0.0,0.0,0.0,584.0
2022-03-12,15395.0,1440.0,100.0,91189597.0,94811864112.0,60482003.0,19300036951.0,0.0,0.0,0.0,0.0
2022-03-17,15380.0,1380.0,95.83333333333333,209415112.0,244478353688.0,140350669.0,34047754335.0,0.0,0.0,0.0,22.0
2022-03-19,15395.0,1380.0,95.83333333333333,91900195.0,93305547104.0,61888531.0,19510872528.0,0.0,0.0,0.0,0.0
2022-03-18,15385.0,1440.0,100.0,29401980.0,25269667717.0,14232449.0,3337539014.0,0.0,0.0,0.0,0.0
2022-03-12,15392.0,1440.0,100.0,36658209.0,33591325377.0,21069253.0,5314569233.0,0.0,0.0,0.0,0.0
2022-03-19,15396.0,1310.0,90.97222222222223,63511847.0,65706767356.0,39440677.0,8925334584.0,0.0,0.0,0.0,116.0
2022-03-17,15398.0,1440.0,100.0,192016545.0,211801313877.0,131467881.0,31082974473.0,0.0,0.0,15.0,0.0
2022-03-16,15384.0,1440.0,100.0,161699566.0,184886816502.0,107342511.0,31381858925.0,0.0,0.0,0.0,0.0
2022-03-16,15392.0,1440.0,100.0,44389694.0,44778339431.0,25654755.0,6003738208.0,0.0,0.0,0.0,0.0
2022-03-16,15394.0,1440.0,100.0,310359901.0,340795750733.0,220478146.0,53278035118.0,0.0,0.0,0.0,0.0
2022-03-11,15396.0,1440.0,100.0,75374810.0,79370032425.0,47664782.0,9971921704.0,0.0,0.0,0.0,0.0
2022-03-19,15381.0,1320.0,91.66666666666667,267741619.0,294913051513.0,196425430.0,51196478446.0,0.0,0.0,0.0,0.0
2022-03-13,15392.0,1440.0,100.0,37872215.0,35157337346.0,20148326.0,5295681445.0,0.0,0.0,0.0,0.0
2022-03-11,15395.0,1440.0,100.0,83700182.0,83605589283.0,54285873.0,13289481867.0,0.0,0.0,0.0,0.0
2022-03-15,15394.0,1440.0,100.0,305858924.0,334762169073.0,216215904.0,55983102305.0,0.0,0.0,0.0,0.0
2022-03-12,15381.0,1440.0,100.0,263435936.0,296364610505.0,182804851.0,44536058480.0,0.0,0.0,0.0,688.0
2022-03-16,15397.0,1440.0,100.0,256194414.0,288165862160.0,211058445.0,55017712899.0,0.0,0.0,0.0,0.0
2022-03-15,15388.0,1440.0,100.0,63698315.0,68132107103.0,32138701.0,7502434852.0,0.0,0.0,0.0,0.0
2022-03-14,15387.0,1440.0,100.0,337504376.0,378333027723.0,239634793.0,56844541275.0,0.0,0.0,0.0,0.0
2022-03-11,15381.0,1440.0,100.0,290351547.0,324903691133.0,209713800.0,54339891290.0,0.0,0.0,0.0,6.0
2022-03-14,15380.0,1440.0,100.0,208974889.0,239444950476.0,131902883.0,36488969377.0,0.0,0.0,0.0,0.0
2022-03-18,15398.0,1440.0,100.0,206738341.0,230726343874.0,137331974.0,32411403704.0,0.0,0.0,0.0,0.0
2022-03-18,15387.0,1440.0,100.0,376056470.0,412704907283.0,274915929.0,68255804856.0,0.0,0.0,0.0,0.0
2022-03-16,15380.0,1440.0,100.0,179035678.0,205065735261.0,123965594.0,30928105363.0,0.0,0.0,1.0,188.0
2022-03-13,15383.0,1397.0,97.01388888888889,354071262.0,383475988557.0,254720542.0,59692955541.0,0.0,0.0,0.0,0.0
2022-03-16,15387.0,1440.0,100.0,354853191.0,390281208181.0,260350822.0,61521309643.0,0.0,0.0,0.0,0.0
2022-03-11,15384.0,1440.0,100.0,140880147.0,164603067224.0,86221492.0,22267121537.0,0.0,0.0,0.0,0.0
2022-03-16,15381.0,1399.0,97.15277777777777,269231767.0,298560643588.0,204403592.0,54116452265.0,0.0,0.0,0.0,16.0
2022-03-17,15381.0,1380.0,95.83333333333333,272789736.0,305077142567.0,204363450.0,48830449757.0,0.0,0.0,0.0,22.0
2022-03-12,15388.0,1440.0,100.0,57607981.0,57773349084.0,30117804.0,8272632685.0,0.0,0.0,0.0,0.0
2022-03-12,15398.0,1440.0,100.0,189778153.0,210179170944.0,127414403.0,31434005021.0,0.0,0.0,0.0,0.0
2022-03-19,15385.0,1311.0,91.04166666666667,44760334.0,45416811498.0,24916492.0,6647768532.0,0.0,0.0,0.0,92.0
2022-03-16,15382.0,1440.0,100.0,99996118.0,107491748740.0,59912222.0,14634429729.0,0.0,0.0,0.0,0.0
