measObjLdn,duration,begin_time,20000293.0,20000294.0,20000295.0,20000296.0,20000297.0,20000298.0,20000299.0,20000300.0,20000301.0,20000302.0,20000303.0,20000304.0,20000305.0,20000306.0,20000307.0,20000308.0,20000309.0,20000310.0,20000311.0,20000312.0,20000313.0,20000314.0,20000315.0,20000316.0,20000317.0,20000318.0,20000319.0,20000320.0,20000321.0,20000322.0
"ManagedElement=1,Equipment=1,Subrack=1,Slot=1,PlugInUnit=1,ExchangeTerminalIp=1,GigaBitEthernet=1",900.0,2021-09-26 19:15:00,931931,00,00,00,00,00,00,00,00,17872066421787206642,00,00,67046704,00,00,00,00,00,00,00,00,00,00,00,00,612333549612333549,00,00,49704970,00
