begintime,sk_object,duration,integrity,M8076C0
2022-03-11,6377.0,13.0,0.9027777777777778,1931.0
2022-03-12,6377.0,10.0,0.6944444444444444,1922.0
2022-03-12,6378.0,5.0,0.3472222222222222,2015.0
2022-03-15,6377.0,2.0,0.1388888888888889,0.0
2022-03-17,6371.0,6.0,0.4166666666666667,1945.0
2022-03-17,6372.0,5.0,0.3472222222222222,1952.0
2022-03-17,6373.0,6.0,0.4166666666666667,1572.0
2022-03-17,6374.0,7.0,0.4861111111111111,1898.0
2022-03-17,6375.0,6.0,0.4166666666666667,1961.0
2022-03-17,6376.0,6.0,0.4166666666666667,1993.0
2022-03-17,6378.0,6.0,0.4166666666666667,2019.0
2022-03-18,6375.0,60.0,4.166666666666667,1961.0
2022-03-19,6377.0,16.0,1.1111111111111112,1922.0
2022-03-19,87741.0,4.0,0.2777777777777778,0.0
