begintime,sk_object,duration,integrity,1282448458,1282432826,1282432827
2022-02-13,532290.0,3600.0,4.166666666666667,1.0,1.0,0.0
2022-02-06,607790.0,3600.0,4.166666666666667,1.0,1.0,0.0
2022-02-10,502246.0,14400.0,16.666666666666668,4.0,4.0,1.0
2022-03-07,296285.0,3600.0,4.166666666666667,1.0,1.0,1.0
2022-02-17,630439.0,61200.0,70.83333333333333,280.0,284.0,36.0
2022-03-02,1594076.0,3600.0,4.166666666666667,1.0,1.0,1.0
2022-02-04,502251.0,3600.0,4.166666666666667,1.0,1.0,1.0
2022-02-06,630415.0,3600.0,4.166666666666667,1.0,1.0,0.0
2022-02-18,462956.0,3600.0,4.166666666666667,1.0,1.0,1.0
2022-02-17,1593991.0,3600.0,4.166666666666667,1.0,1.0,1.0
2022-03-01,630539.0,3600.0,4.166666666666667,5.0,5.0,5.0
2022-03-06,600684.0,7200.0,8.333333333333334,2.0,2.0,0.0
2022-02-17,441892.0,3600.0,4.166666666666667,1.0,1.0,1.0
2022-03-03,574899.0,28800.0,33.333333333333336,23.0,23.0,3.0
2022-02-19,531638.0,14400.0,16.666666666666668,4.0,4.0,1.0
2022-02-12,517583.0,7200.0,8.333333333333334,2.0,2.0,0.0
2022-03-06,428659.0,3600.0,4.166666666666667,3.0,3.0,0.0
2022-02-10,630539.0,3600.0,4.166666666666667,1.0,1.0,1.0
2022-02-19,607754.0,3600.0,4.166666666666667,1.0,1.0,0.0
2022-02-08,1594105.0,3600.0,4.166666666666667,1.0,1.0,0.0
2022-03-06,630540.0,18000.0,20.833333333333332,9.0,9.0,0.0
2022-02-19,532822.0,18000.0,20.833333333333332,8.0,8.0,3.0
2022-03-10,125560.0,7200.0,8.333333333333334,2.0,2.0,1.0
2022-03-06,630524.0,3600.0,4.166666666666667,2.0,2.0,0.0
2022-02-20,630462.0,43200.0,50.0,32.0,32.0,2.0
2022-02-05,463203.0,3600.0,4.166666666666667,1.0,1.0,0.0
2022-03-15,446408.0,7200.0,8.333333333333334,2.0,2.0,1.0
2022-02-17,453864.0,3600.0,4.166666666666667,1.0,1.0,0.0
2022-03-11,630415.0,3600.0,4.166666666666667,1.0,1.0,0.0
2022-03-10,453727.0,10800.0,12.5,3.0,3.0,0.0
2022-02-04,579394.0,3600.0,4.166666666666667,1.0,1.0,1.0
2022-03-07,630552.0,61200.0,70.83333333333333,322.0,323.0,48.0
2022-03-06,630445.0,28800.0,33.333333333333336,13.0,13.0,2.0
2022-02-20,630540.0,14400.0,16.666666666666668,4.0,11.0,8.0
2022-03-01,503772.0,3600.0,4.166666666666667,1.0,1.0,1.0
2022-03-15,442924.0,3600.0,4.166666666666667,2.0,2.0,2.0
2022-02-05,367282.0,3600.0,4.166666666666667,1.0,1.0,0.0
2022-03-07,454096.0,3600.0,4.166666666666667,2.0,2.0,0.0
2022-03-10,487231.0,3600.0,4.166666666666667,1.0,1.0,1.0
2022-03-15,532658.0,14400.0,16.666666666666668,10.0,10.0,1.0
2022-02-19,540170.0,7200.0,8.333333333333334,2.0,2.0,0.0
