begintime,sk_object,duration,integrity,50332578,50332579,50332569,50332565,50332566,50332567,50332568,50332570,50332571,50332572,50332580,50332581,50332585,50332587,50332588,50332589,50332590,50332617,50332618,50332625,50332633,50332635,50342578,50342579,50342580,50342581,50342640,50342641,50342642,50342643,50342644,50342645,50342646,50342647
2022-03-07,888795.0,86400.0,100.0,1.4997083333333334,0.6050833333333333,0.0,1024.0,1024.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.376625,10.478,0.0,11.0,11.0,0.0,2.0416666666666665,0.0,0.0,2.0,0.0,0.0,6.2,4.0,2.8,40.4,81327459.0,115936127.0,7315209528.0,32514183081.0,6368478.0,677271.0,31235902.0,3010347.5
2022-03-03,888817.0,86400.0,100.0,1.2824166666666668,0.16204166666666667,0.0,1024.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.268,5.273291666666666,0.0,9.0,9.0,0.0,1.2083333333333333,0.0,0.0,2.0,0.0,0.0,4.6,2.2,2.2,23.4,63839856.0,70483630.0,6029796121.0,30427109040.0,6703013.0,558313.875,16517773.0,2817324.25
2022-03-02,888776.0,86400.0,100.0,10.871791666666667,1.7809166666666667,0.0,3072.0,2048.0,0.0,0.0,0.0,0.0,1.9166666666666667,3.4846666666666666,71.93441666666666,0.0,72.0,72.0,0.0,18.666666666666668,0.0,0.0,7.0,0.0,0.0,38.0,8.4,22.8,216.2,545968381.0,581029435.0,53040552114.0,237221367809.0,15238714.0,4911161.666666667,63784744.0,21964940.958333332
2022-02-05,888754.0,86400.0,100.0,1.647125,0.190625,0.0,1024.0,1024.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.785,6.6706666666666665,0.0,16.0,16.0,0.0,2.5833333333333335,0.0,0.0,3.0,0.0,0.0,13.0,1.6,5.0,28.0,78372124.0,70131497.0,6581581490.0,30562765619.0,3592432.0,609418.375,15752526.0,2829885.1666666665
2022-03-13,888864.0,75600.0,87.5,32.525333333333336,3.0636666666666668,0.0,2048.0,2048.0,0.0,0.0,0.0,0.0,5.428571428571429,7.345571428571429,188.9122380952381,0.0,129.0,129.0,0.0,49.476190476190474,0.0,0.0,15.0,0.0,0.0,82.2,8.4,24.4,374.6,1111999226.0,1096229645.0,112675841516.0,499722088135.0,24807762.0,11923368.857142856,114224769.0,52880643.809523806
2022-03-13,888704.0,75600.0,87.5,18.85814285714286,3.152952380952381,0.0,4096.0,3072.0,0.0,0.0,0.0,0.0,2.2857142857142856,6.859285714285714,134.31266666666667,0.0,92.0,92.0,0.0,34.76190476190476,0.0,0.0,7.0,0.0,0.0,39.0,10.0,25.6,333.6,681667847.0,685238674.0,68738193419.0,301289117089.0,21928550.0,7273882.285714285,100585781.0,31882445.714285713
2022-02-08,888721.0,86400.0,100.0,25.984125,4.562208333333333,0.0,2048.0,2048.0,0.0,0.0,0.0,0.0,4.416666666666667,5.294666666666667,140.70195833333332,0.0,81.0,81.0,0.0,40.166666666666664,0.0,0.0,9.0,0.0,0.0,45.8,11.4,18.0,307.8,982040700.0,1051709061.0,92413391139.0,426370711037.0,24674194.0,8556795.083333334,105425724.0,39478769.083333336
2022-02-04,888756.0,86400.0,100.0,28.011666666666667,3.8100833333333335,0.0,2048.0,2048.0,0.0,0.0,0.0,0.0,5.0,7.193125,176.63558333333333,0.0,136.0,136.0,0.0,45.333333333333336,0.0,0.0,16.0,0.0,0.0,70.0,10.6,44.0,446.2,1030266167.0,1031326185.0,99452038657.0,422705820655.0,23369378.0,9208521.458333334,94681994.0,39139427.375
2022-02-03,888884.0,86400.0,100.0,9.896125,0.7385833333333334,0.0,3072.0,3072.0,0.0,0.0,0.0,0.0,1.625,2.98975,61.11054166666667,0.0,89.0,89.0,0.0,15.75,0.0,0.0,8.0,0.0,0.0,84.6,3.2,10.4,156.2,423128860.0,401356788.0,38172820113.0,133045524347.0,11981306.0,3534519.9583333335,22425728.0,12319029.5
2022-02-18,888725.0,86400.0,100.0,5.6567083333333334,0.726,0.0,2304.0,1536.0,0.0,0.0,0.0,0.0,3.9166666666666665,1.2622916666666666,29.235333333333333,0.0,23.0,23.0,0.0,8.125,0.0,0.0,12.0,0.0,0.0,14.6,4.0,5.6,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
