begintime,sk_object,duration,integrity,1542455326,1542455327,1542455328,1542455329,1542455330,1542455331,1542455332,1542455333,1542460727,1542460728,1542460729
2022-03-01 05:00:00,879885.0,3600.0,100.0,250976.0,17485048.0,2789.0,217002.0,499014.0,33686225.0,0.0,0.0,,,
2022-03-01 10:00:00,879953.0,3600.0,100.0,19497405.0,1715813224.0,0.0,0.0,20680591.0,9600659587.0,0.0,0.0,,,
2022-03-01 17:00:00,879826.0,3600.0,100.0,83213131.0,7105121291.0,2784.0,216602.0,75537806.0,31049972298.0,0.0,0.0,,,
2022-02-19 21:00:00,879869.0,3600.0,100.0,11828300.0,1084158418.0,2645.0,205620.0,17531318.0,6865712586.0,0.0,0.0,,,
2022-03-13 23:00:00,879791.0,3600.0,100.0,2491823.0,259356434.0,2732.0,212672.0,2719902.0,1103899466.0,0.0,0.0,,,
2022-02-10 05:00:00,879793.0,3600.0,100.0,11037734.0,737105682.0,2784.0,216602.0,9051480.0,3198663772.0,0.0,0.0,,,
2022-02-20 09:00:00,879814.0,3600.0,100.0,3126675.0,263224246.0,2790.0,217128.0,3675047.0,1565835123.0,0.0,0.0,,,
2022-03-15 21:00:00,879874.0,3600.0,100.0,12746329.0,1091737330.0,0.0,0.0,13458627.0,6668634648.0,0.0,0.0,,,
2022-03-03 15:00:00,879931.0,3600.0,100.0,47057238.0,4859305317.0,2787.0,216842.0,50617799.0,23202751753.0,0.0,0.0,,,
2022-03-07 02:00:00,879816.0,3600.0,100.0,984971.0,79067938.0,2784.0,216556.0,674486.0,189641278.0,0.0,0.0,,,
2022-02-06 10:00:00,879933.0,3600.0,100.0,32276437.0,3327401148.0,2773.0,215630.0,32516279.0,15203351872.0,0.0,0.0,,,
2022-02-03 01:00:00,879889.0,3600.0,100.0,433475.0,30501431.0,2792.0,217196.0,581435.0,52777056.0,0.0,0.0,,,
2022-02-10 08:00:00,879788.0,3600.0,100.0,4053667.0,402681379.0,2780.0,216236.0,6005026.0,1355806601.0,0.0,0.0,,,
2022-02-10 19:00:00,879798.0,3600.0,100.0,1542528.0,123194271.0,2668.0,207552.0,2388306.0,618598587.0,0.0,0.0,,,
2022-02-03 07:00:00,879795.0,3600.0,100.0,24768588.0,2417453757.0,2782.0,216442.0,31005007.0,12103389849.0,0.0,0.0,,,
2022-02-08 09:00:00,879923.0,3600.0,100.0,43243502.0,3847848789.0,2787.0,216796.0,46981120.0,18749775264.0,0.0,0.0,,,
2022-02-13 01:00:00,879922.0,3600.0,100.0,35133938.0,3473907148.0,2790.0,217128.0,38507618.0,17276975053.0,0.0,0.0,,,
2022-02-20 12:00:00,879892.0,3600.0,100.0,10236471.0,1102532973.0,2790.0,216990.0,12666712.0,4486666929.0,0.0,0.0,,,
