begintime,sk_object,duration,integrity,67194787,67194788,67194793,67194794,67194795,67194796,67196162,73442016,73442017
2022-03-01 02:00:00,7526240.0,3600.0,100.0,0.0,0.0,0.0,0.0,140.0,140.0,0.0,,
2022-03-01 01:00:00,7526024.0,3600.0,100.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,
2022-03-01 20:00:00,65241189.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-12 05:00:00,7526066.0,3600.0,100.0,175.0,175.0,175.0,175.0,412.0,412.0,0.0,,
2022-02-13 09:00:00,7526068.0,3600.0,100.0,2176.0,2176.0,2176.0,2176.0,1468.0,1468.0,0.0,,
2022-03-07 20:00:00,7526227.0,3600.0,100.0,7149.0,7149.0,7149.0,7149.0,3093.0,3093.0,0.0,,
2022-03-14 15:00:00,7526121.0,3600.0,100.0,11912.0,11912.0,11912.0,11912.0,3293.0,3293.0,0.0,,
2022-03-02 17:00:00,7526115.0,3600.0,100.0,1706.0,1706.0,1706.0,1706.0,1746.0,1746.0,0.0,,
2022-03-12 15:00:00,7526081.0,3600.0,100.0,722.0,722.0,722.0,722.0,773.0,773.0,0.0,,
2022-03-06 12:00:00,7526264.0,3600.0,100.0,7404.0,7404.0,7404.0,7404.0,3111.0,3111.0,0.0,,
2022-03-13 04:00:00,7526055.0,3600.0,100.0,75.0,75.0,75.0,75.0,965.0,965.0,0.0,,
2022-02-19 00:00:00,7526093.0,3600.0,100.0,367.0,367.0,367.0,367.0,1073.0,1073.0,0.0,,
2022-02-06 09:00:00,7526110.0,3600.0,100.0,1554.0,1554.0,1554.0,1554.0,1859.0,1859.0,0.0,,
2022-03-03 06:00:00,7526066.0,3600.0,100.0,775.0,775.0,775.0,775.0,1242.0,1242.0,0.0,,
2022-03-07 05:00:00,7526153.0,3600.0,100.0,141.0,141.0,141.0,141.0,682.0,682.0,0.0,,
2022-02-03 04:00:00,7526064.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-13 10:00:00,7526189.0,3600.0,100.0,471.0,471.0,471.0,471.0,904.0,904.0,0.0,,
2022-02-11 13:00:00,7526221.0,3600.0,100.0,4607.0,4607.0,4607.0,4607.0,2090.0,2090.0,0.0,,
2022-03-02 14:00:00,7526211.0,3600.0,100.0,4716.0,4716.0,4716.0,4716.0,2320.0,2320.0,0.0,,
2022-03-15 18:00:00,7526274.0,3600.0,100.0,7576.0,7576.0,7576.0,7576.0,2180.0,2180.0,0.0,,
2022-03-06 17:00:00,65241159.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-10 06:00:00,7526064.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-18 13:00:00,7526154.0,3600.0,100.0,5483.0,5483.0,5483.0,5483.0,3210.0,3210.0,0.0,,
2022-02-18 21:00:00,7526121.0,3600.0,100.0,13223.0,13223.0,13223.0,13223.0,3516.0,3516.0,0.0,,
2022-02-10 04:00:00,7526043.0,3600.0,100.0,124.0,124.0,124.0,124.0,1067.0,1067.0,0.0,,
2022-03-02 16:00:00,7526062.0,3600.0,100.0,577.0,577.0,577.0,577.0,1294.0,1294.0,0.0,,
2022-02-03 02:00:00,7526152.0,3600.0,100.0,194.0,194.0,194.0,194.0,2331.0,2331.0,0.0,,
2022-02-04 07:00:00,7526137.0,3600.0,100.0,7980.0,7980.0,7980.0,7980.0,3574.0,3574.0,0.0,,
2022-03-14 21:00:00,7526141.0,3600.0,100.0,2466.0,2466.0,2466.0,2466.0,1319.0,1319.0,0.0,,
2022-02-19 12:00:00,7526137.0,3600.0,100.0,9551.0,9551.0,9551.0,9551.0,3380.0,3380.0,0.0,,
2022-03-14 18:00:00,7526194.0,3600.0,100.0,2961.0,2961.0,2961.0,2961.0,899.0,899.0,0.0,,
2022-02-10 12:00:00,7526193.0,3600.0,100.0,7197.0,7197.0,7197.0,7197.0,2732.0,2732.0,0.0,,
2022-02-08 23:00:00,7526199.0,3600.0,100.0,432.0,432.0,432.0,432.0,1710.0,1710.0,0.0,,
2022-02-06 21:00:00,7526269.0,3600.0,100.0,2973.0,2973.0,2973.0,2973.0,1476.0,1476.0,0.0,,
2022-03-15 03:00:00,7526098.0,3600.0,100.0,82.0,82.0,82.0,82.0,768.0,768.0,0.0,,
2022-02-12 06:00:00,7526113.0,3600.0,100.0,128.0,128.0,128.0,128.0,391.0,391.0,0.0,,
2022-03-11 11:00:00,7526160.0,3600.0,100.0,489.0,489.0,489.0,489.0,490.0,490.0,0.0,,
2022-03-13 04:00:00,7526082.0,3600.0,100.0,13.0,13.0,13.0,13.0,272.0,272.0,0.0,,
2022-02-06 09:00:00,7526243.0,3600.0,100.0,1061.0,1061.0,1061.0,1061.0,855.0,855.0,0.0,,
2022-03-13 09:00:00,7526030.0,3600.0,100.0,3806.0,3806.0,3806.0,3806.0,1762.0,1762.0,0.0,,
2022-02-11 22:00:00,7526245.0,3600.0,100.0,900.0,900.0,900.0,900.0,812.0,812.0,0.0,,
2022-02-13 13:00:00,7526166.0,3600.0,100.0,3143.0,3143.0,3143.0,3143.0,1836.0,1836.0,0.0,,
2022-02-03 19:00:00,7526032.0,3600.0,100.0,1599.0,1599.0,1599.0,1599.0,1232.0,1232.0,0.0,,
2022-03-06 02:00:00,7526033.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-18 04:00:00,7526147.0,3600.0,100.0,282.0,282.0,282.0,282.0,1307.0,1307.0,0.0,,
2022-02-03 19:00:00,7526262.0,3600.0,100.0,6881.0,6881.0,6881.0,6881.0,4046.0,4046.0,0.0,,
2022-02-20 21:00:00,7526261.0,3600.0,100.0,21944.0,21944.0,21944.0,21944.0,10177.0,10177.0,0.0,,
2022-02-17 10:00:00,7526024.0,3600.0,100.0,320.0,320.0,320.0,320.0,688.0,688.0,0.0,,
2022-02-17 07:00:00,7526261.0,3600.0,100.0,7100.0,7100.0,7100.0,7100.0,4281.0,3739.0,0.0,,
2022-03-07 14:00:00,7526269.0,3600.0,100.0,1671.0,1671.0,1671.0,1671.0,1873.0,1873.0,0.0,,
2022-03-15 11:00:00,7526189.0,3600.0,100.0,446.0,446.0,446.0,446.0,781.0,781.0,0.0,,
2022-03-12 12:00:00,7526022.0,3600.0,100.0,306.0,306.0,306.0,306.0,465.0,465.0,0.0,,
2022-03-06 23:00:00,7526021.0,3600.0,100.0,695.0,695.0,695.0,695.0,878.0,878.0,0.0,,
2022-03-02 15:00:00,7526136.0,3600.0,100.0,1150.0,1150.0,1150.0,1150.0,1934.0,1934.0,0.0,,
2022-03-11 20:00:00,7526232.0,3600.0,100.0,3419.0,3419.0,3419.0,3419.0,1057.0,1057.0,0.0,,
2022-02-06 18:00:00,7526148.0,3600.0,100.0,1187.0,1187.0,1187.0,1187.0,955.0,955.0,0.0,,
2022-03-12 08:00:00,7526056.0,3600.0,100.0,297.0,297.0,297.0,297.0,978.0,978.0,0.0,,
2022-02-08 10:00:00,7526229.0,3600.0,100.0,4846.0,4846.0,4846.0,4846.0,2450.0,2450.0,0.0,,
2022-03-10 11:00:00,7526171.0,3600.0,100.0,1114.0,1114.0,1114.0,1114.0,1478.0,1478.0,0.0,,
2022-02-12 14:00:00,7526157.0,3600.0,100.0,511.0,511.0,511.0,511.0,1424.0,1424.0,0.0,,
2022-02-12 04:00:00,7526151.0,3600.0,100.0,136.0,136.0,136.0,136.0,1382.0,1382.0,0.0,,
2022-02-20 16:00:00,65241123.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-19 17:00:00,7526252.0,3600.0,100.0,383.0,383.0,383.0,383.0,1082.0,1082.0,0.0,,
2022-02-20 04:00:00,7526027.0,3600.0,100.0,29.0,29.0,29.0,29.0,166.0,166.0,0.0,,
2022-02-08 01:00:00,7526225.0,3600.0,100.0,368.0,368.0,368.0,368.0,2136.0,2136.0,0.0,,
2022-03-06 15:00:00,7526026.0,3600.0,100.0,3208.0,3208.0,3208.0,3208.0,1722.0,1722.0,0.0,,
2022-02-04 22:00:00,7526065.0,3600.0,100.0,5388.0,5388.0,5388.0,5388.0,2504.0,2450.0,0.0,,
2022-02-11 23:00:00,7526191.0,3600.0,100.0,206.0,206.0,206.0,206.0,557.0,557.0,0.0,,
2022-03-07 23:00:00,7526259.0,3600.0,100.0,1829.0,1829.0,1829.0,1829.0,1688.0,1688.0,0.0,,
2022-02-05 04:00:00,7526033.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 10:00:00,7526220.0,3600.0,100.0,3130.0,3130.0,3130.0,3130.0,1451.0,1451.0,0.0,,
2022-03-13 11:00:00,7526101.0,3600.0,100.0,20354.0,20354.0,20354.0,20354.0,5276.0,5276.0,0.0,,
2022-03-14 04:00:00,7526060.0,3600.0,100.0,299.0,299.0,299.0,299.0,2626.0,2626.0,0.0,,
2022-02-10 04:00:00,7526117.0,3600.0,100.0,11.0,11.0,11.0,11.0,72.0,72.0,0.0,,
2022-02-18 21:00:00,7526125.0,3600.0,100.0,6865.0,6865.0,6865.0,6865.0,4353.0,4353.0,0.0,,
2022-02-06 00:00:00,7526080.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-17 22:00:00,7526060.0,3600.0,100.0,8842.0,8641.0,8842.0,8641.0,19106.0,10269.0,201.0,,
2022-02-13 07:00:00,7526041.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-10 20:00:00,65241159.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-15 09:00:00,7526114.0,3600.0,100.0,4592.0,4592.0,4592.0,4592.0,1938.0,1938.0,0.0,,
2022-03-14 12:00:00,7526222.0,3600.0,100.0,266.0,266.0,266.0,266.0,1106.0,1106.0,0.0,,
2022-02-05 11:00:00,7526060.0,3600.0,100.0,9063.0,9063.0,9063.0,9063.0,3656.0,3636.0,0.0,,
2022-02-10 03:00:00,7526114.0,3600.0,100.0,170.0,170.0,170.0,170.0,1689.0,1689.0,0.0,,
2022-02-12 02:00:00,7526266.0,3600.0,100.0,104.0,104.0,104.0,104.0,813.0,813.0,0.0,,
2022-03-11 00:00:00,7526054.0,3600.0,100.0,89.0,89.0,89.0,89.0,1089.0,1089.0,0.0,,
2022-02-18 02:00:00,7526149.0,3600.0,100.0,342.0,342.0,342.0,342.0,1722.0,1722.0,0.0,,
2022-02-03 23:00:00,7526142.0,3600.0,100.0,3488.0,3488.0,3488.0,3488.0,2004.0,2004.0,0.0,,
2022-03-06 02:00:00,7526156.0,3600.0,100.0,6.0,6.0,6.0,6.0,56.0,56.0,0.0,,
2022-02-19 07:00:00,7526023.0,3600.0,100.0,965.0,965.0,965.0,965.0,1059.0,1059.0,0.0,,
2022-02-06 03:00:00,7526087.0,3600.0,100.0,130.0,130.0,130.0,130.0,1455.0,1455.0,0.0,,
2022-02-05 04:00:00,7526187.0,3600.0,100.0,71.0,71.0,71.0,71.0,734.0,734.0,0.0,,
2022-02-13 02:00:00,7526063.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-08 23:00:00,7526225.0,3600.0,100.0,3751.0,3751.0,3751.0,3751.0,2256.0,2256.0,0.0,,
2022-02-05 21:00:00,7526258.0,3600.0,100.0,7545.0,7545.0,7545.0,7545.0,2773.0,2773.0,0.0,,
2022-02-18 08:00:00,7526132.0,3600.0,100.0,1080.0,1080.0,1080.0,1080.0,1042.0,1042.0,0.0,,
2022-03-15 08:00:00,7526056.0,3600.0,100.0,309.0,309.0,309.0,309.0,653.0,653.0,0.0,,
2022-02-19 22:00:00,7526180.0,3600.0,100.0,2824.0,2824.0,2824.0,2824.0,840.0,840.0,0.0,,
2022-02-17 14:00:00,7526146.0,3600.0,100.0,9553.0,9553.0,9553.0,9553.0,4164.0,4164.0,0.0,,
2022-02-18 03:00:00,7526242.0,3600.0,100.0,12.0,12.0,12.0,12.0,71.0,71.0,0.0,,
2022-02-12 07:00:00,7526152.0,3600.0,100.0,3249.0,3249.0,3249.0,3249.0,2136.0,2136.0,0.0,,
2022-03-10 14:00:00,7526189.0,3600.0,100.0,588.0,588.0,588.0,588.0,769.0,769.0,0.0,,
2022-03-10 09:00:00,65241189.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-14 15:00:00,7526143.0,3600.0,100.0,6221.0,6221.0,6221.0,6221.0,2301.0,2301.0,0.0,,
2022-02-18 03:00:00,7526072.0,3600.0,100.0,46.0,46.0,46.0,46.0,493.0,493.0,0.0,,
2022-02-08 02:00:00,7526156.0,3600.0,100.0,1.0,1.0,1.0,1.0,31.0,31.0,0.0,,
2022-02-18 16:00:00,7526219.0,3600.0,100.0,9355.0,9355.0,9355.0,9355.0,4412.0,4412.0,0.0,,
2022-02-11 16:00:00,7526078.0,3600.0,100.0,1812.0,1812.0,1812.0,1812.0,699.0,699.0,0.0,,
2022-03-06 20:00:00,7526105.0,3600.0,100.0,970.0,970.0,970.0,970.0,967.0,967.0,0.0,,
2022-03-10 20:00:00,7526194.0,3600.0,100.0,3904.0,3904.0,3904.0,3904.0,1538.0,1538.0,0.0,,
2022-02-06 01:00:00,7526130.0,3600.0,100.0,420.0,420.0,420.0,420.0,1369.0,1369.0,0.0,,
2022-03-13 01:00:00,7526270.0,3600.0,100.0,69.0,69.0,69.0,69.0,730.0,730.0,0.0,,
2022-02-20 22:00:00,7526137.0,3600.0,100.0,8523.0,8523.0,8523.0,8523.0,2870.0,2870.0,0.0,,
2022-03-15 23:00:00,7526122.0,3600.0,100.0,312.0,312.0,312.0,312.0,392.0,392.0,0.0,,
2022-02-18 19:00:00,7526246.0,3600.0,100.0,654.0,654.0,654.0,654.0,478.0,478.0,0.0,,
2022-02-06 12:00:00,7526114.0,3600.0,100.0,3748.0,3748.0,3748.0,3748.0,1659.0,1659.0,0.0,,
2022-02-13 22:00:00,7526254.0,3600.0,100.0,3581.0,3581.0,3581.0,3581.0,2821.0,2821.0,0.0,,
2022-03-02 14:00:00,7526145.0,3600.0,100.0,12138.0,12138.0,12138.0,12138.0,4352.0,4352.0,0.0,,
2022-03-10 17:00:00,7526224.0,3600.0,100.0,278.0,278.0,278.0,278.0,616.0,616.0,0.0,,
2022-03-03 05:00:00,7526130.0,3600.0,100.0,298.0,298.0,298.0,298.0,1237.0,1237.0,0.0,,
2022-02-08 04:00:00,7526053.0,3600.0,100.0,86.0,86.0,86.0,86.0,864.0,864.0,0.0,,
2022-02-08 03:00:00,7526167.0,3600.0,100.0,1.0,1.0,1.0,1.0,70.0,70.0,0.0,,
2022-03-14 22:00:00,7526260.0,3600.0,100.0,533.0,533.0,533.0,533.0,586.0,586.0,0.0,,
2022-02-12 15:00:00,7526250.0,3600.0,100.0,2511.0,2511.0,2511.0,2511.0,3217.0,3217.0,0.0,,
2022-02-19 01:00:00,7526191.0,3600.0,100.0,73.0,73.0,73.0,73.0,919.0,919.0,0.0,,
2022-02-17 20:00:00,7526034.0,3600.0,100.0,1209.0,1209.0,1209.0,1209.0,967.0,967.0,0.0,,
2022-03-14 22:00:00,7526071.0,3600.0,100.0,1877.0,1877.0,1877.0,1877.0,903.0,903.0,0.0,,
2022-03-07 17:00:00,7526259.0,3600.0,100.0,7511.0,7511.0,7511.0,7511.0,3298.0,3298.0,0.0,,
2022-02-20 16:00:00,7526189.0,3600.0,100.0,450.0,450.0,450.0,450.0,1010.0,1010.0,0.0,,
2022-02-10 23:00:00,7526059.0,3600.0,100.0,58.0,58.0,58.0,58.0,87.0,87.0,0.0,,
2022-03-13 10:00:00,7526029.0,3600.0,100.0,5779.0,5779.0,5779.0,5779.0,2165.0,2165.0,0.0,,
2022-03-12 20:00:00,7526023.0,3600.0,100.0,3666.0,3666.0,3666.0,3666.0,1915.0,1915.0,0.0,,
2022-03-15 21:00:00,65241159.0,3600.0,100.0,119.0,119.0,119.0,119.0,150.0,150.0,0.0,,
2022-02-13 23:00:00,7526118.0,3600.0,100.0,2429.0,2429.0,2429.0,2429.0,1939.0,1939.0,0.0,,
2022-03-06 04:00:00,7526094.0,3600.0,100.0,17.0,17.0,17.0,17.0,276.0,276.0,0.0,,
2022-03-03 11:00:00,7526116.0,3600.0,100.0,3493.0,3493.0,3493.0,3493.0,2088.0,2088.0,0.0,,
2022-03-14 06:00:00,7526194.0,3600.0,100.0,444.0,444.0,444.0,444.0,884.0,884.0,0.0,,
2022-03-06 07:00:00,7526099.0,3600.0,100.0,2691.0,2691.0,2691.0,2691.0,2525.0,2525.0,0.0,,
2022-02-11 23:00:00,7526208.0,3600.0,100.0,217.0,217.0,217.0,217.0,988.0,988.0,0.0,,
2022-02-03 09:00:00,7526082.0,3600.0,100.0,379.0,379.0,379.0,379.0,358.0,358.0,0.0,,
2022-02-12 21:00:00,7526031.0,3600.0,100.0,1979.0,1979.0,1979.0,1979.0,1421.0,1421.0,0.0,,
2022-02-06 09:00:00,7526272.0,3600.0,100.0,406.0,406.0,406.0,406.0,646.0,646.0,0.0,,
2022-03-07 00:00:00,7526040.0,3600.0,100.0,65.0,65.0,65.0,65.0,208.0,208.0,0.0,,
2022-02-17 10:00:00,65241123.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-10 05:00:00,7526182.0,3600.0,100.0,335.0,335.0,335.0,335.0,557.0,557.0,0.0,,
2022-03-10 16:00:00,7526090.0,3600.0,100.0,3418.0,3418.0,3418.0,3418.0,1408.0,1408.0,0.0,,
2022-03-07 18:00:00,7526042.0,3600.0,100.0,6328.0,6328.0,6328.0,6328.0,1647.0,1647.0,0.0,,
2022-02-06 14:00:00,7526088.0,3600.0,100.0,350.0,350.0,350.0,350.0,849.0,849.0,0.0,,
2022-03-10 05:00:00,7526208.0,3600.0,100.0,96.0,96.0,96.0,96.0,420.0,420.0,0.0,,
2022-02-19 15:00:00,7526266.0,3600.0,100.0,428.0,428.0,428.0,428.0,1435.0,1435.0,0.0,,
2022-02-18 22:00:00,7526086.0,3600.0,100.0,771.0,771.0,771.0,771.0,1238.0,1238.0,0.0,,
2022-02-08 19:00:00,7526183.0,3600.0,100.0,11019.0,11019.0,11019.0,11019.0,3670.0,3670.0,0.0,,
2022-03-15 23:00:00,7526064.0,3600.0,100.0,266.0,266.0,266.0,266.0,1081.0,1081.0,0.0,,
2022-02-06 16:00:00,7526074.0,3600.0,100.0,643.0,643.0,643.0,643.0,233.0,233.0,0.0,,
2022-02-11 04:00:00,7526194.0,3600.0,100.0,117.0,117.0,117.0,117.0,1164.0,1164.0,0.0,,
2022-03-02 12:00:00,7526235.0,3600.0,100.0,407.0,407.0,407.0,407.0,631.0,631.0,0.0,,
2022-03-14 23:00:00,7526149.0,3600.0,100.0,1284.0,1284.0,1284.0,1284.0,1736.0,1736.0,0.0,,
2022-02-20 22:00:00,7526109.0,3600.0,100.0,1743.0,1743.0,1743.0,1743.0,2180.0,2180.0,0.0,,
2022-02-08 09:00:00,7526260.0,3600.0,100.0,1003.0,1003.0,1003.0,1003.0,1289.0,1289.0,0.0,,
2022-02-04 03:00:00,7526041.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-08 03:00:00,7526236.0,3600.0,100.0,0.0,0.0,0.0,0.0,122.0,122.0,0.0,,
2022-02-17 14:00:00,7526036.0,3600.0,100.0,1301.0,1301.0,1301.0,1301.0,1144.0,1144.0,0.0,,
2022-03-13 15:00:00,7526065.0,3600.0,100.0,4111.0,4111.0,4111.0,4111.0,3001.0,3001.0,0.0,,
2022-03-06 09:00:00,7526033.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-03 20:00:00,7526043.0,3600.0,100.0,3933.0,3933.0,3933.0,3933.0,1026.0,1026.0,0.0,,
