begintime,sk_object,duration,M8049C0,M8049C1,M8049C2,M8049C3
2022-03-15 06:58:00,2938.0,2,167.0,0.0,0.0,0.0
2022-03-17 02:53:00,2935.0,7,169.0,0.0,0.0,0.0
2022-03-17 02:54:00,2931.0,6,179.0,0.0,0.0,0.0
2022-03-17 02:54:00,2932.0,6,15.0,0.0,0.0,0.0
2022-03-17 02:54:00,2933.0,6,15.0,0.0,0.0,0.0
2022-03-17 02:54:00,2936.0,6,87.0,0.0,0.0,0.0
2022-03-17 02:54:00,2937.0,6,45.0,0.0,0.0,0.0
2022-03-17 02:55:00,2934.0,5,105.0,0.0,0.0,0.0
2022-03-18 18:00:00,2937.0,15,0.0,0.0,0.0,0.0
2022-03-18 18:15:00,2937.0,15,0.0,0.0,0.0,0.0
2022-03-18 18:30:00,2937.0,15,0.0,0.0,0.0,0.0
2022-03-18 18:45:00,2937.0,15,0.0,0.0,0.0,0.0
2022-03-19 06:56:00,87626.0,4,92.0,0.0,0.0,0.0
2022-03-19 13:46:00,2938.0,14,255.0,0.0,0.0,0.0
2022-03-19 16:58:00,2938.0,2,150.0,0.0,0.0,0.0
2022-03-11 21:47:00,2938.0,13,509.0,0.0,0.0,0.0
2022-03-12 05:55:00,2936.0,5,118.0,0.0,0.0,0.0
2022-03-12 06:50:00,2938.0,10,207.0,0.0,0.0,0.0
