row_num,tables_ready_flag,is_etl_running,is_daily_running,is_archive_running,is_detailed_running,is_hourly_running,last_successful_run_detailed,last_successful_run_hourly,last_successful_run_daily
0,0,0,0,0.0,0,0,2023-10-26 02:16:59.661931,2023-10-26 02:17:18.133249,2023-10-26 02:17:29.319734
