begintime,sk_object,duration,integrity,67194469,67194470,67194471,67194472,67194473
2022-03-06 13:00:00,805844.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 04:00:00,805835.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-13 00:00:00,805833.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-20 21:00:00,805830.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-19 10:00:00,805834.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-17 10:00:00,805831.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-05 01:00:00,805830.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 01:00:00,805835.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-20 14:00:00,805831.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10 16:00:00,805835.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 09:00:00,805845.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-18 08:00:00,805835.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11 07:00:00,805845.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11 01:00:00,805835.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-05 06:00:00,805835.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-18 08:00:00,805845.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10 02:00:00,805844.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-18 23:00:00,805844.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 14:00:00,805831.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-19 14:00:00,805835.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11 09:00:00,805832.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-18 20:00:00,805832.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-13 20:00:00,805844.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08 22:00:00,805833.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-13 22:00:00,805831.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08 01:00:00,805844.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 10:00:00,805844.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-12 05:00:00,805834.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
