begintime,ne_name,vendor,ne_type,sk_object,aggregation,integrity,ERAB_REL_ENB_RNL_RED,EPC_EPS_BEARER_REL_REQ_OTH,EPS_BEARER_SETUP_COMPLETIONS,ERAB_REL_HO_PART,ERAB_REL_ENB_INI_S1_PART_RESET,ERAB_REL_SUCC_HO_GERAN,ERAB_REL_MME_INI_S1_PART_RESET,EPC_EPS_BEARER_REL_REQ_RNL,ERAB_REL_ENB_INI_S1_GLOB_RESET,ERAB_REL_MME_INI_S1_GLOB_RESET,ERAB_REL_ENB_RNL_RRNA,EPS_BEARER_SETUP_ATTEMPTS,ERAB_REL_ENB_RNL_INA,EPC_EPS_BEARER_REL_REQ_NORM,ERAB_REL_ENB,ERAB_REL_TEMP_QCI1,ERAB_REL_EPC_PATH_SWITCH,EPC_EPS_BEARER_REL_REQ_DETACH,ERAB_REL_S1_OUTAGE,ERAB_REL_SUCC_HO_UTRAN
2024-03-23,"MRBTS-5102,LNBTS-5102,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16242.0,dynamic,100.0,1723.0,0.0,49276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49369.0,45564.0,1950.0,47432.0,0.0,0.0,65.0,0.0,0.0
2024-03-24,"MRBTS-5102,LNBTS-5102,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16242.0,dynamic,100.0,2035.0,0.0,43551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43599.0,39953.0,1633.0,42077.0,0.0,0.0,66.0,0.0,0.0
2024-03-16,"MRBTS-5083,LNBTS-5083,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16284.0,dynamic,97.15277777777777,6938.0,0.0,12992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13120.0,5590.0,335.0,12687.0,0.0,0.0,22.0,4.0,0.0
2024-03-17,"MRBTS-5083,LNBTS-5083,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16284.0,dynamic,95.83333333333333,4754.0,0.0,9226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9371.0,4103.0,289.0,8964.0,0.0,0.0,21.0,2.0,0.0
2024-03-09,"MRBTS-5083,LNBTS-5083,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16284.0,dynamic,95.83333333333333,4464.0,0.0,9459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9615.0,4596.0,354.0,9141.0,0.0,0.0,30.0,0.0,0.0
2024-03-23,"MRBTS-5083,LNBTS-5083,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16284.0,dynamic,100.0,6489.0,0.0,12662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12799.0,5789.0,356.0,12374.0,0.0,0.0,25.0,0.0,0.0
2024-03-24,"MRBTS-5083,LNBTS-5083,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16284.0,dynamic,100.0,4006.0,0.0,8443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8528.0,4231.0,196.0,8294.0,0.0,0.0,22.0,0.0,0.0
2024-03-16,"MRBTS-5062,LNBTS-5062,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16279.0,dynamic,100.0,6594.0,0.0,82158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82424.0,73252.0,3402.0,80319.0,0.0,0.0,226.0,0.0,454.0
2024-03-17,"MRBTS-5062,LNBTS-5062,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16279.0,dynamic,95.83333333333333,6676.0,0.0,75876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76063.0,66466.0,3898.0,73600.0,0.0,0.0,204.0,0.0,538.0
2024-03-09,"MRBTS-5062,LNBTS-5062,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16279.0,dynamic,95.83333333333333,5405.0,0.0,78671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79043.0,70447.0,4423.0,76422.0,0.0,0.0,190.0,0.0,654.0
2024-03-23,"MRBTS-5062,LNBTS-5062,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16279.0,dynamic,100.0,4315.0,0.0,66364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67106.0,59551.0,3387.0,64368.0,0.0,0.0,438.0,1.0,612.0
2024-03-24,"MRBTS-5062,LNBTS-5062,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16279.0,dynamic,100.0,6202.0,0.0,74130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75437.0,66175.0,2601.0,72799.0,0.0,0.0,201.0,0.0,577.0
2024-03-16,"MRBTS-5044,LNBTS-5044,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16280.0,dynamic,100.0,1308.0,0.0,28023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28074.0,24022.0,1948.0,25540.0,0.0,0.0,64.0,12.0,26.0
2024-03-17,"MRBTS-5044,LNBTS-5044,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16280.0,dynamic,95.83333333333333,1729.0,0.0,35460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35567.0,30018.0,2737.0,32019.0,0.0,0.0,85.0,29.0,52.0
2024-03-09,"MRBTS-5044,LNBTS-5044,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16280.0,dynamic,95.83333333333333,1517.0,0.0,32304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32387.0,27594.0,2343.0,29306.0,0.0,0.0,71.0,0.0,46.0
2024-03-23,"MRBTS-5044,LNBTS-5044,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16280.0,dynamic,100.0,1762.0,0.0,33998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34051.0,29157.0,2457.0,31179.0,0.0,0.0,68.0,0.0,76.0
2024-03-24,"MRBTS-5044,LNBTS-5044,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16280.0,dynamic,100.0,1354.0,0.0,33788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33837.0,29371.0,2379.0,30911.0,0.0,0.0,68.0,0.0,90.0
2024-03-16,"MRBTS-5044,LNBTS-5044,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16277.0,dynamic,100.0,5171.0,0.0,138128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138468.0,128542.0,6122.0,134618.0,0.0,0.0,296.0,71.0,159.0
2024-03-17,"MRBTS-5044,LNBTS-5044,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16277.0,dynamic,95.83333333333333,5181.0,0.0,122457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122847.0,113496.0,6787.0,119813.0,0.0,0.0,239.0,137.0,43.0
2024-03-09,"MRBTS-5044,LNBTS-5044,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16277.0,dynamic,95.83333333333333,5572.0,0.0,119724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120006.0,109392.0,6725.0,115755.0,0.0,0.0,1395.0,0.0,79.0
2024-03-23,"MRBTS-5044,LNBTS-5044,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16277.0,dynamic,100.0,4283.0,0.0,106853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107012.0,99350.0,4897.0,104271.0,0.0,0.0,270.0,0.0,59.0
2024-03-24,"MRBTS-5044,LNBTS-5044,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16277.0,dynamic,100.0,5180.0,0.0,119153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119361.0,110215.0,5745.0,116141.0,0.0,0.0,249.0,0.0,152.0
2024-03-16,"MRBTS-5080,LNBTS-5080,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16276.0,dynamic,100.0,1086.0,0.0,27022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27057.0,25147.0,728.0,26290.0,0.0,0.0,94.0,0.0,0.0
2024-03-17,"MRBTS-5080,LNBTS-5080,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16276.0,dynamic,100.0,864.0,0.0,26677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26690.0,24844.0,835.0,25791.0,0.0,0.0,76.0,0.0,0.0
2024-03-09,"MRBTS-5080,LNBTS-5080,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16276.0,dynamic,95.83333333333333,1447.0,0.0,31751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31788.0,29303.0,856.0,30821.0,0.0,0.0,100.0,0.0,0.0
2024-03-23,"MRBTS-5080,LNBTS-5080,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16276.0,dynamic,100.0,1447.0,0.0,35136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35177.0,32752.0,876.0,34240.0,0.0,0.0,94.0,0.0,0.0
2024-03-24,"MRBTS-5080,LNBTS-5080,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16276.0,dynamic,100.0,952.0,0.0,25744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25763.0,24051.0,680.0,25049.0,0.0,0.0,85.0,0.0,0.0
2024-03-16,"MRBTS-5079,LNBTS-5079,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16264.0,dynamic,95.69444444444444,2684.0,0.0,54207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54325.0,50181.0,1958.0,53041.0,0.0,0.0,293.0,0.0,0.0
2024-03-17,"MRBTS-5079,LNBTS-5079,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16264.0,dynamic,100.0,3219.0,0.0,62833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62903.0,58018.0,2329.0,61397.0,0.0,0.0,223.0,12.0,0.0
2024-03-09,"MRBTS-5079,LNBTS-5079,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16264.0,dynamic,86.80555555555556,2747.0,0.0,52636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52790.0,48427.0,2050.0,51301.0,0.0,0.0,169.0,0.0,0.0
2024-03-23,"MRBTS-5079,LNBTS-5079,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16264.0,dynamic,100.0,3077.0,0.0,61969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62054.0,57844.0,1741.0,61066.0,0.0,0.0,240.0,0.0,0.0
2024-03-24,"MRBTS-5079,LNBTS-5079,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16264.0,dynamic,100.0,2575.0,0.0,56211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56295.0,52264.0,1824.0,54957.0,0.0,0.0,213.0,0.0,0.0
2024-03-16,"MRBTS-5081,LNBTS-5081,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16268.0,dynamic,100.0,10050.0,0.0,139127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139439.0,122002.0,6900.0,132969.0,0.0,0.0,615.0,0.0,74.0
2024-03-17,"MRBTS-5081,LNBTS-5081,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16268.0,dynamic,100.0,7528.0,0.0,144727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145039.0,130429.0,6696.0,138680.0,0.0,0.0,468.0,27.0,64.0
2024-03-09,"MRBTS-5081,LNBTS-5081,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16268.0,dynamic,90.97222222222223,8013.0,0.0,136809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137267.0,121036.0,7040.0,129926.0,0.0,0.0,690.0,0.0,115.0
2024-03-23,"MRBTS-5081,LNBTS-5081,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16268.0,dynamic,97.01388888888889,7731.0,0.0,151101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151461.0,135840.0,7231.0,144248.0,0.0,0.0,584.0,0.0,141.0
2024-03-24,"MRBTS-5081,LNBTS-5081,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16268.0,dynamic,100.0,8556.0,0.0,133524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133772.0,118899.0,5956.0,128127.0,0.0,0.0,475.0,0.0,85.0
2024-03-16,"MRBTS-5062,LNBTS-5062,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16299.0,dynamic,100.0,578.0,0.0,5070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5091.0,3607.0,78.0,4204.0,0.0,0.0,13.0,0.0,193.0
2024-03-17,"MRBTS-5062,LNBTS-5062,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16299.0,dynamic,95.83333333333333,665.0,0.0,5254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5268.0,3867.0,38.0,4550.0,0.0,0.0,8.0,0.0,61.0
2024-03-09,"MRBTS-5062,LNBTS-5062,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16299.0,dynamic,95.83333333333333,757.0,0.0,6682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6740.0,4602.0,324.0,5488.0,0.0,0.0,9.0,0.0,126.0
2024-03-23,"MRBTS-5062,LNBTS-5062,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16299.0,dynamic,100.0,672.0,0.0,5595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5667.0,4056.0,101.0,4740.0,0.0,0.0,112.0,0.0,93.0
2024-03-24,"MRBTS-5062,LNBTS-5062,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16299.0,dynamic,100.0,495.0,0.0,5025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5132.0,3942.0,86.0,4455.0,0.0,0.0,10.0,0.0,48.0
2024-03-16,"MRBTS-5045,LNBTS-5045,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16301.0,dynamic,100.0,5179.0,0.0,115797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116809.0,104615.0,5578.0,111046.0,0.0,0.0,303.0,0.0,0.0
2024-03-17,"MRBTS-5045,LNBTS-5045,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16301.0,dynamic,95.83333333333333,4951.0,0.0,109638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110449.0,100044.0,4630.0,106052.0,0.0,0.0,283.0,81.0,0.0
2024-03-09,"MRBTS-5045,LNBTS-5045,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16301.0,dynamic,95.83333333333333,4941.0,0.0,116264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117289.0,105110.0,5880.0,111375.0,0.0,0.0,253.0,0.0,0.0
2024-03-23,"MRBTS-5045,LNBTS-5045,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16301.0,dynamic,100.0,4386.0,0.0,111013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112042.0,101048.0,5323.0,106813.0,0.0,0.0,303.0,0.0,0.0
2024-03-24,"MRBTS-5045,LNBTS-5045,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16301.0,dynamic,100.0,4739.0,0.0,108173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108999.0,98051.0,5418.0,103936.0,0.0,0.0,266.0,0.0,0.0
2024-03-16,"MRBTS-5200,LNBTS-5200,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16304.0,dynamic,98.68055555555556,5954.0,0.0,146962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147347.0,131464.0,8011.0,137765.0,0.0,0.0,475.0,0.0,0.0
2024-03-17,"MRBTS-5200,LNBTS-5200,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16304.0,dynamic,95.48611111111111,5741.0,0.0,139557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139920.0,123355.0,9490.0,129413.0,0.0,0.0,519.0,0.0,0.0
2024-03-09,"MRBTS-5200,LNBTS-5200,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16304.0,dynamic,78.40277777777777,5110.0,0.0,112953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113368.0,100408.0,6629.0,105770.0,0.0,0.0,370.0,0.0,0.0
2024-03-23,"MRBTS-5200,LNBTS-5200,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16304.0,dynamic,97.5,6526.0,0.0,153938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154334.0,138402.0,7859.0,145257.0,0.0,0.0,505.0,0.0,0.0
2024-03-24,"MRBTS-5200,LNBTS-5200,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16304.0,dynamic,98.75,5473.0,0.0,129733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129988.0,116885.0,6160.0,122606.0,0.0,0.0,596.0,0.0,0.0
2024-03-16,"MRBTS-5089,LNBTS-5089,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16306.0,dynamic,100.0,5682.0,0.0,42085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42159.0,35238.0,927.0,41026.0,0.0,0.0,44.0,0.0,0.0
2024-03-17,"MRBTS-5089,LNBTS-5089,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16306.0,dynamic,95.83333333333333,5584.0,0.0,46299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46385.0,39746.0,721.0,45433.0,0.0,0.0,49.0,0.0,0.0
2024-03-09,"MRBTS-5089,LNBTS-5089,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16306.0,dynamic,95.83333333333333,6383.0,0.0,63261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63398.0,55359.0,1123.0,61990.0,0.0,0.0,76.0,0.0,0.0
2024-03-23,"MRBTS-5089,LNBTS-5089,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16306.0,dynamic,100.0,6378.0,0.0,44790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44901.0,37105.0,935.0,43560.0,0.0,0.0,197.0,0.0,0.0
2024-03-24,"MRBTS-5089,LNBTS-5089,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16306.0,dynamic,100.0,7555.0,0.0,52846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52908.0,44051.0,955.0,51760.0,0.0,0.0,82.0,0.0,0.0
2024-03-16,"MRBTS-5062,LNBTS-5062,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16308.0,dynamic,100.0,557.0,0.0,5825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5840.0,4586.0,57.0,5200.0,0.0,0.0,22.0,0.0,21.0
2024-03-17,"MRBTS-5062,LNBTS-5062,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16308.0,dynamic,95.83333333333333,476.0,0.0,5253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5269.0,4106.0,75.0,4594.0,0.0,0.0,26.0,0.0,40.0
2024-03-09,"MRBTS-5062,LNBTS-5062,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16308.0,dynamic,95.83333333333333,697.0,0.0,7310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7361.0,5752.0,149.0,6480.0,0.0,0.0,21.0,0.0,38.0
2024-03-23,"MRBTS-5062,LNBTS-5062,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16308.0,dynamic,100.0,609.0,0.0,7315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7407.0,5833.0,69.0,6458.0,0.0,0.0,76.0,2.0,76.0
2024-03-24,"MRBTS-5062,LNBTS-5062,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16308.0,dynamic,100.0,363.0,0.0,5193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5298.0,4288.0,73.0,4669.0,0.0,0.0,17.0,0.0,26.0
2024-03-16,"MRBTS-5078,LNBTS-5078,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16298.0,dynamic,100.0,1484.0,0.0,12811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12849.0,9119.0,606.0,10708.0,0.0,0.0,254.0,0.0,0.0
2024-03-17,"MRBTS-5078,LNBTS-5078,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16298.0,dynamic,100.0,1504.0,0.0,14646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14714.0,10937.0,515.0,12596.0,0.0,0.0,111.0,7.0,0.0
2024-03-09,"MRBTS-5078,LNBTS-5078,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16298.0,dynamic,91.04166666666667,1529.0,0.0,16396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16439.0,12878.0,546.0,14510.0,0.0,0.0,123.0,0.0,0.0
2024-03-23,"MRBTS-5078,LNBTS-5078,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16298.0,dynamic,100.0,1642.0,0.0,14894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14959.0,11114.0,600.0,12832.0,0.0,0.0,251.0,0.0,0.0
2024-03-24,"MRBTS-5078,LNBTS-5078,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16298.0,dynamic,100.0,1417.0,0.0,12206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12251.0,9030.0,491.0,10519.0,0.0,0.0,132.0,0.0,0.0
2024-03-16,"MRBTS-5078,LNBTS-5078,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16302.0,dynamic,100.0,10607.0,0.0,207754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208288.0,185608.0,10587.0,197255.0,0.0,0.0,741.0,0.0,0.0
2024-03-17,"MRBTS-5078,LNBTS-5078,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16302.0,dynamic,100.0,10757.0,0.0,197048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197639.0,176039.0,9660.0,187637.0,0.0,0.0,715.0,59.0,0.0
2024-03-09,"MRBTS-5078,LNBTS-5078,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16302.0,dynamic,91.04166666666667,10750.0,0.0,175332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175911.0,155210.0,8922.0,166693.0,0.0,0.0,620.0,0.0,0.0
2024-03-23,"MRBTS-5078,LNBTS-5078,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16302.0,dynamic,100.0,9420.0,0.0,177561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178032.0,157606.0,9103.0,167727.0,0.0,0.0,1002.0,0.0,0.0
2024-03-24,"MRBTS-5078,LNBTS-5078,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16302.0,dynamic,100.0,10053.0,0.0,183819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184283.0,163821.0,8407.0,174618.0,0.0,0.0,1033.0,0.0,0.0
