NE Name,fdn,BSCFLAG,CICNO,DPCGIDX,MOIndex,OPCIDX,OPMODE,PN,SN,SRN,STCIC,TSN,TSTYPE,className,name,neID
FTBSC02,"NE=280,AE1T1=8_14_0_18",MAINBSC,274,0,26_0_14_8,0,MODSGLCIC,8,14,0,256,18,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=8,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=8_14_0_19",MAINBSC,275,0,26_0_14_8,0,MODSGLCIC,8,14,0,256,19,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=8,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=8_14_0_20",MAINBSC,276,0,26_0_14_8,0,MODSGLCIC,8,14,0,256,20,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=8,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=8_14_0_21",MAINBSC,277,0,26_0_14_8,0,MODSGLCIC,8,14,0,256,21,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=8,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=8_14_0_22",MAINBSC,278,0,26_0_14_8,0,MODSGLCIC,8,14,0,256,22,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=8,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=8_14_0_23",MAINBSC,279,0,26_0_14_8,0,MODSGLCIC,8,14,0,256,23,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=8,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=8_14_0_24",MAINBSC,280,0,26_0_14_8,0,MODSGLCIC,8,14,0,256,24,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=8,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=8_14_0_25",MAINBSC,281,0,26_0_14_8,0,MODSGLCIC,8,14,0,256,25,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=8,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=8_14_0_26",MAINBSC,282,0,26_0_14_8,0,MODSGLCIC,8,14,0,256,26,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=8,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=8_14_0_27",MAINBSC,283,0,26_0_14_8,0,MODSGLCIC,8,14,0,256,27,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=8,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=8_14_0_28",MAINBSC,284,0,26_0_14_8,0,MODSGLCIC,8,14,0,256,28,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=8,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=8_14_0_29",MAINBSC,285,0,26_0_14_8,0,MODSGLCIC,8,14,0,256,29,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=8,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=8_14_0_30",MAINBSC,286,0,26_0_14_8,0,MODSGLCIC,8,14,0,256,30,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=8,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=8_14_0_31",MAINBSC,287,0,26_0_14_8,0,MODSGLCIC,8,14,0,256,31,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=8,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_1",MAINBSC,289,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,1,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_2",MAINBSC,290,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,2,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_14",MAINBSC,206,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,14,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_15",MAINBSC,207,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,15,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_16",MAINBSC,208,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,16,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_17",MAINBSC,209,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,17,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_18",MAINBSC,210,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,18,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_19",MAINBSC,211,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,19,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_20",MAINBSC,212,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,20,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_21",MAINBSC,213,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,21,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_22",MAINBSC,214,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,22,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_23",MAINBSC,215,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,23,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_24",MAINBSC,216,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,24,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_25",MAINBSC,217,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,25,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_26",MAINBSC,218,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,26,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_27",MAINBSC,219,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,27,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_28",MAINBSC,220,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,28,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_29",MAINBSC,221,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,29,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_30",MAINBSC,222,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,30,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=6_14_0_31",MAINBSC,223,0,26_0_14_6,0,MODSGLCIC,6,14,0,192,31,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=6,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=7_14_0_1",MAINBSC,225,0,26_0_14_7,0,MODSGLCIC,7,14,0,224,1,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=7,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=7_14_0_2",MAINBSC,226,0,26_0_14_7,0,MODSGLCIC,7,14,0,224,2,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=7,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_3",MAINBSC,291,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,3,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_4",MAINBSC,292,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,4,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_5",MAINBSC,293,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,5,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_6",MAINBSC,294,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,6,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_7",MAINBSC,295,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,7,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_8",MAINBSC,296,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,8,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_9",MAINBSC,297,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,9,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_10",MAINBSC,298,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,10,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_11",MAINBSC,299,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,11,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_12",MAINBSC,300,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,12,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_13",MAINBSC,301,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,13,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_14",MAINBSC,302,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,14,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_15",MAINBSC,303,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,15,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_16",MAINBSC,304,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,16,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_17",MAINBSC,305,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,17,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_18",MAINBSC,306,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,18,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_19",MAINBSC,307,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,19,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_20",MAINBSC,308,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,20,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_21",MAINBSC,309,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,21,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_22",MAINBSC,310,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,22,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_23",MAINBSC,311,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,23,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_24",MAINBSC,312,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,24,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_25",MAINBSC,313,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,25,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_26",MAINBSC,314,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,26,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_27",MAINBSC,315,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,27,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_28",MAINBSC,316,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,28,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_29",MAINBSC,317,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,29,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_30",MAINBSC,318,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,30,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=9_14_0_31",MAINBSC,319,0,26_0_14_9,0,MODSGLCIC,9,14,0,288,31,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=9,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_1",MAINBSC,321,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,1,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_2",MAINBSC,322,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,2,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_3",MAINBSC,323,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,3,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_4",MAINBSC,324,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,4,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_5",MAINBSC,325,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,5,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_6",MAINBSC,326,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,6,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_7",MAINBSC,327,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,7,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_8",MAINBSC,328,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,8,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_9",MAINBSC,329,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,9,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_10",MAINBSC,330,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,10,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_11",MAINBSC,331,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,11,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_12",MAINBSC,332,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,12,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=178_14_0_25",MAINBSC,5721,0,26_0_14_178,0,MODSGLCIC,178,14,0,5696,25,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=178,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_13",MAINBSC,333,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,13,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=178_14_0_26",MAINBSC,5722,0,26_0_14_178,0,MODSGLCIC,178,14,0,5696,26,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=178,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=178_14_0_27",MAINBSC,5723,0,26_0_14_178,0,MODSGLCIC,178,14,0,5696,27,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=178,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=178_14_0_28",MAINBSC,5724,0,26_0_14_178,0,MODSGLCIC,178,14,0,5696,28,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=178,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=178_14_0_29",MAINBSC,5725,0,26_0_14_178,0,MODSGLCIC,178,14,0,5696,29,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=178,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_14",MAINBSC,334,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,14,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=178_14_0_30",MAINBSC,5726,0,26_0_14_178,0,MODSGLCIC,178,14,0,5696,30,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=178,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_15",MAINBSC,335,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,15,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=178_14_0_31",MAINBSC,5727,0,26_0_14_178,0,MODSGLCIC,178,14,0,5696,31,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=178,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_16",MAINBSC,336,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,16,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_1",MAINBSC,5729,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,1,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_17",MAINBSC,337,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,17,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_2",MAINBSC,5730,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,2,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_18",MAINBSC,338,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,18,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_3",MAINBSC,5731,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,3,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_4",MAINBSC,5732,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,4,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_5",MAINBSC,5733,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,5,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_6",MAINBSC,5734,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,6,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_19",MAINBSC,339,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,19,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_7",MAINBSC,5735,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,7,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_20",MAINBSC,340,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,20,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_8",MAINBSC,5736,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,8,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_21",MAINBSC,341,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,21,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_9",MAINBSC,5737,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,9,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_22",MAINBSC,342,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,22,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_10",MAINBSC,5738,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,10,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_23",MAINBSC,343,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,23,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_11",MAINBSC,5739,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,11,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_24",MAINBSC,344,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,24,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_12",MAINBSC,5740,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,12,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_25",MAINBSC,345,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,25,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_13",MAINBSC,5741,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,13,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_26",MAINBSC,346,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,26,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_14",MAINBSC,5742,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,14,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=10_14_0_27",MAINBSC,347,0,26_0_14_10,0,MODSGLCIC,10,14,0,320,27,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=10,DPC Group index=0",26
FTBSC02,"NE=280,AE1T1=179_14_0_15",MAINBSC,5743,0,26_0_14_179,0,MODSGLCIC,179,14,0,5728,15,CIC,BSC6900GSMAE1T1,"Subrack No.=0, Slot No.=14, Port No.=179,DPC Group index=0",26
