begintime,ne_name,vendor,ne_type,sk_object,aggregation,integrity,UL_PRB_UTIL_TTI_MEAN,SINR_PUCCH_LEVEL_17,RSSI_PUCCH_LEVEL_07,UE_PWR_HEADROOM_PUSCH_LEVEL28,RSSI_CELL_PUCCH_LEVEL_4,SINR_PUCCH_LEVEL_11,RSSI_CELL_PUSCH_LEVEL_3,UE_PWR_HEADROOM_PUSCH_LEVEL3,UE_PWR_HEADROOM_PUSCH_LEVEL31,RSSI_CELL_PUCCH_LEVEL_2,RSSI_CELL_PUCCH_LEVEL_20,RSSI_CELL_PUCCH_LEVEL_6,RSSI_CELL_PUCCH_LEVEL_9,UE_PWR_HEADROOM_PUSCH_LEVEL26,RSSI_PUSCH_LEVEL_02,SINR_PUCCH_LEVEL_6,RSSI_PUCCH_LEVEL_08,UE_PWR_HEADROOM_PUSCH_LEVEL16,SINR_PUSCH_LEVEL_11,SINR_PUCCH_LEVEL_4,RSSI_CELL_PUSCH_LEVEL_6,SINR_PUSCH_LEVEL_7,RSSI_CELL_PUCCH_LEVEL_13,SINR_PUCCH_MIN,RSSI_PUSCH_LEVEL_14,RSSI_CELL_PUSCH_LEVEL_7,RSSI_PUCCH_LEVEL_01,RSSI_CELL_PUCCH_LEVEL_22,UE_PWR_HEADROOM_PUSCH_LEVEL32,RSSI_CELL_PUSCH_MIN,UE_PWR_HEADROOM_PUSCH_LEVEL8,RSSI_PUSCH_LEVEL_19,SINR_PUSCH_LEVEL_9,UE_PWR_HEADROOM_PUSCH_LEVEL29,SINR_PUCCH_LEVEL_1,RSSI_PUSCH_LEVEL_18,SINR_PUSCH_LEVEL_19,RSSI_PUSCH_LEVEL_22,SINR_PUSCH_LEVEL_16,SINR_PUCCH_LEVEL_21,UE_PWR_HEADROOM_PUSCH_LEVEL2,SINR_PUCCH_LEVEL_20,SINR_PUCCH_MAX,RSSI_PUCCH_LEVEL_18,SINR_PUSCH_LEVEL_14,UE_PWR_HEADROOM_PUSCH_LEVEL7,RSSI_PUSCH_LEVEL_09,RSSI_CELL_PUSCH_LEVEL_1,UE_PWR_HEADROOM_PUSCH_LEVEL19,SINR_PUSCH_LEVEL_4,UE_PWR_HEADROOM_PUSCH_LEVEL12,RSSI_PUCCH_LEVEL_03,RSSI_CELL_PUSCH_LEVEL_8,RSSI_CELL_PUCCH_LEVEL_16,SINR_PUCCH_LEVEL_10,UE_PWR_HEADROOM_PUSCH_MIN,SINR_PUSCH_AVG,UL_AMC_DOWNGRADE,UE_PWR_HEADROOM_PUSCH_LEVEL30,RSSI_CELL_PUCCH_LEVEL_12,RSSI_PUSCH_LEVEL_04,UE_PWR_HEADROOM_PUSCH_LEVEL1,SINR_PUSCH_LEVEL_2,RSSI_CELL_PUCCH_LEVEL_7,UE_PWR_HEADROOM_PUSCH_LEVEL11,SINR_PUSCH_LEVEL_17,RSSI_PUCCH_LEVEL_02,RSSI_PUCCH_LEVEL_10,RSSI_PUSCH_LEVEL_03,UE_PWR_HEADROOM_PUSCH_MAX,RSSI_PUSCH_LEVEL_08,SINR_PUSCH_LEVEL_1,RSSI_PUSCH_LEVEL_16,SINR_PUSCH_LEVEL_13,RSSI_CELL_PUSCH_LEVEL_2,RSSI_PUSCH_LEVEL_01,RSSI_PUCCH_MAX,SINR_PUSCH_LEVEL_22,RSSI_PUCCH_LEVEL_20,UE_PWR_HEADROOM_PUSCH_LEVEL27,RSSI_PUCCH_LEVEL_05,UE_PWR_HEADROOM_PUSCH_AVG,RSSI_CELL_PUCCH_LEVEL_8,SINR_PUSCH_LEVEL_21,RSSI_CELL_PUCCH_LEVEL_17,RSSI_CELL_PUCCH_LEVEL_19,RSSI_PUCCH_LEVEL_11,RSSI_PUCCH_MIN,RSSI_PUSCH_LEVEL_13,RSSI_CELL_PUCCH_LEVEL_18,UE_PWR_HEADROOM_PUSCH_LEVEL24,AVG_RTWP_RX_ANT_2,UE_PWR_HEADROOM_PUSCH_LEVEL15,SINR_PUCCH_LEVEL_3,SINR_PUSCH_LEVEL_20,SINR_PUCCH_LEVEL_8,SINR_PUCCH_LEVEL_2,UE_PWR_HEADROOM_PUSCH_LEVEL17,RSSI_CELL_PUSCH_LEVEL_5,UE_PWR_HEADROOM_PUSCH_LEVEL6,SINR_PUCCH_LEVEL_19,RSSI_PUCCH_LEVEL_12,SINR_PUCCH_LEVEL_13,SINR_PUCCH_LEVEL_12,AVG_RTWP_RX_ANT_1,RSSI_PUSCH_LEVEL_17,RSSI_PUCCH_AVG,SINR_PUCCH_LEVEL_15,SINR_PUCCH_LEVEL_9,UE_PWR_HEADROOM_PUSCH_LEVEL21,SINR_PUCCH_LEVEL_7,AVG_RTWP_RX_ANT_4,RSSI_PUSCH_MAX,SINR_PUSCH_LEVEL_10,SINR_PUCCH_LEVEL_22,SINR_PUSCH_LEVEL_12,RSSI_PUCCH_LEVEL_21,UE_PWR_HEADROOM_PUSCH_LEVEL9,RSSI_PUCCH_LEVEL_22,RSSI_PUCCH_LEVEL_19,RSSI_PUCCH_LEVEL_06,UE_PWR_HEADROOM_PUSCH_LEVEL20,RSSI_PUSCH_LEVEL_11,RSSI_CELL_PUCCH_LEVEL_1,UE_PWR_HEADROOM_PUSCH_LEVEL5,RSSI_CELL_PUCCH_LEVEL_15,RSSI_PUCCH_LEVEL_09,UE_PWR_HEADROOM_PUSCH_LEVEL10,UE_PWR_HEADROOM_PUSCH_LEVEL4,SINR_PUSCH_MAX,RSSI_CELL_PUSCH_LEVEL_10,SINR_PUCCH_LEVEL_14,RSSI_PUSCH_LEVEL_12,SINR_PUSCH_LEVEL_15,RSSI_PUCCH_LEVEL_14,RSSI_CELL_PUCCH_MEAN,RSSI_PUCCH_LEVEL_15,UL_AMC_UPGRADE,RSSI_CELL_PUCCH_LEVEL_14,UE_PWR_HEADROOM_PUSCH_LEVEL13,RSSI_CELL_PUCCH_MAX,RSSI_PUCCH_LEVEL_17,UE_PWR_HEADROOM_PUSCH_LEVEL18,SINR_PUSCH_LEVEL_5,SINR_PUCCH_LEVEL_16,UE_PWR_HEADROOM_PUSCH_LEVEL22,RSSI_CELL_PUCCH_LEVEL_5,RSSI_CELL_PUCCH_LEVEL_3,RSSI_CELL_PUCCH_MIN,RSSI_PUSCH_AVG,UE_PWR_HEADROOM_PUSCH_LEVEL14,RSSI_PUCCH_LEVEL_04,SINR_PUCCH_LEVEL_18,RSSI_PUSCH_LEVEL_07,RSSI_PUSCH_LEVEL_21,UL_IOT_PUSCH_DIST_BIN_3,SINR_PUCCH_AVG,AVG_RTWP_RX_ANT_3,RSSI_CELL_PUCCH_LEVEL_10,RSSI_CELL_PUCCH_LEVEL_11,UE_PWR_HEADROOM_PUSCH_LEVEL25,RSSI_CELL_PUCCH_LEVEL_21,RSSI_CELL_PUSCH_LEVEL_9,RSSI_PUSCH_LEVEL_10,RSSI_PUSCH_LEVEL_05,RSSI_CELL_PUSCH_MAX,RSSI_PUCCH_LEVEL_13,RSSI_CELL_PUSCH_MEAN,RSSI_CELL_PUSCH_LEVEL_4,RSSI_PUSCH_LEVEL_20,UE_PWR_HEADROOM_PUSCH_LEVEL23,RSSI_PUSCH_LEVEL_15,SINR_PUSCH_LEVEL_18,SINR_PUCCH_LEVEL_5,SINR_PUSCH_LEVEL_8,RSSI_PUSCH_MIN,SINR_PUSCH_MIN,SINR_PUSCH_LEVEL_3,RSSI_PUSCH_LEVEL_06,SINR_PUSCH_LEVEL_6,RSSI_PUCCH_LEVEL_16,ERAB_MOD_ATT_QCI1,ERAB_REL_ENB_RNL_INA_QCI2,ERAB_MOD_ATT_QCI3
2022-03-19,"MRBTS-5086,LNBTS-5086,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16717.0,dynamic,90.97222222222223,71.04545454545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,"MRBTS-5044,LNBTS-5044,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16151.0,dynamic,100.0,,2526323.0,15752147.0,8191.0,3448111.0,13457482.0,2751325.0,118607.0,257.0,1993024.0,619040.0,6348173.0,7387023.0,52140.0,2271507.0,13738724.0,22293703.0,1715059.0,4821340.0,11768017.0,4021942.0,4900774.0,2229569.0,-60.0,6164992.0,4145633.0,3954917.0,1468369.0,36.0,-130.0,1011388.0,448259.0,4228106.0,2256.0,13592883.0,1068251.0,2022612.0,382967.0,4233169.0,750584.0,66518.0,1263881.0,45.0,2306630.0,4964730.0,717374.0,4552056.0,41830957.0,852189.0,3324228.0,2309219.0,2268294.0,4989705.0,876108.0,15022183.0,1.0,7.208333333333333,741128.0,1062.0,3248753.0,3704025.0,47432.0,2484159.0,6692742.0,2059917.0,3693030.0,1521508.0,21309481.0,3138443.0,63.0,4581859.0,10755724.0,3318789.0,4864234.0,2150556.0,9998047.0,-54.0,872348.0,1131355.0,42076.0,6586505.0,24.9375,7864459.0,575232.0,667627.0,491428.0,19745892.0,-139.0,5778539.0,566345.0,113928.0,,2036197.0,9611703.0,1216530.0,16897356.0,8579876.0,1471678.0,3299016.0,536459.0,1624810.0,15440792.0,8287996.0,9768975.0,,2155179.0,-102.61458333333333,3947140.0,14615198.0,425123.0,16118831.0,,-61.0,4625196.0,860904.0,4390661.0,794266.0,1358606.0,4174113.0,1330493.0,11750652.0,572252.0,5538842.0,20250255.0,383455.0,1301214.0,25251359.0,1709154.0,205611.0,43.0,4353191.0,6145376.0,6251908.0,4221114.0,7652631.0,-97.6875,5582845.0,2782729.0,1932075.0,2233960.0,-65.0,2717914.0,1012157.0,4125590.0,3248545.0,276032.0,4903736.0,2940425.0,-130.0,-105.15625,2095792.0,3348681.0,1843151.0,4434553.0,196540.0,,4.239583333333333,,5437192.0,4579831.0,69073.0,770424.0,5162868.0,4437763.0,5067869.0,-72.0,9606758.0,-104.45833333333333,2658969.0,290269.0,164243.0,5345247.0,2597050.0,13944612.0,4929276.0,-139.0,-58.0,2449503.0,5376669.0,4207967.0,3093614.0,,,
2022-03-11,"MRBTS-5200,LNBTS-5200,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",798.0,dynamic,0.9027777777777778,660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,"MRBTS-5200,LNBTS-5200,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16178.0,dynamic,98.68055555555556,,9428347.0,48645146.0,2752.0,1381977.0,46351244.0,2928980.0,971912.0,11.0,537812.0,391828.0,4497744.0,11011676.0,35734.0,10903772.0,27698201.0,65898738.0,4052530.0,13997955.0,18488959.0,5606479.0,15185415.0,5201347.0,-59.0,14075170.0,6034711.0,13246969.0,499130.0,0.0,-130.0,4760481.0,459068.0,12936495.0,311.0,19848499.0,1283843.0,7559848.0,242031.0,13617302.0,855401.0,453517.0,1816945.0,41.0,4750131.0,14411125.0,3912843.0,15359197.0,16062832.0,1287006.0,8737671.0,8233671.0,6817859.0,7846788.0,2224114.0,47169102.0,1.0,8.11111111111111,1918510.0,94.0,7599916.0,13956239.0,345059.0,6828448.0,6197543.0,8471641.0,12855792.0,4067731.0,50181705.0,14507298.0,61.0,14586496.0,18840595.0,5648762.0,13870830.0,2388299.0,30049940.0,-56.0,1288592.0,2926623.0,16619.0,22656431.0,21.631944444444443,9248154.0,1820723.0,1644851.0,953808.0,42629960.0,-139.0,14589364.0,1154514.0,86074.0,,5507641.0,13842503.0,4485208.0,42912226.0,12839785.0,2956769.0,4415715.0,3100499.0,3976149.0,30595119.0,32321140.0,36360558.0,,3095785.0,-104.21527777777777,15613857.0,41612806.0,530644.0,36368455.0,,-63.0,13774419.0,929449.0,12412583.0,1529360.0,6160813.0,3480689.0,3925063.0,38421913.0,825212.0,15888446.0,2449714.0,2391057.0,3818671.0,67260535.0,7246420.0,1583896.0,43.0,8087124.0,24496595.0,16839863.0,12698714.0,14380119.0,-96.40277777777777,10808300.0,6621458.0,4306603.0,7443033.0,-65.0,6059291.0,1816472.0,11473004.0,12534954.0,283379.0,2579143.0,927000.0,-130.0,-107.50347222222223,7104984.0,11302612.0,5992566.0,13374553.0,117248.0,,6.40625,,9473041.0,8890198.0,49969.0,283252.0,9025902.0,13882718.0,15444830.0,-73.0,19009083.0,-103.15972222222223,3230888.0,238525.0,164767.0,10665188.0,9490851.0,24981339.0,15338316.0,-139.0,-55.0,6521529.0,15467374.0,12530295.0,7845703.0,,,
2022-03-18,"MRBTS-5089,LNBTS-5089,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16789.0,dynamic,100.0,45.145833333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,"MRBTS-5085,LNBTS-5085,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16702.0,dynamic,100.0,21.041666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,"MRBTS-5062,LNBTS-5062,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16714.0,dynamic,100.0,11.916666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,"MRBTS-5079,LNBTS-5079,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16188.0,dynamic,86.80555555555556,,3775668.0,15271926.0,1212.0,4423238.0,12997413.0,2158060.0,164568.0,41.0,2784428.0,24022.0,6784858.0,4193878.0,7088.0,3003635.0,7348751.0,18737488.0,1032560.0,2949406.0,4768396.0,3109800.0,3307056.0,3192884.0,-52.0,3677208.0,3044291.0,4566497.0,96.0,20.0,-130.0,843733.0,140375.0,2516615.0,813.0,4988325.0,396276.0,2315017.0,11834.0,3786735.0,129889.0,107822.0,612918.0,40.0,1931848.0,3684852.0,622764.0,3589492.0,45973383.0,443126.0,2073241.0,1605623.0,2419706.0,3717620.0,433260.0,13276579.0,1.0,9.071428571428571,484655.0,54.0,2493735.0,3097855.0,82751.0,1675296.0,5811073.0,1533839.0,3699296.0,1326476.0,12631551.0,3773673.0,63.0,3040178.0,6527997.0,1396228.0,3384401.0,1835117.0,11106590.0,-66.0,416280.0,471057.0,1804.0,7724746.0,23.178571428571427,5314739.0,624071.0,336674.0,84500.0,9936454.0,-139.0,3914319.0,178332.0,24441.0,,1244674.0,3735660.0,1401077.0,11912819.0,3475662.0,827956.0,2723390.0,502069.0,1688789.0,6831935.0,9078849.0,10128587.0,,813133.0,-105.27380952380952,4706655.0,11605627.0,189838.0,9874166.0,,-66.0,2693124.0,57013.0,2855299.0,391358.0,1060880.0,339735.0,667424.0,13071812.0,321419.0,3998297.0,21608352.0,353305.0,788416.0,17855003.0,1286250.0,259651.0,42.0,2391029.0,7017922.0,4347222.0,3406821.0,3456232.0,-105.38095238095238,2587710.0,1989090.0,1584663.0,1644302.0,-75.0,3987513.0,521650.0,2633183.0,4226837.0,98095.0,5946420.0,3879891.0,-130.0,-107.86904761904762,1591077.0,3909785.0,2675509.0,2395618.0,17652.0,,7.059523809523809,,2762186.0,2338753.0,14956.0,1826.0,3545103.0,3338754.0,2852887.0,-77.0,4449704.0,-109.1547619047619,2234259.0,49257.0,46037.0,2665803.0,2814587.0,6516278.0,3104627.0,-139.0,-47.0,1575216.0,2617242.0,2799331.0,2032352.0,,,
2022-03-16,"MRBTS-5083,LNBTS-5083,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16761.0,dynamic,97.15277777777777,4.802083333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,"MRBTS-5050,LNBTS-5050,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16725.0,dynamic,97.22222222222223,48.697916666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5081,LNBTS-5081,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16700.0,dynamic,100.0,240.59375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,"MRBTS-5090,LNBTS-5090,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16164.0,dynamic,97.15277777777777,,1201824.0,4635878.0,0.0,3556349.0,5351594.0,766202.0,232923.0,0.0,2230978.0,5507.0,4805168.0,2128636.0,149.0,2971478.0,1599180.0,6344371.0,254411.0,764438.0,906778.0,1138460.0,2096113.0,329493.0,-51.0,1322124.0,1262973.0,2450689.0,1092.0,304.0,-130.0,229181.0,93961.0,890760.0,0.0,1411873.0,260024.0,1146743.0,4629.0,1324795.0,66208.0,190136.0,178370.0,42.0,116744.0,924139.0,215828.0,745066.0,72546237.0,64418.0,2703944.0,447346.0,927423.0,1275509.0,41804.0,4577454.0,1.0,2.8854166666666665,229688.0,0.0,568148.0,1318567.0,372815.0,2261812.0,3709245.0,554151.0,1400223.0,530843.0,5550540.0,2279513.0,63.0,700587.0,5690048.0,824364.0,775249.0,849362.0,14619850.0,-65.0,247087.0,46896.0,37.0,2488902.0,17.34375,3154426.0,423462.0,42372.0,18548.0,4728445.0,-139.0,1263459.0,48240.0,2072.0,,373106.0,989155.0,859815.0,3169285.0,1213658.0,163815.0,860865.0,213319.0,332838.0,3261427.0,5125681.0,4982583.0,,553769.0,-106.83333333333333,2665412.0,3561209.0,12472.0,2353980.0,,-70.0,826739.0,87499.0,660961.0,44165.0,291979.0,79180.0,70063.0,3688743.0,26497.0,1052870.0,53386711.0,210525.0,74335.0,6962782.0,343257.0,229767.0,40.0,1038756.0,4278183.0,1415427.0,960371.0,1188451.0,-113.8125,783010.0,855769.0,116904.0,527884.0,-72.0,338980.0,101308.0,2820286.0,1903560.0,7186.0,4529608.0,3141968.0,-130.0,-114.77083333333333,472577.0,1403502.0,639808.0,685864.0,14589.0,,8.34375,,1156601.0,831256.0,767.0,2606.0,1227613.0,799277.0,1042382.0,-79.0,1755852.0,-114.52083333333333,681820.0,39449.0,5431.0,1205473.0,1170107.0,1293180.0,1391799.0,-139.0,-48.0,2282759.0,890800.0,2481872.0,492426.0,,,
2022-03-14,"MRBTS-5045,LNBTS-5045,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16149.0,dynamic,100.0,,894369.0,3401108.0,55.0,1080726.0,2755696.0,1075922.0,47091.0,1.0,595472.0,354038.0,2334238.0,6575258.0,738.0,291287.0,11408708.0,7355799.0,1089045.0,713510.0,26375534.0,5019727.0,4970787.0,5273445.0,-47.0,9779982.0,6291577.0,431615.0,1011095.0,1.0,-130.0,1176410.0,619872.0,1652382.0,22.0,44562002.0,1493676.0,249106.0,285931.0,477519.0,65005.0,27131.0,124467.0,40.0,3817502.0,517837.0,641507.0,17688651.0,19427022.0,374084.0,12696216.0,3996822.0,270241.0,8579064.0,1185250.0,3711642.0,1.0,-5.375,978981.0,5.0,8830600.0,660800.0,66161.0,24418587.0,2852147.0,3607359.0,481940.0,122946.0,19076868.0,512813.0,63.0,7703971.0,54570325.0,4189514.0,524381.0,559645.0,1177185.0,-60.0,112298.0,1507715.0,182.0,920185.0,22.822916666666668,4490611.0,57820.0,539190.0,245603.0,31824400.0,-139.0,11834927.0,254542.0,33535.0,,1679426.0,35493704.0,131607.0,5707395.0,31669691.0,769552.0,3027205.0,333577.0,323569.0,40541873.0,1391796.0,1664225.0,,2799403.0,-98.30208333333333,869808.0,4182149.0,114375.0,8044925.0,,-66.0,1067133.0,302179.0,512711.0,590893.0,1959036.0,2158077.0,2447551.0,1870779.0,251892.0,24695074.0,24340820.0,172350.0,2424551.0,13812611.0,2846187.0,90450.0,43.0,9225161.0,1259883.0,18616393.0,431967.0,17878592.0,-98.125,13598275.0,1493440.0,3776480.0,2950113.0,-68.0,5175028.0,471500.0,9706822.0,791348.0,58551.0,1586269.0,878960.0,-130.0,-100.41666666666667,2259165.0,470832.0,620729.0,3106104.0,200862.0,,-3.96875,,7760291.0,9801871.0,5168.0,208543.0,10048116.0,23453054.0,1028009.0,-77.0,24676337.0,-102.5,1634734.0,348526.0,36375.0,7164068.0,363792.0,17219588.0,3193655.0,-139.0,-51.0,16091804.0,1784176.0,6492079.0,7489185.0,,,
2022-03-19,"MRBTS-5045,LNBTS-5045,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16757.0,dynamic,95.83333333333333,31.467391304347824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,"MRBTS-5091,LNBTS-5091,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16205.0,dynamic,100.0,,669633.0,1344090.0,4.0,1325923.0,1463903.0,379528.0,42572.0,0.0,959978.0,22.0,1316949.0,440369.0,712.0,477474.0,146343.0,1831533.0,15672.0,297408.0,64204.0,325493.0,451835.0,390037.0,-50.0,256212.0,272007.0,696202.0,0.0,0.0,-130.0,121549.0,6956.0,293545.0,0.0,273839.0,26586.0,255180.0,343.0,305920.0,54255.0,27925.0,169763.0,35.0,369317.0,397950.0,92745.0,397222.0,83332603.0,9967.0,303455.0,168463.0,166465.0,303265.0,56382.0,1129440.0,1.0,3.3229166666666665,59610.0,0.0,350799.0,304508.0,28078.0,363611.0,889597.0,209336.0,290894.0,88437.0,1261152.0,405623.0,55.0,320479.0,1355295.0,123706.0,332212.0,315434.0,3115538.0,-72.0,62604.0,51164.0,420.0,693381.0,15.78125,689447.0,105305.0,12571.0,593.0,977793.0,-139.0,245320.0,4208.0,762.0,,30314.0,140999.0,196943.0,458825.0,251873.0,17022.0,360063.0,71124.0,325951.0,645542.0,1760028.0,1548803.0,,69858.0,-107.83333333333333,992407.0,686178.0,11131.0,265123.0,,-69.0,291669.0,12981.0,266996.0,8402.0,150061.0,2115.0,231669.0,1115934.0,8417.0,308315.0,76069394.0,68896.0,276536.0,1791866.0,183095.0,56005.0,40.0,216805.0,1461183.0,287759.0,327813.0,295216.0,-121.0625,282062.0,169659.0,366411.0,118011.0,-80.0,433337.0,13387.0,463144.0,849957.0,7835.0,1496265.0,1210650.0,-130.0,-116.33333333333333,66897.0,309197.0,447991.0,262447.0,675.0,,9.322916666666666,,276310.0,267552.0,1021.0,7.0,336367.0,342535.0,296246.0,-82.0,362696.0,-124.78125,343479.0,2202.0,2997.0,208449.0,247334.0,109446.0,387163.0,-139.0,-41.0,257415.0,296418.0,501180.0,325555.0,,,
2022-03-15,"MRBTS-5062,LNBTS-5062,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16754.0,dynamic,100.0,47.604166666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
