begintime,sk_object,duration,integrity,M8910C0,M8910C1,M8910C2,M8910C3,M8910C4,M8910C5,M8910C6,M8910C7,M8910C8,M8910C9,M8910C10,M8910C11,M8910C12,M8910C13,M8910C14,M8910C15,M8910C16,M8910C17,M8910C18,M8910C19,M8910C20,M8910C21,M8910C22,M8910C23,M8910C24,M8910C25,M8910C26,M8910C27,M8910C28,M8910C29
2024-03-12,6601.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0,625202672.0,46316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2024-03-17,6590.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,9367392.0,44489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2024-03-17,6597.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,12081088.0,1212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2024-03-17,6603.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,1538496.0,9085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2024-03-28,87802.0,4.0,0.2777777777777778,0.0,0.0,0.0,0.0,888108272.0,171793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2024-03-26,6588.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,182160.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2024-03-17,6611.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,4854680.0,7516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2024-03-26,6606.0,7.0,0.4861111111111111,0.0,0.0,193200.0,32.0,62744528.0,12657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2024-03-28,87806.0,4.0,0.2777777777777778,0.0,0.0,0.0,0.0,38416.0,3797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2024-03-26,6589.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0,87824.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2024-03-20,6599.0,13.0,0.9027777777777778,0.0,0.0,0.0,0.0,206763040.0,186357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
