begintime,sk_object,duration,M8018C4,M8018C0,M8018C1,M8018C5,M8018C6,M8018C7,M8018C8,M8018C9,M8018C10,M8018C11
2022-03-15 06:58:00,2278.0,2,0.0,132.0,167.0,0.0,0.0,0.0,16974.0,129.0,0.0,0.0
2022-03-17 02:53:00,2280.0,7,0.0,73.0,169.0,0.0,0.0,0.0,29988.0,413.0,0.0,0.0
2022-03-17 02:54:00,2277.0,6,0.0,9.0,15.0,0.0,0.0,0.0,3113.0,352.0,0.0,0.0
2022-03-17 02:54:00,2279.0,6,0.0,11.0,45.0,0.0,0.0,0.0,4032.0,353.0,0.0,0.0
2022-03-17 02:54:00,2281.0,6,0.0,83.0,179.0,0.0,0.0,0.0,29106.0,352.0,0.0,0.0
2022-03-17 02:54:00,2282.0,6,0.0,9.0,15.0,0.0,0.0,0.0,3069.0,352.0,0.0,0.0
2022-03-17 02:54:00,2283.0,6,13.0,27.0,87.0,13.0,0.0,0.0,9496.0,353.0,0.0,0.0
2022-03-17 02:55:00,2276.0,5,0.0,66.0,105.0,0.0,0.0,0.0,19367.0,293.0,0.0,0.0
2022-03-18 18:00:00,2279.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0
2022-03-18 18:15:00,2279.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0
2022-03-18 18:30:00,2279.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0
2022-03-18 18:45:00,2279.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0
2022-03-19 06:56:00,87432.0,4,0.0,72.0,92.0,0.0,0.0,0.0,19537.0,271.0,0.0,0.0
2022-03-19 13:46:00,2278.0,14,0.0,204.0,255.0,0.0,0.0,0.0,169753.0,833.0,0.0,0.0
2022-03-19 16:58:00,2278.0,2,0.0,118.0,150.0,0.0,0.0,0.0,14757.0,125.0,0.0,0.0
2022-03-11 21:47:00,2278.0,13,0.0,443.0,509.0,0.0,0.0,0.0,368130.0,831.0,0.0,0.0
2022-03-12 05:55:00,2283.0,5,0.0,60.0,118.0,0.0,0.0,0.0,49880.0,833.0,0.0,0.0
2022-03-12 06:50:00,2278.0,10,0.0,167.0,207.0,0.0,0.0,0.0,109913.0,659.0,0.0,0.0
