NE Name,fdn,ABISVER,AREACODE,AVER,CC,CROCALTMTHRD,ENPREEMPTTRANSADMT,ENQUETRANSADMT,GCCHK,GSMCSUSERHIGHPRILEV,HIFREQBANDSUPPORT,MOIndex,SERVICEMODE,SPTRANSHARING,SUPPORTTFOCODECOPTIMIZE,SYSMSG10ALLOWED,TCCRCALLOWED,UMVER,WBTONBHO,className,name,neID
FTBSC02,"NE=280,BSCBASIC=only",GSM_PHASE_2PLUS,0,GSM_PHASE_2PLUS,232,255,ON,ON,OFF,10,DCS1800,26,TOGETHER,NO,NO,YES,ON,GSM_PHASE_2PLUS,OFF,BSC6900GSMBSCBASIC,Basic Attributes of BSC,26
