begintime,sk_object,73422157,73423829,73423830,73430523,73430526,73440118,73446392,73446393,73448317,duration
2022-03-01 00:00:00,7671683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671684.0,30.0,0.0,0.0,15.0,13.0,26.0,13.0,10.0,26648.0,PT3600S
2022-03-01 00:00:00,7671685.0,11.0,0.0,0.0,11.0,6.0,9.0,9.0,4.0,1353.0,PT3600S
2022-03-01 00:00:00,7671686.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,PT3600S
2022-03-01 00:00:00,7671687.0,0.0,3798134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671692.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,15969.0,PT3600S
2022-03-01 00:00:00,7671693.0,9.0,0.0,0.0,12.0,1.0,7.0,10.0,0.0,2876.0,PT3600S
2022-03-01 00:00:00,7671694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671698.0,0.0,1555570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671699.0,42.0,0.0,0.0,17.0,3.0,34.0,15.0,2.0,20773.0,PT3600S
2022-03-01 00:00:00,7671700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671704.0,0.0,7699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671705.0,47.0,0.0,0.0,28.0,0.0,40.0,24.0,0.0,11.0,PT3600S
2022-03-01 00:00:00,7671706.0,0.0,23837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671707.0,26.0,0.0,0.0,16.0,0.0,21.0,14.0,0.0,11.0,PT3600S
2022-03-01 00:00:00,7671708.0,54.0,0.0,0.0,28.0,23.0,46.0,24.0,20.0,21090.0,PT3600S
2022-03-01 00:00:00,7671709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671710.0,0.0,4149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671713.0,0.0,44612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671714.0,44.0,0.0,0.0,6.0,9.0,37.0,5.0,7.0,25637.0,PT3600S
2022-03-01 00:00:00,7671715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7671719.0,7.0,0.0,0.0,11.0,0.0,6.0,9.0,0.0,12.0,PT3600S
2022-03-01 00:00:00,7671720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,PT3600S
