begintime,sk_object,73436939,73436941,73441493,73441494,duration
2022-03-01 00:00:00,7527962.0,249343.0,205039.0,0.0,630584744.0,PT3600S
2022-03-01 00:00:00,7527963.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7527964.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7527965.0,114798.0,85209.0,0.0,218789551.0,PT3600S
2022-03-01 00:00:00,7527966.0,217856.0,163792.0,0.0,392613142.0,PT3600S
2022-03-01 00:00:00,7527967.0,380464.0,312927.0,0.0,972757685.0,PT3600S
2022-03-01 01:00:00,7527962.0,172258.0,148500.0,0.0,470751938.0,PT3600S
2022-03-01 01:00:00,7527963.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7527964.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7527965.0,66822.0,54293.0,0.0,147664181.0,PT3600S
2022-03-01 01:00:00,7527966.0,143226.0,108643.0,0.0,273166715.0,PT3600S
2022-03-01 01:00:00,7527967.0,273116.0,230162.0,0.0,749663161.0,PT3600S
2022-03-01 02:00:00,7527962.0,138943.0,130132.0,0.0,421356434.0,PT3600S
2022-03-01 02:00:00,7527963.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7527964.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7527965.0,50369.0,43556.0,0.0,121178710.0,PT3600S
2022-03-01 02:00:00,7527966.0,117295.0,89706.0,0.0,231721977.0,PT3600S
2022-03-01 02:00:00,7527967.0,218262.0,202043.0,0.0,673162191.0,PT3600S
2022-03-01 03:00:00,7527962.0,166286.0,127548.0,0.0,414910352.0,PT3600S
2022-03-01 03:00:00,7527963.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7527964.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7527965.0,70661.0,42778.0,0.0,118669080.0,PT3600S
2022-03-01 03:00:00,7527966.0,131318.0,87142.0,0.0,228494194.0,PT3600S
2022-03-01 03:00:00,7527967.0,248606.0,197108.0,0.0,662451924.0,PT3600S
2022-03-01 04:00:00,7527962.0,161727.0,122150.0,0.0,401247953.0,PT3600S
2022-03-01 04:00:00,7527963.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 04:00:00,7527964.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 04:00:00,7527965.0,56692.0,38655.0,0.0,109443620.0,PT3600S
2022-03-01 04:00:00,7527966.0,110354.0,79817.0,0.0,214923108.0,PT3600S
2022-03-01 04:00:00,7527967.0,244856.0,187032.0,0.0,636112593.0,PT3600S
2022-03-01 05:00:00,7527962.0,210846.0,128243.0,0.0,420340237.0,PT3600S
2022-03-01 05:00:00,7527963.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 05:00:00,7527964.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 05:00:00,7527965.0,71735.0,40513.0,0.0,114673755.0,PT3600S
2022-03-01 05:00:00,7527966.0,104325.0,85750.0,0.0,231097778.0,PT3600S
2022-03-01 05:00:00,7527967.0,224726.0,198194.0,0.0,670544160.0,PT3600S
2022-03-01 06:00:00,7527962.0,239961.0,184690.0,0.0,588634699.0,PT3600S
2022-03-01 06:00:00,7527963.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 06:00:00,7527964.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 06:00:00,7527965.0,93739.0,64994.0,0.0,172440717.0,PT3600S
2022-03-01 06:00:00,7527966.0,189103.0,134201.0,0.0,345361886.0,PT3600S
