begintime,sk_object,duration,integrity,1282423593,1282423595,1282423596
2022-02-18,7525286.0,86400.0,100.0,126.0,30197.321666666667,3948.6783333333333
2022-03-02,7525286.0,86400.0,100.0,126.0,30400.385125,3745.614875
2022-03-01,7525286.0,86400.0,100.0,126.0,30331.220166666666,3814.7798333333335
2022-02-04,7525286.0,86400.0,100.0,126.0,30220.327791666667,3925.6722083333334
2022-02-19,7525286.0,86400.0,100.0,126.0,30304.686041666668,3841.313958333333
2022-02-13,7525286.0,86400.0,100.0,126.0,30423.369541666667,3722.6304583333335
2022-03-15,7525286.0,86400.0,100.0,126.0,30357.731416666666,3788.2685833333335
2022-02-12,7525286.0,86400.0,100.0,126.0,30235.52566666667,3910.474333333333
2022-03-06,7525286.0,79200.0,91.66666666666667,126.0,30186.881,3959.119
2022-02-10,7525286.0,86400.0,100.0,126.0,30346.06979166667,3799.930208333333
2022-02-17,7525286.0,75600.0,87.5,126.0,29724.93557142857,4421.064428571429
2022-02-08,7525286.0,86400.0,100.0,126.0,30306.394083333333,3839.605916666667
2022-02-03,7525286.0,86400.0,100.0,126.0,30370.396833333332,3775.6031666666668
2022-03-09,7525286.0,3600.0,4.166666666666667,126.0,32207.428,1938.572
2022-02-11,7525286.0,86400.0,100.0,126.0,30246.98079166667,3899.019208333333
2022-03-14,7525286.0,86400.0,100.0,126.0,30638.541458333333,3507.458541666667
2022-03-11,7525286.0,86400.0,100.0,126.0,30168.043416666667,3977.956583333333
2022-03-12,7525286.0,68400.0,79.16666666666667,126.0,29443.537263157894,4702.462736842105
2022-02-06,7525286.0,86400.0,100.0,126.0,30555.726583333333,3590.273416666667
2022-03-13,7525286.0,75600.0,87.5,126.0,30368.637285714285,3777.3627142857144
2022-02-20,7525286.0,86400.0,100.0,126.0,30530.901041666668,3615.0989583333335
2022-02-05,7525286.0,86400.0,100.0,126.0,30238.4705,3907.5295
2022-03-07,7525286.0,86400.0,100.0,126.0,30202.796291666666,3943.2037083333335
2022-03-10,7525286.0,82800.0,95.83333333333333,126.0,30138.509826086956,4007.4901739130437
2022-03-03,7525286.0,86400.0,100.0,126.0,30260.393583333334,3885.6064166666665
