begintime,sk_object,1282449671,1282449672,1282449673,1282449674,duration
2022-03-01 00:00:00,7525287.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525288.0,210.77719,322.72893,827.481,1105.2712,PT3600S
2022-03-01 00:00:00,7525289.0,1909.8712,2588.8327,2970.2054,3710.834,PT3600S
2022-03-01 00:00:00,7525290.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525291.0,128.15142,219.05293,473.10359,681.02733,PT3600S
2022-03-01 00:00:00,7525292.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525293.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525294.0,24.684278,63.716667,123.03042,296.24187,PT3600S
2022-03-01 00:00:00,7525295.0,93.497962,188.8612,253.09716,489.63907,PT3600S
2022-03-01 00:00:00,7525296.0,437.86908,651.68773,1165.6832,1908.7363,PT3600S
2022-03-01 00:00:00,7525297.0,585.26215,773.21533,1167.1277,1354.1276,PT3600S
2022-03-01 00:00:00,7525298.0,90.377531,146.5944,347.22044,527.94227,PT3600S
2022-03-01 00:00:00,7525299.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525300.0,31.19526,67.989333,127.50912,273.54627,PT3600S
2022-03-01 00:00:00,7525301.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525302.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525303.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525304.0,186.84444,286.86307,647.31002,898.37027,PT3600S
2022-03-01 00:00:00,7525305.0,647.3349,868.6668,1690.8878,2291.2105,PT3600S
2022-03-01 00:00:00,7525306.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525307.0,38.006,70.1316,193.75065,288.99933,PT3600S
2022-03-01 00:00:00,7525308.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525309.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525310.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525311.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525312.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525313.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525314.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525315.0,199.71396,462.932,717.29582,1313.8839,PT3600S
2022-03-01 00:00:00,7525316.0,399.0757,733.00733,1467.0671,2015.394,PT3600S
2022-03-01 00:00:00,7525317.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525318.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525319.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525320.0,89.160278,158.47907,348.09987,575.24053,PT3600S
2022-03-01 00:00:00,7525321.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525322.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525323.0,1220.3959,1558.3665,2958.2528,3520.3271,PT3600S
2022-03-01 00:00:00,7525324.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525325.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525326.0,524.01192,678.9328,1437.8731,1751.1025,PT3600S
2022-03-01 00:00:00,7525327.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525328.0,1183.3099,1423.1659,2678.4094,3384.2412,PT3600S
2022-03-01 00:00:00,7525329.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525330.0,781.04685,985.28253,1838.6308,2279.4107,PT3600S
2022-03-01 00:00:00,7525331.0,66.1553,132.3,202.87245,407.84933,PT3600S
2022-03-01 00:00:00,7525332.0,75.611887,124.02947,245.31369,472.09987,PT3600S
2022-03-01 00:00:00,7525333.0,70.700807,168.9992,263.02573,388.80293,PT3600S
2022-03-01 00:00:00,7525334.0,629.81613,860.09973,1442.0479,1914.1305,PT3600S
2022-03-01 00:00:00,7525335.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525336.0,64.548536,120.4584,228.91176,363.14067,PT3600S
2022-03-01 00:00:00,7525337.0,31.693953,80.2296,169.67,246.7836,PT3600S
2022-03-01 00:00:00,7525338.0,34.462562,74.082133,206.70417,262.174,PT3600S
2022-03-01 00:00:00,7525339.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525340.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525341.0,101.59725,185.39307,361.63231,654.75493,PT3600S
2022-03-01 00:00:00,7525342.0,62.823124,160.49987,268.4636,568.9008,PT3600S
2022-03-01 00:00:00,7525343.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525344.0,144.49539,219.13587,488.14623,675.75213,PT3600S
2022-03-01 00:00:00,7525345.0,53.961091,105.0984,260.01934,444.54533,PT3600S
2022-03-01 00:00:00,7525346.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525347.0,30.953296,67.731467,103.92425,172.30693,PT3600S
2022-03-01 00:00:00,7525348.0,105.39812,174.4908,244.22186,563.15587,PT3600S
2022-03-01 00:00:00,7525349.0,181.06099,253.36547,552.36809,735.14493,PT3600S
2022-03-01 00:00:00,7525350.0,44.792984,86.678533,179.0717,354.0016,PT3600S
2022-03-01 00:00:00,7525351.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525352.0,466.95531,618.22547,1117.7479,1379.6875,PT3600S
2022-03-01 00:00:00,7525353.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525354.0,141.08199,272.39107,456.2653,604.84307,PT3600S
2022-03-01 00:00:00,7525355.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525356.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525357.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525358.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525359.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525360.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525361.0,49.766136,117.97853,290.86032,697.76947,PT3600S
2022-03-01 00:00:00,7525362.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525363.0,192.36856,329.2924,664.18193,957.39533,PT3600S
2022-03-01 00:00:00,7525364.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525365.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525366.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525367.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525368.0,971.01408,1346.9923,3051.5405,3946.8068,PT3600S
2022-03-01 00:00:00,7525369.0,263.61421,432.35907,813.75782,1246.5584,PT3600S
2022-03-01 00:00:00,7525370.0,82.870973,185.39133,262.32346,483.34227,PT3600S
2022-03-01 00:00:00,7525371.0,323.9334,496.7144,933.76159,1459.3361,PT3600S
2022-03-01 00:00:00,7525372.0,62.374316,116.79147,233.69831,407.95533,PT3600S
2022-03-01 00:00:00,7525373.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525374.0,79.116851,178.4644,175.96439,274.09827,PT3600S
2022-03-01 00:00:00,7525375.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525376.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525377.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525378.0,581.07103,891.19493,1561.3267,2048.9743,PT3600S
2022-03-01 00:00:00,7525379.0,241.79174,402.9452,699.39816,1100.3619,PT3600S
2022-03-01 00:00:00,7525380.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525381.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525382.0,151.18409,233.94227,459.90364,737.77293,PT3600S
2022-03-01 00:00:00,7525383.0,119.80258,199.91013,323.66648,478.26013,PT3600S
2022-03-01 00:00:00,7525384.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525385.0,28.037302,72.126533,145.15183,292.27067,PT3600S
2022-03-01 00:00:00,7525386.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525387.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525388.0,123.0739,267.24027,380.79442,616.2476,PT3600S
2022-03-01 00:00:00,7525389.0,26.644969,44.7004,108.06588,134.2256,PT3600S
2022-03-01 00:00:00,7525390.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525391.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525392.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525393.0,88.014653,146.03827,292.04783,549.10133,PT3600S
2022-03-01 00:00:00,7525394.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525395.0,193.01528,308.59653,595.65074,861.542,PT3600S
2022-03-01 00:00:00,7525396.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525397.0,50.129844,128.45653,151.23146,351.23053,PT3600S
2022-03-01 00:00:00,7525398.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7525399.0,181.62905,318.1716,859.80708,1239.5503,PT3600S
2022-03-01 00:00:00,7525400.0,114.36855,233.26227,361.37679,604.456,PT3600S
