begintime,sk_object,duration,integrity,M8073C0
2022-03-15 04:00:00,22619.0,60.0,100.0,0.0
2022-03-16 02:00:00,22644.0,60.0,100.0,0.0
2022-03-11 13:00:00,22631.0,60.0,100.0,9.0
2022-03-12 04:00:00,22638.0,60.0,100.0,0.0
2022-03-11 12:00:00,22682.0,60.0,100.0,0.0
2022-03-19 07:00:00,22631.0,60.0,100.0,0.0
2022-03-14 10:00:00,22629.0,60.0,100.0,0.0
2022-03-19 13:00:00,22681.0,60.0,100.0,0.0
2022-03-19 07:00:00,22671.0,60.0,100.0,0.0
2022-03-11 16:00:00,22634.0,60.0,100.0,0.0
2022-03-11 02:00:00,22690.0,60.0,100.0,0.0
2022-03-18 15:00:00,22644.0,60.0,100.0,0.0
2022-03-12 08:00:00,22614.0,60.0,100.0,0.0
2022-03-19 02:00:00,22683.0,60.0,100.0,0.0
2022-03-15 10:00:00,22637.0,60.0,100.0,0.0
2022-03-19 10:00:00,22608.0,60.0,100.0,0.0
2022-03-12 08:00:00,22675.0,60.0,100.0,0.0
2022-03-18 06:00:00,22613.0,60.0,100.0,0.0
2022-03-18 16:00:00,22684.0,60.0,100.0,0.0
2022-03-15 22:00:00,22613.0,60.0,100.0,0.0
2022-03-13 01:00:00,22688.0,60.0,100.0,0.0
2022-03-14 23:00:00,22674.0,60.0,100.0,30.0
2022-03-14 13:00:00,22680.0,60.0,100.0,1.0
2022-03-18 07:00:00,22671.0,60.0,100.0,0.0
2022-03-15 17:00:00,22670.0,60.0,100.0,0.0
2022-03-18 23:00:00,22668.0,60.0,100.0,0.0
2022-03-14 07:00:00,22657.0,60.0,100.0,3.0
2022-03-15 22:00:00,22605.0,60.0,100.0,0.0
2022-03-12 10:00:00,22623.0,60.0,100.0,0.0
2022-03-18 14:00:00,22683.0,60.0,100.0,0.0
2022-03-14 02:00:00,22609.0,60.0,100.0,0.0
2022-03-17 14:00:00,22675.0,60.0,100.0,0.0
2022-03-18 06:00:00,22644.0,60.0,100.0,0.0
2022-03-19 02:00:00,22664.0,60.0,100.0,10.0
2022-03-19 03:00:00,22619.0,60.0,100.0,0.0
2022-03-13 08:00:00,22614.0,60.0,100.0,0.0
