begintime,sk_object,duration,M51322C0,M51322C1,M51322C2,M51322C3,M51322C4,M51322C5
2022-03-16 08:15:00,15516.0,15,1081391.0,14882.0,5559.0,46.0,0.0,0.0
2022-03-16 08:45:00,15552.0,15,7663280.0,83860.0,6045568.0,59117.0,0.0,0.0
2022-03-16 12:45:00,15516.0,15,1079795.0,14861.0,4343.0,30.0,0.0,0.0
2022-03-16 16:30:00,15535.0,15,1082966.0,14903.0,7154.0,67.0,0.0,0.0
2022-03-16 18:30:00,15568.0,15,1312254.0,18053.0,6450.0,31.0,0.0,0.0
2022-03-11 00:00:00,15513.0,15,4934912.0,56260.0,3673420.0,37946.0,0.0,0.0
2022-03-11 00:00:00,15514.0,15,4671362042.0,4122098.0,603071656.0,2935292.0,0.0,0.0
2022-03-11 00:00:00,15515.0,15,11120804.0,122419.0,6946660.0,77717.0,0.0,0.0
2022-03-11 00:00:00,15516.0,15,1092437.0,15086.0,530506.0,383.0,0.0,0.0
2022-03-11 00:00:00,15517.0,15,3500500.0,39867.0,2099304.0,24698.0,0.0,0.0
2022-03-11 00:00:00,15518.0,15,1086009.0,14975.0,264730.0,194.0,0.0,0.0
2022-03-11 00:00:00,15519.0,15,2394519469.0,2005459.0,267188459.0,1210951.0,0.0,0.0
2022-03-11 00:00:00,15520.0,15,2678840245.0,2314154.0,353173888.0,1638963.0,0.0,0.0
2022-03-11 00:00:00,15521.0,15,6377460.0,70295.0,2071340.0,36788.0,0.0,0.0
2022-03-11 00:00:00,15522.0,15,5131601248.0,4824089.0,977981558.0,3665442.0,310.0,0.0
2022-03-11 00:00:00,15523.0,15,1087824.0,14996.0,529417.0,459.0,0.0,0.0
2022-03-11 00:00:00,15524.0,15,1090253.0,15032.0,263982.0,251.0,0.0,0.0
2022-03-11 00:00:00,15525.0,15,8949608.0,98521.0,4641620.0,58752.0,0.0,0.0
2022-03-11 00:00:00,15526.0,15,1985602126.0,1666505.0,245812375.0,1106126.0,0.0,0.0
2022-03-11 00:00:00,15527.0,15,4203384286.0,3449197.0,501107588.0,2438969.0,0.0,0.0
2022-03-11 00:00:00,15528.0,15,1094384.0,15113.0,513950.0,422.0,0.0,0.0
2022-03-11 00:00:00,15529.0,15,1256784854.0,1027712.0,100005578.0,690604.0,0.0,0.0
2022-03-11 00:00:00,15530.0,15,2558739338.0,2018745.0,227055168.0,1386520.0,18757.0,0.0
2022-03-11 00:00:00,15531.0,15,3938757386.0,3338047.0,421830562.0,2344095.0,0.0,0.0
2022-03-11 00:00:00,15532.0,15,1326727878.0,1101034.0,104102612.0,647477.0,0.0,0.0
2022-03-11 00:00:00,15533.0,15,1091116.0,15068.0,526526.0,387.0,0.0,0.0
2022-03-11 00:00:00,15534.0,15,4534948261.0,3903895.0,640037246.0,2998733.0,0.0,0.0
2022-03-11 00:00:00,15535.0,15,1091648.0,15080.0,540000.0,397.0,0.0,0.0
2022-03-11 00:00:00,15536.0,15,1598657295.0,1331707.0,156548359.0,822615.0,0.0,0.0
2022-03-11 00:00:00,15537.0,15,1090212.0,15057.0,517473.0,378.0,0.0,0.0
2022-03-11 00:00:00,15538.0,15,4142596091.0,3561053.0,703502745.0,2623722.0,2.0,0.0
2022-03-11 00:00:00,15539.0,15,3176569330.0,2655451.0,333463389.0,1513811.0,10.0,0.0
2022-03-11 00:00:00,15540.0,15,1095240.0,15127.0,532550.0,433.0,0.0,0.0
2022-03-11 00:00:00,15541.0,15,88359203.0,89907.0,12339659.0,61077.0,0.0,0.0
2022-03-11 00:00:00,15542.0,15,6759216.0,74337.0,2478788.0,39614.0,0.0,0.0
2022-03-11 00:00:00,15543.0,15,1086873.0,14986.0,254986.0,202.0,0.0,0.0
2022-03-11 00:00:00,15544.0,15,6963488.0,77534.0,5728576.0,56729.0,0.0,0.0
2022-03-11 00:00:00,15545.0,15,1094863.0,15123.0,535778.0,437.0,0.0,0.0
2022-03-11 00:00:00,15546.0,15,625348182.0,542584.0,94982308.0,322067.0,5.0,0.0
2022-03-11 00:00:00,15547.0,15,6122216.0,67228.0,1877608.0,34603.0,0.0,0.0
2022-03-11 00:00:00,15548.0,15,7000604.0,76403.0,5957852.0,59873.0,0.0,6.0
2022-03-11 00:00:00,15549.0,15,7044732.0,77864.0,2929728.0,43170.0,0.0,0.0
2022-03-11 00:00:00,15550.0,15,2422552.0,27018.0,1019000.0,14924.0,0.0,0.0
2022-03-11 00:00:00,15551.0,15,4030684.0,45943.0,2984208.0,30262.0,0.0,0.0
2022-03-11 00:00:00,15552.0,15,5461500.0,62410.0,4264292.0,43534.0,0.0,0.0
2022-03-11 00:00:00,15553.0,15,3288652.0,37560.0,1915832.0,23114.0,0.0,0.0
2022-03-11 00:00:00,15554.0,15,11001116.0,122095.0,6872700.0,77457.0,0.0,0.0
2022-03-11 00:00:00,15555.0,15,12199436.0,137566.0,8657964.0,90905.0,0.0,9.0
2022-03-11 00:00:00,15556.0,15,1090397.0,15032.0,264170.0,247.0,0.0,0.0
2022-03-11 00:00:00,15557.0,15,1093037.0,15098.0,515449.0,382.0,0.0,0.0
2022-03-11 00:00:00,15558.0,15,1091721.0,15081.0,534931.0,394.0,0.0,0.0
2022-03-11 00:00:00,15559.0,15,2702462539.0,2276361.0,273711668.0,1257164.0,0.0,0.0
2022-03-11 00:00:00,15560.0,15,1086969.0,14989.0,268596.0,211.0,0.0,0.0
2022-03-11 00:00:00,15561.0,15,1086205.0,14978.0,263812.0,198.0,0.0,0.0
2022-03-11 00:00:00,15562.0,15,1090508.0,15064.0,523731.0,387.0,0.0,0.0
2022-03-11 00:00:00,15563.0,15,10442084.0,114807.0,6276932.0,71257.0,0.0,0.0
2022-03-11 00:00:00,15564.0,15,7050844.0,78821.0,2703852.0,42506.0,0.0,0.0
2022-03-11 00:00:00,15565.0,15,630546247.0,522519.0,32288088.0,219313.0,0.0,0.0
2022-03-11 00:00:00,15566.0,15,6063544.0,66031.0,1693748.0,33415.0,0.0,0.0
2022-03-11 00:00:00,15567.0,15,122508004.0,107246.0,42893205.0,82771.0,0.0,0.0
2022-03-11 00:00:00,15568.0,15,1086783.0,14944.0,559881.0,547.0,0.0,0.0
2022-03-11 00:00:00,15569.0,15,1090360.0,15033.0,277990.0,255.0,0.0,0.0
2022-03-11 00:15:00,15513.0,15,4481972.0,51333.0,3336608.0,34648.0,0.0,0.0
2022-03-11 00:15:00,15514.0,15,4344175704.0,3737895.0,567679794.0,2835563.0,0.0,0.0
2022-03-11 00:15:00,15515.0,15,9576260.0,107049.0,5950468.0,67471.0,0.0,0.0
2022-03-11 00:15:00,15516.0,15,719603.0,9900.0,3407.0,18.0,0.0,0.0
2022-03-11 00:15:00,15517.0,15,3277808.0,37432.0,2039196.0,23404.0,0.0,0.0
2022-03-11 00:15:00,15518.0,15,1079287.0,14855.0,3570.0,20.0,0.0,0.0
2022-03-11 00:15:00,15519.0,15,3180634148.0,2530220.0,244600519.0,1476902.0,0.0,0.0
2022-03-11 00:15:00,15520.0,15,2710244002.0,2325856.0,347167367.0,1734469.0,0.0,0.0
2022-03-11 00:15:00,15521.0,15,7353060.0,81116.0,2476936.0,42802.0,0.0,0.0
2022-03-11 00:15:00,15522.0,15,4928139526.0,4578997.0,889201553.0,3509871.0,0.0,0.0
2022-03-11 00:15:00,15523.0,15,1070922.0,14737.0,7074.0,66.0,0.0,0.0
2022-03-11 00:15:00,15524.0,15,1081927.0,14889.0,6166.0,54.0,0.0,0.0
2022-03-11 00:15:00,15525.0,15,7924044.0,87476.0,4233392.0,52468.0,0.0,0.0
2022-03-11 00:15:00,15526.0,15,2057191242.0,1717185.0,259360939.0,1133878.0,29.0,0.0
