sk_object,object,objecttypeid,duration,userlabel,is_connected,is_included_in_validation,dwh_created,dwh_last_modified,object_technology
14627489,"FTBSC01/UCELL_NCELL:Label=3G_KINGHARMAN-52, CellID=35386/RNC:1271/DEST Cell ID:34078",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-09 02:30:04.370714,2022-05-13 02:48:36.753596,
16892198,"FTBSC02/GCELL_NCELL:LABEL=MALAMA_II-2, CellIndex=578, CGI=61905025A3734/BCCH:51/BCC,NCC:3:3",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-09 13:30:01.910721,2022-05-13 02:19:20.048997,
322451,"FTBSC01/GCELL_NCELL:LABEL=DEVILHOLE-7, CellIndex=719, CGI=6190502642735/BCCH:62/BCC,NCC:3:1",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
23337208,"FTBSC01/GCELL_NCELL:LABEL=KALABATOWN-2, CellIndex=34, CGI=6190502652F14/BCCH:756/BCC,NCC:6:4",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-11 00:30:03.722680,2022-05-13 02:24:38.964570,
23337236,"FTBSC01/GCELL_NCELL:LABEL=KALABATOWN-2, CellIndex=34, CGI=6190502652F14/BCCH:776/BCC,NCC:4:7",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-11 00:30:03.722680,2022-05-13 02:24:38.964570,
23337638,"FTBSC01/GCELL_NCELL:LABEL=KAMBIA_II-2, CellIndex=1018, CGI=61905022B4F08/BCCH:718/BCC,NCC:3:4",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-11 00:30:03.722680,2022-05-13 02:24:38.964570,
23337946,"FTBSC01/GCELL_NCELL:LABEL=KAMBIA_RELIEVE-9, CellIndex=2042, CGI=61905022B51D5/BCCH:52/BCC,NCC:0:7",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-11 00:30:03.722680,2022-05-13 02:24:38.964570,
10409177,"FTBSC02/GCELL_NCELL:LABEL=PENDUMA-1, CellIndex=1717, CGI=6190501FE50FB/BCCH:774/BCC,NCC:0:0",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 11:30:00.744126,2022-05-13 02:19:20.048997,
11030741,"FTBSC01/GCELL_NCELL:LABEL=KENNEDYSTREET-1, CellIndex=364, CGI=6190501F727A7/BCCH:51/BCC,NCC:0:3",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 13:30:00.589777,2022-05-13 02:24:38.964570,
20069841,"FTBSC02/GCELL_NCELL:LABEL=ROGBIN-1, CellIndex=945, CGI=61905028B4FF7/BCCH:55/BCC,NCC:6:1",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-10 13:30:04.714217,2022-05-13 02:19:20.048997,
29773876,"FTBSC01/UCELL_GCELL:Label=3G_MALAMA_II-91, CellID=37973/MCC:619/MNC:05:602:14133",huawei_bsc6900gu_67108978,PT3600S,FTBSC01,1.0,0.0,2022-02-12 00:30:01.755944,2022-05-13 02:31:31.022365,
12994749,"FTBSC02/GCELL_GCELL:LABEL=DAKAWALIE-2, CellIndex=1128, CGI=61905028C5A34/CGI:61905028C5139",huawei_bsc6900gsm_1275069423,PT3600S,FTBSC02,1.0,0.0,2022-02-08 20:30:01.002255,2022-02-08 20:30:01.002255,
15188615,"FTBSC01/UCELL_GCELL:Label=3G_GODRECHSTREET-14, CellID=36411/MCC:619/MNC:05:503:10073",huawei_bsc6900gu_67108978,PT3600S,FTBSC01,1.0,0.0,2022-02-09 05:30:03.145990,2022-05-13 02:31:31.022365,
19474030,"FTBSC02/GCELL_NCELL:LABEL=MASUMBIRI-4, CellIndex=1942, CGI=61905028252C0/BCCH:55/BCC,NCC:7:6",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-10 11:30:03.487626,2022-05-13 02:19:20.048997,
11030841,"FTBSC01/GCELL_NCELL:LABEL=KENNEDYSTREET-2, CellIndex=361, CGI=6190501F727A8/BCCH:51/BCC,NCC:0:3",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 13:30:00.589777,2022-05-13 02:24:38.964570,
111864327,"4G_SAVAGESQUARE/ECELL_GCELL:eNodeB Function Name=4G_SAVAGESQUARE, GERAN cell ID=20666, Local cell ID=1, Mobile country code=619, Mobile network code=05, Location area code=503",huawei_enodeb_1526726670,PT3600S,4G_SAVAGESQUARE,1.0,0.0,2022-03-15 03:32:14.625714,2022-05-13 02:56:18.888786,
20070428,"FTBSC02/GCELL_NCELL:LABEL=SEFADUCENTRAL-2, CellIndex=962, CGI=6190501FE4E86/BCCH:55/BCC,NCC:3:5",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-10 13:30:04.714217,2022-05-13 02:19:20.048997,
23340972,"FTBSC01/GCELL_NCELL:LABEL=KISSYHOUSE-2, CellIndex=258, CGI=619050250273A/BCCH:61/BCC,NCC:2:3",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-11 00:30:03.722680,2022-05-13 02:24:38.964570,
14141415,"FTBSC02/GCELL_NCELL:LABEL=OAU_II-7, CellIndex=421, CGI=61905025A37CF/BCCH:774/BCC,NCC:1:1",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-09 00:30:01.423411,2022-02-09 00:30:01.423411,
90631209,"FTBSC01/GCELL_NCELL:LABEL=BENGUMA_RELIEF-8, CellIndex=221, CGI=61905024E2862/BCCH:767/BCC,NCC:6:7",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-03-07 08:30:48.386362,2022-05-13 02:24:38.964570,
10413746,"FTBSC02/GCELL_NCELL:LABEL=SUMBUYA-2, CellIndex=1748, CGI=6190501ED5124/BCCH:55/BCC,NCC:1:3",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 11:30:00.744126,2022-02-08 11:30:00.744126,
11031247,"FTBSC01/GCELL_NCELL:LABEL=KENNEDYSTREET-8, CellIndex=363, CGI=6190501F727AE/BCCH:64/BCC,NCC:1:6",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 13:30:00.589777,2022-05-13 02:24:38.964570,
7525797,FTBSC02/GBTSIP:BTS Index=251,huawei_bsc6900gsm_1290825292,PT3600S,FTBSC02,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
90633358,"FTBSC01/GCELL_NCELL:LABEL=AYV-3, CellIndex=734, CGI=6190502502F1F/BCCH:53/BCC,NCC:1:7",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-03-07 08:30:48.386362,2022-05-13 02:24:38.964570,
27905253,"FTBSC02/GCELL_GCELL:LABEL=KPAKINDU_VILLAGE-3, CellIndex=926, CGI=61905021D5517/CGI:61905021D579B",huawei_bsc6900gsm_1275069423,PT3600S,FTBSC02,1.0,0.0,2022-02-11 18:30:03.909473,2022-05-13 02:18:27.846378,
27350051,"FTBSC02/GCELL_NCELL:LABEL=KINGTOM_II-2, CellIndex=569, CGI=619050258375C/BCCH:761/BCC,NCC:3:1",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-11 16:30:01.440116,2022-05-13 02:19:20.048997,
90633471,"FTBSC01/GCELL_NCELL:LABEL=BLACKHALLROAD-6, CellIndex=87, CGI=61905020031FC/BCCH:58/BCC,NCC:1:1",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-03-07 08:30:48.386362,2022-05-13 02:24:38.964570,
9789004,"FTBSC02/GCELL_GCELL:LABEL=TAILUBONGOR_TOWN-1, CellIndex=1100, CGI=6190501ED558D/CGI:6190501ED558E",huawei_bsc6900gsm_1275069423,PT3600S,FTBSC02,1.0,0.0,2022-02-08 09:30:03.582641,2022-02-08 09:30:03.582641,
11560002,"FTBSC02/GCELL_NCELL:LABEL=MOBIMBI-4, CellIndex=1604, CGI=6190501ED5054/BCCH:55/BCC,NCC:7:7",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:19:20.048997,
10415055,"FTBSC02/GCELL_NCELL:LABEL=US_EMBASSY-6, CellIndex=660, CGI=61905025A58B2/BCCH:51/BCC,NCC:3:5",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 11:30:00.744126,2022-02-08 11:30:00.744126,
32079784,"FTBSC01/UCELL_GCELL:Label=3G_KISSY_II-44, CellID=38224/MCC:619/MNC:05:503:10281",huawei_bsc6900gu_67108978,PT3600S,FTBSC01,1.0,0.0,2022-02-12 09:34:40.605361,2022-05-13 02:31:31.022365,
7500054,"FTBSC02/GCELL_NCELL:LABEL=DUNDASTREET-7, CellIndex=634, CGI=61905025850A7/BCCH:771/BCC,NCC:7:2",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
90636055,"FTBSC01/GCELL_NCELL:LABEL=SONGO-2, CellIndex=2, CGI=61905024E2EE2/BCCH:60/BCC,NCC:6:2",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-03-07 08:30:48.386362,2022-05-13 02:24:38.964570,
20070691,"FTBSC02/GCELL_NCELL:LABEL=SEFADUCENTRAL-8, CellIndex=966, CGI=6190501FE4E8C/BCCH:57/BCC,NCC:5:3",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-10 13:30:04.714217,2022-05-13 02:19:20.048997,
64998846,"FTBSC02/GCELL_NCELL:LABEL=MAKENI_ENTRANCE-3, CellIndex=1871, CGI=61905028B589B/BCCH:757/BCC,NCC:6:0",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-20 23:30:09.320393,2022-05-13 02:19:20.048997,
9799589,"FTBSC02/GCELL_NCELL:LABEL=GODERICH-2, CellIndex=706, CGI=61905025A3806/BCCH:54/BCC,NCC:3:0",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 09:30:03.582641,2022-05-13 02:19:20.048997,
7518806,"FTBSC02/GCELL_NCELL:LABEL=SHELLMINGO_II-7, CellIndex=1420, CGI=61905021D56B5/BCCH:755/BCC,NCC:2:2",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
29435914,"FTBSC02/GCELL_NCELL:LABEL=SFD-4, CellIndex=981, CGI=6190501FE4E9C/BCCH:58/BCC,NCC:3:1",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-11 23:30:03.754169,2022-05-13 02:19:20.048997,
9937085,"FTBSC01/UCELL_NCELL:Label=3G_KHORTRIGHT_II-33, CellID=38203/RNC:1271/DEST Cell ID:37752",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-08 09:30:03.582641,2022-05-13 02:48:36.753596,
20616291,"FTBSC02/GCELL_NCELL:LABEL=AFCOM-7, CellIndex=303, CGI=61905025A3847/BCCH:53/BCC,NCC:1:2",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-10 15:30:00.689133,2022-02-10 15:30:00.689133,
90643939,"FTBSC01/GCELL_NCELL:LABEL=SAVAGESQUARE-1, CellIndex=289, CGI=6190501F72883/BCCH:776/BCC,NCC:1:6",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-03-07 08:30:48.386362,2022-05-13 02:24:38.964570,
8131993,"FTBSC01/UCELL_NCELL:Label=3G_SUMALIA-21, CellID=36802/RNC:1271/DEST Cell ID:34071",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-08 01:30:02.175911,2022-02-08 01:30:02.175911,
17515559,"FTBSC02/GCELL_NCELL:LABEL=HILLCUTROAD_II-7, CellIndex=546, CGI=61905025A3789/BCCH:57/BCC,NCC:6:4",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-10 04:30:02.414349,2022-05-13 02:19:20.048997,
7667441,"FTBSC01/UCELL_NCELL:Label=3G_YOUYIBUILDING-32, CellID=34678/RNC:1271/DEST Cell ID:34938",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
15192345,"FTBSC01/UCELL_NCELL:Label=3G_BLACKHALLROAD-61, CellID=35680/RNC:1271/DEST Cell ID:34298",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-09 05:30:03.145990,2022-05-13 02:48:36.753596,
32080629,"FTBSC01/UCELL_GCELL:Label=3G_SLCB_II-43, CellID=34994/MCC:619/MNC:05:592:10047",huawei_bsc6900gu_67108978,PT3600S,FTBSC01,1.0,0.0,2022-02-12 09:34:40.605361,2022-05-13 02:31:31.022365,
32081070,"FTBSC01/UCELL_GCELL:Label=3G_HILLSTATION-11, CellID=35881/MCC:619/MNC:05:602:14227",huawei_bsc6900gu_67108978,PT3600S,FTBSC01,1.0,0.0,2022-02-12 09:34:40.605361,2022-05-13 02:31:31.022365,
29129372,"FTBSC02/GCELL_NCELL:LABEL=MAKENISOS_RELIEF-1, CellIndex=1879, CGI=61905028B5295/BCCH:757/BCC,NCC:4:5",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-11 22:30:00.844470,2022-05-13 02:19:20.048997,
29129411,"FTBSC02/GCELL_NCELL:LABEL=MAKENISOS_RELIEF-2, CellIndex=1880, CGI=61905028B5296/BCCH:52/BCC,NCC:5:6",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-11 22:30:00.844470,2022-05-13 02:19:20.048997,
90650297,"FTBSC01/GCELL_NCELL:LABEL=HAGANSTREET-2, CellIndex=357, CGI=6190501F7279E/BCCH:768/BCC,NCC:1:3",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-03-07 08:30:48.386362,2022-05-13 02:24:38.964570,
16893283,"FTBSC02/GCELL_NCELL:LABEL=MATTA-2, CellIndex=1674, CGI=6190501ED5098/BCCH:62/BCC,NCC:6:6",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-09 13:30:01.910721,2022-05-13 02:19:20.048997,
47110555,"FTBSC01/GCELL_NCELL:LABEL=SEGBWEMA-2, CellIndex=1314, CGI=6190502265606/BCCH:53/BCC,NCC:3:6",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-18 04:30:26.796344,2022-05-13 02:24:38.964570,
10970071,"FTBSC02/GCELL_NCELL:LABEL=COMPOUNDSTREET_II-9, CellIndex=1008, CGI=61905028B4F73/BCCH:60/BCC,NCC:1:4",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 13:30:00.589777,2022-02-08 13:30:00.589777,
256510,"FTBSC01/GCELL_NCELL:LABEL=DUKESTREET_II-8, CellIndex=309, CGI=61905025027EA/BCCH:767/BCC,NCC:4:2",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
7730700,4G_SPURROAD_II/IPPATH:Path ID=27,huawei_enodeb_1542455302,PT3600S,4G_SPURROAD_II,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
90656070,"FTBSC01/GCELL_NCELL:LABEL=FORTSTREET-7, CellIndex=379, CGI=61905025027F3/BCCH:51/BCC,NCC:4:7",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-03-07 08:30:48.386362,2022-05-13 02:24:38.964570,
9822550,"FTBSC02/GCELL_NCELL:LABEL=SPURROADMILITARY-7, CellIndex=1760, CGI=619050258272B/BCCH:59/BCC,NCC:7:3",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 09:30:03.582641,2022-02-08 09:30:03.582641,
90656331,"FTBSC01/GCELL_NCELL:LABEL=MOUNTAUREOL_II-7, CellIndex=330, CGI=6190501F72717/BCCH:779/BCC,NCC:5:3",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-03-07 08:30:48.386362,2022-05-13 02:24:38.964570,
47118241,"FTBSC01/UCELL_NCELL:Label=3G_DUNDASTREET-51, CellID=35235/RNC:1271/DEST Cell ID:34811",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-18 04:30:46.691289,2022-05-13 02:48:36.753596,
8033272,"FTBSC02/GCELL_NCELL:LABEL=BOHILL-4, CellIndex=1156, CGI=61905021D5720/BCCH:59/BCC,NCC:4:3",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 01:30:02.175911,2022-02-08 01:30:02.175911,
19467003,"FTBSC02/GCELL_NCELL:LABEL=KINGHARMAN-2, CellIndex=562, CGI=61905025827DA/BCCH:58/BCC,NCC:5:3",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-10 11:30:03.487626,2022-05-13 02:19:20.048997,
7588640,"FTBSC01/UCELL_GCELL:Label=3G_CONGOTOWN-33, CellID=34939/MCC:619/MNC:05:600:14173",huawei_bsc6900gu_67108978,PT3600S,FTBSC01,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
31267901,"FTBSC01/UCELL_NCELL:Label=3G_DUNDASTREET-31, CellID=34023/RNC:1271/DEST Cell ID:36803",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-12 07:44:59.073869,2022-05-13 02:48:36.753596,
29776049,"FTBSC01/UCELL_GCELL:Label=3G_MURRAYTOWN-32, CellID=34618/MCC:619/MNC:05:600:14012",huawei_bsc6900gu_67108978,PT3600S,FTBSC01,1.0,0.0,2022-02-12 00:30:01.755944,2022-05-13 02:31:31.022365,
21301687,"FTBSC01/UCELL_GCELL:Label=3G_YOUYIBUILDING-63, CellID=34988/MCC:619/MNC:05:602:14211",huawei_bsc6900gu_67108978,PT3600S,FTBSC01,1.0,0.0,2022-02-10 17:30:01.487566,2022-05-13 02:31:31.022365,
13887930,"FTBSC02/GCELL_NCELL:LABEL=JUBAHILL-7, CellIndex=1894, CGI=61905025A3815/BCCH:761/BCC,NCC:2:2",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 23:30:03.881698,2022-05-13 02:19:20.048997,
90657511,"FTBSC01/GCELL_NCELL:LABEL=GBLAMUYA-2, CellIndex=818, CGI=61905022B4FDA/BCCH:64/BCC,NCC:3:0",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-03-07 08:30:48.386362,2022-05-13 02:24:38.964570,
10972041,"FTBSC02/GCELL_NCELL:LABEL=DILLET-3, CellIndex=403, CGI=61905025836F9/BCCH:756/BCC,NCC:0:4",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 13:30:00.589777,2022-02-08 13:30:00.589777,
47121753,"FTBSC01/UCELL_NCELL:Label=3G_GODERICH-12, CellID=34906/RNC:1271/DEST Cell ID:35037",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-18 04:30:46.691289,2022-05-13 02:48:36.753596,
19475357,"FTBSC02/GCELL_NCELL:LABEL=MUCTARUDRIVE_II-2, CellIndex=594, CGI=61905025A373E/BCCH:51/BCC,NCC:5:5",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-10 11:30:03.487626,2022-05-13 02:19:20.048997,
9807493,"FTBSC02/GCELL_NCELL:LABEL=KINGTOM_II-8, CellIndex=574, CGI=6190502583762/BCCH:781/BCC,NCC:2:3",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 09:30:03.582641,2022-02-08 09:30:03.582641,
11535305,"FTBSC02/GCELL_GCELL:LABEL=CONGOTOWN-8, CellIndex=1614, CGI=6190502582722/CGI:61905025850A6",huawei_bsc6900gsm_1275069423,PT3600S,FTBSC02,1.0,0.0,2022-02-08 15:30:00.604237,2022-02-08 15:30:00.604237,
23346360,"FTBSC01/GCELL_NCELL:LABEL=LUNGILOL-4, CellIndex=1644, CGI=6190501F85216/BCCH:51/BCC,NCC:0:5",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-11 00:30:03.722680,2022-05-13 02:24:38.964570,
17516001,"FTBSC02/GCELL_NCELL:LABEL=HILLCUTROAD_II-8, CellIndex=547, CGI=61905025A378A/BCCH:761/BCC,NCC:1:6",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-10 04:30:02.414349,2022-05-13 02:19:20.048997,
19445965,"FTBSC02/GCELL_GCELL:LABEL=NJAGBWEMA_FIAMA-1, CellIndex=1095, CGI=6190501FE58E9/CGI:6190501FE4E8A",huawei_bsc6900gsm_1275069423,PT3600S,FTBSC02,1.0,0.0,2022-02-10 11:30:03.487626,2022-02-10 11:30:03.487626,
420692,"FTBSC01/GCELL_NCELL:LABEL=DWARZK-2, CellIndex=410, CGI=61905025036EE/BCCH:781/BCC,NCC:6:2",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
11563157,"FTBSC02/GCELL_NCELL:LABEL=PALMRESORT-6, CellIndex=731, CGI=619050258374C/BCCH:779/BCC,NCC:0:7",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:19:20.048997,
10446786,"FTBSC01/GCELL_NCELL:LABEL=DWARZK-3, CellIndex=411, CGI=61905025036EF/BCCH:762/BCC,NCC:3:0",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 11:30:00.744126,2022-05-13 02:24:38.964570,
16589232,"FTBSC02/GCELL_NCELL:LABEL=BYRNELANECOLLIGATE-2, CellIndex=776, CGI=6190502582834/BCCH:63/BCC,NCC:3:0",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-09 12:30:01.987189,2022-02-09 12:30:01.987189,
9220238,"FTBSC02/GCELL_GCELL:LABEL=BANKABI_VILLAGE-2, CellIndex=1093, CGI=61905028B58E0/CGI:61905028B4FFC",huawei_bsc6900gsm_1275069423,PT3600S,FTBSC02,1.0,0.0,2022-02-08 07:30:02.664573,2022-02-08 07:30:02.664573,
10973365,"FTBSC02/GCELL_NCELL:LABEL=FORIA-1, CellIndex=2023, CGI=61905028C52F9/BCCH:62/BCC,NCC:1:7",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 13:30:00.589777,2022-02-08 13:30:00.589777,
13003728,"FTBSC02/GCELL_NCELL:LABEL=BANDAJUMASEWA-3, CellIndex=1139, CGI=6190501ED575B/BCCH:51/BCC,NCC:6:3",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 20:30:01.002255,2022-05-13 02:19:20.048997,
366684,"FTBSC01/GCELL_NCELL:LABEL=KISSYROAD-1, CellIndex=265, CGI=6190501F72757/BCCH:63/BCC,NCC:2:0",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-02-04 23:34:06.795618,
48638793,"FTBSC01/GCELL_NCELL:LABEL=KAMBIA_II-8, CellIndex=1021, CGI=61905022B4F0E/BCCH:755/BCC,NCC:2:4",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-18 10:30:33.361380,2022-02-18 10:30:33.361380,
47129438,"FTBSC01/UCELL_NCELL:Label=3G_GODERICH-33, CellID=34909/RNC:1273/DEST Cell ID:34627",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-18 04:30:46.691289,2022-05-13 02:48:36.753596,
7497467,"FTBSC02/GCELL_NCELL:LABEL=COMPOUNDSTREET_II-9, CellIndex=1008, CGI=61905028B4F73/BCCH:53/BCC,NCC:4:1",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
7481923,"FTBSC02/Cell:LABEL=KPETEWOMA_LUGBU-2, CellIndex=346, CGI=6190501ED55CA/TRX:TRX Index=3857, TRX Name=KPETEWOMA_LUGBU-2-2",huawei_bsc6900gsm_1275069422,PT3600S,FTBSC02,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
7490760,"FTBSC02/GCELL_GCELL:LABEL=MAKENI_KABALAHIGHWAY-7, CellIndex=487, CGI=61905028B533B/CGI:61905028B4F7A",huawei_bsc6900gsm_1275069423,PT3600S,FTBSC02,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
47130120,"FTBSC01/UCELL_NCELL:Label=3G_FBC-22, CellID=34037/RNC:1271/DEST Cell ID:36387",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-18 04:30:46.691289,2022-05-13 02:48:36.753596,
7477831,"FTBSC02/LAPDLINK:Logic No.=3629, DestObjLabel=GBANDI-1-0, DestObjType=TRX",huawei_bsc6900gsm_1275068423,PT3600S,FTBSC02,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
511577,"FTBSC01/GCELL_NCELL:LABEL=KISSY_II-3, CellIndex=123, CGI=6190501F72F65/BCCH:770/BCC,NCC:1:1",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-02-04 23:34:06.795618,
18862695,"FTBSC02/GCELL_NCELL:LABEL=KABALA_PL-2, CellIndex=1736, CGI=61905028C5110/BCCH:60/BCC,NCC:5:7",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-10 09:30:02.541492,2022-05-13 02:19:20.048997,
10973974,"FTBSC02/GCELL_NCELL:LABEL=GODERICH-8, CellIndex=707, CGI=61905025A380C/BCCH:758/BCC,NCC:5:0",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 13:30:00.589777,2022-02-08 13:30:00.589777,
32083167,"FTBSC01/UCELL_GCELL:Label=3G_MMCE-31, CellID=34603/MCC:619/MNC:05:600:14153",huawei_bsc6900gu_67108978,PT3600S,FTBSC01,1.0,0.0,2022-02-12 09:34:40.605361,2022-05-13 02:31:31.022365,
32083251,"FTBSC01/UCELL_GCELL:Label=3G_MOUNTAINCOURT-21, CellID=38652/MCC:619/MNC:05:592:12063",huawei_bsc6900gu_67108978,PT3600S,FTBSC01,1.0,0.0,2022-02-12 09:34:40.605361,2022-05-13 02:31:31.022365,
304880,"FTBSC01/GCELL_NCELL:LABEL=ECOWASST-1, CellIndex=217, CGI=6190501F727F7/BCCH:57/BCC,NCC:0:0",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
