begintime,sk_object,duration,integrity,1542455326,1542455327,1542455328,1542455329,1542455330,1542455331,1542455332,1542455333,1542460727,1542460728,1542460729
2022-02-03,7729283.0,86400.0,100.0,129223618.0,41483527605.0,133596.0,10394246.0,250715405.0,262425160912.0,0.0,0.0,,,
2022-02-03,7729284.0,86400.0,100.0,271753003.0,91253354950.0,133516.0,10387662.0,430931281.0,452665035563.0,0.0,0.0,,,
2022-02-03,7729285.0,86400.0,100.0,207651255.0,85641358101.0,133572.0,10392510.0,342036080.0,356919169737.0,0.0,0.0,,,
2022-02-03,7729286.0,86400.0,100.0,184130125.0,51634444803.0,128208.0,9974844.0,309936261.0,339475384432.0,0.0,0.0,,,
2022-02-03,7729287.0,86400.0,100.0,18084193.0,4876152946.0,132520.0,10310144.0,39650727.0,42546321063.0,0.0,0.0,,,
2022-02-03,7729288.0,86400.0,100.0,137016350.0,33874172715.0,133356.0,10375460.0,277134834.0,312049986136.0,0.0,0.0,,,
2022-02-03,7729289.0,86400.0,100.0,118013564.0,45909938058.0,131024.0,10193868.0,186639055.0,188675025195.0,0.0,0.0,,,
2022-02-03,7729290.0,86400.0,100.0,127039924.0,36844400880.0,133530.0,10389242.0,215850607.0,231150078216.0,0.0,0.0,,,
2022-02-03,7729291.0,79200.0,91.66666666666667,137590924.0,40024043752.0,115945.0,9021084.0,260337792.0,285502271218.0,0.0,0.0,,,
2022-02-03,7729292.0,86400.0,100.0,142354848.0,40392165767.0,133006.0,10348288.0,263140344.0,293459810489.0,0.0,0.0,,,
2022-02-03,7729293.0,86400.0,100.0,232023732.0,65996123716.0,770889.0,115517022.0,429380236.0,475086587703.0,0.0,0.0,,,
2022-02-03,7729294.0,86400.0,100.0,23426735.0,4644752653.0,133365.0,10376364.0,45626513.0,45453398746.0,0.0,0.0,,,
2022-02-03,7729295.0,86400.0,100.0,140298035.0,33466273217.0,133001.0,10348302.0,276402806.0,296397784693.0,0.0,0.0,,,
2022-02-03,7729296.0,86400.0,100.0,252334456.0,68791339148.0,133481.0,10385322.0,485192162.0,559391583786.0,0.0,0.0,,,
2022-02-03,7729297.0,86400.0,100.0,204255269.0,62967563476.0,133363.0,10376250.0,392174812.0,427283254094.0,0.0,0.0,,,
2022-02-03,7729298.0,82800.0,95.83333333333333,193850993.0,52841593529.0,140089.0,13477883.0,346093835.0,388677858398.0,0.0,0.0,,,
2022-02-03,7729299.0,86400.0,100.0,84601313.0,25720271644.0,133569.0,10392316.0,151694696.0,157477602343.0,0.0,0.0,,,
2022-02-03,7729300.0,86400.0,100.0,50646263.0,15413220263.0,132488.0,10307768.0,94782641.0,104272916945.0,0.0,0.0,,,
2022-02-03,7729301.0,86400.0,100.0,141868908.0,31630083673.0,133379.0,10377530.0,280889039.0,325459120482.0,0.0,0.0,,,
2022-02-03,7729302.0,86400.0,100.0,155724935.0,46611422175.0,133516.0,10387616.0,309483020.0,337066950252.0,0.0,0.0,,,
2022-02-03,7729303.0,86400.0,100.0,326754640.0,101531168367.0,133535.0,10389596.0,539636221.0,579255565914.0,0.0,0.0,,,
2022-02-03,7729304.0,86400.0,100.0,104232566.0,30340149374.0,133373.0,10376820.0,212282484.0,238494243021.0,0.0,0.0,,,
2022-02-03,7729305.0,86400.0,100.0,145854587.0,40481196542.0,133600.0,10394566.0,265676057.0,279601401460.0,0.0,0.0,,,
