begintime,object,UL Traffic Volume (GB),DL Traffic Volume (GB)
2022-02-02 01:00:00,3G_DUNDASTREET-64,0.053079163,0.284298749
2022-02-02 01:00:00,3G_DWARZK-11,0.014784602,0.051908748
2022-02-02 01:00:00,3G_DWARZK-12,0.033139216,0.291010359
2022-02-02 01:00:00,3G_DWARZK-13,0.009806342,0.0730051
2022-02-02 01:00:00,3G_DWARZK-14,0.004541597,0.005477063
2022-02-02 01:00:00,3G_DWARZK-21,0.103647407,0.906072041
2022-02-02 01:00:00,3G_DWARZK-22,0.161686528,0.50745107
2022-02-02 01:00:00,3G_DWARZK-23,0.146396043,0.782609099
2022-02-02 01:00:00,3G_DWARZK-24,0.09064457,0.700986958
2022-02-02 01:00:00,3G_DWARZK-31,0.04602086,0.491278514
2022-02-02 01:00:00,3G_DWARZK-32,0.062862158,0.525173936
2022-02-02 01:00:00,3G_DWARZK-33,0.073941537,0.604639763
2022-02-02 01:00:00,3G_DWARZK-34,0.013342577,0.044592896
2022-02-02 01:00:00,3G_DWARZK-41,0.330176118,1.359767433
2022-02-02 01:00:00,3G_DWARZK-42,0.307010958,1.524724027
2022-02-02 01:00:00,3G_DWARZK-43,0.137700606,0.815251653
2022-02-02 01:00:00,3G_DWARZK-44,0.095564772,0.722889263
2022-02-02 01:00:00,3G_ECOWASST-11,0.0096615,0.124276031
2022-02-02 01:00:00,3G_ECOWASST-12,0.015064402,0.215015628
2022-02-02 01:00:00,3G_ECOWASST-13,0.003741027,0.006996347
2022-02-02 01:00:00,3G_ECOWASST-14,0.051467943,0.419075939
2022-02-02 01:00:00,3G_ECOWASST-21,0.00117738,0.00288501
2022-02-02 01:00:00,3G_ECOWASST-22,0.00075424,0.0017525
2022-02-02 01:00:00,3G_ECOWASST-23,0.000608349,0.004525361
2022-02-02 01:00:00,3G_ECOWASST-24,0.001407439,0.0020957
2022-02-02 01:00:00,3G_ECOWASST-31,0.0011982,0.000993162
2022-02-02 01:00:00,3G_ECOWASST-32,0.011945897,0.090119754
2022-02-02 01:00:00,3G_ECOWASST-33,0.009233737,0.028964058
2022-02-02 01:00:00,3G_ECOWASST-34,0.006879188,0.116728503
2022-02-02 01:00:00,3G_FBC-11,0.034808592,0.188078517
2022-02-02 01:00:00,3G_FBC-12,0.018596292,0.164708272
2022-02-02 01:00:00,3G_FBC-13,0.009564757,0.031707577
2022-02-02 01:00:00,3G_FBC-14,0.019916429,0.172403668
2022-02-02 01:00:00,3G_FBC-21,0.042471299,0.610590726
2022-02-02 01:00:00,3G_FBC-22,0.019718531,0.190178804
2022-02-02 01:00:00,3G_FBC-23,0.046646444,0.742600908
2022-02-02 01:00:00,3G_FBC-24,0.031532579,0.296120363
2022-02-02 01:00:00,3G_FBC-31,0.014874015,0.074954571
2022-02-02 01:00:00,3G_FBC-32,0.017743191,0.127044591
2022-02-02 01:00:00,3G_FBC-33,0.001843722,0.004483561
2022-02-02 01:00:00,3G_FBC-34,0.001111916,0.00947728
2022-02-02 01:00:00,3G_FORTSTREET-11,0.010026736,0.136196665
2022-02-02 01:00:00,3G_FORTSTREET-12,0.015487795,0.199749852
2022-02-02 01:00:00,3G_FORTSTREET-13,0.001035918,0.004263122
2022-02-02 01:00:00,3G_FORTSTREET-14,0.03708352,0.381505169
2022-02-02 01:00:00,3G_FORTSTREET-21,0.082969061,0.633831179
2022-02-02 01:00:00,3G_FORTSTREET-22,0.073801913,0.737470016
2022-02-02 01:00:00,3G_FORTSTREET-23,0.042044666,0.320767954
2022-02-02 01:00:00,3G_FORTSTREET-24,0.04626332,0.368596575
2022-02-02 01:00:00,3G_FORTSTREET-31,0.122176303,1.225760562
2022-02-02 01:00:00,3G_FORTSTREET-32,0.091045083,0.948355752
2022-02-02 01:00:00,3G_FORTSTREET-33,0.01529356,0.111980609
2022-02-02 01:00:00,3G_FORTSTREET-34,0.03400988,0.232769753
2022-02-02 01:00:00,3G_FORTSTREET-41,0.097169692,0.599225972
2022-02-02 01:00:00,3G_FORTSTREET-42,0.068215029,0.537121188
2022-02-02 01:00:00,3G_FORTSTREET-43,0.042490557,0.563884502
2022-02-02 01:00:00,3G_FORTSTREET-44,0.02685572,0.273691943
2022-02-02 01:00:00,3G_FORTSTREET-51,0.054589532,0.177019426
2022-02-02 01:00:00,3G_FORTSTREET-52,0.031331335,0.052762462
2022-02-02 01:00:00,3G_FORTSTREET-53,0.013781837,0.057096908
2022-02-02 01:00:00,3G_FORTSTREET-54,0.04292682,0.283484083
2022-02-02 01:00:00,3G_GLOUCESTER-11,0.001579777,0.009970013
2022-02-02 01:00:00,3G_GLOUCESTER-12,0.001315547,0.001044634
2022-02-02 01:00:00,3G_GLOUCESTER-13,0.0002916,1.7133e-05
2022-02-02 01:00:00,3G_GLOUCESTER-21,0.028216051,0.121436214
2022-02-02 01:00:00,3G_GLOUCESTER-22,0.020629699,0.255568899
2022-02-02 01:00:00,3G_GLOUCESTER-23,0.012280116,0.094432059
2022-02-02 01:00:00,3G_GLOUCESTER-31,0.13607784,0.305067767
2022-02-02 01:00:00,3G_GLOUCESTER-32,0.014812714,0.058845342
2022-02-02 01:00:00,3G_GLOUCESTER-33,0.037051853,0.164370519
2022-02-02 01:00:00,3G_GODERICH-11,0.399176685,1.899711096
2022-02-02 01:00:00,3G_GODERICH-12,0.19009175,3.041986862
2022-02-02 01:00:00,3G_GODERICH-13,0.08443331,0.923502805
2022-02-02 01:00:00,3G_GODERICH-14,0.053675061,0.916249211
2022-02-02 01:00:00,3G_GODERICH-21,0.084733603,1.316112624
2022-02-02 01:00:00,3G_GODERICH-22,0.10083403,1.644867119
2022-02-02 01:00:00,3G_GODERICH-23,0.035463904,0.466677171
2022-02-02 01:00:00,3G_GODERICH-24,0.019893518,0.353205327
2022-02-02 01:00:00,3G_GODERICH-31,0.101532712,0.819291378
2022-02-02 01:00:00,3G_GODERICH-32,0.16062959,1.788570957
2022-02-02 01:00:00,3G_GODERICH-33,0.067498853,0.699348272
2022-02-02 01:00:00,3G_GODERICH-34,0.085824924,0.902520777
2022-02-02 01:00:00,3G_GODERICH-41,0.019522718,0.252719442
2022-02-02 01:00:00,3G_GODERICH-42,0.045614327,0.336333118
2022-02-02 01:00:00,3G_OAU_II-22,0.095556489,0.92540195
2022-02-02 01:00:00,3G_GODERICH-43,0.016225939,0.093347493
2022-02-02 01:00:00,3G_GODERICH-44,0.033946914,0.354788537
2022-02-02 01:00:00,3G_GODERICH-51,0.087851357,0.367955813
2022-02-02 01:00:00,3G_GODERICH-52,0.06492499,0.497836098
2022-02-02 01:00:00,3G_GODERICH-53,0.014792082,0.126012898
2022-02-02 01:00:00,3G_GODERICH-54,0.0168551,0.166462675
2022-02-02 01:00:00,3G_GODERICH-61,0.068561833,0.987922741
2022-02-02 01:00:00,3G_GODERICH-62,0.079928895,0.845566933
2022-02-02 01:00:00,3G_GODERICH-63,0.017459963,0.236468955
2022-02-02 01:00:00,3G_GODERICH-64,0.026601251,0.418226426
2022-02-02 01:00:00,3G_GODERICH-71,0.060270548,0.614927493
2022-02-02 01:00:00,3G_GODERICH-72,0.031969084,0.237813306
2022-02-02 01:00:00,3G_GODERICH-73,0.015303647,0.195175474
2022-02-02 01:00:00,3G_GODERICH-74,0.025645315,0.085081861
2022-02-02 01:00:00,3G_GODERICH-81,0.037026445,0.47971654
2022-02-02 01:00:00,3G_GODERICH-82,0.055216698,0.727022109
2022-02-02 01:00:00,3G_GODERICH-83,0.027831173,0.2661142
2022-02-02 01:00:00,3G_GODERICH-84,0.034416159,0.255858294
2022-02-02 01:00:00,3G_GODERICH-91,0.047349175,0.242073949
2022-02-02 01:00:00,3G_GODERICH-92,0.041586686,0.254239948
2022-02-02 01:00:00,3G_GODERICH-93,0.022475124,0.251723544
2022-02-02 01:00:00,3G_GODERICH-94,0.012406648,0.195526755
2022-02-02 01:00:00,3G_GODRECHSTREET-11,0.06882988,0.492250687
2022-02-02 01:00:00,3G_GODRECHSTREET-12,0.064733112,0.509570203
2022-02-02 01:00:00,3G_GODRECHSTREET-13,0.048578174,0.374028946
2022-02-02 01:00:00,3G_GODRECHSTREET-14,0.04738743,0.433185774
2022-02-02 01:00:00,3G_GODRECHSTREET-21,0.119355208,0.812675131
2022-02-02 01:00:00,3G_GODRECHSTREET-22,0.072838724,0.730195723
2022-02-02 01:00:00,3G_GODRECHSTREET-23,0.11363467,0.696350282
2022-02-02 01:00:00,3G_GODRECHSTREET-24,0.044256546,0.399785346
2022-02-02 01:00:00,3G_GODRECHSTREET-31,0.040933909,0.096240137
2022-02-02 01:00:00,3G_GODRECHSTREET-32,0.06401833,0.399804999
2022-02-02 01:00:00,3G_GODRECHSTREET-33,0.043288535,0.412183632
2022-02-02 01:00:00,3G_GODRECHSTREET-34,0.023564106,0.380174834
2022-02-02 01:00:00,3G_GODRECHSTREET-41,0.098639942,0.715463505
2022-02-02 01:00:00,3G_GODRECHSTREET-42,0.119200157,0.823620739
2022-02-02 01:00:00,3G_GODRECHSTREET-43,0.030175858,0.455743565
2022-02-02 01:00:00,3G_GODRECHSTREET-44,0.059640821,0.611569822
2022-02-02 01:00:00,3G_GODRECHSTREET-51,0.017307057,0.039714492
2022-02-02 01:00:00,3G_GODRECHSTREET-52,0.018655478,0.152462674
2022-02-02 01:00:00,3G_GODRECHSTREET-53,0.020480582,0.113752488
2022-02-02 01:00:00,3G_GODRECHSTREET-54,0.011235549,0.184139986
2022-02-02 01:00:00,3G_GODRECHSTREET-61,0.01903836,0.351885533
2022-02-02 01:00:00,3G_GODRECHSTREET-62,0.033779112,0.2726192
2022-02-02 01:00:00,3G_GODRECHSTREET-63,0.00526408,0.050760384
2022-02-02 01:00:00,3G_GODRECHSTREET-64,0.007351902,0.101609178
2022-02-02 01:00:00,3G_GUARDSTREET-11,0.16860492,1.902104252
2022-02-02 01:00:00,3G_GUARDSTREET-12,0.127832481,1.233426939
2022-02-02 01:00:00,3G_GUARDSTREET-13,0.17876101,1.741375128
2022-02-02 01:00:00,3G_GUARDSTREET-21,0.066863429,0.44564556
2022-02-02 01:00:00,3G_GUARDSTREET-22,0.059313901,0.604381702
2022-02-02 01:00:00,3G_GUARDSTREET-23,0.114079508,0.532934943
2022-02-02 01:00:00,3G_GUARDSTREET-31,0.049090423,0.249162058
2022-02-02 01:00:00,3G_GUARDSTREET-32,0.103427573,0.338587908
2022-02-02 01:00:00,3G_GUARDSTREET-33,0.062661411,0.216872099
2022-02-02 01:00:00,3G_GUARDSTREET-41,0.135295158,1.461587756
2022-02-02 01:00:00,3G_GUARDSTREET-42,0.144622342,1.864296935
2022-02-02 01:00:00,3G_GUARDSTREET-43,0.152887229,1.556890277
2022-02-02 01:00:00,3G_HAGANSTREET-11,0.049949047,0.316193501
2022-02-02 01:00:00,3G_HAGANSTREET-12,0.037822545,0.090248498
2022-02-02 01:00:00,3G_HAGANSTREET-13,0.014385255,0.124896378
2022-02-02 01:00:00,3G_HAGANSTREET-14,0.013081262,0.217973531
2022-02-02 01:00:00,3G_HAGANSTREET-21,0.081795833,0.326968179
2022-02-02 01:00:00,3G_HAGANSTREET-22,0.033237208,0.185365617
2022-02-02 01:00:00,3G_HAGANSTREET-23,0.018579728,0.15675437
2022-02-02 01:00:00,3G_HAGANSTREET-24,0.015040091,0.236293615
2022-02-02 01:00:00,3G_HAGANSTREET-31,0.029874704,0.246777609
2022-02-02 01:00:00,3G_HAGANSTREET-32,0.063687617,0.193921687
2022-02-02 01:00:00,3G_HAGANSTREET-33,0.034387007,0.262629821
2022-02-02 01:00:00,3G_HAGANSTREET-34,0.035398292,0.597391498
2022-02-02 01:00:00,3G_HAGANSTREET-41,0.181903899,1.31559746
2022-02-02 01:00:00,3G_HAGANSTREET-42,0.113097671,0.703330267
2022-02-02 01:00:00,3G_HAGANSTREET-43,0.075377209,0.59802073
2022-02-02 01:00:00,3G_HAGANSTREET-44,0.076200852,0.492870693
2022-02-02 01:00:00,3G_HAGANSTREET-51,0.037022071,0.309622435
2022-02-02 01:00:00,3G_HAGANSTREET-52,0.059312835,0.12436613
2022-02-02 01:00:00,3G_HAGANSTREET-53,0.014364859,0.139977201
2022-02-02 01:00:00,3G_HAGANSTREET-54,0.009409587,0.033034352
2022-02-02 01:00:00,3G_HAGANSTREET-61,0.108454938,1.125425634
2022-02-02 01:00:00,3G_HAGANSTREET-62,0.173413994,1.591468578
2022-02-02 01:00:00,3G_HAGANSTREET-63,0.082823858,0.849214993
2022-02-02 01:00:00,3G_HAGANSTREET-64,0.101311981,1.064861824
2022-02-02 01:00:00,3G_HAGANSTREET-71,0.028881988,0.227790099
2022-02-02 01:00:00,3G_HAGANSTREET-72,0.015662343,0.184858115
2022-02-02 01:00:00,3G_HAGANSTREET-73,0.00460494,0.051346393
2022-02-02 01:00:00,3G_HAGANSTREET-74,0.029407875,0.409006636
2022-02-02 01:00:00,3G_HAGANSTREET-81,0.014688005,0.119049384
2022-02-02 01:00:00,3G_HAGANSTREET-82,0.036823335,0.214813303
2022-02-02 01:00:00,3G_HAGANSTREET-83,0.016037137,0.076478459
2022-02-02 01:00:00,3G_HAGANSTREET-84,0.022020369,0.267679533
2022-02-02 01:00:00,3G_HAGANSTREET-91,0.037290798,0.313680737
2022-02-02 01:00:00,3G_HAGANSTREET-92,0.034952582,0.248040056
2022-02-02 01:00:00,3G_HAGANSTREET-93,0.025185346,0.376665436
2022-02-02 01:00:00,3G_HAGANSTREET-94,0.021364461,0.282716473
2022-02-02 01:00:00,3G_HILLCUTROAD_II-11,0.180428148,0.998900262
2022-02-02 01:00:00,3G_HILLCUTROAD_II-12,0.119966136,1.197541144
2022-02-02 01:00:00,3G_HILLCUTROAD_II-13,0.101696205,0.939764409
2022-02-02 01:00:00,3G_HILLCUTROAD_II-14,0.035635468,0.257201217
2022-02-02 01:00:00,3G_HILLCUTROAD_II-21,0.248927486,0.682863137
2022-02-02 01:00:00,3G_HILLCUTROAD_II-22,0.09393691,0.741050789
2022-02-02 01:00:00,3G_HILLCUTROAD_II-23,0.121499643,0.790568102
2022-02-02 01:00:00,3G_HILLCUTROAD_II-24,0.182355518,0.14935239
2022-02-02 01:00:00,3G_HILLCUTROAD_II-31,0.057956927,0.608245033
2022-02-02 01:00:00,3G_HILLCUTROAD_II-32,0.187106357,1.107179105
2022-02-02 01:00:00,3G_HILLCUTROAD_II-33,0.093119614,0.847212684
2022-02-02 01:00:00,3G_HILLCUTROAD_II-34,0.019913924,0.13303057
2022-02-02 01:00:00,3G_HILLCUTROAD_II-41,0.052763035,0.286361136
2022-02-02 01:00:00,3G_HILLCUTROAD_II-42,0.052728158,0.427432975
2022-02-02 01:00:00,3G_HILLCUTROAD_II-43,0.069958341,0.405067544
2022-02-02 01:00:00,3G_HILLCUTROAD_II-44,0.018157534,0.157208888
2022-02-02 01:00:00,3G_HILLCUTROAD_II-51,0.103423742,0.702781974
2022-02-02 01:00:00,3G_HILLCUTROAD_II-52,0.085836974,0.351038751
2022-02-02 01:00:00,3G_HILLCUTROAD_II-53,0.130723839,0.289766658
2022-02-02 01:00:00,3G_HILLCUTROAD_II-54,0.013335634,0.177054678
2022-02-02 01:00:00,3G_HILLSTATION-11,0.04779889,0.391941772
2022-02-02 01:00:00,3G_HILLSTATION-12,0.033358963,0.109017688
2022-02-02 01:00:00,3G_HILLSTATION-13,0.016173173,0.063184684
2022-02-02 01:00:00,3G_HILLSTATION-14,0.016240107,0.08297301
2022-02-02 01:00:00,3G_HILLSTATION-21,0.186288526,1.172357369
2022-02-02 01:00:00,3G_HILLSTATION-22,0.108155745,1.086250287
2022-02-02 01:00:00,3G_HILLSTATION-23,0.123823759,1.549213595
2022-02-02 01:00:00,3G_HILLSTATION-24,0.075926446,0.678222722
2022-02-02 01:00:00,3G_HILLSTATION-31,0.097809533,1.044027568
2022-02-02 01:00:00,3G_HILLSTATION-32,0.096394347,1.152636738
2022-02-02 01:00:00,3G_HILLSTATION-33,0.028460302,0.171639611
2022-02-02 01:00:00,3G_HILLSTATION-34,0.062896027,0.808287178
2022-02-02 01:00:00,3G_HILLSTATION_II-11,0.055088341,0.48864372
2022-02-02 01:00:00,3G_HILLSTATION_II-12,0.161041848,0.720220744
2022-02-02 01:00:00,3G_HILLSTATION_II-13,0.039318745,0.234226739
2022-02-02 01:00:00,3G_HILLSTATION_II-14,0.012251659,0.044585948
2022-02-02 01:00:00,3G_HILLSTATION_II-21,0.075308045,0.491030837
2022-02-02 01:00:00,3G_HILLSTATION_II-22,0.078587749,0.483131441
2022-02-02 01:00:00,3G_HILLSTATION_II-23,0.027800878,0.329843086
2022-02-02 01:00:00,3G_HILLSTATION_II-24,0.01602814,0.036704299
2022-02-02 01:00:00,3G_HILLSTATION_II-31,0.044033736,0.298862099
2022-02-02 01:00:00,3G_HILLSTATION_II-32,0.056919953,0.355162479
2022-02-02 01:00:00,3G_HILLSTATION_II-33,0.055829858,0.803826678
2022-02-02 01:00:00,3G_HILLSTATION_II-34,0.005142036,0.016707476
2022-02-02 01:00:00,3G_HILLSTATION_II-41,0.022685188,0.31121867
2022-02-02 01:00:00,3G_HILLSTATION_II-42,0.01074575,0.031110635
2022-02-02 01:00:00,3G_HILLSTATION_II-43,0.020018797,0.039203529
2022-02-02 01:00:00,3G_HILLSTATION_II-44,0.0170258,0.030924046
2022-02-02 01:00:00,3G_HILLTOP-11,0.086249762,0.408470166
2022-02-02 01:00:00,3G_HILLTOP-12,0.131023709,1.260275628
2022-02-02 01:00:00,3G_HILLTOP-13,0.078402943,0.340058627
2022-02-02 01:00:00,3G_HILLTOP-14,0.011568652,0.020548734
2022-02-02 01:00:00,3G_HILLTOP-21,0.099058036,0.775385634
2022-02-02 01:00:00,3G_HILLTOP-22,0.100493475,0.728917764
2022-02-02 01:00:00,3G_HILLTOP-23,0.059885979,0.503502609
2022-02-02 01:00:00,3G_HILLTOP-24,0.011938198,0.140196799
2022-02-02 01:00:00,3G_HILLTOP-31,0.048812896,0.322157123
2022-02-02 01:00:00,3G_HILLTOP-32,0.115967195,0.795284272
2022-02-02 01:00:00,3G_HILLTOP-33,0.030354102,0.38669411
2022-02-02 01:00:00,3G_HILLTOP-34,0.003386639,0.033123167
2022-02-02 01:00:00,3G_HILLTOP-41,0.167116287,1.008923216
2022-02-02 01:00:00,3G_HILLTOP-42,0.113654652,0.568208187
2022-02-02 01:00:00,3G_HILLTOP-43,0.088865644,0.791012225
2022-02-02 01:00:00,3G_HILLTOP-44,0.021096704,0.085659375
2022-02-02 01:00:00,3G_IMATT_II-11,0.009332297,0.117056721
2022-02-02 01:00:00,3G_IMATT_II-12,0.011941015,0.114147561
2022-02-02 01:00:00,3G_IMATT_II-13,0.009406585,0.08356763
2022-02-02 01:00:00,3G_IMATT_II-14,0.00021936,0.002033935
2022-02-02 01:00:00,3G_IMATT_II-21,0.112130239,0.868056726
2022-02-02 01:00:00,3G_IMATT_II-22,0.101458856,0.825797053
2022-02-02 01:00:00,3G_IMATT_II-23,0.052237695,0.611086417
2022-02-02 01:00:00,3G_IMATT_II-24,0.004487189,0.015094875
2022-02-02 01:00:00,3G_IMATT_II-31,0.01965251,0.076247606
2022-02-02 01:00:00,3G_IMATT_II-32,0.010148507,0.069908059
2022-02-02 01:00:00,3G_IMATT_II-33,0.01314514,0.03939617
2022-02-02 01:00:00,3G_IMATT_II-34,0.00055632,0.004782139
2022-02-02 01:00:00,3G_IMATT_II-41,0.080716786,0.230454028
2022-02-02 01:00:00,3G_IMATT_II-42,0.061057545,0.651741349
2022-02-02 01:00:00,3G_IMATT_II-43,0.044419619,0.04951549
2022-02-02 01:00:00,3G_IMATT_II-44,0.002642876,0.010934759
2022-02-02 01:00:00,3G_JOHNSTREET-11,0.006649189,0.091689691
2022-02-02 01:00:00,3G_JOHNSTREET-12,0.026472997,0.2723641
2022-02-02 01:00:00,3G_JOHNSTREET-13,0.023014515,0.259368902
2022-02-02 01:00:00,3G_JOHNSTREET-14,0.01133872,0.0838751
2022-02-02 01:00:00,3G_JOHNSTREET-21,0.033517976,0.218237972
2022-02-02 01:00:00,3G_JOHNSTREET-22,0.015953162,0.264783686
2022-02-02 01:00:00,3G_JOHNSTREET-23,0.017239291,0.176931902
2022-02-02 01:00:00,3G_JOHNSTREET-24,0.0055472,0.025609403
2022-02-02 01:00:00,3G_JOHNSTREET-31,0.042241462,0.546699183
2022-02-02 01:00:00,3G_JOHNSTREET-32,0.022427007,0.421136938
2022-02-02 01:00:00,3G_JOHNSTREET-33,0.051895133,0.594859786
2022-02-02 01:00:00,3G_JOHNSTREET-34,0.00480712,0.092988747
2022-02-02 01:00:00,3G_JUBA-11,0.05403594,0.603500107
2022-02-02 01:00:00,3G_JUBA-12,0.085489053,0.612597018
2022-02-02 01:00:00,3G_JUBA-13,0.044233256,0.511635177
2022-02-02 01:00:00,3G_JUBA-14,0.073762123,0.333351042
2022-02-02 01:00:00,3G_JUBA-21,0.079899199,0.547904065
2022-02-02 01:00:00,3G_JUBA-22,0.148077354,1.046753967
2022-02-02 01:00:00,3G_JUBA-23,0.032254451,0.303108585
2022-02-02 01:00:00,3G_JUBA-24,0.029842512,0.321174914
2022-02-02 01:00:00,3G_JUBA-31,0.43072326,1.022014055
2022-02-02 01:00:00,3G_JUBA-32,0.114500663,0.580115127
2022-02-02 01:00:00,3G_JUBA-33,0.126998131,1.069953631
2022-02-02 01:00:00,3G_JUBA-34,0.018257327,0.171374021
2022-02-02 01:00:00,3G_JUBA-41,0.013404033,0.100093711
2022-02-02 01:00:00,3G_JUBA-42,0.012437975,0.092026105
2022-02-02 01:00:00,3G_JUBA-43,0.023034509,0.0952467
2022-02-02 01:00:00,3G_JUBA-44,0.008301701,0.05050786
2022-02-02 01:00:00,3G_JUBA-51,0.101791985,0.776575585
2022-02-02 01:00:00,3G_JUBA-52,0.081288111,0.592863865
2022-02-02 01:00:00,3G_JUBA-53,0.032615757,0.340004884
2022-02-02 01:00:00,3G_JUBA-54,0.015559375,0.277347369
2022-02-02 01:00:00,3G_JUBAHILL-11,0.186394972,1.143677489
2022-02-02 01:00:00,3G_JUBAHILL-12,0.150173302,0.918438307
2022-02-02 01:00:00,3G_JUBAHILL-13,0.172762299,0.776853991
2022-02-02 01:00:00,3G_JUBAHILL-14,0.121003531,0.708106073
2022-02-02 01:00:00,3G_JUBAHILL-21,0.040487894,0.373281656
2022-02-02 01:00:00,3G_JUBAHILL-22,0.034459269,0.16137129
2022-02-02 01:00:00,3G_JUBAHILL-23,0.019572004,0.187808843
2022-02-02 01:00:00,3G_JUBAHILL-24,0.010177163,0.025972136
2022-02-02 01:00:00,3G_JUBAHILL-31,0.110395745,0.596281459
2022-02-02 01:00:00,3G_JUBAHILL-32,0.199906653,0.869591502
2022-02-02 01:00:00,3G_JUBAHILL-33,0.047508741,0.330172572
2022-02-02 01:00:00,3G_JUBAHILL-34,0.041539471,0.326919374
2022-02-02 01:00:00,3G_OAU_II-23,0.073245427,0.797369453
2022-02-02 01:00:00,3G_JUBAHILL-41,0.156274518,1.448018305
2022-02-02 01:00:00,3G_JUBAHILL-42,0.084530943,0.695445667
2022-02-02 01:00:00,3G_JUBAHILL-43,0.068172976,0.570525012
2022-02-02 01:00:00,3G_JUBAHILL-44,0.046240379,0.422134814
2022-02-02 01:00:00,3G_JUBAHILL-51,0.256020805,1.625104177
2022-02-02 01:00:00,3G_JUBAHILL-52,0.302776954,1.369881528
2022-02-02 01:00:00,3G_JUBAHILL-53,0.079155784,0.868559532
2022-02-02 01:00:00,3G_JUBAHILL-54,0.096734798,0.86328799
2022-02-02 01:00:00,3G_KENNEDYSTREET-11,0.059017619,0.405981073
2022-02-02 01:00:00,3G_KENNEDYSTREET-12,0.100837407,0.70149557
2022-02-02 01:00:00,3G_KENNEDYSTREET-13,0.060426985,0.488376068
2022-02-02 01:00:00,3G_KENNEDYSTREET-14,0.042490925,0.579469915
2022-02-02 01:00:00,3G_KENNEDYSTREET-21,0.081016426,0.705787824
2022-02-02 01:00:00,3G_KENNEDYSTREET-22,0.128614782,0.792276899
2022-02-02 01:00:00,3G_KENNEDYSTREET-23,0.056442911,0.590393142
2022-02-02 01:00:00,3G_KENNEDYSTREET-24,0.214026311,0.585975355
2022-02-02 01:00:00,3G_KENNEDYSTREET-31,0.068509008,0.763808426
2022-02-02 01:00:00,3G_KENNEDYSTREET-32,0.08618642,0.819640617
2022-02-02 01:00:00,3G_KENNEDYSTREET-33,0.047035007,0.559102598
2022-02-02 01:00:00,3G_KENNEDYSTREET-34,0.024643722,0.291214981
2022-02-02 01:00:00,3G_KENNEDYSTREET-41,0.067470434,0.452771468
2022-02-02 01:00:00,3G_KENNEDYSTREET-42,0.049485938,0.633561999
2022-02-02 01:00:00,3G_KENNEDYSTREET-43,0.043450954,0.32190182
2022-02-02 01:00:00,3G_KENNEDYSTREET-44,0.041955542,0.483498807
2022-02-02 01:00:00,3G_KENNEDYSTREET-51,0.084192209,0.432541607
2022-02-02 01:00:00,3G_KENNEDYSTREET-52,0.040313399,0.28899717
2022-02-02 01:00:00,3G_KENNEDYSTREET-53,0.190706965,0.169758472
2022-02-02 01:00:00,3G_KENNEDYSTREET-54,0.01459324,0.039973745
2022-02-02 01:00:00,3G_KENNEDYSTREET-61,0.082648907,0.746765326
2022-02-02 01:00:00,3G_KENNEDYSTREET-62,0.101574669,0.789039953
2022-02-02 01:00:00,3G_KENNEDYSTREET-63,0.070476358,0.529673138
2022-02-02 01:00:00,3G_KENNEDYSTREET-64,0.287475463,0.906135568
2022-02-02 01:00:00,3G_KETURAYLANE-11,0.081126315,0.346555164
2022-02-02 01:00:00,3G_KETURAYLANE-12,0.038942983,0.259065058
2022-02-02 01:00:00,3G_KETURAYLANE-13,0.014157772,0.042161477
2022-02-02 01:00:00,3G_KETURAYLANE-14,0.03237276,0.673225259
2022-02-02 01:00:00,3G_KETURAYLANE-21,0.015670885,0.355969016
2022-02-02 01:00:00,3G_KETURAYLANE-22,0.019925195,0.266380702
2022-02-02 01:00:00,3G_KETURAYLANE-23,0.019352693,0.266558897
2022-02-02 01:00:00,3G_KETURAYLANE-24,0.017383379,0.104682582
2022-02-02 01:00:00,3G_KETURAYLANE-31,0.115368353,0.998938663
2022-02-02 01:00:00,3G_KETURAYLANE-32,0.103862871,0.963602096
2022-02-02 01:00:00,3G_KETURAYLANE-33,0.036383368,0.507175651
2022-02-02 01:00:00,3G_KETURAYLANE-34,0.01466036,0.10709534
2022-02-02 01:00:00,3G_KETURAYLANE-41,0.112373293,1.111065111
2022-02-02 01:00:00,3G_KETURAYLANE-42,0.061602889,0.667424295
2022-02-02 01:00:00,3G_KETURAYLANE-43,0.044206371,0.534318897
2022-02-02 01:00:00,3G_KETURAYLANE-44,0.028945393,0.548299365
2022-02-02 01:00:00,3G_KETURAYLANE-51,0.115913221,0.450731706
2022-02-02 01:00:00,3G_KETURAYLANE-52,0.11867882,0.501550408
2022-02-02 01:00:00,3G_KETURAYLANE-53,0.017233791,0.16085785
2022-02-02 01:00:00,3G_KETURAYLANE-54,0.019505744,0.365786522
2022-02-02 01:00:00,3G_KETURAYLANE-61,0.076448275,0.860825237
2022-02-02 01:00:00,3G_KETURAYLANE-62,0.063878854,0.869160213
2022-02-02 01:00:00,3G_KETURAYLANE-63,0.009795869,0.121221668
2022-02-02 01:00:00,3G_KETURAYLANE-64,0.04357328,0.398450965
2022-02-02 01:00:00,3G_KHORTRIGHT_II-21,0.021300866,0.058572383
2022-02-02 01:00:00,3G_KHORTRIGHT_II-22,0.020662297,0.077901893
2022-02-02 01:00:00,3G_KHORTRIGHT_II-23,0.009613631,0.095589224
2022-02-02 01:00:00,3G_KHORTRIGHT_II-31,0.001736241,0.003632055
2022-02-02 01:00:00,3G_KHORTRIGHT_II-32,0.002040955,0.006011776
