measObjLdn,duration,begin_time,20001175.0,20001176.0,20001178.0,20001179.0,20001180.0,20001181.0,20001182.0,20001183.0,20001184.0,20001185.0,20001186.0,20001187.0,20001188.0,20001189.0,20001190.0,20001191.0,20001192.0,20001193.0,20001194.0,20001195.0,20001196.0,20001197.0,20001198.0,20001199.0
"ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,RadioLinks=1",900.0,2021-09-26 19:15:00,"554,208,242,266,262,316,348,432,437,548,592,655,694,612,602,619,735,852,1303,1843,2690,3912,3736,3272,3033,3059,3895,4220,4337,3995,3428,2644,2199,1777,1448,1156,981,3689","3015,367,356,339,411,417,528,592,579,758,890,1045,1148,1296,1460,1603,1635,1781,2136,2867,5027,13015,11372,5214,2675,1503,896,592,401,281,219,157,133,127,108,81,77,63,55,37,30,305","6178,9240,1481,1718,1188,2116,1516,1811,1716,2034,2280,2753,2723,3070,2970,2729,2710,2659,2866,2789,2475,2252,1810,2143,150","0,0,0,0,0,0,0,0,0,0,0,0,0,157,216,320,537,703,736,792,789,820,931,822,943,934,1133,852,1012,949,378,254,30,6,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,216,320,12621","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,3273,9268,4041,3406,3464,3558,4032,4278,4587,4460,4380,4284,3122,3602,1374,257,117,59,28,4,2,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3273,9268,4041,3406,41608","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,41,19,21,24,13,29,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","570,315,0,310,31,164,32,409,202,455,707,714,711,678,583,651,544,498,464,432,528,556,610,698,204","0,0,0,0,0,0,0,0,0,0,0,0,2927,7323,2421,2032,2238,2406,2877,3215,3400,3442,3521,3372,2615,3041,1069,91,70,58,25,4,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927,7323,2421,2032,31444","69,52,35,17,14,13,5,9,5,6,1,1,3,3,1,0,1,1,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","1,2,1,28,491,310,96,30,17,11,36,10,16,0,1,2","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","551,47,14,11,7,7,7,10,4,2,11,5,4,0,0,0"
"ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,RadioLinks=1",900.0,2021-09-26 19:15:00,"891,186,196,186,228,274,301,297,265,287,341,333,405,451,522,615,760,912,1191,1780,2327,3874,3618,3312,3151,3791,4734,6151,7104,6399,5308,4104,2925,2222,1696,1405,1081,3678","2678,356,392,435,456,536,527,582,604,598,647,734,812,927,952,1201,1429,1805,2480,3978,7873,19993,14194,5755,2677,1399,785,502,359,262,211,176,134,116,115,112,78,66,58,50,46,211","9312,13525,2507,2680,1756,2950,2074,2602,2826,3215,3154,3637,3379,3550,3095,2890,2582,2253,1925,1889,1408,1172,824,1756,148","0,0,0,0,0,0,0,0,0,0,0,0,230,527,287,361,522,663,805,967,1028,928,874,806,750,654,697,664,639,650,325,372,42,12,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,527,287,361,11398","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,7681,16866,7066,5092,4432,4302,4707,4376,3718,3704,3733,3746,2443,2246,951,244,73,50,10,2,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7681,16866,7066,5092,38737","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,6,17,9,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,35,24,31,24,20,12,12,5,5,2,3,3,6,13,27,21,63,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","586,356,0,493,43,198,40,601,311,628,792,732,649,555,533,510,359,320,263,236,270,192,242,445,154","0,0,0,0,0,0,0,0,0,0,0,0,6889,10635,4202,3129,2920,2906,3113,2831,2495,2491,2484,2739,1854,1705,679,65,37,45,9,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6889,10635,4202,3129,26373","67,42,24,10,5,6,2,9,8,3,1,4,2,2,4,2,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0","0,1,1,36,390,313,102,29,15,15,40,10,10,1,2,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","684,60,19,9,4,5,2,1,3,1,11,3,0,0,0,0"
"ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,RadioLinks=1",900.0,2021-09-26 19:15:00,"458,167,218,256,320,381,453,498,552,561,509,523,538,484,504,508,534,529,595,861,1295,2448,2312,1980,1729,1908,2289,2616,2769,2539,2327,1961,1821,1708,1586,1462,1128,2652","2497,325,352,356,368,369,365,476,572,708,817,912,1030,1089,1184,1326,1467,1705,1972,2513,3699,7876,6728,2975,1586,837,480,330,181,158,125,81,64,72,61,51,52,44,36,32,21,87","5163,6444,977,1059,736,1172,946,1009,1085,1282,1386,1689,1750,1887,1790,1731,1881,1896,1891,2034,1937,2059,1985,1898,134","0,0,0,0,0,0,0,0,0,0,0,0,34,539,580,818,965,902,912,629,621,541,441,385,502,426,356,405,484,813,363,211,7,4,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,539,580,818,8967","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,1567,5200,4040,3235,2736,3046,3571,4162,3775,2954,2516,2201,1669,1786,1106,244,105,34,7,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,5200,4040,3235,29912","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,17,80,90,44,70,30,48,20,20,54,16,29,27,25,11,11,87,27,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,712","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","554,354,1,226,47,126,30,274,142,342,494,490,445,382,406,465,365,358,323,300,368,325,505,510,132","0,0,0,0,0,0,0,0,0,0,0,0,1281,4331,3510,2623,2139,2289,2590,2824,2626,2054,1786,1682,1311,1489,943,60,50,30,7,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,4331,3510,2623,21880","117,76,53,41,37,32,15,15,7,7,5,9,5,2,0,4,1,6,2,1,1,1,1,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0","0,1,0,13,209,179,51,18,8,3,18,3,4,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","460,62,23,12,15,5,9,10,7,2,31,21,10,8,1,1"
"ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=2,RadioLinks=1",900.0,2021-09-26 19:15:00,"559,155,180,174,191,168,189,217,205,211,270,308,402,396,428,457,552,580,787,1053,1495,2610,2830,2520,2265,2710,3941,4862,5383,4777,3797,2650,1805,1352,1097,896,662,1679","1400,206,229,261,282,299,340,412,442,477,536,606,677,722,856,982,1164,1447,1670,2371,4799,15966,10506,3687,1663,875,495,381,251,164,130,119,79,67,50,36,29,23,18,21,15,60","7924,9559,1992,2339,1309,2548,1626,2097,2116,2464,2341,2405,1958,1729,1507,1452,1375,1386,1302,1204,1020,935,713,1224,130","0,0,0,0,0,0,0,0,0,0,0,0,202,509,183,213,261,296,309,305,304,440,364,379,230,227,394,287,373,1065,475,276,7,23,9,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,509,183,213,6024","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,8108,10397,4206,2911,2279,2589,2553,2987,3342,3261,2845,3616,2652,2698,1108,441,188,74,51,7,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8108,10397,4206,2911,30691","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,3,2,2,4,8,7,1,5,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","237,128,1,164,22,67,30,253,109,287,366,352,280,262,210,266,176,160,129,124,134,94,122,201,52","0,0,0,0,0,0,0,0,0,0,0,0,6587,8038,2537,1544,1293,1476,1528,1793,1853,1662,1522,2354,1704,2079,815,65,60,69,49,7,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6587,8038,2537,1544,18329","77,40,27,16,3,7,10,9,6,1,2,4,5,3,2,0,2,0,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0","0,0,1,12,234,221,127,42,13,6,16,1,4,0,0,2","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","599,54,25,7,5,4,3,4,1,2,8,7,1,0,0,0"
"ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=1,RadioLinks=1",900.0,2021-09-26 19:15:00,"308,140,195,171,189,220,261,334,482,481,589,705,782,858,984,1011,1073,1113,1277,1725,2344,3017,2864,3204,3055,2957,3635,4132,4290,4199,3683,3088,2461,1786,1374,1154,996,3647","3050,568,685,793,927,1057,1214,1246,1369,1390,1442,1597,1660,1765,1924,1995,2067,2078,2245,2878,4516,11001,8665,3546,1730,1048,619,390,276,210,149,108,96,80,64,65,46,41,31,32,24,97","7420,9002,1704,1773,1202,1928,1592,1781,1939,2120,2273,2709,2668,3033,2767,2585,2564,2358,2579,2608,2426,2250,1549,1502,167","0,0,0,0,0,0,0,0,0,0,0,0,113,897,1079,1217,1123,1344,1601,1343,859,702,598,501,440,302,247,214,196,125,76,28,2,2,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,897,1079,1217,9703","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,2516,12901,7270,5650,5107,4002,3925,3225,3419,3018,3286,3530,3555,4038,953,60,33,37,9,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516,12901,7270,5650,38197","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","200,121,0,180,15,146,8,262,183,306,525,507,470,460,462,421,285,242,217,202,216,168,165,91,24","0,0,0,0,0,0,0,0,0,0,0,0,2127,9503,4243,3465,3370,2889,3128,2652,2929,2695,3043,3183,3275,3892,923,59,33,37,9,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2127,9503,4243,3465,32117","191,141,70,44,42,22,15,19,11,15,8,8,8,9,4,4,4,2,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2","0,1,2,34,165,208,84,30,15,3,23,7,4,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","894,125,32,30,11,16,9,5,3,1,32,30,9,6,0,3"
"ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=2,RadioLinks=1",900.0,2021-09-26 19:15:00,"536,226,228,266,292,336,390,346,444,458,511,580,648,723,864,920,1061,1068,1231,1587,2079,2870,3115,3202,3128,3198,3870,4798,5253,5055,4210,3506,2790,2351,2026,1751,1441,4733","3869,589,671,790,802,964,979,1127,1206,1287,1487,1588,1687,1846,1982,2139,2400,2524,2795,3603,5580,13402,9147,4106,2003,1142,678,443,295,205,145,125,91,76,52,50,41,34,31,20,19,71","8167,10446,2236,2118,1448,2371,1857,2226,2459,2649,2647,2893,2581,2831,2518,2532,2898,2692,2858,2785,2405,2261,1759,2058,183","0,0,0,0,0,0,0,0,0,0,0,0,123,1070,766,1028,1193,953,1047,878,775,722,681,502,395,272,190,133,114,75,28,77,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1070,766,1028,8035","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,4678,16161,10480,7973,5903,4848,3782,2886,2459,2695,2483,3074,3107,3335,1049,37,33,20,4,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4678,16161,10480,7973,35715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","255,143,0,240,6,139,7,275,135,304,363,322,275,264,244,267,205,185,152,167,177,176,183,150,39","0,0,0,0,0,0,0,0,0,0,0,0,3931,10810,5757,4879,4087,3620,2791,2235,1986,2188,2055,2546,2624,3188,1034,37,33,20,4,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3931,10810,5757,4879,28448","199,167,81,52,55,27,23,22,11,12,4,5,6,5,2,1,7,6,4,1,1,0,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3","0,1,0,16,194,224,68,32,23,7,28,11,2,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","779,101,36,29,21,11,13,8,5,11,39,27,3,5,0,2"
"ManagedElement=1,NodeBFunction=1,Sector=4,Carrier=1,RadioLinks=1",900.0,2021-09-26 19:15:00,"108,77,81,86,114,130,140,163,146,175,164,195,206,195,213,226,201,245,374,630,903,1396,1424,1301,1286,1409,2286,2452,2393,2177,1728,1435,1250,970,681,544,408,1236","861,152,187,202,218,269,342,319,326,315,357,377,369,366,410,437,454,495,612,991,2054,7881,5928,2440,1172,537,330,205,140,94,82,41,44,19,27,16,16,10,6,3,6,38","3658,4649,1057,1120,731,1441,903,1116,957,1022,1019,1153,1082,1169,1016,814,845,870,858,788,698,718,526,763,92","0,0,0,0,0,0,0,0,0,0,0,0,213,536,362,477,618,625,415,449,430,451,447,222,143,111,63,31,41,41,36,2,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,536,362,477,4125","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,2590,7268,3110,2185,1557,1306,1069,966,774,636,464,437,296,149,62,1,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2590,7268,3110,2185,7717","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","115,99,0,107,9,82,11,171,111,170,345,315,257,258,259,209,133,104,119,99,123,116,112,126,52","0,0,0,0,0,0,0,0,0,0,0,0,1416,4986,2023,1625,1183,1031,895,872,710,579,413,408,268,136,57,1,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416,4986,2023,1625,6553","53,32,21,11,9,2,5,1,6,4,3,4,2,1,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,9,100,154,68,18,8,9,27,3,4,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","239,28,12,2,5,4,3,2,2,2,12,7,3,1,0,0"
