begintime,sk_object,duration,integrity,M8038C0,M8038C1,M8038C2,M8038C3,M8038C4,M8038C5,M8038C6,M8038C7,M8038C8,M8038C9,M8038C10,M8038C11,M8038C12,M8038C13,M8038C14,M8038C15,M8038C16,M8038C17,M8038C18,M8038C19,M8038C20,M8038C21,M8038C22,M8038C23,M8038C24,M8038C25,M8038C26,M8038C27,M8038C28,M8038C29,M8038C30,M8038C31,M8038C32,M8038C33,M8038C34,M8038C35,M8038C36,M8038C37,M8038C38,M8038C39,M8038C40,M8038C41,M8038C42,M8038C43,M8038C44,M8038C45,M8038C46,M8038C47,M8038C48,M8038C49,M8038C50,M8038C51,M8038C52,M8038C53,M8038C54,M8038C55,M8038C56,M8038C57,M8038C58,M8038C59,M8038C60,M8038C61,M8038C62,M8038C63,M8038C64,M8038C65,M8038C66
2022-03-15 03:00:00,21694.0,60.0,100.0,20.0,3600.0,362.0,2207.0,464.0,1247.0,11.0,3600000.0,134.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6801.0,254827.0,0.0,,0.0,3600.0,0.0,25.0,3600.0,,,,,,,,,
2022-03-16 03:00:00,21717.0,60.0,100.0,13.0,3600.0,0.0,5031.0,0.0,4042.0,0.0,3600000.0,0.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2170.0,15744.0,0.0,,0.0,3600.0,0.0,0.0,3600.0,,,,,,,,,
2022-03-14 03:00:00,21652.0,60.0,100.0,139.0,3600.0,7345.0,7354.0,8691.0,7319.0,994.0,3600000.0,4644.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50192.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2960.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19848.0,1335.0,0.0,,0.0,3600.0,0.0,100.0,3600.0,,,,,,,,,
2022-03-16 04:00:00,21717.0,60.0,100.0,9.0,3600.0,0.0,3265.0,0.0,2572.0,0.0,3600000.0,0.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10428.0,0.0,,0.0,3600.0,0.0,0.0,3600.0,,,,,,,,,
2022-03-16 01:00:00,21717.0,60.0,100.0,116.0,3600.0,511.0,8406.0,1217.0,6690.0,232.0,3600000.0,82.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5104.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3015.0,136963.0,0.0,,0.0,3584.0,0.0,50.0,3600.0,,,,,,,,,
2022-03-13 03:00:00,21725.0,60.0,100.0,155.0,3600.0,30775.0,10368.0,38042.0,13011.0,1843.0,3600000.0,725.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265352.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71224.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6080.0,2188.0,0.0,,0.0,3600.0,0.0,100.0,3600.0,,,,,,,,,
2022-03-12 04:00:00,21659.0,60.0,100.0,74.0,3600.0,1691.0,3606.0,406.0,3034.0,3.0,3600000.0,193.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,2.0,1528.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3837.0,35029.0,0.0,,0.0,3600.0,0.0,75.0,3600.0,,,,,,,,,
2022-03-19 01:00:00,21725.0,60.0,100.0,111.0,3600.0,1240.0,6273.0,1414.0,5946.0,144.0,3600000.0,183.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4344.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356.0,3655384.0,0.0,,0.0,3600.0,0.0,25.0,3600.0,,,,,,,,,
2022-03-17 04:00:00,21659.0,60.0,100.0,461.0,3600.0,177686.0,5674.0,119072.0,26408.0,633.0,3600000.0,2703.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820904.0,2117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525312.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22973.0,7950.0,0.0,,0.0,3600.0,0.0,100.0,3600.0,,,,,,,,,
2022-03-19 05:00:00,21725.0,60.0,100.0,18.0,3600.0,175.0,5629.0,120.0,5742.0,192.0,3600000.0,25.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363.0,1881.0,0.0,,0.0,3600.0,0.0,25.0,3600.0,,,,,,,,,
2022-03-16 02:00:00,21657.0,60.0,100.0,278.0,3600.0,11661.0,3088.0,8427.0,3185.0,2687.0,3600000.0,132.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31416.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31936.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3867.0,899.0,0.0,,0.0,3600.0,0.0,100.0,3600.0,,,,,,,,,
2022-03-11 02:00:00,21652.0,60.0,100.0,115.0,3600.0,4981.0,4103.0,2789.0,3120.0,1162.0,3600000.0,105.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2416.0,4.0,9208.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3182.0,2846.0,0.0,,0.0,3600.0,0.0,75.0,3600.0,,,,,,,,,
2022-03-18 04:00:00,21700.0,60.0,100.0,2491.0,3600.0,1446867.0,21310.0,606313.0,20142.0,42426.0,3600000.0,12585.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3722104.0,6773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4908808.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79493.0,1859498.0,0.0,,0.0,3600.0,0.0,100.0,3600.0,,,,,,,,,
2022-03-19 05:00:00,21659.0,60.0,100.0,322.0,3600.0,715993.0,5691.0,280077.0,3548.0,4580.0,3600000.0,9588.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926984.0,6264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4357992.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46431.0,27853.0,0.0,,0.0,3599.0,0.0,100.0,3599.0,,,,,,,,,
2022-03-15 05:00:00,21656.0,60.0,100.0,1424.0,3600.0,3308055.0,22218.0,939387.0,25275.0,15760.0,3600000.0,41559.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6408368.0,33193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24017280.0,4953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142023.0,216070.0,0.0,,0.0,3600.0,0.0,100.0,3600.0,,,,,,,,,
2022-03-15 03:00:00,21659.0,60.0,100.0,1373.0,3599.0,2308.0,21227.0,20881.0,20007.0,312.0,3600000.0,9898.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82064.0,2178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69741.0,552049.0,0.0,,0.0,3600.0,0.0,75.0,3600.0,,,,,,,,,
2022-03-18 04:00:00,21669.0,60.0,100.0,949.0,3600.0,531970.0,24729.0,179381.0,26821.0,5811.0,3600000.0,6156.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206032.0,6921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3128800.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48012.0,28757.0,0.0,,0.0,3600.0,0.0,100.0,3600.0,,,,,,,,,
2022-03-14 01:00:00,21725.0,60.0,100.0,787.0,3600.0,12000960.0,16248.0,1158511.0,13593.0,22363.0,3600000.0,10471.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4511528.0,4509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22638064.0,4006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84672.0,275339.0,0.0,,0.0,3600.0,0.0,75.0,3600.0,,,,,,,,,
2022-03-17 06:00:00,21652.0,60.0,100.0,1831.0,3600.0,8544706.0,17643.0,1155335.0,16995.0,65918.0,3600000.0,14954.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6218784.0,7163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50075024.0,2599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55781.0,111437.0,0.0,,0.0,3600.0,0.0,100.0,3600.0,,,,,,,,,
2022-03-14 03:00:00,21669.0,60.0,100.0,1939.0,3600.0,1054626.0,33728.0,507818.0,23923.0,4507.0,3600000.0,27866.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3539448.0,21572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2717536.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141637.0,47524.0,0.0,,19.0,3600.0,0.0,100.25,3600.0,,,,,,,,,
