NE Name,fdn,DSPN,DSPTYPE,INHSTATUS,MOIndex,SN,SRN,TIMELEN,className,name,neID
FTBSC02,"NE=280,DSP=12_11_1",12,DPUF_TC,UNINHIBITED,26_1_11_12,11,1,0,BSC6900GSMDSP,"DSP No.=12, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=13_11_1",13,DPUF_TC,UNINHIBITED,26_1_11_13,11,1,0,BSC6900GSMDSP,"DSP No.=13, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=14_11_1",14,DPUF_TC,UNINHIBITED,26_1_11_14,11,1,0,BSC6900GSMDSP,"DSP No.=14, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=15_11_1",15,DPUF_TC,UNINHIBITED,26_1_11_15,11,1,0,BSC6900GSMDSP,"DSP No.=15, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=16_11_1",16,DPUF_TC,UNINHIBITED,26_1_11_16,11,1,0,BSC6900GSMDSP,"DSP No.=16, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=17_11_1",17,DPUF_TC,UNINHIBITED,26_1_11_17,11,1,0,BSC6900GSMDSP,"DSP No.=17, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=18_11_1",18,DPUF_TC,UNINHIBITED,26_1_11_18,11,1,0,BSC6900GSMDSP,"DSP No.=18, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=19_11_1",19,DPUF_TC,UNINHIBITED,26_1_11_19,11,1,0,BSC6900GSMDSP,"DSP No.=19, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=20_11_1",20,DPUF_TC,UNINHIBITED,26_1_11_20,11,1,0,BSC6900GSMDSP,"DSP No.=20, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=21_11_1",21,DPUF_TC,UNINHIBITED,26_1_11_21,11,1,0,BSC6900GSMDSP,"DSP No.=21, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=22_11_1",22,DPUF_TC,UNINHIBITED,26_1_11_22,11,1,0,BSC6900GSMDSP,"DSP No.=22, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=23_11_1",23,DPUF_TC,UNINHIBITED,26_1_11_23,11,1,0,BSC6900GSMDSP,"DSP No.=23, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=24_11_1",24,DPUF_TC,UNINHIBITED,26_1_11_24,11,1,0,BSC6900GSMDSP,"DSP No.=24, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=25_11_1",25,DPUF_TC,UNINHIBITED,26_1_11_25,11,1,0,BSC6900GSMDSP,"DSP No.=25, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=26_11_1",26,DPUF_TC,UNINHIBITED,26_1_11_26,11,1,0,BSC6900GSMDSP,"DSP No.=26, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=27_11_1",27,DPUF_TC,UNINHIBITED,26_1_11_27,11,1,0,BSC6900GSMDSP,"DSP No.=27, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=28_11_1",28,DPUF_TC,UNINHIBITED,26_1_11_28,11,1,0,BSC6900GSMDSP,"DSP No.=28, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=29_11_1",29,DPUF_TC,UNINHIBITED,26_1_11_29,11,1,0,BSC6900GSMDSP,"DSP No.=29, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=30_11_1",30,DPUF_TC,UNINHIBITED,26_1_11_30,11,1,0,BSC6900GSMDSP,"DSP No.=30, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=31_11_1",31,DPUF_TC,UNINHIBITED,26_1_11_31,11,1,0,BSC6900GSMDSP,"DSP No.=31, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=32_11_1",32,DPUF_TC,UNINHIBITED,26_1_11_32,11,1,0,BSC6900GSMDSP,"DSP No.=32, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=33_11_1",33,DPUF_TC,UNINHIBITED,26_1_11_33,11,1,0,BSC6900GSMDSP,"DSP No.=33, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=34_11_1",34,DPUF_TC,UNINHIBITED,26_1_11_34,11,1,0,BSC6900GSMDSP,"DSP No.=34, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=35_11_1",35,DPUF_TC,UNINHIBITED,26_1_11_35,11,1,0,BSC6900GSMDSP,"DSP No.=35, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=36_11_1",36,DPUF_TC,UNINHIBITED,26_1_11_36,11,1,0,BSC6900GSMDSP,"DSP No.=36, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=37_11_1",37,DPUF_TC,UNINHIBITED,26_1_11_37,11,1,0,BSC6900GSMDSP,"DSP No.=37, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=38_11_1",38,DPUF_TC,UNINHIBITED,26_1_11_38,11,1,0,BSC6900GSMDSP,"DSP No.=38, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=39_11_1",39,DPUF_TC,UNINHIBITED,26_1_11_39,11,1,0,BSC6900GSMDSP,"DSP No.=39, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=40_11_1",40,DPUF_TC,UNINHIBITED,26_1_11_40,11,1,0,BSC6900GSMDSP,"DSP No.=40, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=41_11_1",41,DPUF_TC,UNINHIBITED,26_1_11_41,11,1,0,BSC6900GSMDSP,"DSP No.=41, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=42_11_1",42,DPUF_TC,UNINHIBITED,26_1_11_42,11,1,0,BSC6900GSMDSP,"DSP No.=42, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=43_11_1",43,DPUF_TC,UNINHIBITED,26_1_11_43,11,1,0,BSC6900GSMDSP,"DSP No.=43, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=44_11_1",44,DPUF_TC,UNINHIBITED,26_1_11_44,11,1,0,BSC6900GSMDSP,"DSP No.=44, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=45_11_1",45,DPUF_TC,UNINHIBITED,26_1_11_45,11,1,0,BSC6900GSMDSP,"DSP No.=45, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=46_11_1",46,DPUF_TC,UNINHIBITED,26_1_11_46,11,1,0,BSC6900GSMDSP,"DSP No.=46, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=47_11_1",47,DPUF_TC,UNINHIBITED,26_1_11_47,11,1,0,BSC6900GSMDSP,"DSP No.=47, Slot No.=11, Subrack No.=1",26
FTBSC02,"NE=280,DSP=0_12_1",0,DPUG_PCU,UNINHIBITED,26_1_12_0,12,1,0,BSC6900GSMDSP,"DSP No.=0, Slot No.=12, Subrack No.=1",26
FTBSC02,"NE=280,DSP=1_12_1",1,DPUG_PCU,UNINHIBITED,26_1_12_1,12,1,0,BSC6900GSMDSP,"DSP No.=1, Slot No.=12, Subrack No.=1",26
FTBSC02,"NE=280,DSP=2_12_1",2,DPUG_PCU,UNINHIBITED,26_1_12_2,12,1,0,BSC6900GSMDSP,"DSP No.=2, Slot No.=12, Subrack No.=1",26
FTBSC02,"NE=280,DSP=3_12_1",3,DPUG_PCU,UNINHIBITED,26_1_12_3,12,1,0,BSC6900GSMDSP,"DSP No.=3, Slot No.=12, Subrack No.=1",26
FTBSC02,"NE=280,DSP=4_12_1",4,DPUG_PCU,UNINHIBITED,26_1_12_4,12,1,0,BSC6900GSMDSP,"DSP No.=4, Slot No.=12, Subrack No.=1",26
FTBSC02,"NE=280,DSP=5_12_1",5,DPUG_PCU,UNINHIBITED,26_1_12_5,12,1,0,BSC6900GSMDSP,"DSP No.=5, Slot No.=12, Subrack No.=1",26
FTBSC02,"NE=280,DSP=6_12_1",6,DPUG_PCU,UNINHIBITED,26_1_12_6,12,1,0,BSC6900GSMDSP,"DSP No.=6, Slot No.=12, Subrack No.=1",26
FTBSC02,"NE=280,DSP=7_12_1",7,DPUG_PCU,UNINHIBITED,26_1_12_7,12,1,0,BSC6900GSMDSP,"DSP No.=7, Slot No.=12, Subrack No.=1",26
FTBSC02,"NE=280,DSP=8_12_1",8,DPUG_PCU,UNINHIBITED,26_1_12_8,12,1,0,BSC6900GSMDSP,"DSP No.=8, Slot No.=12, Subrack No.=1",26
FTBSC02,"NE=280,DSP=9_12_1",9,DPUG_PCU,UNINHIBITED,26_1_12_9,12,1,0,BSC6900GSMDSP,"DSP No.=9, Slot No.=12, Subrack No.=1",26
FTBSC02,"NE=280,DSP=10_12_1",10,DPUG_PCU,UNINHIBITED,26_1_12_10,12,1,0,BSC6900GSMDSP,"DSP No.=10, Slot No.=12, Subrack No.=1",26
FTBSC02,"NE=280,DSP=11_12_1",11,DPUG_PCU,UNINHIBITED,26_1_12_11,12,1,0,BSC6900GSMDSP,"DSP No.=11, Slot No.=12, Subrack No.=1",26
FTBSC02,"NE=280,DSP=12_12_1",12,DPUG_PCU,UNINHIBITED,26_1_12_12,12,1,0,BSC6900GSMDSP,"DSP No.=12, Slot No.=12, Subrack No.=1",26
FTBSC02,"NE=280,DSP=13_12_1",13,DPUG_PCU,UNINHIBITED,26_1_12_13,12,1,0,BSC6900GSMDSP,"DSP No.=13, Slot No.=12, Subrack No.=1",26
FTBSC02,"NE=280,DSP=0_13_1",0,DPUG_PCU,UNINHIBITED,26_1_13_0,13,1,0,BSC6900GSMDSP,"DSP No.=0, Slot No.=13, Subrack No.=1",26
FTBSC02,"NE=280,DSP=1_13_1",1,DPUG_PCU,UNINHIBITED,26_1_13_1,13,1,0,BSC6900GSMDSP,"DSP No.=1, Slot No.=13, Subrack No.=1",26
FTBSC02,"NE=280,DSP=2_13_1",2,DPUG_PCU,UNINHIBITED,26_1_13_2,13,1,0,BSC6900GSMDSP,"DSP No.=2, Slot No.=13, Subrack No.=1",26
FTBSC02,"NE=280,DSP=3_13_1",3,DPUG_PCU,UNINHIBITED,26_1_13_3,13,1,0,BSC6900GSMDSP,"DSP No.=3, Slot No.=13, Subrack No.=1",26
FTBSC02,"NE=280,DSP=4_13_1",4,DPUG_PCU,UNINHIBITED,26_1_13_4,13,1,0,BSC6900GSMDSP,"DSP No.=4, Slot No.=13, Subrack No.=1",26
FTBSC02,"NE=280,DSP=5_13_1",5,DPUG_PCU,UNINHIBITED,26_1_13_5,13,1,0,BSC6900GSMDSP,"DSP No.=5, Slot No.=13, Subrack No.=1",26
FTBSC02,"NE=280,DSP=6_13_1",6,DPUG_PCU,UNINHIBITED,26_1_13_6,13,1,0,BSC6900GSMDSP,"DSP No.=6, Slot No.=13, Subrack No.=1",26
FTBSC02,"NE=280,DSP=7_13_1",7,DPUG_PCU,UNINHIBITED,26_1_13_7,13,1,0,BSC6900GSMDSP,"DSP No.=7, Slot No.=13, Subrack No.=1",26
FTBSC02,"NE=280,DSP=8_13_1",8,DPUG_PCU,UNINHIBITED,26_1_13_8,13,1,0,BSC6900GSMDSP,"DSP No.=8, Slot No.=13, Subrack No.=1",26
FTBSC02,"NE=280,DSP=9_13_1",9,DPUG_PCU,UNINHIBITED,26_1_13_9,13,1,0,BSC6900GSMDSP,"DSP No.=9, Slot No.=13, Subrack No.=1",26
FTBSC02,"NE=280,DSP=10_13_1",10,DPUG_PCU,UNINHIBITED,26_1_13_10,13,1,0,BSC6900GSMDSP,"DSP No.=10, Slot No.=13, Subrack No.=1",26
FTBSC02,"NE=280,DSP=11_13_1",11,DPUG_PCU,UNINHIBITED,26_1_13_11,13,1,0,BSC6900GSMDSP,"DSP No.=11, Slot No.=13, Subrack No.=1",26
FTBSC02,"NE=280,DSP=12_13_1",12,DPUG_PCU,UNINHIBITED,26_1_13_12,13,1,0,BSC6900GSMDSP,"DSP No.=12, Slot No.=13, Subrack No.=1",26
FTBSC02,"NE=280,DSP=13_13_1",13,DPUG_PCU,UNINHIBITED,26_1_13_13,13,1,0,BSC6900GSMDSP,"DSP No.=13, Slot No.=13, Subrack No.=1",26
FTBSC02,"NE=280,DSP=0_8_2",0,DPUF_TC,UNINHIBITED,26_2_8_0,8,2,0,BSC6900GSMDSP,"DSP No.=0, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=1_8_2",1,DPUF_TC,UNINHIBITED,26_2_8_1,8,2,0,BSC6900GSMDSP,"DSP No.=1, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=2_8_2",2,DPUF_TC,UNINHIBITED,26_2_8_2,8,2,0,BSC6900GSMDSP,"DSP No.=2, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=3_8_2",3,DPUF_TC,UNINHIBITED,26_2_8_3,8,2,0,BSC6900GSMDSP,"DSP No.=3, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=4_8_2",4,DPUF_TC,UNINHIBITED,26_2_8_4,8,2,0,BSC6900GSMDSP,"DSP No.=4, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=5_8_2",5,DPUF_TC,UNINHIBITED,26_2_8_5,8,2,0,BSC6900GSMDSP,"DSP No.=5, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=6_8_2",6,DPUF_TC,UNINHIBITED,26_2_8_6,8,2,0,BSC6900GSMDSP,"DSP No.=6, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=7_8_2",7,DPUF_TC,UNINHIBITED,26_2_8_7,8,2,0,BSC6900GSMDSP,"DSP No.=7, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=8_8_2",8,DPUF_TC,UNINHIBITED,26_2_8_8,8,2,0,BSC6900GSMDSP,"DSP No.=8, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=9_8_2",9,DPUF_TC,UNINHIBITED,26_2_8_9,8,2,0,BSC6900GSMDSP,"DSP No.=9, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=10_8_2",10,DPUF_TC,UNINHIBITED,26_2_8_10,8,2,0,BSC6900GSMDSP,"DSP No.=10, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=11_8_2",11,DPUF_TC,UNINHIBITED,26_2_8_11,8,2,0,BSC6900GSMDSP,"DSP No.=11, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=12_8_2",12,DPUF_TC,UNINHIBITED,26_2_8_12,8,2,0,BSC6900GSMDSP,"DSP No.=12, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=13_8_2",13,DPUF_TC,UNINHIBITED,26_2_8_13,8,2,0,BSC6900GSMDSP,"DSP No.=13, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=14_8_2",14,DPUF_TC,UNINHIBITED,26_2_8_14,8,2,0,BSC6900GSMDSP,"DSP No.=14, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=15_8_2",15,DPUF_TC,UNINHIBITED,26_2_8_15,8,2,0,BSC6900GSMDSP,"DSP No.=15, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=16_8_2",16,DPUF_TC,UNINHIBITED,26_2_8_16,8,2,0,BSC6900GSMDSP,"DSP No.=16, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=17_8_2",17,DPUF_TC,UNINHIBITED,26_2_8_17,8,2,0,BSC6900GSMDSP,"DSP No.=17, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=18_8_2",18,DPUF_TC,UNINHIBITED,26_2_8_18,8,2,0,BSC6900GSMDSP,"DSP No.=18, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=19_8_2",19,DPUF_TC,UNINHIBITED,26_2_8_19,8,2,0,BSC6900GSMDSP,"DSP No.=19, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=20_8_2",20,DPUF_TC,UNINHIBITED,26_2_8_20,8,2,0,BSC6900GSMDSP,"DSP No.=20, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=21_8_2",21,DPUF_TC,UNINHIBITED,26_2_8_21,8,2,0,BSC6900GSMDSP,"DSP No.=21, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=22_8_2",22,DPUF_TC,UNINHIBITED,26_2_8_22,8,2,0,BSC6900GSMDSP,"DSP No.=22, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=23_8_2",23,DPUF_TC,UNINHIBITED,26_2_8_23,8,2,0,BSC6900GSMDSP,"DSP No.=23, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=24_8_2",24,DPUF_TC,UNINHIBITED,26_2_8_24,8,2,0,BSC6900GSMDSP,"DSP No.=24, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=25_8_2",25,DPUF_TC,UNINHIBITED,26_2_8_25,8,2,0,BSC6900GSMDSP,"DSP No.=25, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=26_8_2",26,DPUF_TC,UNINHIBITED,26_2_8_26,8,2,0,BSC6900GSMDSP,"DSP No.=26, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=27_8_2",27,DPUF_TC,UNINHIBITED,26_2_8_27,8,2,0,BSC6900GSMDSP,"DSP No.=27, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=28_8_2",28,DPUF_TC,UNINHIBITED,26_2_8_28,8,2,0,BSC6900GSMDSP,"DSP No.=28, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=29_8_2",29,DPUF_TC,UNINHIBITED,26_2_8_29,8,2,0,BSC6900GSMDSP,"DSP No.=29, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=30_8_2",30,DPUF_TC,UNINHIBITED,26_2_8_30,8,2,0,BSC6900GSMDSP,"DSP No.=30, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=31_8_2",31,DPUF_TC,UNINHIBITED,26_2_8_31,8,2,0,BSC6900GSMDSP,"DSP No.=31, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=32_8_2",32,DPUF_TC,UNINHIBITED,26_2_8_32,8,2,0,BSC6900GSMDSP,"DSP No.=32, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=33_8_2",33,DPUF_TC,UNINHIBITED,26_2_8_33,8,2,0,BSC6900GSMDSP,"DSP No.=33, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=34_8_2",34,DPUF_TC,UNINHIBITED,26_2_8_34,8,2,0,BSC6900GSMDSP,"DSP No.=34, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=35_8_2",35,DPUF_TC,UNINHIBITED,26_2_8_35,8,2,0,BSC6900GSMDSP,"DSP No.=35, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=36_8_2",36,DPUF_TC,UNINHIBITED,26_2_8_36,8,2,0,BSC6900GSMDSP,"DSP No.=36, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=37_8_2",37,DPUF_TC,UNINHIBITED,26_2_8_37,8,2,0,BSC6900GSMDSP,"DSP No.=37, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=38_8_2",38,DPUF_TC,UNINHIBITED,26_2_8_38,8,2,0,BSC6900GSMDSP,"DSP No.=38, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=39_8_2",39,DPUF_TC,UNINHIBITED,26_2_8_39,8,2,0,BSC6900GSMDSP,"DSP No.=39, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=40_8_2",40,DPUF_TC,UNINHIBITED,26_2_8_40,8,2,0,BSC6900GSMDSP,"DSP No.=40, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=41_8_2",41,DPUF_TC,UNINHIBITED,26_2_8_41,8,2,0,BSC6900GSMDSP,"DSP No.=41, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=42_8_2",42,DPUF_TC,UNINHIBITED,26_2_8_42,8,2,0,BSC6900GSMDSP,"DSP No.=42, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=43_8_2",43,DPUF_TC,UNINHIBITED,26_2_8_43,8,2,0,BSC6900GSMDSP,"DSP No.=43, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=44_8_2",44,DPUF_TC,UNINHIBITED,26_2_8_44,8,2,0,BSC6900GSMDSP,"DSP No.=44, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=45_8_2",45,DPUF_TC,UNINHIBITED,26_2_8_45,8,2,0,BSC6900GSMDSP,"DSP No.=45, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=46_8_2",46,DPUF_TC,UNINHIBITED,26_2_8_46,8,2,0,BSC6900GSMDSP,"DSP No.=46, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=47_8_2",47,DPUF_TC,UNINHIBITED,26_2_8_47,8,2,0,BSC6900GSMDSP,"DSP No.=47, Slot No.=8, Subrack No.=2",26
FTBSC02,"NE=280,DSP=0_9_2",0,DPUF_TC,UNINHIBITED,26_2_9_0,9,2,0,BSC6900GSMDSP,"DSP No.=0, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=1_9_2",1,DPUF_TC,UNINHIBITED,26_2_9_1,9,2,0,BSC6900GSMDSP,"DSP No.=1, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=2_9_2",2,DPUF_TC,UNINHIBITED,26_2_9_2,9,2,0,BSC6900GSMDSP,"DSP No.=2, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=3_9_2",3,DPUF_TC,UNINHIBITED,26_2_9_3,9,2,0,BSC6900GSMDSP,"DSP No.=3, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=4_9_2",4,DPUF_TC,UNINHIBITED,26_2_9_4,9,2,0,BSC6900GSMDSP,"DSP No.=4, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=5_9_2",5,DPUF_TC,UNINHIBITED,26_2_9_5,9,2,0,BSC6900GSMDSP,"DSP No.=5, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=6_9_2",6,DPUF_TC,UNINHIBITED,26_2_9_6,9,2,0,BSC6900GSMDSP,"DSP No.=6, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=7_9_2",7,DPUF_TC,UNINHIBITED,26_2_9_7,9,2,0,BSC6900GSMDSP,"DSP No.=7, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=8_9_2",8,DPUF_TC,UNINHIBITED,26_2_9_8,9,2,0,BSC6900GSMDSP,"DSP No.=8, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=9_9_2",9,DPUF_TC,UNINHIBITED,26_2_9_9,9,2,0,BSC6900GSMDSP,"DSP No.=9, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=10_9_2",10,DPUF_TC,UNINHIBITED,26_2_9_10,9,2,0,BSC6900GSMDSP,"DSP No.=10, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=11_9_2",11,DPUF_TC,UNINHIBITED,26_2_9_11,9,2,0,BSC6900GSMDSP,"DSP No.=11, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=12_9_2",12,DPUF_TC,UNINHIBITED,26_2_9_12,9,2,0,BSC6900GSMDSP,"DSP No.=12, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=13_9_2",13,DPUF_TC,UNINHIBITED,26_2_9_13,9,2,0,BSC6900GSMDSP,"DSP No.=13, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=14_9_2",14,DPUF_TC,UNINHIBITED,26_2_9_14,9,2,0,BSC6900GSMDSP,"DSP No.=14, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=15_9_2",15,DPUF_TC,UNINHIBITED,26_2_9_15,9,2,0,BSC6900GSMDSP,"DSP No.=15, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=16_9_2",16,DPUF_TC,UNINHIBITED,26_2_9_16,9,2,0,BSC6900GSMDSP,"DSP No.=16, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=17_9_2",17,DPUF_TC,UNINHIBITED,26_2_9_17,9,2,0,BSC6900GSMDSP,"DSP No.=17, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=18_9_2",18,DPUF_TC,UNINHIBITED,26_2_9_18,9,2,0,BSC6900GSMDSP,"DSP No.=18, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=19_9_2",19,DPUF_TC,UNINHIBITED,26_2_9_19,9,2,0,BSC6900GSMDSP,"DSP No.=19, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=20_9_2",20,DPUF_TC,UNINHIBITED,26_2_9_20,9,2,0,BSC6900GSMDSP,"DSP No.=20, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=21_9_2",21,DPUF_TC,UNINHIBITED,26_2_9_21,9,2,0,BSC6900GSMDSP,"DSP No.=21, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=22_9_2",22,DPUF_TC,UNINHIBITED,26_2_9_22,9,2,0,BSC6900GSMDSP,"DSP No.=22, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=23_9_2",23,DPUF_TC,UNINHIBITED,26_2_9_23,9,2,0,BSC6900GSMDSP,"DSP No.=23, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=24_9_2",24,DPUF_TC,UNINHIBITED,26_2_9_24,9,2,0,BSC6900GSMDSP,"DSP No.=24, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=25_9_2",25,DPUF_TC,UNINHIBITED,26_2_9_25,9,2,0,BSC6900GSMDSP,"DSP No.=25, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=26_9_2",26,DPUF_TC,UNINHIBITED,26_2_9_26,9,2,0,BSC6900GSMDSP,"DSP No.=26, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=27_9_2",27,DPUF_TC,UNINHIBITED,26_2_9_27,9,2,0,BSC6900GSMDSP,"DSP No.=27, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=28_9_2",28,DPUF_TC,UNINHIBITED,26_2_9_28,9,2,0,BSC6900GSMDSP,"DSP No.=28, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=29_9_2",29,DPUF_TC,UNINHIBITED,26_2_9_29,9,2,0,BSC6900GSMDSP,"DSP No.=29, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=30_9_2",30,DPUF_TC,UNINHIBITED,26_2_9_30,9,2,0,BSC6900GSMDSP,"DSP No.=30, Slot No.=9, Subrack No.=2",26
FTBSC02,"NE=280,DSP=31_9_2",31,DPUF_TC,UNINHIBITED,26_2_9_31,9,2,0,BSC6900GSMDSP,"DSP No.=31, Slot No.=9, Subrack No.=2",26
