begintime,sk_object,1282449671,1282449672,1282449673,1282449674,duration
2022-03-01 00:00:00,501460.0,800.13728,1068.3332,1888.9241,2363.8057,PT3600S
2022-03-01 00:00:00,501461.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,501489.0,883.79118,1101.0708,2227.1002,2650.2536,PT3600S
2022-03-01 00:00:00,501533.0,1056.5352,1352.342,2436.016,3164.0019,PT3600S
2022-03-01 00:00:00,501534.0,171.51854,342.14493,725.49044,1009.7873,PT3600S
2022-03-01 00:00:00,501674.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,501675.0,106.64338,189.1872,361.23841,547.9828,PT3600S
2022-03-01 00:00:00,501745.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,501747.0,138.97729,205.5928,517.13419,684.51693,PT3600S
2022-03-01 00:00:00,501748.0,26.450269,62.594533,129.47727,265.25,PT3600S
2022-03-01 00:00:00,501820.0,167.22598,266.5788,391.50577,595.97347,PT3600S
2022-03-01 00:00:00,501823.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,501825.0,33.096451,91.5564,98.255802,198.58293,PT3600S
2022-03-01 00:00:00,501911.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,502011.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,502012.0,1519.0153,1961.6849,4078.1671,4790.3711,PT3600S
2022-03-01 00:00:00,502013.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,502014.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,502017.0,2017.5555,2325.9713,4646.3,5418.5467,PT3600S
2022-03-01 00:00:00,502100.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,502102.0,482.69297,670.9696,1224.3764,1569.6876,PT3600S
2022-03-01 00:00:00,502103.0,118.76496,175.66427,383.13644,546.07613,PT3600S
2022-03-01 00:00:00,502159.0,196.46838,314.95813,669.65934,1136.0387,PT3600S
2022-03-01 00:00:00,502161.0,1319.224,1830.75,3340.6282,4059.2813,PT3600S
