begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,L.Thrp.bits.DL
2022-02-02,"4G_BINTUMANI/Cell:eNodeB Function Name=4G_BINTUMANI,Local Cell ID=3,Cell Name=4G_BINTUMANI-3,eNodeB ID=5006,Cell FDD TDD indication=CELL_FDD",808925.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,329182840400.0
2022-02-02,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN,Local Cell ID=1,Cell Name=4G_KALABATOWN-1,eNodeB ID=5035,Cell FDD TDD indication=CELL_FDD",809094.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,681911777280.0
2022-02-03,"4G_BINTUMANI/Cell:eNodeB Function Name=4G_BINTUMANI,Local Cell ID=3,Cell Name=4G_BINTUMANI-3,eNodeB ID=5006,Cell FDD TDD indication=CELL_FDD",808925.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,230770397544.0
2022-02-03,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN,Local Cell ID=1,Cell Name=4G_KALABATOWN-1,eNodeB ID=5035,Cell FDD TDD indication=CELL_FDD",809094.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,666847597008.0
2022-02-04,"4G_BINTUMANI/Cell:eNodeB Function Name=4G_BINTUMANI,Local Cell ID=3,Cell Name=4G_BINTUMANI-3,eNodeB ID=5006,Cell FDD TDD indication=CELL_FDD",808925.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,264266107048.0
2022-02-04,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN,Local Cell ID=1,Cell Name=4G_KALABATOWN-1,eNodeB ID=5035,Cell FDD TDD indication=CELL_FDD",809094.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,678867119880.0
2022-02-05,"4G_BINTUMANI/Cell:eNodeB Function Name=4G_BINTUMANI,Local Cell ID=3,Cell Name=4G_BINTUMANI-3,eNodeB ID=5006,Cell FDD TDD indication=CELL_FDD",808925.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,261959961024.0
2022-02-05,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN,Local Cell ID=1,Cell Name=4G_KALABATOWN-1,eNodeB ID=5035,Cell FDD TDD indication=CELL_FDD",809094.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,677261503096.0
2022-02-06,"4G_BINTUMANI/Cell:eNodeB Function Name=4G_BINTUMANI,Local Cell ID=3,Cell Name=4G_BINTUMANI-3,eNodeB ID=5006,Cell FDD TDD indication=CELL_FDD",808925.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,222479808032.0
2022-02-06,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN,Local Cell ID=1,Cell Name=4G_KALABATOWN-1,eNodeB ID=5035,Cell FDD TDD indication=CELL_FDD",809094.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,689592502784.0
2022-02-08,"4G_BINTUMANI/Cell:eNodeB Function Name=4G_BINTUMANI,Local Cell ID=3,Cell Name=4G_BINTUMANI-3,eNodeB ID=5006,Cell FDD TDD indication=CELL_FDD",808925.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,202439669312.0
