begintime,duration,object,20001225,20001226,20001227
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,Sccpch=16",1713.0,1581.0,2968.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,Sccpch=20",0.0,0.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,Sccpch=1016",1339.0,986.0,1384.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,Sccpch=1020",0.0,0.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,Sccpch=2016",7452.0,6386.0,8813.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,Sccpch=2020",0.0,0.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=2,Sccpch=3016",1921.0,1233.0,1681.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=2,Sccpch=3020",0.0,0.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=1,Sccpch=4016",8870.0,8067.0,10418.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=1,Sccpch=4020",0.0,0.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=2,Sccpch=5016",3147.0,2208.0,3427.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=2,Sccpch=5020",0.0,0.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=4,Carrier=1,Sccpch=6016",3758.0,3223.0,4053.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=4,Carrier=1,Sccpch=6020",0.0,0.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=4,Carrier=2,Sccpch=7016",329.0,191.0,148.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=4,Carrier=2,Sccpch=7020",0.0,0.0,0.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,Sccpch=16",3429.0,2756.0,4093.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,Sccpch=20",0.0,0.0,0.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,Sccpch=1016",2665.0,2208.0,2774.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,Sccpch=1020",0.0,0.0,0.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,Sccpch=3016",1958.0,1443.0,2389.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,Sccpch=3020",0.0,0.0,0.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=2,Sccpch=4016",1454.0,1114.0,1762.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=2,Sccpch=4020",0.0,0.0,0.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=1,Sccpch=6016",3887.0,3310.0,5427.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=1,Sccpch=6020",0.0,0.0,0.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=2,Sccpch=7016",4522.0,3730.0,5501.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=2,Sccpch=7020",0.0,0.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,Sccpch=16",2233.0,1915.0,2240.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,Sccpch=20",0.0,0.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,Sccpch=1016",3847.0,3001.0,4532.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,Sccpch=1020",0.0,0.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,Sccpch=3016",944.0,693.0,898.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,Sccpch=3020",0.0,0.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=2,Sccpch=4016",1704.0,1226.0,1676.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=2,Sccpch=4020",0.0,0.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=1,Sccpch=6016",5664.0,4456.0,7069.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=1,Sccpch=6020",0.0,0.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=2,Sccpch=7016",4341.0,3676.0,5180.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=2,Sccpch=7020",0.0,0.0,0.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,Sccpch=16",1638.0,1353.0,2082.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,Sccpch=20",0.0,0.0,0.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,Sccpch=1016",1571.0,1266.0,1793.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,Sccpch=1020",0.0,0.0,0.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,Sccpch=2016",9073.0,7692.0,12246.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,Sccpch=2020",0.0,0.0,0.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=2,Sccpch=3016",1714.0,1168.0,1253.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=2,Sccpch=3020",0.0,0.0,0.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=1,Sccpch=4016",8912.0,8921.0,11987.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=1,Sccpch=4020",0.0,0.0,0.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=2,Sccpch=5016",1973.0,1432.0,1714.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=2,Sccpch=5020",0.0,0.0,0.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=4,Carrier=1,Sccpch=6016",2522.0,2160.0,3200.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=4,Carrier=1,Sccpch=6020",0.0,0.0,0.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=4,Carrier=2,Sccpch=7016",131.0,103.0,64.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=4,Carrier=2,Sccpch=7020",0.0,0.0,0.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,Sccpch=16",2448.0,2011.0,3170.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,Sccpch=20",0.0,0.0,0.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,Sccpch=1016",2125.0,1845.0,2263.0
2021-09-26 20:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,Sccpch=1020",0.0,0.0,0.0
