nodename,peernodename,mapping_name
G09_Busumbala 3_2,G_Busumbala 3@Busumbala 3,cell_site
G09_Busumbala 3_3,G_Busumbala 3@Busumbala 3,cell_site
G09_Brikama Jamisa II_1,G_Brikama Jamisa II@Brikama Jamisa II,cell_site
G09_Brikama Jamisa II_2,G_Brikama Jamisa II@Brikama Jamisa II,cell_site
G09_Brikama Jamisa II_3,G_Brikama Jamisa II@Brikama Jamisa II,cell_site
G09_Lamin Sanchaba_1,G_Lamin Sanchaba@Lamin Sanchaba,cell_site
G09_Lamin Sanchaba_2,G_Lamin Sanchaba@Lamin Sanchaba,cell_site
G09_Lamin Sanchaba_3,G_Lamin Sanchaba@Lamin Sanchaba,cell_site
G09_Yundum Medina II_1,G_Yundum Medina II@Yundum Medina II,cell_site
G09_Yundum Medina II_2,G_Yundum Medina II@Yundum Medina II,cell_site
G09_Yundum Medina II_3,G_Yundum Medina II@Yundum Medina II,cell_site
G09_Sinchu Alagie 2_1,G_Sinchu Alagie 2@Sinchu Alagie 2,cell_site
G09_Sinchu Alagie 2_2,G_Sinchu Alagie 2@Sinchu Alagie 2,cell_site
G09_Sinchu Alagie 2_3,G_Sinchu Alagie 2@Sinchu Alagie 2,cell_site
G09_Allunghari_1,G_Allunghari@Allunghari,cell_site
G09_Allunghari_2,G_Allunghari@Allunghari,cell_site
G09_Allunghari_3,G_Allunghari@Allunghari,cell_site
G09_Brufut TAF Estate_1,G_Brufut TAF Estate@Brufut TAF Estate,cell_site
G09_Brufut TAF Estate_2,G_Brufut TAF Estate@Brufut TAF Estate,cell_site
G09_Brufut TAF Estate_3,G_Brufut TAF Estate@Brufut TAF Estate,cell_site
G09_Mansajang_1,G_Mansajang@Mansajang,cell_site
G09_Mansajang_2,G_Mansajang@Mansajang,cell_site
G09_Mansajang_3,G_Mansajang@Mansajang,cell_site
G09_Test_1,G_Test@Test,cell_site
G_Banjul Tower@Banjul Tower,BSC,Abis
G_HQ@HQ,BSC,Abis
G_Kaiaf@Kaiaf,BSC,Abis
G_Dobson@Dobson,BSC,Abis
G_Kaur@Kaur,BSC,Abis
G_Airport@Airport,BSC,Abis
G_Arab Islamic Bank@Arab Islamic Bank,BSC,Abis
G_Bajakunda@Baja Kunda,BSC,Abis
G_Brikama Ba@Brikama Ba,BSC,Abis
G_Jambur@Jambur,BSC,Abis
G_Basori@Basori,BSC,Abis
G_White Building@White Building,BSC,Abis
G_Earth Station@Earth Station,BSC,Abis
G_Fass@Fass,BSC,Abis
G_Fatoto@Fatoto,BSC,Abis
G_Gunjur@Gunjur,BSC,Abis
G_Senegambia@Senegambia,BSC,Abis
G_Sukuta-Jabang Highway@Sukuta-Jabang Highway,BSC,Abis
G_Jabang Estate@Jabang Estate,BSC,Abis
G_Kwenilla@Kwenilla,BSC,Abis
G_Lamin@Lamin,BSC,Abis
G_Mansakonko@Mansakonko,BSC,Abis
G_Ndugu Kebbeh@Ndugu Kebbeh,BSC,Abis
G_Sanyang@Sanyang,BSC,Abis
G_Serra Kunda Mkt Bldg@Serra Kunda Mkt Bldg,BSC,Abis
G_Sinchubaliya@Sinchubaliya,BSC,Abis
G_Somo Bldg@Somo Bldg,BSC,Abis
G_Sudowol@Sudowol,BSC,Abis
G_Bundung@Bundung,BSC,Abis
G_Faji Kunda@Faji Kunda,BSC,Abis
G_New Jeshwang@New Jeshwang,BSC,Abis
G_Kabafita@Kabafita,BSC,Abis
G_Mandinari@Mandinari,BSC,Abis
G_Illiassa@Illiassa,BSC,Abis
G_Essau@Essau,BSC,Abis
G_Denton Bridge@Denton Bridge,BSC,Abis
G_Kubariko@Kubariko,BSC,Abis
G_Farato-Paradise City@Farato-Paradise City,BSC,Abis
G_Tabokoto@Tabokoto,BSC,Abis
G_Ebo Town@Ebo Town,BSC,Abis
G_Busumbala II@Busumbala II,BSC,Abis
G_Farafenni 2@Farafenni 2,BSC,Abis
G_Busumbala@Busumbala,BSC,Abis
G_Brikama II@Brikama II,BSC,Abis
G_Kartong@Kartong,BSC,Abis
G_Test@Test,BSC,Abis
G_Brikama Tower@Brikama Tower,BSC,Abis
G_Marakissa@Marakissa,BSC,Abis
G_Nema Kunku@Nema Kunku,BSC,Abis
G_Kombo Kerewan@Kombo Kerewan,BSC,Abis
G_Somita@Somita,BSC,Abis
G_Jiboroh@Jiboroh,BSC,Abis
G_Kerr Jarga,BSC,Abis
G_Sheraton@Sheraton,BSC,Abis
G_Bakadagi@Bakadagi,BSC,Abis
G_Gamstar@Gamstar,BSC,Abis
G_Gamtel Bakau@Gamtel Bakau,BSC,Abis
G_Bato Kunku@Bato Kunku,BSC,Abis
G_Ngeyen Sanjal@Ngeyen Sanjal,BSC,Abis
G_Tanji@Tanji,BSC,Abis
G_Brikama UTG@Brikama UTG,BSC,Abis
G_Brikama Cow@Brikama Cow,BSC,Abis
G_Tendaba Camp,BSC,Abis
G_Kudang@Kudang,BSC,Abis
G_Bulock@Bulock,BSC,Abis
G_Kerewan@Kerewan,BSC,Abis
G_Kanuma@Kanuma,BSC,Abis
G_Brusubi@Brusubi,BSC,Abis
G_Kalaji@Kalaji,BSC,Abis
G_Sibanor@Sibanor,BSC,Abis
G_Farababanta@Farababanta,BSC,Abis
G_Pakali Ba@Pakali Ba,BSC,Abis
G_Farafenni@Farafenni,BSC,Abis
G_Nemasu@Nemasu,BSC,Abis
G_Bansang@Bansang,BSC,Abis
G_Basse@Basse,BSC,Abis
G_Kuntaur@Kuntaur,BSC,Abis
G_Diabugu@Diabugu,BSC,Abis
G_George Town@George Town,BSC,Abis
G_Bijilo Tower@Bijilo Tower,BSC,Abis
G_Numuyel@Numuyel,BSC,Abis
G_Sukuta@Sukuta,BSC,Abis
G_Kanilai Village@Kanilai Village,BSC,Abis
G_Comium Residence@Comium Residence,BSC,Abis
G_Mariama Kunda@Mariama Kunda,BSC,Abis
G_Old Yundum@Old Yundum,BSC,Abis
G_White House@White House,BSC,Abis
G_SOS@SOS,BSC,Abis
G_Future Lecce@Future Lecce,BSC,Abis
G_Saad Raslan@Saad Raslan,BSC,Abis
G_Soul Samba Street@Soul Samba Street,BSC,Abis
G_Minteh Kunda@Minteh Kunda,BSC,Abis
G_Bureng@Bureng,BSC,Abis
G_Brufut_Mkt@Brufut_Mkt,BSC,Abis
G_Sifo@Sifo,BSC,Abis
G_Brikama Medina@Brikama Medina,BSC,Abis
G_Busumbala Central@Busumbala Central,BSC,Abis
G_Brikama Newtown@Brikama Newtown,BSC,Abis
G_Farato@Farato,BSC,Abis
G_Jambajelli@Jambajelli,BSC,Abis
G_Sk Primary School@Sk Primary School,BSC,Abis
G_Lamin 2@Lamin 2,BSC,Abis
G_Banjul Hope Street@Banjul Hope Street,BSC,Abis
G_Farato 2@Farato 2,BSC,Abis
G_Brikama Sanchaba@Brikama Sanchaba,BSC,Abis
G_Brufut Medina@Brufut Medina,BSC,Abis
G_Kunkujang Keitaya@Kunkujang Keitaya,BSC,Abis
G_Lamin Babylon@Lamin Babylon,BSC,Abis
G_LK Sabiji Market@LK Sabiji Market,BSC,Abis
G_Sukuta 2@Sukuta 2,BSC,Abis
G_Jalambang@Jalambang,BSC,Abis
G_Jabang@Jabang,BSC,Abis
G_Kanifing Estate@Kanifing Estate,BSC,Abis
G_Kerr Seringe@Kerr Seringe,BSC,Abis
G_LK School@LK School,BSC,Abis
G_Califonia@Califonia,BSC,Abis
G_Mamuda@Mamuda,BSC,Abis
G_Tujereng Estate@Tujereng Estate,BSC,Abis
G_Brufut_Nema@Brufut_Nema,BSC,Abis
G_Latriya@Latriya,BSC,Abis
G_Old Yundum 3@Old Yundum 3,BSC,Abis
G_Sanchaba Touba@Sanchaba Touba,BSC,Abis
G_Sinchu Sorry@Sinchu Sorry,BSC,Abis
G_Welingara@Welingara,BSC,Abis
G_Yundum Medina@Yundum Medina,BSC,Abis
G_Bakau Newtown@Bakau Newtown,BSC,Abis
G_GTMI@GTMI,BSC,Abis
G_Kololi-Palma Junction@Kololi-Palma Junction,BSC,Abis
G_Yuna@Yuna,BSC,Abis
G_Lamin Daranka@Lamin Daranka,BSC,Abis
G_Manjai@Manjai,BSC,Abis
G_Busumbala 4@Busumbala 4,BSC,Abis
G_Lamin Sateyba@Lamin Sateyba,BSC,Abis
G_Banjulinding@Banjulinding,BSC,Abis
G_Bijilo II@Bijilo II,BSC,Abis
G_Gouygui Market@Gouygui Market,BSC,Abis
G_Gunjur 2@Gunjur 2,BSC,Abis
G_Sanyang 2@Sanyang 2,BSC,Abis
G_Brusubi 2@Brusubi 2,BSC,Abis
G_Busumbala 3@Busumbala 3,BSC,Abis
G_Brikama Jamisa II@Brikama Jamisa II,BSC,Abis
G_Lamin Sanchaba@Lamin Sanchaba,BSC,Abis
G_Yundum Medina II@Yundum Medina II,BSC,Abis
G_Sinchu Alagie 2@Sinchu Alagie 2,BSC,Abis
G_Allunghari@Allunghari,BSC,Abis
G_Brufut TAF Estate@Brufut TAF Estate,BSC,Abis
G_Mansajang@Mansajang,BSC,Abis
G09_Arab Islamic Bank_3,G09_Nema Kunku_2,GSM_cell_relation
G_George Town@George Town,G09_Nema Kunku_2,GSM_cell_relation
G09_HQ_1,G09_Nema Kunku_2,GSM_cell_relation
G_Airport@Airport,G09_Nema Kunku_2,GSM_cell_relation
G09_HQ_2,G09_Nema Kunku_2,GSM_cell_relation
G09_Arab Islamic Bank_1,G09_Nema Kunku_3,GSM_cell_relation
G_Fatoto@Fatoto,G09_Nema Kunku_3,GSM_cell_relation
G09_Arab Islamic Bank_3,G09_Nema Kunku_3,GSM_cell_relation
G_George Town@George Town,G09_Nema Kunku_3,GSM_cell_relation
G09_Ebo Town_1,G09_Nema Kunku_3,GSM_cell_relation
G09_Jabang Estate_3,G09_Brufut_Mkt_1,GSM_cell_relation
G09_Jabang Estate_3,G09_Brufut_Mkt_2,GSM_cell_relation
G09_Jabang Estate_1,G09_Brufut_Mkt_2,GSM_cell_relation
G_Farato-Paradise City@Farato-Paradise City,G09_Brufut_Mkt_2,GSM_cell_relation
G09_Denton Bridge_1,G09_HQ_2,GSM_cell_relation
G09_Denton Bridge_2,G09_HQ_2,GSM_cell_relation
G09_Future Lecce_2,G09_Ebo Town_3,GSM_cell_relation
G_Banjul Tower@Banjul Tower,G09_Ebo Town_3,GSM_cell_relation
G09_White Building_1,G09_Ebo Town_3,GSM_cell_relation
G_Earth Station@Earth Station,G09_Ebo Town_3,GSM_cell_relation
G09_Earth Station_1,G09_Ebo Town_3,GSM_cell_relation
G_Bundung@Bundung,G09_Ebo Town_3,GSM_cell_relation
G09_Gamtel Bakau_3,G09_Ebo Town_3,GSM_cell_relation
G_Bakadagi@Bakadagi,G09_Ebo Town_3,GSM_cell_relation
G09_Nemasu_2,G09_Ebo Town_3,GSM_cell_relation
G_Mamuda@Mamuda,G09_Ebo Town_3,GSM_cell_relation
G09_Sinchubaliya_1,G09_Ebo Town_3,GSM_cell_relation
G_Sinchu Alagie 2@Sinchu Alagie 2,G09_Ebo Town_3,GSM_cell_relation
G09_Sinchubaliya_2,G09_Ebo Town_3,GSM_cell_relation
G_Allunghari@Allunghari,G09_Ebo Town_3,GSM_cell_relation
G09_Soul Samba Street_3,G09_Ebo Town_3,GSM_cell_relation
G09_Tabokoto_1,G09_Ebo Town_3,GSM_cell_relation
G09_Tabokoto_3,G09_Ebo Town_3,GSM_cell_relation
G09_White House_1,G09_Ebo Town_3,GSM_cell_relation
G09_Bundung_1,G09_Ebo Town_3,GSM_cell_relation
G09_Bundung_2,G09_Ebo Town_3,GSM_cell_relation
G09_Bundung_3,G09_Ebo Town_3,GSM_cell_relation
G09_Denton Bridge_1,G09_Ebo Town_3,GSM_cell_relation
G09_Nema Kunku_1,G09_Ebo Town_3,GSM_cell_relation
G09_Nema Kunku_3,G09_Ebo Town_3,GSM_cell_relation
G09_Airport_2,G09_Kubariko_1,GSM_cell_relation
G_Brikama UTG@Brikama UTG,G09_Kubariko_1,GSM_cell_relation
G09_Basori_1,G09_Farato-Paradise City_2,GSM_cell_relation
G_Pakali Ba@Pakali Ba,G09_Farato-Paradise City_2,GSM_cell_relation
G09_Basori_1,G09_Farato-Paradise City_3,GSM_cell_relation
G_Pakali Ba@Pakali Ba,G09_Farato-Paradise City_3,GSM_cell_relation
G09_Basori_1,G09_Kombo Kerewan_1,GSM_cell_relation
G_Pakali Ba@Pakali Ba,G09_Kombo Kerewan_1,GSM_cell_relation
G09_Basori_1,G09_Kombo Kerewan_2,GSM_cell_relation
G_Pakali Ba@Pakali Ba,G09_Kombo Kerewan_2,GSM_cell_relation
G09_Basori_1,G09_Kombo Kerewan_3,GSM_cell_relation
G_Pakali Ba@Pakali Ba,G09_Kombo Kerewan_3,GSM_cell_relation
G09_Basori_1,G09_Mandinari_1,GSM_cell_relation
G_Pakali Ba@Pakali Ba,G09_Mandinari_1,GSM_cell_relation
G09_Basori_1,G09_Mandinari_2,GSM_cell_relation
G_Pakali Ba@Pakali Ba,G09_Mandinari_2,GSM_cell_relation
G09_Basori_1,G09_Brikama Cow_1,GSM_cell_relation
G_Pakali Ba@Pakali Ba,G09_Brikama Cow_1,GSM_cell_relation
G09_Basori_1,G09_Brikama Cow_3,GSM_cell_relation
G_Pakali Ba@Pakali Ba,G09_Brikama Cow_3,GSM_cell_relation
G09_Basori_1,G09_Brikama Cow_2,GSM_cell_relation
G_Pakali Ba@Pakali Ba,G09_Brikama Cow_2,GSM_cell_relation
G09_Basori_2,G09_Brikama UTG_1,GSM_cell_relation
G_Kombo Kerewan@Kombo Kerewan,G09_Brikama UTG_1,GSM_cell_relation
G09_Basori_2,G09_Mandinari_1,GSM_cell_relation
G_Kombo Kerewan@Kombo Kerewan,G09_Mandinari_1,GSM_cell_relation
G09_Basori_2,G09_Kubariko_3,GSM_cell_relation
G_Kombo Kerewan@Kombo Kerewan,G09_Kubariko_3,GSM_cell_relation
G09_Basori_2,G09_Farato-Paradise City_3,GSM_cell_relation
G_Kombo Kerewan@Kombo Kerewan,G09_Farato-Paradise City_3,GSM_cell_relation
G09_Basori_2,G09_Kombo Kerewan_1,GSM_cell_relation
G_Kombo Kerewan@Kombo Kerewan,G09_Kombo Kerewan_1,GSM_cell_relation
G09_Basori_2,G09_Kombo Kerewan_2,GSM_cell_relation
G_Kombo Kerewan@Kombo Kerewan,G09_Kombo Kerewan_2,GSM_cell_relation
G09_Basori_2,G09_Kombo Kerewan_3,GSM_cell_relation
G_Kombo Kerewan@Kombo Kerewan,G09_Kombo Kerewan_3,GSM_cell_relation
G09_Basori_2,G09_Mandinari_2,GSM_cell_relation
G_Kombo Kerewan@Kombo Kerewan,G09_Mandinari_2,GSM_cell_relation
G09_Basori_2,G09_Brikama Cow_1,GSM_cell_relation
G_Kombo Kerewan@Kombo Kerewan,G09_Brikama Cow_1,GSM_cell_relation
G09_Basori_2,G09_Brikama Cow_2,GSM_cell_relation
G_Kombo Kerewan@Kombo Kerewan,G09_Brikama Cow_2,GSM_cell_relation
G09_Basori_3,G09_Farato-Paradise City_1,GSM_cell_relation
G_Sanyang@Sanyang,G09_Farato-Paradise City_1,GSM_cell_relation
G09_Basori_3,G09_Farato-Paradise City_2,GSM_cell_relation
G_Sanyang@Sanyang,G09_Farato-Paradise City_2,GSM_cell_relation
G09_Basori_3,G09_Farato-Paradise City_3,GSM_cell_relation
G_Sanyang@Sanyang,G09_Farato-Paradise City_3,GSM_cell_relation
G09_Basori_3,G09_Kubariko_1,GSM_cell_relation
G_Sanyang@Sanyang,G09_Kubariko_1,GSM_cell_relation
G09_Basori_3,G09_Kombo Kerewan_1,GSM_cell_relation
G_Sanyang@Sanyang,G09_Kombo Kerewan_1,GSM_cell_relation
G09_Basori_3,G09_Kombo Kerewan_2,GSM_cell_relation
G_Sanyang@Sanyang,G09_Kombo Kerewan_2,GSM_cell_relation
G09_Basori_3,G09_Kombo Kerewan_3,GSM_cell_relation
G_Sanyang@Sanyang,G09_Kombo Kerewan_3,GSM_cell_relation
G09_Basori_3,G09_Mandinari_1,GSM_cell_relation
G_Sanyang@Sanyang,G09_Mandinari_1,GSM_cell_relation
G09_Basori_3,G09_Kubariko_2,GSM_cell_relation
G_Sanyang@Sanyang,G09_Kubariko_2,GSM_cell_relation
G09_Basori_3,G09_Kubariko_3,GSM_cell_relation
G_Sanyang@Sanyang,G09_Kubariko_3,GSM_cell_relation
G09_Basori_3,G09_Brikama Cow_3,GSM_cell_relation
G_Sanyang@Sanyang,G09_Brikama Cow_3,GSM_cell_relation
G09_Basori_3,G09_Brikama Cow_2,GSM_cell_relation
G_Sanyang@Sanyang,G09_Brikama Cow_2,GSM_cell_relation
G09_Farato-Paradise City_2,G09_Basori_1,GSM_cell_relation
G09_Farato-Paradise City_2,G_Pakali Ba@Pakali Ba,GSM_cell_relation
G09_Farato-Paradise City_3,G09_Basori_1,GSM_cell_relation
G09_Farato-Paradise City_3,G_Pakali Ba@Pakali Ba,GSM_cell_relation
G09_Kombo Kerewan_1,G09_Basori_1,GSM_cell_relation
G09_Kombo Kerewan_1,G_Pakali Ba@Pakali Ba,GSM_cell_relation
G09_Kombo Kerewan_2,G09_Basori_1,GSM_cell_relation
G09_Kombo Kerewan_2,G_Pakali Ba@Pakali Ba,GSM_cell_relation
G09_Kombo Kerewan_3,G09_Basori_1,GSM_cell_relation
G09_Kombo Kerewan_3,G_Pakali Ba@Pakali Ba,GSM_cell_relation
G09_Mandinari_1,G09_Basori_1,GSM_cell_relation
G09_Mandinari_1,G_Pakali Ba@Pakali Ba,GSM_cell_relation
G09_Mandinari_2,G09_Basori_1,GSM_cell_relation
G09_Mandinari_2,G_Pakali Ba@Pakali Ba,GSM_cell_relation
G09_Mandinari_3,G09_Basori_1,GSM_cell_relation
G09_Mandinari_3,G_Pakali Ba@Pakali Ba,GSM_cell_relation
G09_Brikama Cow_3,G09_Basori_1,GSM_cell_relation
G09_Brikama Cow_3,G_Pakali Ba@Pakali Ba,GSM_cell_relation
G09_Brikama Cow_1,G09_Basori_1,GSM_cell_relation
G09_Brikama Cow_1,G_Pakali Ba@Pakali Ba,GSM_cell_relation
G09_Brikama Cow_2,G09_Basori_1,GSM_cell_relation
G09_Brikama Cow_2,G_Pakali Ba@Pakali Ba,GSM_cell_relation
G09_Farato-Paradise City_3,G09_Basori_2,GSM_cell_relation
G09_Farato-Paradise City_3,G_Kombo Kerewan@Kombo Kerewan,GSM_cell_relation
G09_Kombo Kerewan_1,G09_Basori_2,GSM_cell_relation
G09_Kombo Kerewan_1,G_Kombo Kerewan@Kombo Kerewan,GSM_cell_relation
G09_Kombo Kerewan_2,G09_Basori_2,GSM_cell_relation
G09_Kombo Kerewan_2,G_Kombo Kerewan@Kombo Kerewan,GSM_cell_relation
G09_Kombo Kerewan_3,G09_Basori_2,GSM_cell_relation
G09_Kombo Kerewan_3,G_Kombo Kerewan@Kombo Kerewan,GSM_cell_relation
G09_Mandinari_1,G09_Basori_2,GSM_cell_relation
G09_Mandinari_1,G_Kombo Kerewan@Kombo Kerewan,GSM_cell_relation
G09_Mandinari_2,G09_Basori_2,GSM_cell_relation
G09_Mandinari_2,G_Kombo Kerewan@Kombo Kerewan,GSM_cell_relation
G09_Kubariko_3,G09_Basori_2,GSM_cell_relation
G09_Kubariko_3,G_Kombo Kerewan@Kombo Kerewan,GSM_cell_relation
G09_Brikama Cow_3,G09_Basori_2,GSM_cell_relation
G09_Brikama Cow_3,G_Kombo Kerewan@Kombo Kerewan,GSM_cell_relation
G09_Brikama Cow_1,G09_Basori_2,GSM_cell_relation
G09_Brikama Cow_1,G_Kombo Kerewan@Kombo Kerewan,GSM_cell_relation
G09_Brikama Cow_2,G09_Basori_2,GSM_cell_relation
G09_Brikama Cow_2,G_Kombo Kerewan@Kombo Kerewan,GSM_cell_relation
G09_Kubariko_1,G09_Basori_3,GSM_cell_relation
G09_Kubariko_1,G_Sanyang@Sanyang,GSM_cell_relation
G09_Kubariko_2,G09_Basori_3,GSM_cell_relation
G09_Kubariko_2,G_Sanyang@Sanyang,GSM_cell_relation
G09_Kombo Kerewan_1,G09_Basori_3,GSM_cell_relation
G09_Kombo Kerewan_1,G_Sanyang@Sanyang,GSM_cell_relation
G09_Kombo Kerewan_2,G09_Basori_3,GSM_cell_relation
G09_Kombo Kerewan_2,G_Sanyang@Sanyang,GSM_cell_relation
G09_Kombo Kerewan_3,G09_Basori_3,GSM_cell_relation
G09_Kombo Kerewan_3,G_Sanyang@Sanyang,GSM_cell_relation
G09_Mandinari_1,G09_Basori_3,GSM_cell_relation
G09_Mandinari_1,G_Sanyang@Sanyang,GSM_cell_relation
G09_Mandinari_2,G09_Basori_3,GSM_cell_relation
G09_Mandinari_2,G_Sanyang@Sanyang,GSM_cell_relation
G09_Mandinari_3,G09_Basori_3,GSM_cell_relation
G09_Mandinari_3,G_Sanyang@Sanyang,GSM_cell_relation
G09_Kubariko_3,G09_Basori_3,GSM_cell_relation
G09_Kubariko_3,G_Sanyang@Sanyang,GSM_cell_relation
G09_Brikama II_1,G09_Basori_3,GSM_cell_relation
G09_Brikama II_1,G_Sanyang@Sanyang,GSM_cell_relation
G09_Brikama Cow_1,G09_Kabafita_2,GSM_cell_relation
G09_Brikama Cow_1,G09_Kabafita_3,GSM_cell_relation
G09_Brikama Cow_1,G09_Farato-Paradise City_2,GSM_cell_relation
G09_Brikama Cow_2,G09_Farato-Paradise City_2,GSM_cell_relation
G09_Kabafita_2,G09_Brikama Cow_1,GSM_cell_relation
G09_Kabafita_3,G09_Brikama Cow_1,GSM_cell_relation
G09_Farato-Paradise City_2,G09_Brikama Cow_1,GSM_cell_relation
G09_Farato-Paradise City_2,G09_Brikama Cow_2,GSM_cell_relation
G09_Brikama UTG_1,G09_Brikama Cow_3,GSM_cell_relation
G09_Brikama Cow_3,G09_Brikama UTG_1,GSM_cell_relation
G09_Arab Islamic Bank_1,G09_SOS_3,GSM_cell_relation
G09_Arab Islamic Bank_1,G_GTMI@GTMI,GSM_cell_relation
G_Fatoto@Fatoto,G09_SOS_3,GSM_cell_relation
G_Fatoto@Fatoto,G_GTMI@GTMI,GSM_cell_relation
G09_Brikama Cow_3,G09_Kabafita_3,GSM_cell_relation
G09_Kabafita_3,G09_Brikama Cow_3,GSM_cell_relation
G09_Brikama Cow_1,G09_Farato-Paradise City_1,GSM_cell_relation
G09_Brikama Cow_1,G09_Brikama UTG_1,GSM_cell_relation
G09_Brikama Cow_1,G09_Brikama UTG_3,GSM_cell_relation
G09_Brikama Cow_1,G09_Kabafita_1,GSM_cell_relation
G09_Brikama Cow_2,G09_Kabafita_3,GSM_cell_relation
G09_Brikama Cow_2,G09_Brikama UTG_1,GSM_cell_relation
G09_Brikama Cow_2,G09_Brikama UTG_3,GSM_cell_relation
G09_Brikama Cow_2,G09_Kabafita_1,GSM_cell_relation
G09_Brikama Cow_2,G09_Kabafita_2,GSM_cell_relation
G09_Brikama Cow_3,G09_Farato-Paradise City_1,GSM_cell_relation
G09_Brikama Cow_3,G09_Kabafita_1,GSM_cell_relation
G09_Future Lecce_3,G09_Somo Bldg_3,GSM_cell_relation
G_Serra Kunda Mkt Bldg@Serra Kunda Mkt Bldg,G09_Somo Bldg_3,GSM_cell_relation
G09_Ebo Town_1,G09_Nema Kunku_2,GSM_cell_relation
G09_Ebo Town_3,G09_Nema Kunku_2,GSM_cell_relation
G09_Ebo Town_3,G09_Earth Station_3,GSM_cell_relation
G09_Ebo Town_3,G_New Jeshwang@New Jeshwang,GSM_cell_relation
G09_New Jeshwang_3,G09_Soul Samba Street_1,GSM_cell_relation
G09_Nemasu_1,G09_Arab Islamic Bank_1,GSM_cell_relation
G09_Nemasu_1,G_Fatoto@Fatoto,GSM_cell_relation
G_Califonia@Califonia,G09_Arab Islamic Bank_1,GSM_cell_relation
G_Califonia@Califonia,G_Fatoto@Fatoto,GSM_cell_relation
G09_Saad Raslan_1,G09_White House_2,GSM_cell_relation
G_Banjulinding@Banjulinding,G09_White House_2,GSM_cell_relation
G09_Soul Samba Street_1,G09_New Jeshwang_3,GSM_cell_relation
G09_SOS_3,G09_Arab Islamic Bank_1,GSM_cell_relation
G09_SOS_3,G_Fatoto@Fatoto,GSM_cell_relation
G_GTMI@GTMI,G09_Arab Islamic Bank_1,GSM_cell_relation
G_GTMI@GTMI,G_Fatoto@Fatoto,GSM_cell_relation
G09_Farato-Paradise City_1,G09_Brikama Cow_1,GSM_cell_relation
G09_Brikama UTG_1,G09_Brikama Cow_1,GSM_cell_relation
G09_Brikama UTG_3,G09_Brikama Cow_1,GSM_cell_relation
G09_Kabafita_1,G09_Brikama Cow_1,GSM_cell_relation
G09_Kabafita_2,G09_Brikama Cow_2,GSM_cell_relation
G09_Kabafita_3,G09_Brikama Cow_2,GSM_cell_relation
G09_Farato-Paradise City_1,G09_Brikama Cow_2,GSM_cell_relation
G09_Brikama UTG_1,G09_Brikama Cow_2,GSM_cell_relation
G09_Brikama UTG_3,G09_Brikama Cow_2,GSM_cell_relation
G09_Kabafita_1,G09_Brikama Cow_3,GSM_cell_relation
G09_Kabafita_1,G09_Brikama Cow_2,GSM_cell_relation
G09_Nema Kunku_2,G09_Ebo Town_1,GSM_cell_relation
G09_Arab Islamic Bank_1,G09_Nemasu_1,GSM_cell_relation
G09_Arab Islamic Bank_1,G_Califonia@Califonia,GSM_cell_relation
G_Fatoto@Fatoto,G09_Nemasu_1,GSM_cell_relation
G_Fatoto@Fatoto,G_Califonia@Califonia,GSM_cell_relation
G09_Soul Samba Street_1,G09_Somo Bldg_2,GSM_cell_relation
G09_Soul Samba Street_1,G_Test@Test,GSM_cell_relation
G09_Soul Samba Street_3,G09_Somo Bldg_3,GSM_cell_relation
G09_Bundung_2,G09_Soul Samba Street_1,GSM_cell_relation
G09_Arab Islamic Bank_3,G09_Denton Bridge_1,GSM_cell_relation
G_George Town@George Town,G09_Denton Bridge_1,GSM_cell_relation
G09_Arab Islamic Bank_2,G09_Denton Bridge_2,GSM_cell_relation
G_Gamtel Bakau@Gamtel Bakau,G09_Denton Bridge_2,GSM_cell_relation
G09_Brikama Cow_3,G09_Busumbala_2,GSM_cell_relation
G09_Brikama Cow_2,G09_Busumbala_3,GSM_cell_relation
G09_Earth Station_2,G09_Arab Islamic Bank_3,GSM_cell_relation
G09_Earth Station_2,G_George Town@George Town,GSM_cell_relation
G_Faji Kunda@Faji Kunda,G09_Arab Islamic Bank_3,GSM_cell_relation
G_Faji Kunda@Faji Kunda,G_George Town@George Town,GSM_cell_relation
G09_Somo Bldg_3,G09_Future Lecce_3,GSM_cell_relation
G09_Somo Bldg_3,G_Serra Kunda Mkt Bldg@Serra Kunda Mkt Bldg,GSM_cell_relation
G09_Nema Kunku_2,G09_Ebo Town_3,GSM_cell_relation
G09_Earth Station_3,G09_Ebo Town_3,GSM_cell_relation
G_New Jeshwang@New Jeshwang,G09_Ebo Town_3,GSM_cell_relation
G09_Somo Bldg_2,G09_Soul Samba Street_1,GSM_cell_relation
G_Test@Test,G09_Soul Samba Street_1,GSM_cell_relation
G09_Soul Samba Street_1,G09_Bundung_2,GSM_cell_relation
G09_Busumbala_2,G09_Brikama Cow_3,GSM_cell_relation
G09_Denton Bridge_2,G09_Arab Islamic Bank_2,GSM_cell_relation
G09_Denton Bridge_2,G_Gamtel Bakau@Gamtel Bakau,GSM_cell_relation
G09_Denton Bridge_1,G09_Arab Islamic Bank_3,GSM_cell_relation
G09_Denton Bridge_1,G_George Town@George Town,GSM_cell_relation
G09_Busumbala_3,G09_Brikama Cow_2,GSM_cell_relation
G09_Arab Islamic Bank_3,G09_Earth Station_2,GSM_cell_relation
G09_Arab Islamic Bank_3,G_Faji Kunda@Faji Kunda,GSM_cell_relation
G_George Town@George Town,G09_Earth Station_2,GSM_cell_relation
