sk_object,object,measurement_id,duration,userlabel,is_connected,is_included_in_validation,dwh_created,dwh_last_modified
1219,"MRBTS-5090/LNBTS-5090/LNCEL-21,MCC-619/MNC-05,ECI-1291295,MCC-619/MNC-05",nokia_common_8015,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1683,"MRBTS-5050/LNBTS-5050/LNCEL-31,MCC-619/MNC-05,ECI-1292811,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5050,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
15510,MRBTS-5090/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_macro_51321,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:46.257853,2022-03-24 03:13:46.257853
15527,MRBTS-5090/TNLSVC-1/TNL-1/IPNO-1/IPIF-3/IPADDRESSV4-1,nokia_macro_51322,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:46.386030,2022-03-24 03:13:46.386030
86688,MRBTS-5079/TNLSVC-1/TNL-1/IPNO-1/IPIF-3/IPADDRESSV4-1,nokia_common_51322,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:30.382119,2022-03-26 13:40:30.382119
358,MRBTS-5200/MNL-1/MNLENT-1/SYNC-1/CLOCK-1/TOP-1/TOPF-1,nokia_common_51361,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:31.872020,2022-03-24 02:33:31.872020
620,"MRBTS-5044/LNBTS-5044/LNCEL-11,MCC-619/MNC-05",nokia_common_8007,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:41.484141,2022-03-24 02:33:41.484141
347,MRBTS-5083/TNLSVC-1/TNL-1/ETHSVC-1/ETHIF-2,nokia_common_51352,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:31.792308,2022-03-24 02:33:31.792308
86737,"MRBTS-5079/LNBTS-5079/LNCEL-1,MCC-619/MNC-05",nokia_common_8001,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:31.763046,2022-03-26 13:40:31.763046
571,"MRBTS-5045/LNBTS-5045/LNCEL-11,MCC-619/MNC-05",nokia_common_8005,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:36.985106,2022-03-24 02:33:36.985106
86681,MRBTS-5079/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_common_51321,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:30.243780,2022-03-26 13:40:30.243780
86736,MRBTS-5079/LNBTS-5079,nokia_common_8000,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:31.522370,2022-03-26 13:40:31.522370
619,"MRBTS-5045/LNBTS-5045/LNCEL-11,MCC-619/MNC-05",nokia_common_8007,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:41.484141,2022-03-24 02:33:41.484141
740,"MRBTS-5045/LNBTS-5045/LNCEL-1,MCC-619/MNC-05",nokia_common_8009,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:42.042183,2022-03-24 02:33:42.042183
1628,"MRBTS-5089/LNBTS-5089/LNCEL-1,MCC-619/MNC-05,ECI-1302787,MCC-619/MNC-05",nokia_common_8015,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
18305,"MRBTS-5200/LNBTS-5200/LNCEL-21,MCC-619/MNC-05,ECI-1331231,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
728,"MRBTS-5045/LNBTS-5045/LNCEL-31,MCC-619/MNC-05",nokia_common_8009,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:42.042183,2022-03-24 02:33:42.042183
17121,"MRBTS-5084/LNBTS-5084/LNCEL-21,MCC-619/MNC-05,ECI-1303043,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5084,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
765,"MRBTS-5089/LNBTS-5089/LNCEL-3,MCC-619/MNC-05",nokia_common_8010,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:42.261857,2022-03-24 02:33:42.261857
18312,"MRBTS-5084/LNBTS-5084/LNCEL-31,MCC-619/MNC-05,ECI-1301505,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5084,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
323,MRBTS-5045/TNLSVC-1/TNL-1/IPNO-1,nokia_common_51328,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:31.212745,2022-03-24 02:33:31.212745
343,MRBTS-5089/TNLSVC-1/TNL-1/ETHSVC-1/ETHIF-1,nokia_common_51352,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:31.792308,2022-03-24 02:33:31.792308
111,MRBTS-5200/EQM-1/APEQM-1/RMOD-2/ANTL-6,nokia_common_40001,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:30.356136,2022-03-24 02:33:30.356136
242,MRBTS-5200/TNLSVC-1/TNL-1/ETHSVC-1/ETHIF-1/VLANIF-2,nokia_common_51302,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:30.653872,2022-03-24 02:33:30.653872
315,MRBTS-5200/TNLSVC-1/TNL-1/IPNO-1,nokia_common_51326,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:31.143726,2022-03-24 02:33:31.143726
344,MRBTS-5200/TNLSVC-1/TNL-1/ETHSVC-1/ETHIF-2,nokia_common_51352,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:31.792308,2022-03-24 02:33:31.792308
364,MRBTS-5083/MNL-1/MNLENT-1/SYNC-1/CLOCK-1/TOP-1/TOPF-1,nokia_common_51361,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:31.872020,2022-03-24 02:33:31.872020
363,MRBTS-5044/MNL-1/MNLENT-1/SYNC-1/CLOCK-1/TOP-1/TOPF-1,nokia_common_51361,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:31.872020,2022-03-24 02:33:31.872020
362,MRBTS-5050/MNL-1/MNLENT-1/SYNC-1/CLOCK-1/TOP-1/TOPF-1,nokia_common_51361,15,MRBTS-5050,1.0,1.0,2022-03-24 02:33:31.872020,2022-03-24 02:33:31.872020
368,MRBTS-5044/TNLSVC-1/TNL-1/ETHSVC-1/L2SWI-1/BRGPRT-1,nokia_common_51363,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:31.942092,2022-03-24 02:33:31.942092
369,MRBTS-5200/TNLSVC-1/TNL-1/ETHSVC-1/L2SWI-1/BRGPRT-1,nokia_common_51363,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:31.942092,2022-03-24 02:33:31.942092
506,"MRBTS-5050/LNBTS-5050/LNCEL-1,MCC-619/MNC-05",nokia_common_8001,11,MRBTS-5050,1.0,1.0,2022-03-24 02:33:33.399889,2022-03-24 02:33:33.399889
606,"MRBTS-5090/LNBTS-5090/LNCEL-1,MCC-619/MNC-05",nokia_common_8006,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:39.702857,2022-03-24 02:33:39.702857
623,"MRBTS-5084/LNBTS-5084/LNCEL-31,MCC-619/MNC-05",nokia_common_8007,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:41.484141,2022-03-24 02:33:41.484141
727,"MRBTS-5200/LNBTS-5200/LNCEL-11,MCC-619/MNC-05",nokia_common_8009,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:42.042183,2022-03-24 02:33:42.042183
729,"MRBTS-5090/LNBTS-5090/LNCEL-31,MCC-619/MNC-05",nokia_common_8009,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:42.042183,2022-03-24 02:33:42.042183
730,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05",nokia_common_8009,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:42.042183,2022-03-24 02:33:42.042183
731,"MRBTS-5090/LNBTS-5090/LNCEL-11,MCC-619/MNC-05",nokia_common_8009,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:42.042183,2022-03-24 02:33:42.042183
732,"MRBTS-5044/LNBTS-5044/LNCEL-21,MCC-619/MNC-05",nokia_common_8009,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:42.042183,2022-03-24 02:33:42.042183
733,"MRBTS-5044/LNBTS-5044/LNCEL-3,MCC-619/MNC-05",nokia_common_8009,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:42.042183,2022-03-24 02:33:42.042183
737,"MRBTS-5090/LNBTS-5090/LNCEL-3,MCC-619/MNC-05",nokia_common_8009,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:42.042183,2022-03-24 02:33:42.042183
755,"MRBTS-5090/LNBTS-5090/LNCEL-1,MCC-619/MNC-05",nokia_common_8010,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:42.261857,2022-03-24 02:33:42.261857
754,"MRBTS-5050/LNBTS-5050/LNCEL-31,MCC-619/MNC-05",nokia_common_8010,11,MRBTS-5050,1.0,1.0,2022-03-24 02:33:42.261857,2022-03-24 02:33:42.261857
757,"MRBTS-5044/LNBTS-5044/LNCEL-11,MCC-619/MNC-05",nokia_common_8010,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:42.261857,2022-03-24 02:33:42.261857
758,"MRBTS-5090/LNBTS-5090/LNCEL-21,MCC-619/MNC-05",nokia_common_8010,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:42.261857,2022-03-24 02:33:42.261857
760,"MRBTS-5090/LNBTS-5090/LNCEL-31,MCC-619/MNC-05",nokia_common_8010,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:42.261857,2022-03-24 02:33:42.261857
764,"MRBTS-5090/LNBTS-5090/LNCEL-2,MCC-619/MNC-05",nokia_common_8010,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:42.261857,2022-03-24 02:33:42.261857
759,"MRBTS-5083/LNBTS-5083/LNCEL-1,MCC-619/MNC-05",nokia_common_8010,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:42.261857,2022-03-24 02:33:42.261857
762,"MRBTS-5050/LNBTS-5050/LNCEL-11,MCC-619/MNC-05",nokia_common_8010,11,MRBTS-5050,1.0,1.0,2022-03-24 02:33:42.261857,2022-03-24 02:33:42.261857
761,"MRBTS-5050/LNBTS-5050/LNCEL-21,MCC-619/MNC-05",nokia_common_8010,11,MRBTS-5050,1.0,1.0,2022-03-24 02:33:42.261857,2022-03-24 02:33:42.261857
795,"MRBTS-5044/LNBTS-5044/LNCEL-3,MCC-619/MNC-05",nokia_common_8011,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:43.317661,2022-03-24 02:33:43.317661
819,"MRBTS-5090/LNBTS-5090/LNCEL-31,MCC-619/MNC-05",nokia_common_8011,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:43.317661,2022-03-24 02:33:43.317661
1630,"MRBTS-5044/LNBTS-5044/LNCEL-11,MCC-619/MNC-05,ECI-1291295,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1316,"MRBTS-5084/LNBTS-5084/LNCEL-11,MCC-619/MNC-05,ECI-1303071,MCC-619/MNC-05",nokia_common_8015,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1236,"MRBTS-5200/LNBTS-5200/LNCEL-2,MCC-619/MNC-05,ECI-1302027,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1756,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1288712,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1238,"MRBTS-5200/LNBTS-5200/LNCEL-21,MCC-619/MNC-05,ECI-1285377,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1245,"MRBTS-5200/LNBTS-5200/LNCEL-1,MCC-619/MNC-05,ECI-1287937,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
2282,MRBTS-5083/LNBTS-5083,nokia_common_8018,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:49.595218,2022-03-24 02:33:49.595218
15578,MRBTS-5045/TNLSVC-1/TNL-1/IPNO-1/IPVOL-1,nokia_macro_51323,15,MRBTS-5045,1.0,1.0,2022-03-24 03:13:46.459296,2022-03-24 03:13:46.459296
425,MRBTS-5083/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_common_51375,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:32.814566,2022-04-01 09:11:35.400984
402,MRBTS-5045/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_common_51374,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
426,MRBTS-5200/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_common_51375,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:32.814566,2022-04-01 09:11:35.400984
15890,MRBTS-5079/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_macro_51374,15,MRBTS-5079,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
86886,"MRBTS-5079/LNBTS-5079/LNCEL-11,MCC-619/MNC-05,ECI-1285919,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
1063,"MRBTS-5200/LNBTS-5200/LNCEL-3,MCC-619/MNC-05,ECI-1300738,MCC-619/MNC-05",nokia_common_8015,2,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
86889,"MRBTS-5079/LNBTS-5079/LNCEL-11,MCC-619/MNC-05,ECI-1285909,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
16460,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05",nokia_macro_8008,15,MRBTS-5200,1.0,1.0,2022-03-24 03:13:56.689908,2022-03-24 03:13:56.689908
86897,"MRBTS-5079/LNBTS-5079/LNCEL-3,MCC-619/MNC-05,ECI-1303297,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
18315,"MRBTS-5045/LNBTS-5045/LNCEL-3,MCC-619/MNC-05,ECI-1291285,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5045,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
1456,"MRBTS-5045/LNBTS-5045/LNCEL-3,MCC-619/MNC-05,ECI-1301507,MCC-619/MNC-05",nokia_common_8015,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
430,MRBTS-5089/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_common_51375,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:32.814566,2022-04-01 09:11:35.400984
632,"MRBTS-5045/LNBTS-5045/LNCEL-31,MCC-619/MNC-05",nokia_common_8007,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:41.484141,2022-03-24 02:33:41.484141
86782,"MRBTS-5079/LNBTS-5079/LNCEL-11,MCC-619/MNC-05",nokia_common_8007,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:39.872757,2022-03-26 13:40:39.872757
86913,"MRBTS-5079/LNBTS-5079/LNCEL-11,MCC-619/MNC-05,ECI-1306113,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
86915,"MRBTS-5200/LNBTS-5200/LNCEL-11,MCC-619/MNC-05,ECI-1280001,MCC-619/MNC-05",nokia_common_8015,14,MRBTS-5200,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
86916,"MRBTS-5079/LNBTS-5079/LNCEL-1,MCC-619/MNC-05,ECI-1300483,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
1160,"MRBTS-5200/LNBTS-5200/LNCEL-3,MCC-619/MNC-05,ECI-1288967,MCC-619/MNC-05",nokia_common_8015,2,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
122,MRBTS-5200/EQM-1/APEQM-1/RMOD-2/ANTL-1,nokia_common_40001,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:30.356136,2022-03-24 02:33:30.356136
177,MRBTS-5084/EQM-1/APEQM-1/RMOD-1/ANTL-1,nokia_common_40001,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:30.356136,2022-03-24 02:33:30.356136
414,MRBTS-5044/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_common_51374,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
408,MRBTS-5200/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_common_51374,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
413,MRBTS-5083/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_common_51374,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
18321,"MRBTS-5200/LNBTS-5200/LNCEL-2,MCC-619/MNC-05,ECI-1288199,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
18323,"MRBTS-5045/LNBTS-5045/LNCEL-31,MCC-619/MNC-05,ECI-1291523,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5045,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17144,"MRBTS-5062/LNBTS-5062/LNCEL-11,MCC-619/MNC-05,ECI-1295874,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5062,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
401,MRBTS-5084/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_common_51374,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
404,MRBTS-5044/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_common_51374,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
432,MRBTS-5083/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_common_51375,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:32.814566,2022-04-01 09:11:35.400984
427,MRBTS-5050/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_common_51375,15,MRBTS-5050,1.0,1.0,2022-03-24 02:33:32.814566,2022-04-01 09:11:35.400984
428,MRBTS-5200/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_common_51375,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:32.814566,2022-04-01 09:11:35.400984
431,MRBTS-5044/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_common_51375,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:32.814566,2022-04-01 09:11:35.400984
429,MRBTS-5050/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_common_51375,15,MRBTS-5050,1.0,1.0,2022-03-24 02:33:32.814566,2022-04-01 09:11:35.400984
618,"MRBTS-5090/LNBTS-5090/LNCEL-21,MCC-619/MNC-05",nokia_common_8007,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:41.484141,2022-03-24 02:33:41.484141
633,"MRBTS-5084/LNBTS-5084/LNCEL-2,MCC-619/MNC-05",nokia_common_8007,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:41.484141,2022-03-24 02:33:41.484141
634,"MRBTS-5050/LNBTS-5050/LNCEL-1,MCC-619/MNC-05",nokia_common_8007,11,MRBTS-5050,1.0,1.0,2022-03-24 02:33:41.484141,2022-03-24 02:33:41.484141
648,"MRBTS-5044/LNBTS-5044/LNCEL-2,MCC-619/MNC-05",nokia_common_8007,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:41.484141,2022-03-24 02:33:41.484141
655,"MRBTS-5200/LNBTS-5200/LNCEL-2,MCC-619/MNC-05",nokia_common_8007,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:41.484141,2022-03-24 02:33:41.484141
1525,"MRBTS-5044/LNBTS-5044/LNCEL-3,MCC-619/MNC-05,ECI-1291551,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1526,"MRBTS-5084/LNBTS-5084/LNCEL-1,MCC-619/MNC-05,ECI-1303043,MCC-619/MNC-05",nokia_common_8015,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1178,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1285378,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1767,"MRBTS-5044/LNBTS-5044/LNCEL-1,MCC-619/MNC-05,ECI-1301506,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1768,"MRBTS-5044/LNBTS-5044/LNCEL-2,MCC-619/MNC-05,ECI-1301249,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1770,"MRBTS-5044/LNBTS-5044/LNCEL-3,MCC-619/MNC-05,ECI-1291266,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1771,"MRBTS-5044/LNBTS-5044/LNCEL-1,MCC-619/MNC-05,ECI-1295875,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1779,"MRBTS-5200/LNBTS-5200/LNCEL-21,MCC-619/MNC-05,ECI-1300481,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1681,"MRBTS-5083/LNBTS-5083/LNCEL-1,MCC-619/MNC-05,ECI-1295903,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1274,"MRBTS-5044/LNBTS-5044/LNCEL-31,MCC-619/MNC-05,ECI-1303061,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
17149,"MRBTS-5084/LNBTS-5084/LNCEL-11,MCC-619/MNC-05,ECI-1295873,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5084,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17155,"MRBTS-5102/LNBTS-5102/LNCEL-2,MCC-619/MNC-05,ECI-1299969,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5102,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
86718,MRBTS-5079/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_common_51374,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:31.136402,2022-03-26 13:40:31.136402
407,MRBTS-5084/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_common_51374,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
419,MRBTS-5200/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_common_51374,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
409,MRBTS-5050/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_common_51374,15,MRBTS-5050,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
86732,MRBTS-5079/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_common_51376,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:31.391075,2022-03-26 13:40:31.391075
86734,MRBTS-5079/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_common_51376,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:31.391075,2022-03-26 13:40:31.391075
2327,"MRBTS-5084/LNBTS-5084/LNCEL-1,MCC-619/MNC-05",nokia_common_8021,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:49.933552,2022-03-24 02:33:49.933552
6483,"MRBTS-5084/LNBTS-5084/LNCEL-1,MCC-619/MNC-05",nokia_common_8100,12,MRBTS-5084,1.0,1.0,2022-03-24 02:53:06.949880,2022-03-24 02:53:06.949880
15847,MRBTS-5079/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_macro_51374,15,MRBTS-5079,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
17279,"MRBTS-5045/LNBTS-5045/LNCEL-31,MCC-619/MNC-05,ECI-1303042,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5045,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
6485,"MRBTS-5044/LNBTS-5044/LNCEL-21,MCC-619/MNC-05",nokia_common_8100,11,MRBTS-5044,1.0,1.0,2022-03-24 02:53:06.949880,2022-03-24 02:53:06.949880
17282,"MRBTS-5200/LNBTS-5200/LNCEL-1,MCC-619/MNC-05,ECI-1288711,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
15548,MRBTS-5090/TNLSVC-1/TNL-1/IPNO-1/IPIF-2/IPADDRESSV4-1,nokia_macro_51322,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:46.386030,2022-03-24 03:13:46.386030
15568,MRBTS-5090/TNLSVC-1/TNL-1/IPNO-1/IPIF-1/IPADDRESSV4-1,nokia_macro_51322,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:46.386030,2022-03-24 03:13:46.386030
86895,"MRBTS-5079/LNBTS-5079/LNCEL-21,MCC-619/MNC-05,ECI-1300225,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
957,"MRBTS-5089/LNBTS-5089/LNCEL-3,MCC-619/MNC-05,ECI-1299970,MCC-619/MNC-05",nokia_common_8015,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
15261,MRBTS-5200/EQM-1/APEQM-1/RMOD-1/ANTL-5,nokia_macro_40001,60,MRBTS-5200,1.0,1.0,2022-03-24 03:13:45.899306,2022-03-24 03:13:45.899306
1062,"MRBTS-5089/LNBTS-5089/LNCEL-2,MCC-619/MNC-05,ECI-1300737,MCC-619/MNC-05",nokia_common_8015,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
