sk_object,object,measurement_id,duration,userlabel,is_connected,is_included_in_validation,dwh_created,dwh_last_modified
1065,"MRBTS-5045/LNBTS-5045/LNCEL-31,MCC-619/MNC-05,ECI-1301250,MCC-619/MNC-05",nokia_common_8015,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
86969,"MRBTS-5079/LNBTS-5079/LNCEL-2,MCC-619/MNC-05,ECI-1300747,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
458,MRBTS-5200/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_common_51376,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:32.969959,2022-03-24 02:33:32.969959
452,MRBTS-5083/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_common_51376,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:32.969959,2022-03-24 02:33:32.969959
15691,MRBTS-5084/TNLSVC-1/TNL-1/ETHSVC-1/ETHIF-1,nokia_macro_51352,15,MRBTS-5084,1.0,1.0,2022-03-24 03:13:47.281041,2022-03-24 03:13:47.281041
954,"MRBTS-5083/LNBTS-5083/LNCEL-2,MCC-619/MNC-05,ECI-1302017,MCC-619/MNC-05",nokia_common_8015,7,MRBTS-5083,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1513,"MRBTS-5200/LNBTS-5200/LNCEL-11,MCC-619/MNC-05,ECI-1293318,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1544,"MRBTS-5200/LNBTS-5200/LNCEL-2,MCC-619/MNC-05,ECI-1302047,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1549,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1288967,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1582,"MRBTS-5200/LNBTS-5200/LNCEL-11,MCC-619/MNC-05,ECI-1305094,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1652,"MRBTS-5200/LNBTS-5200/LNCEL-1,MCC-619/MNC-05,ECI-1289473,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1203,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1287939,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1782,"MRBTS-5200/LNBTS-5200/LNCEL-1,MCC-619/MNC-05,ECI-1287939,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1786,"MRBTS-5044/LNBTS-5044/LNCEL-11,MCC-619/MNC-05,ECI-1291523,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1789,"MRBTS-5044/LNBTS-5044/LNCEL-2,MCC-619/MNC-05,ECI-1291265,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
6486,"MRBTS-5084/LNBTS-5084/LNCEL-31,MCC-619/MNC-05",nokia_common_8100,12,MRBTS-5084,1.0,1.0,2022-03-24 02:53:06.949880,2022-03-24 02:53:06.949880
91264,"MRBTS-5091/LNBTS-5091/LNCEL-3,MCC-619/MNC-05,ECI-1300227,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5091,1.0,1.0,2022-03-26 13:42:09.247335,2022-03-26 13:42:09.247335
15694,MRBTS-5085/TNLSVC-1/TNL-1/ETHSVC-1/ETHIF-2,nokia_macro_51352,15,MRBTS-5085,1.0,1.0,2022-03-24 03:13:47.281041,2022-03-24 03:13:47.281041
15783,MRBTS-5078/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_macro_51373,15,MRBTS-5078,1.0,1.0,2022-03-24 03:13:47.974788,2022-03-24 03:13:47.974788
15810,MRBTS-5044/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_macro_51373,15,MRBTS-5044,1.0,1.0,2022-03-24 03:13:47.974788,2022-03-24 03:13:47.974788
17182,"MRBTS-5089/LNBTS-5089/LNCEL-3,MCC-619/MNC-05,ECI-1331221,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5089,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
18374,"MRBTS-5083/LNBTS-5083/LNCEL-1,MCC-619/MNC-05,ECI-1303041,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5083,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17278,"MRBTS-5086/LNBTS-5086/LNCEL-31,MCC-619/MNC-05,ECI-1285379,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5086,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
18377,"MRBTS-5084/LNBTS-5084/LNCEL-31,MCC-619/MNC-05,ECI-1301515,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5084,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
15720,MRBTS-5062/TNLSVC-1/TNL-1/ETHSVC-1/ETHIF-2,nokia_macro_51352,15,MRBTS-5062,1.0,1.0,2022-03-24 03:13:47.281041,2022-03-24 03:13:47.281041
15782,MRBTS-5091/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_macro_51373,15,MRBTS-5091,1.0,1.0,2022-03-24 03:13:47.974788,2022-03-24 03:13:47.974788
15844,MRBTS-5082/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_macro_51374,15,MRBTS-5082,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
15879,MRBTS-5089/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_macro_51374,15,MRBTS-5089,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
15880,MRBTS-5200/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_macro_51374,15,MRBTS-5200,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
17198,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1305096,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
18389,"MRBTS-5084/LNBTS-5084/LNCEL-21,MCC-619/MNC-05,ECI-1301505,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5084,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17204,"MRBTS-5102/LNBTS-5102/LNCEL-2,MCC-619/MNC-05,ECI-1301761,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5102,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17257,"MRBTS-5044/LNBTS-5044/LNCEL-21,MCC-619/MNC-05,ECI-1291522,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5044,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
15696,MRBTS-5083/TNLSVC-1/TNL-1/ETHSVC-1/ETHIF-1,nokia_macro_51352,15,MRBTS-5083,1.0,1.0,2022-03-24 03:13:47.281041,2022-03-24 03:13:47.281041
6207,"MRBTS-5050/LNBTS-5050/LNCEL-1,MCC-619/MNC-05",nokia_common_8067,11,MRBTS-5050,1.0,1.0,2022-03-24 02:53:05.462913,2022-03-24 02:53:05.462913
6200,"MRBTS-5090/LNBTS-5090/LNCEL-1,MCC-619/MNC-05",nokia_common_8067,8,MRBTS-5090,1.0,1.0,2022-03-24 02:53:05.462913,2022-03-24 02:53:05.462913
86902,"MRBTS-5079/LNBTS-5079/LNCEL-3,MCC-619/MNC-05,ECI-1306113,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
6203,"MRBTS-5044/LNBTS-5044/LNCEL-3,MCC-619/MNC-05",nokia_common_8067,11,MRBTS-5044,1.0,1.0,2022-03-24 02:53:05.462913,2022-03-24 02:53:05.462913
15742,MRBTS-5090/MNL-1/MNLENT-1/SYNC-1/CLOCK-1/TOP-1/TOPF-1,nokia_macro_51361,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:47.358569,2022-03-24 03:13:47.358569
15784,MRBTS-5023/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_macro_51373,15,MRBTS-5023,1.0,1.0,2022-03-24 03:13:47.974788,2022-03-24 03:13:47.974788
6190,"MRBTS-5045/LNBTS-5045/LNCEL-11,MCC-619/MNC-05",nokia_common_8067,7,MRBTS-5045,1.0,1.0,2022-03-24 02:53:05.462913,2022-03-24 02:53:05.462913
15748,MRBTS-5089/TNLSVC-1/TNL-1/ETHSVC-1/L2SWI-1/BRGPRT-1,nokia_macro_51363,15,MRBTS-5089,1.0,1.0,2022-03-24 03:13:47.423781,2022-03-24 03:13:47.423781
6191,"MRBTS-5089/LNBTS-5089/LNCEL-3,MCC-619/MNC-05",nokia_common_8067,6,MRBTS-5089,1.0,1.0,2022-03-24 02:53:05.462913,2022-03-24 02:53:05.462913
6192,"MRBTS-5045/LNBTS-5045/LNCEL-1,MCC-619/MNC-05",nokia_common_8067,7,MRBTS-5045,1.0,1.0,2022-03-24 02:53:05.462913,2022-03-24 02:53:05.462913
6193,"MRBTS-5089/LNBTS-5089/LNCEL-1,MCC-619/MNC-05",nokia_common_8067,6,MRBTS-5089,1.0,1.0,2022-03-24 02:53:05.462913,2022-03-24 02:53:05.462913
15767,MRBTS-5089/TNLSVC-1/TNL-1/IPNO-1/QOS-1/FSTSCH-1,nokia_macro_51371,15,MRBTS-5089,1.0,1.0,2022-03-24 03:13:47.506053,2022-03-24 03:13:47.506053
15768,MRBTS-5091/TNLSVC-1/TNL-1/IPNO-1/QOS-1/FSTSCH-1,nokia_macro_51371,15,MRBTS-5091,1.0,1.0,2022-03-24 03:13:47.506053,2022-03-24 03:13:47.506053
6198,"MRBTS-5045/LNBTS-5045/LNCEL-21,MCC-619/MNC-05",nokia_common_8067,7,MRBTS-5045,1.0,1.0,2022-03-24 02:53:05.462913,2022-03-24 02:53:05.462913
6199,"MRBTS-5045/LNBTS-5045/LNCEL-3,MCC-619/MNC-05",nokia_common_8067,7,MRBTS-5045,1.0,1.0,2022-03-24 02:53:05.462913,2022-03-24 02:53:05.462913
15769,MRBTS-5102/TNLSVC-1/TNL-1/IPNO-1/QOS-1/FSTSCH-1,nokia_macro_51371,15,MRBTS-5102,1.0,1.0,2022-03-24 03:13:47.506053,2022-03-24 03:13:47.506053
15881,MRBTS-5102/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_macro_51374,15,MRBTS-5102,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
15882,MRBTS-5084/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_macro_51374,15,MRBTS-5084,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
18393,"MRBTS-5089/LNBTS-5089/LNCEL-1,MCC-619/MNC-05,ECI-1305347,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5089,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
524,MRBTS-5089/LNBTS-5089,nokia_common_8004,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:36.898620,2022-03-24 02:33:36.898620
457,MRBTS-5044/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_common_51376,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:32.969959,2022-03-24 02:33:32.969959
517,"MRBTS-5050/LNBTS-5050/LNCEL-31,MCC-619/MNC-05",nokia_common_8001,11,MRBTS-5050,1.0,1.0,2022-03-24 02:33:33.399889,2022-03-24 02:33:33.399889
501,"MRBTS-5090/LNBTS-5090/LNCEL-31,MCC-619/MNC-05",nokia_common_8001,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:33.399889,2022-03-24 02:33:33.399889
508,"MRBTS-5084/LNBTS-5084/LNCEL-3,MCC-619/MNC-05",nokia_common_8001,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:33.399889,2022-03-24 02:33:33.399889
510,"MRBTS-5044/LNBTS-5044/LNCEL-1,MCC-619/MNC-05",nokia_common_8001,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:33.399889,2022-03-24 02:33:33.399889
516,"MRBTS-5083/LNBTS-5083/LNCEL-2,MCC-619/MNC-05",nokia_common_8001,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:33.399889,2022-03-24 02:33:33.399889
521,"MRBTS-5044/LNBTS-5044/LNCEL-31,MCC-619/MNC-05",nokia_common_8001,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:33.399889,2022-03-24 02:33:33.399889
523,MRBTS-5044/LNBTS-5044,nokia_common_8004,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:36.898620,2022-03-24 02:33:36.898620
1536,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1288193,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1101,"MRBTS-5200/LNBTS-5200/LNCEL-1,MCC-619/MNC-05,ECI-1288961,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1742,"MRBTS-5200/LNBTS-5200/LNCEL-11,MCC-619/MNC-05,ECI-1331201,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1279,"MRBTS-5200/LNBTS-5200/LNCEL-3,MCC-619/MNC-05,ECI-1311495,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1288,"MRBTS-5200/LNBTS-5200/LNCEL-1,MCC-619/MNC-05,ECI-1285633,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1802,"MRBTS-5090/LNBTS-5090/LNCEL-31,MCC-619/MNC-05,ECI-1301525,MCC-619/MNC-05",nokia_common_8015,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1289,"MRBTS-5200/LNBTS-5200/LNCEL-3,MCC-619/MNC-05,ECI-1287943,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
6208,"MRBTS-5084/LNBTS-5084/LNCEL-31,MCC-619/MNC-05",nokia_common_8067,12,MRBTS-5084,1.0,1.0,2022-03-24 02:53:05.462913,2022-03-24 02:53:05.462913
15584,MRBTS-5090/TNLSVC-1/TNL-1/IPNO-1/IPVOL-1,nokia_macro_51323,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:46.459296,2022-03-24 03:13:46.459296
15692,MRBTS-5081/TNLSVC-1/TNL-1/ETHSVC-1/ETHIF-2,nokia_macro_51352,15,MRBTS-5081,1.0,1.0,2022-03-24 03:13:47.281041,2022-03-24 03:13:47.281041
18399,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1285633,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
15887,MRBTS-5081/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_macro_51374,15,MRBTS-5081,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
15858,MRBTS-5086/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_macro_51374,15,MRBTS-5086,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
15888,MRBTS-5023/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_macro_51374,15,MRBTS-5023,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
18401,"MRBTS-5200/LNBTS-5200/LNCEL-3,MCC-619/MNC-05,ECI-1287937,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
18407,"MRBTS-5084/LNBTS-5084/LNCEL-21,MCC-619/MNC-05,ECI-1303051,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5084,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
91590,"MRBTS-5084/LNBTS-5084/LNCEL-31,MCC-619/MNC-05,ECI-1291266,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5084,1.0,1.0,2022-03-26 13:42:09.247335,2022-03-26 13:42:09.247335
18428,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1288195,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
15258,MRBTS-5079/EQM-1/APEQM-1/RMOD-1/ANTL-5,nokia_macro_40001,60,MRBTS-5079,1.0,1.0,2022-03-24 03:13:45.899306,2022-03-24 03:13:45.899306
15693,MRBTS-5044/TNLSVC-1/TNL-1/ETHSVC-1/ETHIF-2,nokia_macro_51352,15,MRBTS-5044,1.0,1.0,2022-03-24 03:13:47.281041,2022-03-24 03:13:47.281041
17249,"MRBTS-5082/LNBTS-5082/LNCEL-2,MCC-619/MNC-05,ECI-1303298,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5082,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
15589,MRBTS-5090/TNLSVC-1/TNL-1/IPNO-1,nokia_macro_51324,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:46.514467,2022-03-24 03:13:46.514467
15815,MRBTS-5090/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_macro_51373,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:47.974788,2022-03-24 03:13:47.974788
406,MRBTS-5089/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_common_51374,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
572,"MRBTS-5090/LNBTS-5090/LNCEL-3,MCC-619/MNC-05",nokia_common_8005,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:36.985106,2022-03-24 02:33:36.985106
568,"MRBTS-5090/LNBTS-5090/LNCEL-31,MCC-619/MNC-05",nokia_common_8005,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:36.985106,2022-03-24 02:33:36.985106
1562,"MRBTS-5200/LNBTS-5200/LNCEL-3,MCC-619/MNC-05,ECI-1331221,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1095,"MRBTS-5044/LNBTS-5044/LNCEL-2,MCC-619/MNC-05,ECI-1301506,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
411,MRBTS-5089/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_common_51374,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
1096,"MRBTS-5044/LNBTS-5044/LNCEL-31,MCC-619/MNC-05,ECI-1291267,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1093,"MRBTS-5083/LNBTS-5083/LNCEL-3,MCC-619/MNC-05,ECI-1303042,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
537,"MRBTS-5089/LNBTS-5089/LNCEL-2,MCC-619/MNC-05",nokia_common_8005,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:36.985106,2022-03-24 02:33:36.985106
1290,"MRBTS-5200/LNBTS-5200/LNCEL-3,MCC-619/MNC-05,ECI-1288712,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
86827,"MRBTS-5079/LNBTS-5079/LNCEL-3,MCC-619/MNC-05",nokia_common_8011,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:41.574356,2022-03-26 13:40:41.574356
525,MRBTS-5045/LNBTS-5045,nokia_common_8004,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:36.898620,2022-03-24 02:33:36.898620
1068,"MRBTS-5045/LNBTS-5045/LNCEL-3,MCC-619/MNC-05,ECI-1291521,MCC-619/MNC-05",nokia_common_8015,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
15608,MRBTS-5102/TNLSVC-1/TNL-1/IPNO-1,nokia_macro_51325,15,MRBTS-5102,1.0,1.0,2022-03-24 03:13:46.568095,2022-03-24 03:13:46.568095
2544,"MRBTS-5089/LNBTS-5089/LNCEL-1,MCC-619/MNC-05",nokia_common_8030,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:52.911552,2022-03-24 02:33:52.911552
1069,"MRBTS-5045/LNBTS-5045/LNCEL-11,MCC-619/MNC-05,ECI-1291522,MCC-619/MNC-05",nokia_common_8015,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
86974,"MRBTS-5200/LNBTS-5200/LNCEL-2,MCC-619/MNC-05,ECI-1300235,MCC-619/MNC-05",nokia_common_8015,14,MRBTS-5200,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
86976,"MRBTS-5079/LNBTS-5079/LNCEL-3,MCC-619/MNC-05,ECI-1299999,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
86987,"MRBTS-5079/LNBTS-5079/LNCEL-1,MCC-619/MNC-05,ECI-1302047,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
86989,"MRBTS-5079/LNBTS-5079/LNCEL-1,MCC-619/MNC-05,ECI-1306113,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
86990,"MRBTS-5079/LNBTS-5079/LNCEL-31,MCC-619/MNC-05,ECI-1285889,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
1094,"MRBTS-5045/LNBTS-5045/LNCEL-11,MCC-619/MNC-05,ECI-1291295,MCC-619/MNC-05",nokia_common_8015,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
86998,"MRBTS-5200/LNBTS-5200/LNCEL-11,MCC-619/MNC-05,ECI-1303560,MCC-619/MNC-05",nokia_common_8015,14,MRBTS-5200,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
420,MRBTS-5083/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_common_51374,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
421,MRBTS-5044/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_common_51374,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
415,MRBTS-5200/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_common_51374,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
416,MRBTS-5084/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_common_51374,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
403,MRBTS-5050/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_common_51374,15,MRBTS-5050,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
527,MRBTS-5083/LNBTS-5083,nokia_common_8004,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:36.898620,2022-03-24 02:33:36.898620
526,MRBTS-5200/LNBTS-5200,nokia_common_8004,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:36.898620,2022-03-24 02:33:36.898620
528,MRBTS-5084/LNBTS-5084,nokia_common_8004,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:36.898620,2022-03-24 02:33:36.898620
1291,"MRBTS-5200/LNBTS-5200/LNCEL-21,MCC-619/MNC-05,ECI-1300245,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1298,"MRBTS-5090/LNBTS-5090/LNCEL-21,MCC-619/MNC-05,ECI-1295893,MCC-619/MNC-05",nokia_common_8015,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1811,"MRBTS-5044/LNBTS-5044/LNCEL-1,MCC-619/MNC-05,ECI-1313537,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1816,"MRBTS-5044/LNBTS-5044/LNCEL-2,MCC-619/MNC-05,ECI-1295893,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1812,"MRBTS-5084/LNBTS-5084/LNCEL-1,MCC-619/MNC-05,ECI-1295873,MCC-619/MNC-05",nokia_common_8015,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
2281,MRBTS-5090/LNBTS-5090,nokia_common_8018,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:49.595218,2022-03-24 02:33:49.595218
6194,"MRBTS-5090/LNBTS-5090/LNCEL-21,MCC-619/MNC-05",nokia_common_8067,8,MRBTS-5090,1.0,1.0,2022-03-24 02:53:05.462913,2022-03-24 02:53:05.462913
6197,"MRBTS-5090/LNBTS-5090/LNCEL-31,MCC-619/MNC-05",nokia_common_8067,8,MRBTS-5090,1.0,1.0,2022-03-24 02:53:05.462913,2022-03-24 02:53:05.462913
6201,"MRBTS-5200/LNBTS-5200/LNCEL-21,MCC-619/MNC-05",nokia_common_8067,13,MRBTS-5200,1.0,1.0,2022-03-24 02:53:05.462913,2022-03-24 02:53:05.462913
15751,MRBTS-5023/TNLSVC-1/TNL-1/ETHSVC-1/L2SWI-1/BRGPRT-1,nokia_macro_51363,15,MRBTS-5023,1.0,1.0,2022-03-24 03:13:47.423781,2022-03-24 03:13:47.423781
