unique_table_name,unique_counter_name,vendor,counter_name,table_name,table_id,counter_id,counter_name_alias,counter_description,counter_unit,aggregation,enabled,enable_for_parser_module,mapped_object_id,tables_in_database,mapped_object_name,is_archived,busy_hour_aggregation,busy_hour_formula,busy_hour_column,aggregation_in_upper,Tech,MO Class,Size,suffex
3G_Mtp2TpChina,3G_Mtp2TpChina_pmNoOfMSUReceived,ericsson,pmNoOfMSUReceived,Mtp2TpChina,20000175,20002159,pmNoOfMSUReceived,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpChina,,,,,SUM,3G,,,
3G_Mtp2TpChina,3G_Mtp2TpChina_pmNoOfMSUTransmitted,ericsson,pmNoOfMSUTransmitted,Mtp2TpChina,20000175,20002160,pmNoOfMSUTransmitted,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpChina,,,,,SUM,3G,,,
3G_Mtp2TpChina,3G_Mtp2TpChina_pmNoOfNacks,ericsson,pmNoOfNacks,Mtp2TpChina,20000175,20002161,pmNoOfNacks,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpChina,,,,,SUM,3G,,,
3G_Mtp2TpChina,3G_Mtp2TpChina_pmNoOfReTransmittedOctets,ericsson,pmNoOfReTransmittedOctets,Mtp2TpChina,20000175,20002162,pmNoOfReTransmittedOctets,,byte,sum,1.0,1.0,1402.0,,RNCMtp2TpChina,,,,,SUM,3G,,,
3G_Mtp2TpChina,3G_Mtp2TpChina_pmNoOfSendBufferOctets,ericsson,pmNoOfSendBufferOctets,Mtp2TpChina,20000175,20002163,pmNoOfSendBufferOctets,,byte,sum,1.0,1.0,1402.0,,RNCMtp2TpChina,,,,,SUM,3G,,,
3G_Mtp2TpChina,3G_Mtp2TpChina_pmNoOfSIOSIFReceived,ericsson,pmNoOfSIOSIFReceived,Mtp2TpChina,20000175,20002164,pmNoOfSIOSIFReceived,,byte,sum,1.0,1.0,1402.0,,RNCMtp2TpChina,,,,,SUM,3G,,,
3G_Mtp2TpChina,3G_Mtp2TpChina_pmNoOfSIOSIFTransmitted,ericsson,pmNoOfSIOSIFTransmitted,Mtp2TpChina,20000175,20002165,pmNoOfSIOSIFTransmitted,,byte,sum,1.0,1.0,1402.0,,RNCMtp2TpChina,,,,,SUM,3G,,,
3G_Mtp2TpChina,3G_Mtp2TpChina_pmNoOfStartedRBCongestion,ericsson,pmNoOfStartedRBCongestion,Mtp2TpChina,20000175,20002166,pmNoOfStartedRBCongestion,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpChina,,,,,SUM,3G,,,
3G_Mtp2TpChina,3G_Mtp2TpChina_pmNoOfSuReceivedInError,ericsson,pmNoOfSuReceivedInError,Mtp2TpChina,20000175,20002167,pmNoOfSuReceivedInError,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpChina,,,,,SUM,3G,,,
3G_Mtp2TpChina,3G_Mtp2TpChina_pmRemoteSIBTime,ericsson,pmRemoteSIBTime,Mtp2TpChina,20000175,20002168,pmRemoteSIBTime,,msec,sum,1.0,1.0,1402.0,,RNCMtp2TpChina,,,,,SUM,3G,,,
3G_Mtp2TpItu,3G_Mtp2TpItu_pmLocalSIBTime,ericsson,pmLocalSIBTime,Mtp2TpItu,20000057,20001036,pmLocalSIBTime,,msec,sum,1.0,1.0,1402.0,,RNCMtp2TpItu,,,,,SUM,3G,,,
3G_Mtp2TpItu,3G_Mtp2TpItu_pmNoOfMSUReceived,ericsson,pmNoOfMSUReceived,Mtp2TpItu,20000057,20001037,pmNoOfMSUReceived,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpItu,,,,,SUM,3G,,,
3G_Mtp2TpItu,3G_Mtp2TpItu_pmNoOfMSUTransmitted,ericsson,pmNoOfMSUTransmitted,Mtp2TpItu,20000057,20001038,pmNoOfMSUTransmitted,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpItu,,,,,SUM,3G,,,
3G_Mtp2TpItu,3G_Mtp2TpItu_pmNoOfNacks,ericsson,pmNoOfNacks,Mtp2TpItu,20000057,20001039,pmNoOfNacks,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpItu,,,,,SUM,3G,,,
3G_Mtp2TpItu,3G_Mtp2TpItu_pmNoOfReTransmittedOctets,ericsson,pmNoOfReTransmittedOctets,Mtp2TpItu,20000057,20001040,pmNoOfReTransmittedOctets,,byte,sum,1.0,1.0,1402.0,,RNCMtp2TpItu,,,,,SUM,3G,,,
3G_Mtp2TpItu,3G_Mtp2TpItu_pmNoOfSendBufferOctets,ericsson,pmNoOfSendBufferOctets,Mtp2TpItu,20000057,20001041,pmNoOfSendBufferOctets,,byte,avg,1.0,1.0,1402.0,,RNCMtp2TpItu,,,,,AVG,3G,,,
3G_Mtp2TpItu,3G_Mtp2TpItu_pmNoOfSIOSIFReceived,ericsson,pmNoOfSIOSIFReceived,Mtp2TpItu,20000057,20001042,pmNoOfSIOSIFReceived,,byte,sum,1.0,1.0,1402.0,,RNCMtp2TpItu,,,,,SUM,3G,,,
3G_Mtp2TpItu,3G_Mtp2TpItu_pmNoOfSIOSIFTransmitted,ericsson,pmNoOfSIOSIFTransmitted,Mtp2TpItu,20000057,20001043,pmNoOfSIOSIFTransmitted,,byte,sum,1.0,1.0,1402.0,,RNCMtp2TpItu,,,,,SUM,3G,,,
3G_Mtp2TpItu,3G_Mtp2TpItu_pmNoOfStartedRBCongestion,ericsson,pmNoOfStartedRBCongestion,Mtp2TpItu,20000057,20001044,pmNoOfStartedRBCongestion,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpItu,,,,,SUM,3G,,,
3G_Mtp2TpItu,3G_Mtp2TpItu_pmNoOfSuReceivedInError,ericsson,pmNoOfSuReceivedInError,Mtp2TpItu,20000057,20001045,pmNoOfSuReceivedInError,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpItu,,,,,SUM,3G,,,
3G_Mtp2TpItu,3G_Mtp2TpItu_pmRemoteSIBTime,ericsson,pmRemoteSIBTime,Mtp2TpItu,20000057,20001046,pmRemoteSIBTime,,msec,sum,1.0,1.0,1402.0,,RNCMtp2TpItu,,,,,SUM,3G,,,
3G_Mtp2TpTtc,3G_Mtp2TpTtc_pmLocalSIBTime,ericsson,pmLocalSIBTime,Mtp2TpTtc,20000177,20002180,pmLocalSIBTime,,msec,sum,1.0,1.0,1402.0,,RNCMtp2TpTtc,,,,,SUM,3G,,,
3G_Mtp2TpTtc,3G_Mtp2TpTtc_pmNoOfMSUReceived,ericsson,pmNoOfMSUReceived,Mtp2TpTtc,20000177,20002181,pmNoOfMSUReceived,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpTtc,,,,,SUM,3G,,,
3G_Mtp2TpTtc,3G_Mtp2TpTtc_pmNoOfMSUTransmitted,ericsson,pmNoOfMSUTransmitted,Mtp2TpTtc,20000177,20002182,pmNoOfMSUTransmitted,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpTtc,,,,,SUM,3G,,,
3G_Mtp2TpTtc,3G_Mtp2TpTtc_pmNoOfNacks,ericsson,pmNoOfNacks,Mtp2TpTtc,20000177,20002183,pmNoOfNacks,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpTtc,,,,,SUM,3G,,,
3G_Mtp2TpTtc,3G_Mtp2TpTtc_pmNoOfReTransmittedOctets,ericsson,pmNoOfReTransmittedOctets,Mtp2TpTtc,20000177,20002184,pmNoOfReTransmittedOctets,,byte,sum,1.0,1.0,1402.0,,RNCMtp2TpTtc,,,,,SUM,3G,,,
3G_Mtp2TpTtc,3G_Mtp2TpTtc_pmNoOfSendBufferOctets,ericsson,pmNoOfSendBufferOctets,Mtp2TpTtc,20000177,20002185,pmNoOfSendBufferOctets,,byte,sum,1.0,1.0,1402.0,,RNCMtp2TpTtc,,,,,SUM,3G,,,
3G_Mtp2TpTtc,3G_Mtp2TpTtc_pmNoOfSIOSIFReceived,ericsson,pmNoOfSIOSIFReceived,Mtp2TpTtc,20000177,20002186,pmNoOfSIOSIFReceived,,byte,sum,1.0,1.0,1402.0,,RNCMtp2TpTtc,,,,,SUM,3G,,,
3G_Mtp2TpTtc,3G_Mtp2TpTtc_pmNoOfSIOSIFTransmitted,ericsson,pmNoOfSIOSIFTransmitted,Mtp2TpTtc,20000177,20002187,pmNoOfSIOSIFTransmitted,,byte,sum,1.0,1.0,1402.0,,RNCMtp2TpTtc,,,,,SUM,3G,,,
3G_Mtp2TpTtc,3G_Mtp2TpTtc_pmNoOfStartedRBCongestion,ericsson,pmNoOfStartedRBCongestion,Mtp2TpTtc,20000177,20002188,pmNoOfStartedRBCongestion,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpTtc,,,,,SUM,3G,,,
3G_Mtp2TpTtc,3G_Mtp2TpTtc_pmNoOfSuReceivedInError,ericsson,pmNoOfSuReceivedInError,Mtp2TpTtc,20000177,20002189,pmNoOfSuReceivedInError,,#,sum,1.0,1.0,1402.0,,RNCMtp2TpTtc,,,,,SUM,3G,,,
3G_Mtp2TpTtc,3G_Mtp2TpTtc_pmRemoteSIBTime,ericsson,pmRemoteSIBTime,Mtp2TpTtc,20000177,20002190,pmRemoteSIBTime,,msec,sum,1.0,1.0,1402.0,,RNCMtp2TpTtc,,,,,SUM,3G,,,
3G_Mtp3bAp,3G_Mtp3bAp_pmNoOfAdjacentSPNotAccessible,ericsson,pmNoOfAdjacentSPNotAccessible,Mtp3bAp,20000058,20001047,pmNoOfAdjacentSPNotAccessible,,#,sum,1.0,1.0,1402.0,,RNCMtp3bAp,,,,,SUM,3G,,,
3G_Mtp3bAp,3G_Mtp3bAp_pmNoOfUserPartUnavailRec,ericsson,pmNoOfUserPartUnavailRec,Mtp3bAp,20000058,20001048,pmNoOfUserPartUnavailRec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bAp,,,,,SUM,3G,,,
3G_Mtp3bSlItu,3G_Mtp3bSlItu_pmNoOfAALINServiceInd,ericsson,pmNoOfAALINServiceInd,Mtp3bSlItu,20000060,20001058,pmNoOfAALINServiceInd,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSlItu,,,,,SUM,3G,,,
3G_Mtp3bSlItu,3G_Mtp3bSlItu_pmNoOfAALOUTInd,ericsson,pmNoOfAALOUTInd,Mtp3bSlItu,20000060,20001059,pmNoOfAALOUTInd,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSlItu,,,,,SUM,3G,,,
3G_Mtp3bSlItu,3G_Mtp3bSlItu_pmNoOfLocalLinkCongestRec,ericsson,pmNoOfLocalLinkCongestRec,Mtp3bSlItu,20000060,20001062,pmNoOfLocalLinkCongestRec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSlItu,,,,,SUM,3G,,,
3G_Mtp3bSlItu,3G_Mtp3bSlItu_pmNoOfMSURec,ericsson,pmNoOfMSURec,Mtp3bSlItu,20000060,20001063,pmNoOfMSURec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSlItu,,,,,SUM,3G,,,
3G_Mtp3bSlItu,3G_Mtp3bSlItu_pmNoOfMSUSent,ericsson,pmNoOfMSUSent,Mtp3bSlItu,20000060,20001064,pmNoOfMSUSent,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSlItu,,,,,SUM,3G,,,
3G_Mtp3bSlItu,3G_Mtp3bSlItu_pmNoOfRecUserData,ericsson,pmNoOfRecUserData,Mtp3bSlItu,20000060,20001065,pmNoOfRecUserData,,kbyte,sum,1.0,1.0,1402.0,,RNCMtp3bSlItu,,,,,SUM,3G,,,
3G_Mtp3bSlItu,3G_Mtp3bSlItu_pmNoOfSentUserData,ericsson,pmNoOfSentUserData,Mtp3bSlItu,20000060,20001066,pmNoOfSentUserData,,kbyte,sum,1.0,1.0,1402.0,,RNCMtp3bSlItu,,,,,SUM,3G,,,
3G_Mtp3bSlTtc,3G_Mtp3bSlTtc_pmNoOfAALINServiceInd,ericsson,pmNoOfAALINServiceInd,Mtp3bSlTtc,20000181,20002211,pmNoOfAALINServiceInd,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSlTtc,,,,,SUM,3G,,,
3G_Mtp3bSlTtc,3G_Mtp3bSlTtc_pmNoOfAALOUTInd,ericsson,pmNoOfAALOUTInd,Mtp3bSlTtc,20000181,20002212,pmNoOfAALOUTInd,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSlTtc,,,,,SUM,3G,,,
3G_Mtp3bSlTtc,3G_Mtp3bSlTtc_pmNoOfCBDSent,ericsson,pmNoOfCBDSent,Mtp3bSlTtc,20000181,20002213,pmNoOfCBDSent,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSlTtc,,,,,SUM,3G,,,
3G_Mtp3bSlTtc,3G_Mtp3bSlTtc_pmNoOfCOOXCOSent,ericsson,pmNoOfCOOXCOSent,Mtp3bSlTtc,20000181,20002214,pmNoOfCOOXCOSent,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSlTtc,,,,,SUM,3G,,,
3G_Mtp3bSlTtc,3G_Mtp3bSlTtc_pmNoOfLocalLinkCongestCeaseRec,ericsson,pmNoOfLocalLinkCongestCeaseRec,Mtp3bSlTtc,20000181,20002215,pmNoOfLocalLinkCongestCeaseRec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSlTtc,,,,,SUM,3G,,,
3G_Mtp3bSlTtc,3G_Mtp3bSlTtc_pmNoOfLocalLinkCongestRec,ericsson,pmNoOfLocalLinkCongestRec,Mtp3bSlTtc,20000181,20002216,pmNoOfLocalLinkCongestRec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSlTtc,,,,,SUM,3G,,,
3G_Mtp3bSlTtc,3G_Mtp3bSlTtc_pmNoOfMSURec,ericsson,pmNoOfMSURec,Mtp3bSlTtc,20000181,20002217,pmNoOfMSURec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSlTtc,,,,,SUM,3G,,,
3G_Mtp3bSlTtc,3G_Mtp3bSlTtc_pmNoOfMSUSent,ericsson,pmNoOfMSUSent,Mtp3bSlTtc,20000181,20002218,pmNoOfMSUSent,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSlTtc,,,,,SUM,3G,,,
3G_Mtp3bSlTtc,3G_Mtp3bSlTtc_pmNoOfRecUserData,ericsson,pmNoOfRecUserData,Mtp3bSlTtc,20000181,20002219,pmNoOfRecUserData,,kbyte,sum,1.0,1.0,1402.0,,RNCMtp3bSlTtc,,,,,SUM,3G,,,
3G_Mtp3bSlTtc,3G_Mtp3bSlTtc_pmNoOfSentUserData,ericsson,pmNoOfSentUserData,Mtp3bSlTtc,20000181,20002220,pmNoOfSentUserData,,kbyte,sum,1.0,1.0,1402.0,,RNCMtp3bSlTtc,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfCBARec,ericsson,pmNoOfCBARec,Mtp3bSpChina,20000183,20002246,pmNoOfCBARec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfCBASent,ericsson,pmNoOfCBASent,Mtp3bSpChina,20000183,20002247,pmNoOfCBASent,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfChangeBackDeclRec,ericsson,pmNoOfChangeBackDeclRec,Mtp3bSpChina,20000183,20002248,pmNoOfChangeBackDeclRec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfChangeOverRec,ericsson,pmNoOfChangeOverRec,Mtp3bSpChina,20000183,20002249,pmNoOfChangeOverRec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfCOAXCARec,ericsson,pmNoOfCOAXCARec,Mtp3bSpChina,20000183,20002250,pmNoOfCOAXCARec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfCOAXCASent,ericsson,pmNoOfCOAXCASent,Mtp3bSpChina,20000183,20002251,pmNoOfCOAXCASent,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfECARec,ericsson,pmNoOfECARec,Mtp3bSpChina,20000183,20002252,pmNoOfECARec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfECASent,ericsson,pmNoOfECASent,Mtp3bSpChina,20000183,20002253,pmNoOfECASent,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfECOSent,ericsson,pmNoOfECOSent,Mtp3bSpChina,20000183,20002254,pmNoOfECOSent,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfEmergencyChangeOverRec,ericsson,pmNoOfEmergencyChangeOverRec,Mtp3bSpChina,20000183,20002255,pmNoOfEmergencyChangeOverRec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfLowerPrioMsgDiscarded,ericsson,pmNoOfLowerPrioMsgDiscarded,Mtp3bSpChina,20000183,20002256,pmNoOfLowerPrioMsgDiscarded,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfSctpAssociationRestart,ericsson,pmNoOfSctpAssociationRestart,Mtp3bSpChina,20000183,20002257,pmNoOfSctpAssociationRestart,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfSctpBufOverflow,ericsson,pmNoOfSctpBufOverflow,Mtp3bSpChina,20000183,20002258,pmNoOfSctpBufOverflow,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfSctpCommunicationErr,ericsson,pmNoOfSctpCommunicationErr,Mtp3bSpChina,20000183,20002259,pmNoOfSctpCommunicationErr,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfSctpNetworkStatusChange,ericsson,pmNoOfSctpNetworkStatusChange,Mtp3bSpChina,20000183,20002260,pmNoOfSctpNetworkStatusChange,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfSctpResumeSending,ericsson,pmNoOfSctpResumeSending,Mtp3bSpChina,20000183,20002261,pmNoOfSctpResumeSending,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfSctpSendFailure,ericsson,pmNoOfSctpSendFailure,Mtp3bSpChina,20000183,20002262,pmNoOfSctpSendFailure,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfSLTAFirstTimeOutRec,ericsson,pmNoOfSLTAFirstTimeOutRec,Mtp3bSpChina,20000183,20002263,pmNoOfSLTAFirstTimeOutRec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfSLTASecondTimeOutRec,ericsson,pmNoOfSLTASecondTimeOutRec,Mtp3bSpChina,20000183,20002264,pmNoOfSLTASecondTimeOutRec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfSuccessAssocAbort,ericsson,pmNoOfSuccessAssocAbort,Mtp3bSpChina,20000183,20002265,pmNoOfSuccessAssocAbort,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfSuccessAssocEstablish,ericsson,pmNoOfSuccessAssocEstablish,Mtp3bSpChina,20000183,20002266,pmNoOfSuccessAssocEstablish,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfTimerT21WasStarted,ericsson,pmNoOfTimerT21WasStarted,Mtp3bSpChina,20000183,20002267,pmNoOfTimerT21WasStarted,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfTRARec,ericsson,pmNoOfTRARec,Mtp3bSpChina,20000183,20002268,pmNoOfTRARec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfTRASent,ericsson,pmNoOfTRASent,Mtp3bSpChina,20000183,20002269,pmNoOfTRASent,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_SccpSP,3G_SccpSP_pmNoOfLUDTRec,ericsson,pmNoOfLUDTRec,SccpSP,20000083,20001241,pmNoOfLUDTRec,,#,sum,1.0,1.0,1402.0,,RNCSccpSP,,,,,SUM,3G,,,
3G_Mtp3bSpChina,3G_Mtp3bSpChina_pmNoOfUnsuccessAssocEstablish,ericsson,pmNoOfUnsuccessAssocEstablish,Mtp3bSpChina,20000183,20002270,pmNoOfUnsuccessAssocEstablish,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpChina,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfCBASent,ericsson,pmNoOfCBASent,Mtp3bSpItu,20000062,20001093,pmNoOfCBASent,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfChangeBackDeclRec,ericsson,pmNoOfChangeBackDeclRec,Mtp3bSpItu,20000062,20001094,pmNoOfChangeBackDeclRec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfChangeOverRec,ericsson,pmNoOfChangeOverRec,Mtp3bSpItu,20000062,20001095,pmNoOfChangeOverRec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfCOAXCARec,ericsson,pmNoOfCOAXCARec,Mtp3bSpItu,20000062,20001096,pmNoOfCOAXCARec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfCOAXCASent,ericsson,pmNoOfCOAXCASent,Mtp3bSpItu,20000062,20001097,pmNoOfCOAXCASent,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfECARec,ericsson,pmNoOfECARec,Mtp3bSpItu,20000062,20001098,pmNoOfECARec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfEmergencyChangeOverRec,ericsson,pmNoOfEmergencyChangeOverRec,Mtp3bSpItu,20000062,20001101,pmNoOfEmergencyChangeOverRec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfLowerPrioMsgDiscarded,ericsson,pmNoOfLowerPrioMsgDiscarded,Mtp3bSpItu,20000062,20001102,pmNoOfLowerPrioMsgDiscarded,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfSctpAssociationRestart,ericsson,pmNoOfSctpAssociationRestart,Mtp3bSpItu,20000062,20001103,pmNoOfSctpAssociationRestart,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfSctpBufOverflow,ericsson,pmNoOfSctpBufOverflow,Mtp3bSpItu,20000062,20001104,pmNoOfSctpBufOverflow,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfSctpCommunicationErr,ericsson,pmNoOfSctpCommunicationErr,Mtp3bSpItu,20000062,20001105,pmNoOfSctpCommunicationErr,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfSctpNetworkStatusChange,ericsson,pmNoOfSctpNetworkStatusChange,Mtp3bSpItu,20000062,20001106,pmNoOfSctpNetworkStatusChange,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfSctpResumeSending,ericsson,pmNoOfSctpResumeSending,Mtp3bSpItu,20000062,20001107,pmNoOfSctpResumeSending,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfSctpSendFailure,ericsson,pmNoOfSctpSendFailure,Mtp3bSpItu,20000062,20001108,pmNoOfSctpSendFailure,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfSLTAFirstTimeOutRec,ericsson,pmNoOfSLTAFirstTimeOutRec,Mtp3bSpItu,20000062,20001109,pmNoOfSLTAFirstTimeOutRec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfSLTASecondTimeOutRec,ericsson,pmNoOfSLTASecondTimeOutRec,Mtp3bSpItu,20000062,20001110,pmNoOfSLTASecondTimeOutRec,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfSuccessAssocAbort,ericsson,pmNoOfSuccessAssocAbort,Mtp3bSpItu,20000062,20001111,pmNoOfSuccessAssocAbort,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfSuccessAssocEstablish,ericsson,pmNoOfSuccessAssocEstablish,Mtp3bSpItu,20000062,20001112,pmNoOfSuccessAssocEstablish,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
3G_Mtp3bSpItu,3G_Mtp3bSpItu_pmNoOfTimerT21WasStarted,ericsson,pmNoOfTimerT21WasStarted,Mtp3bSpItu,20000062,20001113,pmNoOfTimerT21WasStarted,,#,sum,1.0,1.0,1402.0,,RNCMtp3bSpItu,,,,,SUM,3G,,,
