NE Name,fdn,BTSID,BTSNAME,CELLID,CELLNAME,IDTYPE,MOIndex,className,name,neID
FTBSC02,"NE=280,CELLBIND2BTS=160_1281",160,PUJEHUN_II,1281,PUJEHUN_II-1,BYID,26_1281,BSC6900GSMCELLBIND2BTS,"BTS Index=160, Cell Index=1281",26
FTBSC02,"NE=280,CELLBIND2BTS=160_1282",160,PUJEHUN_II,1282,PUJEHUN_II-2,BYID,26_1282,BSC6900GSMCELLBIND2BTS,"BTS Index=160, Cell Index=1282",26
FTBSC02,"NE=280,CELLBIND2BTS=160_1283",160,PUJEHUN_II,1283,PUJEHUN_II-3,BYID,26_1283,BSC6900GSMCELLBIND2BTS,"BTS Index=160, Cell Index=1283",26
FTBSC02,"NE=280,CELLBIND2BTS=168_1345",168,ZIMMI_II,1345,ZIMMI_II-1,BYID,26_1345,BSC6900GSMCELLBIND2BTS,"BTS Index=168, Cell Index=1345",26
FTBSC02,"NE=280,CELLBIND2BTS=168_1346",168,ZIMMI_II,1346,ZIMMI_II-2,BYID,26_1346,BSC6900GSMCELLBIND2BTS,"BTS Index=168, Cell Index=1346",26
FTBSC02,"NE=280,CELLBIND2BTS=168_1347",168,ZIMMI_II,1347,ZIMMI_II-3,BYID,26_1347,BSC6900GSMCELLBIND2BTS,"BTS Index=168, Cell Index=1347",26
FTBSC02,"NE=280,CELLBIND2BTS=168_1348",168,ZIMMI_II,1348,ZIMMI_II-4,BYID,26_1348,BSC6900GSMCELLBIND2BTS,"BTS Index=168, Cell Index=1348",26
FTBSC02,"NE=280,CELLBIND2BTS=193_1548",193,OCTEA,1548,OCTEA-6,BYID,26_1548,BSC6900GSMCELLBIND2BTS,"BTS Index=193, Cell Index=1548",26
FTBSC02,"NE=280,CELLBIND2BTS=187_1497",187,MABONTO,1497,MABONTO-1,BYID,26_1497,BSC6900GSMCELLBIND2BTS,"BTS Index=187, Cell Index=1497",26
FTBSC02,"NE=280,CELLBIND2BTS=187_1498",187,MABONTO,1498,MABONTO-2,BYID,26_1498,BSC6900GSMCELLBIND2BTS,"BTS Index=187, Cell Index=1498",26
FTBSC02,"NE=280,CELLBIND2BTS=187_1499",187,MABONTO,1499,MABONTO-3,BYID,26_1499,BSC6900GSMCELLBIND2BTS,"BTS Index=187, Cell Index=1499",26
FTBSC02,"NE=280,CELLBIND2BTS=162_1297",162,RUTILE_II,1297,RUTILE_II-1,BYID,26_1297,BSC6900GSMCELLBIND2BTS,"BTS Index=162, Cell Index=1297",26
FTBSC02,"NE=280,CELLBIND2BTS=162_1298",162,RUTILE_II,1298,RUTILE_II-2,BYID,26_1298,BSC6900GSMCELLBIND2BTS,"BTS Index=162, Cell Index=1298",26
FTBSC02,"NE=280,CELLBIND2BTS=162_1299",162,RUTILE_II,1299,RUTILE_II-3,BYID,26_1299,BSC6900GSMCELLBIND2BTS,"BTS Index=162, Cell Index=1299",26
FTBSC02,"NE=280,CELLBIND2BTS=162_1300",162,RUTILE_II,1300,RUTILE_II-4,BYID,26_1300,BSC6900GSMCELLBIND2BTS,"BTS Index=162, Cell Index=1300",26
FTBSC02,"NE=280,CELLBIND2BTS=200_1601",200,MOBIMBI,1601,MOBIMBI-1,BYID,26_1601,BSC6900GSMCELLBIND2BTS,"BTS Index=200, Cell Index=1601",26
FTBSC02,"NE=280,CELLBIND2BTS=200_1602",200,MOBIMBI,1602,MOBIMBI-2,BYID,26_1602,BSC6900GSMCELLBIND2BTS,"BTS Index=200, Cell Index=1602",26
FTBSC02,"NE=280,CELLBIND2BTS=200_1603",200,MOBIMBI,1603,MOBIMBI-3,BYID,26_1603,BSC6900GSMCELLBIND2BTS,"BTS Index=200, Cell Index=1603",26
FTBSC02,"NE=280,CELLBIND2BTS=200_1604",200,MOBIMBI,1604,MOBIMBI-4,BYID,26_1604,BSC6900GSMCELLBIND2BTS,"BTS Index=200, Cell Index=1604",26
FTBSC02,"NE=280,CELLBIND2BTS=204_1633",204,GONDAMA,1633,GONDAMA-1,BYID,26_1633,BSC6900GSMCELLBIND2BTS,"BTS Index=204, Cell Index=1633",26
FTBSC02,"NE=280,CELLBIND2BTS=204_1634",204,GONDAMA,1634,GONDAMA-2,BYID,26_1634,BSC6900GSMCELLBIND2BTS,"BTS Index=204, Cell Index=1634",26
FTBSC02,"NE=280,CELLBIND2BTS=204_1635",204,GONDAMA,1635,GONDAMA-3,BYID,26_1635,BSC6900GSMCELLBIND2BTS,"BTS Index=204, Cell Index=1635",26
FTBSC02,"NE=280,CELLBIND2BTS=207_1657",207,GONDAMABARRACKS,1657,GONDAMABARRACKS-1,BYID,26_1657,BSC6900GSMCELLBIND2BTS,"BTS Index=207, Cell Index=1657",26
FTBSC02,"NE=280,CELLBIND2BTS=207_1658",207,GONDAMABARRACKS,1658,GONDAMABARRACKS-2,BYID,26_1658,BSC6900GSMCELLBIND2BTS,"BTS Index=207, Cell Index=1658",26
FTBSC02,"NE=280,CELLBIND2BTS=207_1659",207,GONDAMABARRACKS,1659,GONDAMABARRACKS-3,BYID,26_1659,BSC6900GSMCELLBIND2BTS,"BTS Index=207, Cell Index=1659",26
FTBSC02,"NE=280,CELLBIND2BTS=155_1242",155,SIEROMCO(REP8)_II,1242,SIEROMCO(REP8)_II-2,BYID,26_1242,BSC6900GSMCELLBIND2BTS,"BTS Index=155, Cell Index=1242",26
FTBSC02,"NE=280,CELLBIND2BTS=157_1257",157,MOYAMBAJUNCTION_II,1257,MOYAMBAJUNCTION_II-1,BYID,26_1257,BSC6900GSMCELLBIND2BTS,"BTS Index=157, Cell Index=1257",26
FTBSC02,"NE=280,CELLBIND2BTS=157_1258",157,MOYAMBAJUNCTION_II,1258,MOYAMBAJUNCTION_II-2,BYID,26_1258,BSC6900GSMCELLBIND2BTS,"BTS Index=157, Cell Index=1258",26
FTBSC02,"NE=280,CELLBIND2BTS=157_1259",157,MOYAMBAJUNCTION_II,1259,MOYAMBAJUNCTION_II-3,BYID,26_1259,BSC6900GSMCELLBIND2BTS,"BTS Index=157, Cell Index=1259",26
FTBSC02,"NE=280,CELLBIND2BTS=165_1321",165,TIAMA_II,1321,TIAMA_II-1,BYID,26_1321,BSC6900GSMCELLBIND2BTS,"BTS Index=165, Cell Index=1321",26
FTBSC02,"NE=280,CELLBIND2BTS=165_1322",165,TIAMA_II,1322,TIAMA_II-2,BYID,26_1322,BSC6900GSMCELLBIND2BTS,"BTS Index=165, Cell Index=1322",26
FTBSC02,"NE=280,CELLBIND2BTS=165_1323",165,TIAMA_II,1323,TIAMA_II-3,BYID,26_1323,BSC6900GSMCELLBIND2BTS,"BTS Index=165, Cell Index=1323",26
FTBSC02,"NE=280,CELLBIND2BTS=165_1324",165,TIAMA_II,1324,TIAMA_II-4,BYID,26_1324,BSC6900GSMCELLBIND2BTS,"BTS Index=165, Cell Index=1324",26
FTBSC02,"NE=280,CELLBIND2BTS=170_1361",170,GBAIMASONGA_II,1361,GBAIMASONGA_II-1,BYID,26_1361,BSC6900GSMCELLBIND2BTS,"BTS Index=170, Cell Index=1361",26
FTBSC02,"NE=280,CELLBIND2BTS=170_1362",170,GBAIMASONGA_II,1362,GBAIMASONGA_II-2,BYID,26_1362,BSC6900GSMCELLBIND2BTS,"BTS Index=170, Cell Index=1362",26
FTBSC02,"NE=280,CELLBIND2BTS=170_1363",170,GBAIMASONGA_II,1363,GBAIMASONGA_II-3,BYID,26_1363,BSC6900GSMCELLBIND2BTS,"BTS Index=170, Cell Index=1363",26
FTBSC02,"NE=280,CELLBIND2BTS=172_1377",172,NJALA_II,1377,NJALA_II-1,BYID,26_1377,BSC6900GSMCELLBIND2BTS,"BTS Index=172, Cell Index=1377",26
FTBSC02,"NE=280,CELLBIND2BTS=172_1378",172,NJALA_II,1378,NJALA_II-2,BYID,26_1378,BSC6900GSMCELLBIND2BTS,"BTS Index=172, Cell Index=1378",26
FTBSC02,"NE=280,CELLBIND2BTS=172_1379",172,NJALA_II,1379,NJALA_II-3,BYID,26_1379,BSC6900GSMCELLBIND2BTS,"BTS Index=172, Cell Index=1379",26
FTBSC02,"NE=280,CELLBIND2BTS=181_1449",181,MATTRU,1449,MATTRU-1,BYID,26_1449,BSC6900GSMCELLBIND2BTS,"BTS Index=181, Cell Index=1449",26
FTBSC02,"NE=280,CELLBIND2BTS=181_1450",181,MATTRU,1450,MATTRU-2,BYID,26_1450,BSC6900GSMCELLBIND2BTS,"BTS Index=181, Cell Index=1450",26
FTBSC02,"NE=280,CELLBIND2BTS=181_1451",181,MATTRU,1451,MATTRU-3,BYID,26_1451,BSC6900GSMCELLBIND2BTS,"BTS Index=181, Cell Index=1451",26
FTBSC02,"NE=280,CELLBIND2BTS=181_1452",181,MATTRU,1452,MATTRU-4,BYID,26_1452,BSC6900GSMCELLBIND2BTS,"BTS Index=181, Cell Index=1452",26
FTBSC02,"NE=280,CELLBIND2BTS=51_401",51,DILLET,401,DILLET-1,BYID,26_401,BSC6900GSMCELLBIND2BTS,"BTS Index=51, Cell Index=401",26
FTBSC02,"NE=280,CELLBIND2BTS=51_402",51,DILLET,402,DILLET-2,BYID,26_402,BSC6900GSMCELLBIND2BTS,"BTS Index=51, Cell Index=402",26
FTBSC02,"NE=280,CELLBIND2BTS=51_403",51,DILLET,403,DILLET-3,BYID,26_403,BSC6900GSMCELLBIND2BTS,"BTS Index=51, Cell Index=403",26
FTBSC02,"NE=280,CELLBIND2BTS=51_404",51,DILLET,404,DILLET-6,BYID,26_404,BSC6900GSMCELLBIND2BTS,"BTS Index=51, Cell Index=404",26
FTBSC02,"NE=280,CELLBIND2BTS=51_405",51,DILLET,405,DILLET-7,BYID,26_405,BSC6900GSMCELLBIND2BTS,"BTS Index=51, Cell Index=405",26
FTBSC02,"NE=280,CELLBIND2BTS=51_406",51,DILLET,406,DILLET-8,BYID,26_406,BSC6900GSMCELLBIND2BTS,"BTS Index=51, Cell Index=406",26
FTBSC02,"NE=280,CELLBIND2BTS=55_433",55,KROOTOWNROAD,433,KROOTOWNROAD-1,BYID,26_433,BSC6900GSMCELLBIND2BTS,"BTS Index=55, Cell Index=433",26
FTBSC02,"NE=280,CELLBIND2BTS=55_434",55,KROOTOWNROAD,434,KROOTOWNROAD-2,BYID,26_434,BSC6900GSMCELLBIND2BTS,"BTS Index=55, Cell Index=434",26
FTBSC02,"NE=280,CELLBIND2BTS=55_435",55,KROOTOWNROAD,435,KROOTOWNROAD-3,BYID,26_435,BSC6900GSMCELLBIND2BTS,"BTS Index=55, Cell Index=435",26
FTBSC02,"NE=280,CELLBIND2BTS=55_436",55,KROOTOWNROAD,436,KROOTOWNROAD-8,BYID,26_436,BSC6900GSMCELLBIND2BTS,"BTS Index=55, Cell Index=436",26
FTBSC02,"NE=280,CELLBIND2BTS=55_437",55,KROOTOWNROAD,437,KROOTOWNROAD-9,BYID,26_437,BSC6900GSMCELLBIND2BTS,"BTS Index=55, Cell Index=437",26
FTBSC02,"NE=280,CELLBIND2BTS=55_438",55,KROOTOWNROAD,438,KROOTOWNROAD-6,BYID,26_438,BSC6900GSMCELLBIND2BTS,"BTS Index=55, Cell Index=438",26
FTBSC02,"NE=280,CELLBIND2BTS=72_569",72,KINGTOM_II,569,KINGTOM_II-2,BYID,26_569,BSC6900GSMCELLBIND2BTS,"BTS Index=72, Cell Index=569",26
FTBSC02,"NE=280,CELLBIND2BTS=72_570",72,KINGTOM_II,570,KINGTOM_II-3,BYID,26_570,BSC6900GSMCELLBIND2BTS,"BTS Index=72, Cell Index=570",26
FTBSC02,"NE=280,CELLBIND2BTS=72_571",72,KINGTOM_II,571,KINGTOM_II-6,BYID,26_571,BSC6900GSMCELLBIND2BTS,"BTS Index=72, Cell Index=571",26
FTBSC02,"NE=280,CELLBIND2BTS=72_572",72,KINGTOM_II,572,KINGTOM_II-1,BYID,26_572,BSC6900GSMCELLBIND2BTS,"BTS Index=72, Cell Index=572",26
FTBSC02,"NE=280,CELLBIND2BTS=72_573",72,KINGTOM_II,573,KINGTOM_II-7,BYID,26_573,BSC6900GSMCELLBIND2BTS,"BTS Index=72, Cell Index=573",26
FTBSC02,"NE=280,CELLBIND2BTS=80_633",80,DUNDASTREET,633,DUNDASTREET-6,BYID,26_633,BSC6900GSMCELLBIND2BTS,"BTS Index=80, Cell Index=633",26
FTBSC02,"NE=280,CELLBIND2BTS=80_634",80,DUNDASTREET,634,DUNDASTREET-7,BYID,26_634,BSC6900GSMCELLBIND2BTS,"BTS Index=80, Cell Index=634",26
FTBSC02,"NE=280,CELLBIND2BTS=80_635",80,DUNDASTREET,635,DUNDASTREET-8,BYID,26_635,BSC6900GSMCELLBIND2BTS,"BTS Index=80, Cell Index=635",26
FTBSC02,"NE=280,CELLBIND2BTS=56_441",56,LAKKA_II,441,LAKKA_II-1,BYID,26_441,BSC6900GSMCELLBIND2BTS,"BTS Index=56, Cell Index=441",26
FTBSC02,"NE=280,CELLBIND2BTS=56_442",56,LAKKA_II,442,LAKKA_II-2,BYID,26_442,BSC6900GSMCELLBIND2BTS,"BTS Index=56, Cell Index=442",26
FTBSC02,"NE=280,CELLBIND2BTS=60_473",60,SUSSEX_II,473,SUSSEX_II-1,BYID,26_473,BSC6900GSMCELLBIND2BTS,"BTS Index=60, Cell Index=473",26
FTBSC02,"NE=280,CELLBIND2BTS=60_474",60,SUSSEX_II,474,SUSSEX_II-2,BYID,26_474,BSC6900GSMCELLBIND2BTS,"BTS Index=60, Cell Index=474",26
FTBSC02,"NE=280,CELLBIND2BTS=64_505",64,YORK,505,YORK-1,BYID,26_505,BSC6900GSMCELLBIND2BTS,"BTS Index=64, Cell Index=505",26
FTBSC02,"NE=280,CELLBIND2BTS=64_506",64,YORK,506,YORK-2,BYID,26_506,BSC6900GSMCELLBIND2BTS,"BTS Index=64, Cell Index=506",26
FTBSC02,"NE=280,CELLBIND2BTS=64_507",64,YORK,507,YORK-3,BYID,26_507,BSC6900GSMCELLBIND2BTS,"BTS Index=64, Cell Index=507",26
FTBSC02,"NE=280,CELLBIND2BTS=66_521",66,BLACKJOHNSON_II,521,BLACKJOHNSON_II-1,BYID,26_521,BSC6900GSMCELLBIND2BTS,"BTS Index=66, Cell Index=521",26
FTBSC02,"NE=280,CELLBIND2BTS=66_522",66,BLACKJOHNSON_II,522,BLACKJOHNSON_II-2,BYID,26_522,BSC6900GSMCELLBIND2BTS,"BTS Index=66, Cell Index=522",26
FTBSC02,"NE=280,CELLBIND2BTS=66_523",66,BLACKJOHNSON_II,523,BLACKJOHNSON_II-3,BYID,26_523,BSC6900GSMCELLBIND2BTS,"BTS Index=66, Cell Index=523",26
FTBSC02,"NE=280,CELLBIND2BTS=49_391",49,ABERDEEN,391,ABERDEEN-4,BYID,26_391,BSC6900GSMCELLBIND2BTS,"BTS Index=49, Cell Index=391",26
FTBSC02,"NE=280,CELLBIND2BTS=75_597",75,MUCTARUDRIVE_II,597,MUCTARUDRIVE_II-6,BYID,26_597,BSC6900GSMCELLBIND2BTS,"BTS Index=75, Cell Index=597",26
FTBSC02,"NE=280,CELLBIND2BTS=75_598",75,MUCTARUDRIVE_II,598,MUCTARUDRIVE_II-7,BYID,26_598,BSC6900GSMCELLBIND2BTS,"BTS Index=75, Cell Index=598",26
FTBSC02,"NE=280,CELLBIND2BTS=57_451",57,LESTERPEAK_II,451,LESTERPEAK_II-7,BYID,26_451,BSC6900GSMCELLBIND2BTS,"BTS Index=57, Cell Index=451",26
FTBSC02,"NE=280,CELLBIND2BTS=57_452",57,LESTERPEAK_II,452,LESTERPEAK_II-8,BYID,26_452,BSC6900GSMCELLBIND2BTS,"BTS Index=57, Cell Index=452",26
FTBSC02,"NE=280,CELLBIND2BTS=115_921",115,NJAMANIMEKORO,921,NJAMANIMEKORO-1,BYID,26_921,BSC6900GSMCELLBIND2BTS,"BTS Index=115, Cell Index=921",26
FTBSC02,"NE=280,CELLBIND2BTS=115_922",115,NJAMANIMEKORO,922,NJAMANIMEKORO-2,BYID,26_922,BSC6900GSMCELLBIND2BTS,"BTS Index=115, Cell Index=922",26
FTBSC02,"NE=280,CELLBIND2BTS=115_923",115,NJAMANIMEKORO,923,NJAMANIMEKORO-3,BYID,26_923,BSC6900GSMCELLBIND2BTS,"BTS Index=115, Cell Index=923",26
FTBSC02,"NE=280,CELLBIND2BTS=120_961",120,SEFADUCENTRAL,961,SEFADUCENTRAL-1,BYID,26_961,BSC6900GSMCELLBIND2BTS,"BTS Index=120, Cell Index=961",26
FTBSC02,"NE=280,CELLBIND2BTS=120_962",120,SEFADUCENTRAL,962,SEFADUCENTRAL-2,BYID,26_962,BSC6900GSMCELLBIND2BTS,"BTS Index=120, Cell Index=962",26
FTBSC02,"NE=280,CELLBIND2BTS=120_963",120,SEFADUCENTRAL,963,SEFADUCENTRAL-3,BYID,26_963,BSC6900GSMCELLBIND2BTS,"BTS Index=120, Cell Index=963",26
FTBSC02,"NE=280,CELLBIND2BTS=120_964",120,SEFADUCENTRAL,964,SEFADUCENTRAL-6,BYID,26_964,BSC6900GSMCELLBIND2BTS,"BTS Index=120, Cell Index=964",26
FTBSC02,"NE=280,CELLBIND2BTS=120_965",120,SEFADUCENTRAL,965,SEFADUCENTRAL-7,BYID,26_965,BSC6900GSMCELLBIND2BTS,"BTS Index=120, Cell Index=965",26
FTBSC02,"NE=280,CELLBIND2BTS=121_969",121,SEFADUTOWN,969,SEFADUTOWN-1,BYID,26_969,BSC6900GSMCELLBIND2BTS,"BTS Index=121, Cell Index=969",26
FTBSC02,"NE=280,CELLBIND2BTS=121_970",121,SEFADUTOWN,970,SEFADUTOWN-2,BYID,26_970,BSC6900GSMCELLBIND2BTS,"BTS Index=121, Cell Index=970",26
FTBSC02,"NE=280,CELLBIND2BTS=121_971",121,SEFADUTOWN,971,SEFADUTOWN-3,BYID,26_971,BSC6900GSMCELLBIND2BTS,"BTS Index=121, Cell Index=971",26
FTBSC02,"NE=280,CELLBIND2BTS=121_972",121,SEFADUTOWN,972,SEFADUTOWN-6,BYID,26_972,BSC6900GSMCELLBIND2BTS,"BTS Index=121, Cell Index=972",26
FTBSC02,"NE=280,CELLBIND2BTS=122_977",122,SFD,977,SFD-1,BYID,26_977,BSC6900GSMCELLBIND2BTS,"BTS Index=122, Cell Index=977",26
FTBSC02,"NE=280,CELLBIND2BTS=122_978",122,SFD,978,SFD-6,BYID,26_978,BSC6900GSMCELLBIND2BTS,"BTS Index=122, Cell Index=978",26
FTBSC02,"NE=280,CELLBIND2BTS=122_979",122,SFD,979,SFD-2,BYID,26_979,BSC6900GSMCELLBIND2BTS,"BTS Index=122, Cell Index=979",26
FTBSC02,"NE=280,CELLBIND2BTS=122_980",122,SFD,980,SFD-3,BYID,26_980,BSC6900GSMCELLBIND2BTS,"BTS Index=122, Cell Index=980",26
FTBSC02,"NE=280,CELLBIND2BTS=122_981",122,SFD,981,SFD-4,BYID,26_981,BSC6900GSMCELLBIND2BTS,"BTS Index=122, Cell Index=981",26
FTBSC02,"NE=280,CELLBIND2BTS=122_982",122,SFD,982,SFD-8,BYID,26_982,BSC6900GSMCELLBIND2BTS,"BTS Index=122, Cell Index=982",26
FTBSC02,"NE=280,CELLBIND2BTS=196_1569",196,SILLAHSTREET,1569,SILLAHSTREET-1,BYID,26_1569,BSC6900GSMCELLBIND2BTS,"BTS Index=196, Cell Index=1569",26
FTBSC02,"NE=280,CELLBIND2BTS=196_1570",196,SILLAHSTREET,1570,SILLAHSTREET-2,BYID,26_1570,BSC6900GSMCELLBIND2BTS,"BTS Index=196, Cell Index=1570",26
FTBSC02,"NE=280,CELLBIND2BTS=196_1571",196,SILLAHSTREET,1571,SILLAHSTREET-3,BYID,26_1571,BSC6900GSMCELLBIND2BTS,"BTS Index=196, Cell Index=1571",26
FTBSC02,"NE=280,CELLBIND2BTS=196_1572",196,SILLAHSTREET,1572,SILLAHSTREET-6,BYID,26_1572,BSC6900GSMCELLBIND2BTS,"BTS Index=196, Cell Index=1572",26
FTBSC02,"NE=280,CELLBIND2BTS=196_1573",196,SILLAHSTREET,1573,SILLAHSTREET-7,BYID,26_1573,BSC6900GSMCELLBIND2BTS,"BTS Index=196, Cell Index=1573",26
FTBSC02,"NE=280,CELLBIND2BTS=196_1574",196,SILLAHSTREET,1574,SILLAHSTREET-8,BYID,26_1574,BSC6900GSMCELLBIND2BTS,"BTS Index=196, Cell Index=1574",26
FTBSC02,"NE=280,CELLBIND2BTS=118_948",118,ROGBIN,948,ROGBIN-6,BYID,26_948,BSC6900GSMCELLBIND2BTS,"BTS Index=118, Cell Index=948",26
FTBSC02,"NE=280,CELLBIND2BTS=89_705",89,GODERICH,705,GODERICH-6,BYID,26_705,BSC6900GSMCELLBIND2BTS,"BTS Index=89, Cell Index=705",26
FTBSC02,"NE=280,CELLBIND2BTS=89_706",89,GODERICH,706,GODERICH-2,BYID,26_706,BSC6900GSMCELLBIND2BTS,"BTS Index=89, Cell Index=706",26
FTBSC02,"NE=280,CELLBIND2BTS=89_707",89,GODERICH,707,GODERICH-8,BYID,26_707,BSC6900GSMCELLBIND2BTS,"BTS Index=89, Cell Index=707",26
FTBSC02,"NE=280,CELLBIND2BTS=92_729",92,PALMRESORT,729,PALMRESORT-1,BYID,26_729,BSC6900GSMCELLBIND2BTS,"BTS Index=92, Cell Index=729",26
FTBSC02,"NE=280,CELLBIND2BTS=92_730",92,PALMRESORT,730,PALMRESORT-3,BYID,26_730,BSC6900GSMCELLBIND2BTS,"BTS Index=92, Cell Index=730",26
FTBSC02,"NE=280,CELLBIND2BTS=201_741",201,GBANGBATOK,741,GBANGBATOK-1,BYID,26_741,BSC6900GSMCELLBIND2BTS,"BTS Index=201, Cell Index=741",26
FTBSC02,"NE=280,CELLBIND2BTS=201_742",201,GBANGBATOK,742,GBANGBATOK-2,BYID,26_742,BSC6900GSMCELLBIND2BTS,"BTS Index=201, Cell Index=742",26
FTBSC02,"NE=280,CELLBIND2BTS=201_743",201,GBANGBATOK,743,GBANGBATOK-3,BYID,26_743,BSC6900GSMCELLBIND2BTS,"BTS Index=201, Cell Index=743",26
FTBSC02,"NE=280,CELLBIND2BTS=201_744",201,GBANGBATOK,744,GBANGBATOK-4,BYID,26_744,BSC6900GSMCELLBIND2BTS,"BTS Index=201, Cell Index=744",26
FTBSC02,"NE=280,CELLBIND2BTS=202_751",202,SANMALIN,751,SANMALIN-1,BYID,26_751,BSC6900GSMCELLBIND2BTS,"BTS Index=202, Cell Index=751",26
FTBSC02,"NE=280,CELLBIND2BTS=202_752",202,SANMALIN,752,SANMALIN-2,BYID,26_752,BSC6900GSMCELLBIND2BTS,"BTS Index=202, Cell Index=752",26
FTBSC02,"NE=280,CELLBIND2BTS=202_753",202,SANMALIN,753,SANMALIN-3,BYID,26_753,BSC6900GSMCELLBIND2BTS,"BTS Index=202, Cell Index=753",26
FTBSC02,"NE=280,CELLBIND2BTS=202_754",202,SANMALIN,754,SANMALIN-4,BYID,26_754,BSC6900GSMCELLBIND2BTS,"BTS Index=202, Cell Index=754",26
FTBSC02,"NE=280,CELLBIND2BTS=202_755",202,SANMALIN,755,SANMALIN-5,BYID,26_755,BSC6900GSMCELLBIND2BTS,"BTS Index=202, Cell Index=755",26
FTBSC02,"NE=280,CELLBIND2BTS=53_417",53,OAU_II,417,OAU_II-1,BYID,26_417,BSC6900GSMCELLBIND2BTS,"BTS Index=53, Cell Index=417",26
FTBSC02,"NE=280,CELLBIND2BTS=53_418",53,OAU_II,418,OAU_II-2,BYID,26_418,BSC6900GSMCELLBIND2BTS,"BTS Index=53, Cell Index=418",26
FTBSC02,"NE=280,CELLBIND2BTS=53_419",53,OAU_II,419,OAU_II-3,BYID,26_419,BSC6900GSMCELLBIND2BTS,"BTS Index=53, Cell Index=419",26
FTBSC02,"NE=280,CELLBIND2BTS=53_420",53,OAU_II,420,OAU_II-6,BYID,26_420,BSC6900GSMCELLBIND2BTS,"BTS Index=53, Cell Index=420",26
FTBSC02,"NE=280,CELLBIND2BTS=53_421",53,OAU_II,421,OAU_II-7,BYID,26_421,BSC6900GSMCELLBIND2BTS,"BTS Index=53, Cell Index=421",26
FTBSC02,"NE=280,CELLBIND2BTS=53_422",53,OAU_II,422,OAU_II-9,BYID,26_422,BSC6900GSMCELLBIND2BTS,"BTS Index=53, Cell Index=422",26
FTBSC02,"NE=280,CELLBIND2BTS=57_449",57,LESTERPEAK_II,449,LESTERPEAK_II-2,BYID,26_449,BSC6900GSMCELLBIND2BTS,"BTS Index=57, Cell Index=449",26
FTBSC02,"NE=280,CELLBIND2BTS=57_450",57,LESTERPEAK_II,450,LESTERPEAK_II-3,BYID,26_450,BSC6900GSMCELLBIND2BTS,"BTS Index=57, Cell Index=450",26
FTBSC02,"NE=280,CELLBIND2BTS=69_546",69,HILLCUTROAD_II,546,HILLCUTROAD_II-7,BYID,26_546,BSC6900GSMCELLBIND2BTS,"BTS Index=69, Cell Index=546",26
FTBSC02,"NE=280,CELLBIND2BTS=69_547",69,HILLCUTROAD_II,547,HILLCUTROAD_II-8,BYID,26_547,BSC6900GSMCELLBIND2BTS,"BTS Index=69, Cell Index=547",26
FTBSC02,"NE=280,CELLBIND2BTS=70_553",70,IMATT_II,553,IMATT_II-1,BYID,26_553,BSC6900GSMCELLBIND2BTS,"BTS Index=70, Cell Index=553",26
FTBSC02,"NE=280,CELLBIND2BTS=70_554",70,IMATT_II,554,IMATT_II-2,BYID,26_554,BSC6900GSMCELLBIND2BTS,"BTS Index=70, Cell Index=554",26
FTBSC02,"NE=280,CELLBIND2BTS=70_555",70,IMATT_II,555,IMATT_II-6,BYID,26_555,BSC6900GSMCELLBIND2BTS,"BTS Index=70, Cell Index=555",26
FTBSC02,"NE=280,CELLBIND2BTS=70_557",70,IMATT_II,557,IMATT_II-8,BYID,26_557,BSC6900GSMCELLBIND2BTS,"BTS Index=70, Cell Index=557",26
FTBSC02,"NE=280,CELLBIND2BTS=71_561",71,KINGHARMAN,561,KINGHARMAN-1,BYID,26_561,BSC6900GSMCELLBIND2BTS,"BTS Index=71, Cell Index=561",26
FTBSC02,"NE=280,CELLBIND2BTS=71_562",71,KINGHARMAN,562,KINGHARMAN-2,BYID,26_562,BSC6900GSMCELLBIND2BTS,"BTS Index=71, Cell Index=562",26
FTBSC02,"NE=280,CELLBIND2BTS=71_563",71,KINGHARMAN,563,KINGHARMAN-3,BYID,26_563,BSC6900GSMCELLBIND2BTS,"BTS Index=71, Cell Index=563",26
FTBSC02,"NE=280,CELLBIND2BTS=76_601",76,SPURLOOP_II,601,SPURLOOP_II-1,BYID,26_601,BSC6900GSMCELLBIND2BTS,"BTS Index=76, Cell Index=601",26
FTBSC02,"NE=280,CELLBIND2BTS=76_602",76,SPURLOOP_II,602,SPURLOOP_II-2,BYID,26_602,BSC6900GSMCELLBIND2BTS,"BTS Index=76, Cell Index=602",26
FTBSC02,"NE=280,CELLBIND2BTS=76_603",76,SPURLOOP_II,603,SPURLOOP_II-3,BYID,26_603,BSC6900GSMCELLBIND2BTS,"BTS Index=76, Cell Index=603",26
FTBSC02,"NE=280,CELLBIND2BTS=76_604",76,SPURLOOP_II,604,SPURLOOP_II-7,BYID,26_604,BSC6900GSMCELLBIND2BTS,"BTS Index=76, Cell Index=604",26
FTBSC02,"NE=280,CELLBIND2BTS=77_609",77,SPURROAD_II,609,SPURROAD_II-1,BYID,26_609,BSC6900GSMCELLBIND2BTS,"BTS Index=77, Cell Index=609",26
FTBSC02,"NE=280,CELLBIND2BTS=77_610",77,SPURROAD_II,610,SPURROAD_II-6,BYID,26_610,BSC6900GSMCELLBIND2BTS,"BTS Index=77, Cell Index=610",26
FTBSC02,"NE=280,CELLBIND2BTS=77_612",77,SPURROAD_II,612,SPURROAD_II-8,BYID,26_612,BSC6900GSMCELLBIND2BTS,"BTS Index=77, Cell Index=612",26
