begintime,sk_object,duration,integrity,67194090,67194091,67194092,67194093,67194094,67194095
2022-03-01 09:00:00,7668868.0,3600.0,100.0,354.227,0.0,93.752,464.128,0.0,146.748
2022-03-01 05:00:00,7668885.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 09:00:00,7668893.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 04:00:00,90076008.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 03:00:00,7668832.0,3600.0,100.0,4.192,0.32,1.509,4.269,0.32,1.519
2022-03-01 02:00:00,7668893.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-02 19:00:00,7668956.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-03 03:00:00,7668823.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 16:00:00,7668728.0,3600.0,100.0,126.349,58.701,86.922,151.552,72.864,105.059
2022-03-01 23:00:00,7668834.0,3600.0,100.0,68.57,17.894,36.718,93.011,17.869,53.166
2022-03-02 00:00:00,7668803.0,3600.0,100.0,81.043,34.714,53.91,94.938,42.65,64.56
2022-03-01 22:00:00,7668890.0,3600.0,100.0,93.242,29.574,58.573,144.883,40.397,86.49
2022-02-13 09:00:00,7668956.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-17 15:00:00,7668754.0,3600.0,100.0,33.792,11.949,19.5,37.402,7.072,19.025
2022-02-04 21:00:00,7668872.0,3600.0,100.0,113.139,56.448,81.818,148.998,77.318,106.61
2022-02-06 01:00:00,7668756.0,3600.0,100.0,110.496,59.93,84.541,117.536,92.858,105.292
2022-02-17 07:00:00,7668985.0,3600.0,100.0,139.501,51.68,87.587,122.438,78.125,96.231
2022-03-11 14:00:00,7668832.0,3600.0,100.0,18.086,1.478,7.98,20.339,1.779,8.975
2022-02-04 01:00:00,7668923.0,3600.0,100.0,212.115,124.685,169.727,197.114,122.662,157.295
2022-03-12 19:00:00,7668864.0,3600.0,100.0,673.664,493.638,581.36,670.502,491.034,579.931
2022-03-03 18:00:00,7668925.0,3600.0,100.0,275.45,185.312,229.265,329.421,222.803,275.83
2022-03-10 06:00:00,7668837.0,3600.0,100.0,82.106,35.731,57.383,96.518,70.547,81.085
2022-02-08 12:00:00,29308123.0,3600.0,100.0,41.824,20.442,28.835,36.749,8.781,19.741
2022-03-10 03:00:00,90076246.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 10:00:00,7668897.0,3600.0,100.0,136.422,74.803,98.627,129.536,99.155,110.752
2022-02-12 21:00:00,7668907.0,3600.0,100.0,275.014,174.931,221.205,339.84,221.747,274.542
2022-02-08 10:00:00,7668799.0,3600.0,100.0,159.795,88.883,121.28,189.05,107.571,144.684
2022-03-15 20:00:00,7668774.0,3600.0,100.0,92.838,39.584,61.463,112.826,46.208,72.233
2022-03-15 19:00:00,7668902.0,3600.0,100.0,192.218,101.043,143.38,230.387,116.314,169.582
2022-03-12 17:00:00,7668904.0,3600.0,100.0,28.166,12.634,19.421,32.371,6.675,19.124
2022-02-20 16:00:00,7668926.0,3600.0,100.0,24.09,4.326,13.317,27.795,4.992,15.37
2022-03-11 10:00:00,7668740.0,3600.0,100.0,232.666,146.995,185.011,267.142,168.954,217.505
2022-02-05 20:00:00,7668766.0,3600.0,100.0,255.827,129.344,179.738,312.64,153.459,215.974
2022-02-13 05:00:00,7668776.0,3600.0,100.0,19.437,8.115,12.761,41.709,34.4,37.499
