begintime,ne_name,integrity,L.Thrp.bits.DL,4G traffic,id,tickets_integration,alarms_integration,comments_integration,inos_integration
2022-02-02,Cell Name=4G_LUNSAR_II-1,95.83,300493497248.0,300493497248.0,251,False,False,False,False
2022-02-02,Cell Name=4G_LUNSAR_II-2,95.83,149924717248.0,149924717248.0,252,False,False,False,False
2022-02-02,Cell Name=4G_LUNSAR_II-3,95.83,442057586664.0,442057586664.0,253,False,False,False,False
2022-02-02,Cell Name=4G_MAGBURAKA_II-1,95.83,910250708184.0,910250708184.0,254,False,False,False,False
2022-02-02,Cell Name=4G_MAKENISOS_RELIEF-1,58.33,59429530984.0,59429530984.0,255,False,False,False,False
2022-02-02,Cell Name=4G_MAKENISOS_RELIEF-2,58.33,28178573072.0,28178573072.0,256,False,False,False,False
2022-02-02,Cell Name=4G_MAKENISOS_RELIEF-3,58.33,64604185608.0,64604185608.0,257,False,False,False,False
2022-02-02,Cell Name=4G_MALAMA_II-1,95.83,884546103264.0,884546103264.0,258,False,False,False,False
2022-02-02,Cell Name=4G_MALAMA_II-2,95.83,486879145016.0,486879145016.0,259,False,False,False,False
2022-02-02,Cell Name=4G_MALAMA_II-3,95.83,481750306944.0,481750306944.0,260,False,False,False,False
2022-02-02,Cell Name=4G_MALAMA_II-6,95.83,360440031904.0,360440031904.0,261,False,False,False,False
2022-02-02,Cell Name=4G_MALAMA_II-7,95.83,572582695456.0,572582695456.0,262,False,False,False,False
2022-02-02,Cell Name=4G_MALAMA_II-8,95.83,399633025672.0,399633025672.0,263,False,False,False,False
2022-02-02,Cell Name=4G_MAMBO-1,95.83,487178038304.0,487178038304.0,264,False,False,False,False
2022-02-02,Cell Name=4G_MAMBO-2,95.83,840184461072.0,840184461072.0,265,False,False,False,False
2022-02-02,Cell Name=4G_MAMBO-3,95.83,808284273248.0,808284273248.0,266,False,False,False,False
2022-02-02,Cell Name=4G_MARAMPA-1,95.83,11672591856.0,11672591856.0,267,False,False,False,False
2022-02-02,Cell Name=4G_MARAMPA-2,95.83,426427632616.0,426427632616.0,268,False,False,False,False
2022-02-02,Cell Name=4G_MARAMPA-3,95.83,120571023208.0,120571023208.0,269,False,False,False,False
2022-02-02,Cell Name=4G_MARJAYTOWN_II-1,95.83,826511757056.0,826511757056.0,270,False,False,False,False
2022-02-02,Cell Name=4G_MARJAYTOWN_II-2,95.83,958774950824.0,958774950824.0,271,False,False,False,False
2022-02-02,Cell Name=4G_MARJAYTOWN_II-3,95.83,223504554552.0,223504554552.0,272,False,False,False,False
2022-02-02,Cell Name=4G_MARJAYTOWN_II-6,95.83,747888730280.0,747888730280.0,273,False,False,False,False
2022-02-02,Cell Name=4G_MARJAYTOWN_II-7,95.83,462016273096.0,462016273096.0,274,False,False,False,False
2022-02-02,Cell Name=4G_MARJAYTOWN_II-8,95.83,487531284272.0,487531284272.0,275,False,False,False,False
2022-02-02,Cell Name=4G_MMCE-1,95.83,561761745848.0,561761745848.0,276,False,False,False,False
2022-02-02,Cell Name=4G_MMCE-2,95.83,811970392088.0,811970392088.0,277,False,False,False,False
2022-02-02,Cell Name=4G_MMCE-6,95.83,515596441352.0,515596441352.0,278,False,False,False,False
2022-02-02,Cell Name=4G_MMCE-7,95.83,881126471064.0,881126471064.0,279,False,False,False,False
2022-02-02,Cell Name=4G_MOBIMBI-1,95.83,120955259152.0,120955259152.0,280,False,False,False,False
2022-02-02,Cell Name=4G_MOBIMBI-2,95.83,160164127176.0,160164127176.0,281,False,False,False,False
2022-02-02,Cell Name=4G_MOBIMBI-3,95.83,94992988808.0,94992988808.0,282,False,False,False,False
2022-02-02,Cell Name=4G_MOKABA-1,95.83,26571434208.0,26571434208.0,283,False,False,False,False
2022-02-02,Cell Name=4G_MOKABA-2,95.83,187203571856.0,187203571856.0,284,False,False,False,False
2022-02-02,Cell Name=4G_MOKABA-3,95.83,23240558816.0,23240558816.0,285,False,False,False,False
2022-02-02,Cell Name=4G_MURRAYTOWNBARRACKS-1,95.83,475926715608.0,475926715608.0,286,False,False,False,False
2022-02-02,Cell Name=4G_MURRAYTOWNBARRACKS-2,95.83,159073649656.0,159073649656.0,287,False,False,False,False
2022-02-02,Cell Name=4G_MURRAYTOWNBARRACKS-3,95.83,295710429296.0,295710429296.0,288,False,False,False,False
2022-02-02,Cell Name=4G_MURRAYTOWNBARRACKS-6,95.83,273573944144.0,273573944144.0,289,False,False,False,False
2022-02-02,Cell Name=4G_MURRAYTOWNBARRACKS-7,95.83,966368244120.0,966368244120.0,290,False,False,False,False
2022-02-02,Cell Name=4G_MURRAYTOWNBARRACKS-8,95.83,325273669168.0,325273669168.0,291,False,False,False,False
2022-02-02,Cell Name=4G_OAU_II-1,95.83,209675643008.0,209675643008.0,292,False,False,False,False
2022-02-02,Cell Name=4G_OAU_II-2,95.83,640158563200.0,640158563200.0,293,False,False,False,False
2022-02-02,Cell Name=4G_OAU_II-3,95.83,131044599080.0,131044599080.0,294,False,False,False,False
2022-02-02,Cell Name=4G_OAU_II-7,95.83,244381229760.0,244381229760.0,295,False,False,False,False
2022-02-02,Cell Name=4G_OAU_II-8,95.83,155770894224.0,155770894224.0,296,False,False,False,False
2022-02-02,Cell Name=4G_OCTEA-1,95.83,933498664632.0,933498664632.0,297,False,False,False,False
2022-02-02,Cell Name=4G_OCTEA-2,95.83,631876357008.0,631876357008.0,298,False,False,False,False
2022-02-02,Cell Name=4G_OCTEA-3,95.83,712970928744.0,712970928744.0,299,False,False,False,False
2022-02-02,Cell Name=4G_OFF_LEICESTERROAD-1,95.83,454119376544.0,454119376544.0,300,False,False,False,False
2022-02-02,Cell Name=4G_OFF_LEICESTERROAD-2,95.83,593143877568.0,593143877568.0,301,False,False,False,False
2022-02-02,Cell Name=4G_PALMRESORT-1,95.83,664931720096.0,664931720096.0,302,False,False,False,False
2022-02-02,Cell Name=4G_PALMRESORT-3,95.83,288689060008.0,288689060008.0,303,False,False,False,False
2022-02-02,Cell Name=4G_PALMRESORT-6,95.83,715232022040.0,715232022040.0,304,False,False,False,False
2022-02-02,Cell Name=4G_PALMRESORT-8,95.83,92656728680.0,92656728680.0,305,False,False,False,False
2022-02-02,Cell Name=4G_PENDUMA_DOVEFACTORY-1,95.83,163899924248.0,163899924248.0,306,False,False,False,False
2022-02-02,Cell Name=4G_PENDUMA_DOVEFACTORY-2,95.83,78635279912.0,78635279912.0,307,False,False,False,False
2022-02-02,Cell Name=4G_PENDUMA_DOVEFACTORY-3,95.83,4160114264.0,4160114264.0,308,False,False,False,False
2022-02-02,Cell Name=4G_PORTLOKO_II-1,95.83,231623493744.0,231623493744.0,309,False,False,False,False
2022-02-02,Cell Name=4G_PORTLOKO_II-2,95.83,67986479104.0,67986479104.0,310,False,False,False,False
2022-02-02,Cell Name=4G_PORTLOKO_II-3,95.83,379554169344.0,379554169344.0,311,False,False,False,False
2022-02-02,Cell Name=4G_PORTLOKO_SLMINING-1,95.83,141736160624.0,141736160624.0,312,False,False,False,False
2022-02-02,Cell Name=4G_PORTLOKO_SLMINING-2,95.83,138418345696.0,138418345696.0,313,False,False,False,False
2022-02-02,Cell Name=4G_REGENT-1,95.83,76715108160.0,76715108160.0,314,False,False,False,False
2022-02-02,Cell Name=4G_REGENT-2,95.83,398833362816.0,398833362816.0,315,False,False,False,False
2022-02-02,Cell Name=4G_REGENT-3,95.83,274979941432.0,274979941432.0,316,False,False,False,False
2022-02-02,Cell Name=4G_ROCKELBANK-1,95.83,1082107699360.0,1082107699360.0,317,False,False,False,False
2022-02-02,Cell Name=4G_ROCKELBANK-2,95.83,377851217656.0,377851217656.0,318,False,False,False,False
2022-02-02,Cell Name=4G_ROCKELBANK-3,95.83,765463042744.0,765463042744.0,319,False,False,False,False
2022-02-02,Cell Name=4G_ROCKELBANK-6,95.83,624566830688.0,624566830688.0,320,False,False,False,False
2022-02-02,Cell Name=4G_ROCKELBANK-7,95.83,566084526192.0,566084526192.0,321,False,False,False,False
2022-02-02,Cell Name=4G_ROCKELBANK-8,95.83,675374114360.0,675374114360.0,322,False,False,False,False
2022-02-02,Cell Name=4G_RUTILE_II-1,95.83,196917920560.0,196917920560.0,323,False,False,False,False
2022-02-02,Cell Name=4G_RUTILE_II-2,95.83,463848932160.0,463848932160.0,324,False,False,False,False
2022-02-02,Cell Name=4G_RUTILE_II-3,95.83,31112463720.0,31112463720.0,325,False,False,False,False
2022-02-02,Cell Name=4G_SEFADUCENTRAL-1,95.83,746211167672.0,746211167672.0,326,False,False,False,False
2022-02-02,Cell Name=4G_SEFADUCENTRAL-2,95.83,844908891216.0,844908891216.0,327,False,False,False,False
2022-02-02,Cell Name=4G_SEFADUCENTRAL-3,95.83,78180758512.0,78180758512.0,328,False,False,False,False
2022-02-02,Cell Name=4G_SLCB_II-1,95.83,404413127328.0,404413127328.0,329,False,False,False,False
2022-02-02,Cell Name=4G_SLCB_II-2,95.83,335614163072.0,335614163072.0,330,False,False,False,False
2022-02-02,Cell Name=4G_SLCB_II-3,95.83,687794296448.0,687794296448.0,331,False,False,False,False
2022-02-02,Cell Name=4G_SLCB_II-6,95.83,1149205885544.0,1149205885544.0,332,False,False,False,False
2022-02-02,Cell Name=4G_SLCB_II-7,95.83,378407974424.0,378407974424.0,333,False,False,False,False
2022-02-02,Cell Name=4G_SLCB_II-8,95.83,1366980611504.0,1366980611504.0,334,False,False,False,False
2022-02-02,Cell Name=4G_SPURLOOP_II-1,95.83,738408742576.0,738408742576.0,335,False,False,False,False
2022-02-02,Cell Name=4G_SPURLOOP_II-2,95.83,126919685848.0,126919685848.0,336,False,False,False,False
2022-02-02,Cell Name=4G_SPURLOOP_II-3,95.83,1066257062712.0,1066257062712.0,337,False,False,False,False
2022-02-02,Cell Name=4G_SPURLOOP_II-7,95.83,197458881552.0,197458881552.0,338,False,False,False,False
2022-02-02,Cell Name=4G_SPURLOOP_II-8,95.83,1062271980920.0,1062271980920.0,339,False,False,False,False
2022-02-02,Cell Name=4G_SPURROAD_II-1,95.83,576927752048.0,576927752048.0,340,False,False,False,False
2022-02-02,Cell Name=4G_SPURROAD_II-11,95.83,123267429616.0,123267429616.0,341,False,False,False,False
2022-02-02,Cell Name=4G_SPURROAD_II-2,95.83,230776470096.0,230776470096.0,342,False,False,False,False
2022-02-02,Cell Name=4G_SPURROAD_II-21,95.83,506889414832.0,506889414832.0,343,False,False,False,False
2022-02-02,Cell Name=4G_SPURROAD_II-3,95.83,469672034232.0,469672034232.0,344,False,False,False,False
2022-02-02,Cell Name=4G_SPURROAD_II-31,95.83,392687561144.0,392687561144.0,345,False,False,False,False
2022-02-02,Cell Name=4G_SPURROAD_II-6,95.83,138491351504.0,138491351504.0,346,False,False,False,False
2022-02-02,Cell Name=4G_SPURROAD_II-7,95.83,20277391552.0,20277391552.0,347,False,False,False,False
2022-02-02,Cell Name=4G_SPURROAD_II-8,95.83,357660159080.0,357660159080.0,348,False,False,False,False
2022-02-02,Cell Name=4G_SPURROADMILITARY-1,95.83,68653047104.0,68653047104.0,349,False,False,False,False
2022-02-02,Cell Name=4G_SPURROADMILITARY-11,95.83,260331506648.0,260331506648.0,350,False,False,False,False
2022-02-02,Cell Name=4G_SPURROADMILITARY-2,95.83,566085572112.0,566085572112.0,351,False,False,False,False
2022-02-02,Cell Name=4G_SPURROADMILITARY-21,95.83,37752809648.0,37752809648.0,352,False,False,False,False
2022-02-02,Cell Name=4G_SPURROADMILITARY-3,95.83,504799613576.0,504799613576.0,353,False,False,False,False
2022-02-02,Cell Name=4G_SPURROADMILITARY-31,95.83,99314795104.0,99314795104.0,354,False,False,False,False
2022-02-02,Cell Name=4G_SPURROADMILITARY-6,95.83,69781573288.0,69781573288.0,355,False,False,False,False
2022-02-02,Cell Name=4G_SPURROADMILITARY-7,95.83,263930838496.0,263930838496.0,356,False,False,False,False
2022-02-02,Cell Name=4G_SPURROADMILITARY-8,95.83,665228941048.0,665228941048.0,357,False,False,False,False
2022-02-02,Cell Name=4G_SS_CAMP-1,95.83,748281560432.0,748281560432.0,358,False,False,False,False
2022-02-02,Cell Name=4G_SS_CAMP-2,95.83,756172605832.0,756172605832.0,359,False,False,False,False
2022-02-02,Cell Name=4G_SS_CAMP-3,95.83,473386252616.0,473386252616.0,360,False,False,False,False
2022-02-02,Cell Name=4G_SUMBUYA-1,95.83,1200169928.0,1200169928.0,361,False,False,False,False
2022-02-02,Cell Name=4G_SUMBUYA-2,95.83,1088530408.0,1088530408.0,362,False,False,False,False
2022-02-02,Cell Name=4G_SUMBUYA-3,95.83,46284392760.0,46284392760.0,363,False,False,False,False
2022-02-02,Cell Name=4G_SUSSEX_II-1,95.83,127150860024.0,127150860024.0,364,False,False,False,False
2022-02-02,Cell Name=4G_SUSSEX_II-2,95.83,26728223048.0,26728223048.0,365,False,False,False,False
2022-02-02,Cell Name=4G_SUSSEX_II-3,95.83,186045610328.0,186045610328.0,366,False,False,False,False
2022-02-02,Cell Name=4G_SWISS_RELIEF-1,95.83,717725632800.0,717725632800.0,367,False,False,False,False
2022-02-02,Cell Name=4G_SWISS_RELIEF-2,95.83,289733900240.0,289733900240.0,368,False,False,False,False
2022-02-02,Cell Name=4G_SWISS_RELIEF-6,95.83,319951307960.0,319951307960.0,369,False,False,False,False
2022-02-02,Cell Name=4G_SWISS_RELIEF-7,95.83,1529359129832.0,1529359129832.0,370,False,False,False,False
2022-02-02,Cell Name=4G_SWISSHOTEL-1,95.83,174033003448.0,174033003448.0,371,False,False,False,False
2022-02-02,Cell Name=4G_SWISSHOTEL-2,95.83,237386260848.0,237386260848.0,372,False,False,False,False
2022-02-02,Cell Name=4G_SWISSHOTEL-3,95.83,416044000592.0,416044000592.0,373,False,False,False,False
2022-02-02,Cell Name=4G_SWISSHOTEL-6,95.83,486300096856.0,486300096856.0,374,False,False,False,False
2022-02-02,Cell Name=4G_SWISSHOTEL-7,95.83,82507422712.0,82507422712.0,375,False,False,False,False
2022-02-02,Cell Name=4G_SWISSHOTEL-8,95.83,792516148552.0,792516148552.0,376,False,False,False,False
2022-02-02,Cell Name=4G_TIHUN-1,95.83,3529059048.0,3529059048.0,377,False,False,False,False
2022-02-02,Cell Name=4G_TORKPOITOWN-1,95.83,440846430712.0,440846430712.0,378,False,False,False,False
2022-02-02,Cell Name=4G_TORKPOITOWN-2,95.83,326041417272.0,326041417272.0,379,False,False,False,False
2022-02-02,Cell Name=4G_TORKPOITOWN-3,95.83,136929253496.0,136929253496.0,380,False,False,False,False
2022-02-02,Cell Name=4G_WILBERFORCEMSC-1,95.83,646144765008.0,646144765008.0,381,False,False,False,False
2022-02-02,Cell Name=4G_WILBERFORCEMSC-2,95.83,1111706718128.0,1111706718128.0,382,False,False,False,False
2022-02-02,Cell Name=4G_WILBERFORCEMSC-3,95.83,703039348960.0,703039348960.0,383,False,False,False,False
2022-02-02,Cell Name=4G_WILBERFORCEMSC-6,95.83,703322859728.0,703322859728.0,384,False,False,False,False
2022-02-02,Cell Name=4G_WILBERFORCEMSC-7,95.83,767005719072.0,767005719072.0,385,False,False,False,False
2022-02-02,Cell Name=4G_WILBERFORCEMSC-8,95.83,365896684880.0,365896684880.0,386,False,False,False,False
2022-02-02,Cell Name=4G_WILKINSONROAD-1,95.83,178503627840.0,178503627840.0,387,False,False,False,False
2022-02-02,Cell Name=4G_WILKINSONROAD-2,95.83,297252754224.0,297252754224.0,388,False,False,False,False
2022-02-02,Cell Name=4G_WILKINSONROAD-3,95.83,346101030856.0,346101030856.0,389,False,False,False,False
2022-02-02,Cell Name=4G_WILKINSONROAD-6,95.83,455207281088.0,455207281088.0,390,False,False,False,False
2022-02-02,Cell Name=4G_WILKINSONROAD-7,95.83,716471151104.0,716471151104.0,391,False,False,False,False
2022-02-02,Cell Name=4G_WILKINSONROAD-8,95.83,603896117552.0,603896117552.0,392,False,False,False,False
2022-02-02,Cell Name=4G_YORK-1,95.83,579097104328.0,579097104328.0,393,False,False,False,False
2022-02-02,Cell Name=4G_YOUYIBUILDING-1,95.83,722666307464.0,722666307464.0,394,False,False,False,False
2022-02-02,Cell Name=4G_YOUYIBUILDING-2,95.83,480056756744.0,480056756744.0,395,False,False,False,False
2022-02-02,Cell Name=4G_YOUYIBUILDING-3,95.83,602688546816.0,602688546816.0,396,False,False,False,False
2022-02-02,Cell Name=4G_YOUYIBUILDING-6,95.83,412742611864.0,412742611864.0,397,False,False,False,False
2022-02-02,Cell Name=4G_YOUYIBUILDING-7,95.83,732016583840.0,732016583840.0,398,False,False,False,False
2022-02-02,Cell Name=4G_YOUYIBUILDING-8,95.83,546845216888.0,546845216888.0,399,False,False,False,False
2022-02-03,Cell Name=4G_ABERDEEN-1,100.0,743693689360.0,743693689360.0,400,False,False,False,False
2022-02-03,Cell Name=4G_ABERDEEN-2,100.0,499514030200.0,499514030200.0,401,False,False,False,False
2022-02-03,Cell Name=4G_ABERDEEN-6,100.0,524910564256.0,524910564256.0,402,False,False,False,False
2022-02-03,Cell Name=4G_ABERDEEN-7,100.0,760289500424.0,760289500424.0,403,False,False,False,False
2022-02-03,Cell Name=4G_ADONKIA-1,100.0,589892126216.0,589892126216.0,404,False,False,False,False
2022-02-03,Cell Name=4G_ADONKIA-2,100.0,1584040806984.0,1584040806984.0,405,False,False,False,False
2022-02-03,Cell Name=4G_ADONKIA-3,100.0,803723924424.0,803723924424.0,406,False,False,False,False
2022-02-03,Cell Name=4G_ADONKIA-6,100.0,298049225712.0,298049225712.0,407,False,False,False,False
2022-02-03,Cell Name=4G_ADONKIA-7,100.0,694444701960.0,694444701960.0,408,False,False,False,False
2022-02-03,Cell Name=4G_ADONKIA-8,100.0,503514480864.0,503514480864.0,409,False,False,False,False
2022-02-03,Cell Name=4G_ALLENTOWN-1,100.0,1001884862072.0,1001884862072.0,410,False,False,False,False
2022-02-03,Cell Name=4G_ALLENTOWN-2,100.0,1176075675752.0,1176075675752.0,411,False,False,False,False
2022-02-03,Cell Name=4G_ALLENTOWN-3,100.0,909836159184.0,909836159184.0,412,False,False,False,False
2022-02-03,Cell Name=4G_ALLENTOWN-6,100.0,408047134224.0,408047134224.0,413,False,False,False,False
2022-02-03,Cell Name=4G_ALLENTOWN-7,100.0,438921424048.0,438921424048.0,414,False,False,False,False
2022-02-03,Cell Name=4G_ALLENTOWN-8,100.0,1019728179184.0,1019728179184.0,415,False,False,False,False
2022-02-03,Cell Name=4G_ALLENTOWN_II-1,100.0,122565462456.0,122565462456.0,416,False,False,False,False
2022-02-03,Cell Name=4G_ALLENTOWN_II-2,100.0,934558687728.0,934558687728.0,417,False,False,False,False
2022-02-03,Cell Name=4G_ALLENTOWN_II-3,100.0,553847233056.0,553847233056.0,418,False,False,False,False
2022-02-03,Cell Name=4G_ALLENTOWN_II-6,100.0,95026328064.0,95026328064.0,419,False,False,False,False
2022-02-03,Cell Name=4G_ALLENTOWN_II-7,100.0,487686041128.0,487686041128.0,420,False,False,False,False
2022-02-03,Cell Name=4G_ALLENTOWN_II-8,100.0,520399530808.0,520399530808.0,421,False,False,False,False
2022-02-03,Cell Name=4G_BAOMAHUN-1,95.83,100176463736.0,100176463736.0,422,False,False,False,False
2022-02-03,Cell Name=4G_BAOMAHUN-2,95.83,439338280.0,439338280.0,423,False,False,False,False
2022-02-03,Cell Name=4G_BAOMAHUN-3,95.83,5491342280.0,5491342280.0,424,False,False,False,False
2022-02-03,Cell Name=4G_BARGBORHILL_II-1,100.0,467775072888.0,467775072888.0,425,False,False,False,False
2022-02-03,Cell Name=4G_BARGBORHILL_II-2,100.0,333214914728.0,333214914728.0,426,False,False,False,False
2022-02-03,Cell Name=4G_BARGBORHILL_II-3,100.0,935165192152.0,935165192152.0,427,False,False,False,False
2022-02-03,Cell Name=4G_BARMOI-1,41.67,3177573784.0,3177573784.0,428,False,False,False,False
2022-02-03,Cell Name=4G_BARMOI-2,41.67,62005348416.0,62005348416.0,429,False,False,False,False
2022-02-03,Cell Name=4G_BARMOI-3,41.67,48768628160.0,48768628160.0,430,False,False,False,False
2022-02-03,Cell Name=4G_BINTUMANI-1,100.0,410835606096.0,410835606096.0,431,False,False,False,False
2022-02-03,Cell Name=4G_BINTUMANI-2,100.0,158643380920.0,158643380920.0,432,False,False,False,False
2022-02-03,Cell Name=4G_BINTUMANI-3,100.0,230770397544.0,230770397544.0,433,False,False,False,False
2022-02-03,Cell Name=4G_BINTUMANI-6,100.0,556013433656.0,556013433656.0,434,False,False,False,False
2022-02-03,Cell Name=4G_BINTUMANI-7,100.0,1277647290472.0,1277647290472.0,435,False,False,False,False
2022-02-03,Cell Name=4G_BLACKHALLROAD_II-1,100.0,967358570240.0,967358570240.0,436,False,False,False,False
2022-02-03,Cell Name=4G_BLACKHALLROAD_II-2,100.0,929453944512.0,929453944512.0,437,False,False,False,False
2022-02-03,Cell Name=4G_BLACKHALLROAD_II-3,100.0,1167308808832.0,1167308808832.0,438,False,False,False,False
2022-02-03,Cell Name=4G_BLACKHALLROAD_II-7,100.0,800329275760.0,800329275760.0,439,False,False,False,False
2022-02-03,Cell Name=4G_BONTHE-1,100.0,58840818824.0,58840818824.0,440,False,False,False,False
2022-02-03,Cell Name=4G_BONTHE-2,100.0,16885173008.0,16885173008.0,441,False,False,False,False
2022-02-03,Cell Name=4G_BONTHE-3,100.0,1621386096.0,1621386096.0,442,False,False,False,False
2022-02-03,Cell Name=4G_BOTOWN-1,100.0,698332016856.0,698332016856.0,443,False,False,False,False
2022-02-03,Cell Name=4G_BOTOWN-2,100.0,406949045504.0,406949045504.0,444,False,False,False,False
2022-02-03,Cell Name=4G_BOTOWN-3,100.0,457436883328.0,457436883328.0,445,False,False,False,False
2022-02-03,Cell Name=4G_BOTOWN-6,100.0,720913155480.0,720913155480.0,446,False,False,False,False
2022-02-03,Cell Name=4G_BOTOWN-7,100.0,257164708088.0,257164708088.0,447,False,False,False,False
2022-02-03,Cell Name=4G_BOTOWN-8,100.0,56653438952.0,56653438952.0,448,False,False,False,False
2022-02-03,Cell Name=4G_BYRNELANECOLLIGATE-1,100.0,520965941032.0,520965941032.0,449,False,False,False,False
2022-02-03,Cell Name=4G_BYRNELANECOLLIGATE-2,100.0,316382566176.0,316382566176.0,450,False,False,False,False
2022-02-03,Cell Name=4G_BYRNELANECOLLIGATE-3,100.0,481300700648.0,481300700648.0,451,False,False,False,False
2022-02-03,Cell Name=4G_BYRNELANECOLLIGATE-6,100.0,438110749896.0,438110749896.0,452,False,False,False,False
2022-02-03,Cell Name=4G_BYRNELANECOLLIGATE-7,100.0,602057059224.0,602057059224.0,453,False,False,False,False
2022-02-03,Cell Name=4G_BYRNELANECOLLIGATE-8,100.0,576196873040.0,576196873040.0,454,False,False,False,False
2022-02-03,Cell Name=4G_CITYROAD-1,100.0,1120493285136.0,1120493285136.0,455,False,False,False,False
2022-02-03,Cell Name=4G_CITYROAD-2,100.0,380176850304.0,380176850304.0,456,False,False,False,False
2022-02-03,Cell Name=4G_CITYROAD-3,100.0,576515091768.0,576515091768.0,457,False,False,False,False
2022-02-03,Cell Name=4G_CKC_BO-1,100.0,57889753328.0,57889753328.0,458,False,False,False,False
2022-02-03,Cell Name=4G_CKC_BO-2,100.0,127640186816.0,127640186816.0,459,False,False,False,False
2022-02-03,Cell Name=4G_CKC_BO-3,100.0,156561221704.0,156561221704.0,460,False,False,False,False
2022-02-03,Cell Name=4G_CLINETOWN-1,100.0,981954929816.0,981954929816.0,461,False,False,False,False
2022-02-03,Cell Name=4G_CLINETOWN-2,100.0,802459896736.0,802459896736.0,462,False,False,False,False
2022-02-03,Cell Name=4G_CLINETOWN-3,100.0,876285381696.0,876285381696.0,463,False,False,False,False
2022-02-03,Cell Name=4G_CLINETOWN-6,100.0,595000457936.0,595000457936.0,464,False,False,False,False
2022-02-03,Cell Name=4G_CLINETOWN-7,100.0,411316084864.0,411316084864.0,465,False,False,False,False
2022-02-03,Cell Name=4G_CLINETOWN-8,100.0,458159430048.0,458159430048.0,466,False,False,False,False
2022-02-03,Cell Name=4G_COLEFARM_II-1,100.0,629982930696.0,629982930696.0,467,False,False,False,False
2022-02-03,Cell Name=4G_COLEFARM_II-2,100.0,446623670936.0,446623670936.0,468,False,False,False,False
2022-02-03,Cell Name=4G_COLEFARM_II-3,100.0,287796183504.0,287796183504.0,469,False,False,False,False
2022-02-03,Cell Name=4G_COLEFARM_II-6,100.0,417200506784.0,417200506784.0,470,False,False,False,False
2022-02-03,Cell Name=4G_COLEFARM_II-7,100.0,762948715912.0,762948715912.0,471,False,False,False,False
2022-02-03,Cell Name=4G_COLEFARM_II-8,100.0,706509938392.0,706509938392.0,472,False,False,False,False
2022-02-03,Cell Name=4G_COLLEGIATESCHOOL_II-1,100.0,952821565896.0,952821565896.0,473,False,False,False,False
2022-02-03,Cell Name=4G_COLLEGIATESCHOOL_II-2,100.0,262951461192.0,262951461192.0,474,False,False,False,False
2022-02-03,Cell Name=4G_COLLEGIATESCHOOL_II-3,100.0,752025088464.0,752025088464.0,475,False,False,False,False
2022-02-03,Cell Name=4G_COLLEGIATESCHOOL_II-6,100.0,1379899787440.0,1379899787440.0,476,False,False,False,False
2022-02-03,Cell Name=4G_COLLEGIATESCHOOL_II-7,100.0,1505868736800.0,1505868736800.0,477,False,False,False,False
2022-02-03,Cell Name=4G_COLLEGIATESCHOOL_II-8,100.0,669339445152.0,669339445152.0,478,False,False,False,False
2022-02-03,Cell Name=4G_CONGOTOWN-1,100.0,413497940488.0,413497940488.0,479,False,False,False,False
2022-02-03,Cell Name=4G_CONGOTOWN-2,100.0,535239592616.0,535239592616.0,480,False,False,False,False
2022-02-03,Cell Name=4G_CONGOTOWN-3,100.0,672049925016.0,672049925016.0,481,False,False,False,False
2022-02-03,Cell Name=4G_CONGOTOWN-6,100.0,388873754976.0,388873754976.0,482,False,False,False,False
2022-02-03,Cell Name=4G_CONGOTOWN-7,100.0,907743032480.0,907743032480.0,483,False,False,False,False
2022-02-03,Cell Name=4G_CONGOTOWN-8,100.0,707932676200.0,707932676200.0,484,False,False,False,False
2022-02-03,Cell Name=4G_DAMAROAD-1,100.0,1358145568328.0,1358145568328.0,485,False,False,False,False
2022-02-03,Cell Name=4G_DAMAROAD-2,100.0,335228466504.0,335228466504.0,486,False,False,False,False
2022-02-03,Cell Name=4G_DAMAROAD-3,100.0,597092373008.0,597092373008.0,487,False,False,False,False
2022-02-03,Cell Name=4G_DILLET-1,100.0,505398683568.0,505398683568.0,488,False,False,False,False
2022-02-03,Cell Name=4G_DILLET-2,100.0,334654304184.0,334654304184.0,489,False,False,False,False
2022-02-03,Cell Name=4G_DILLET-3,100.0,360646066760.0,360646066760.0,490,False,False,False,False
2022-02-03,Cell Name=4G_DILLET-6,100.0,275667451768.0,275667451768.0,491,False,False,False,False
2022-02-03,Cell Name=4G_DILLET-7,100.0,599087718056.0,599087718056.0,492,False,False,False,False
2022-02-03,Cell Name=4G_DILLET-8,100.0,384596981680.0,384596981680.0,493,False,False,False,False
2022-02-03,Cell Name=4G_DUKESTREET_II-1,100.0,788807130128.0,788807130128.0,494,False,False,False,False
2022-02-03,Cell Name=4G_DUKESTREET_II-2,100.0,461116931328.0,461116931328.0,495,False,False,False,False
2022-02-03,Cell Name=4G_DUKESTREET_II-3,100.0,482791871464.0,482791871464.0,496,False,False,False,False
2022-02-03,Cell Name=4G_DUKESTREET_II-6,100.0,662811413928.0,662811413928.0,497,False,False,False,False
2022-02-03,Cell Name=4G_DUKESTREET_II-7,100.0,433898106432.0,433898106432.0,498,False,False,False,False
2022-02-03,Cell Name=4G_DUKESTREET_II-8,100.0,841574621440.0,841574621440.0,499,False,False,False,False
2022-02-03,Cell Name=4G_DUNDASTREET-1,100.0,654148801304.0,654148801304.0,500,False,False,False,False
