begintime,ne_name,integrity,L.Thrp.bits.DL,4G traffic,id,tickets_integration,alarms_integration,comments_integration,inos_integration
2022-02-02,Cell Name=4G_BYRNELANECOLLIGATE-8,95.83,499368557480.0,499368557480.0,52,False,False,False,False
2022-02-02,Cell Name=4G_CITYROAD-1,95.83,1149136547152.0,1149136547152.0,53,False,False,False,False
2022-02-02,Cell Name=4G_CITYROAD-2,95.83,368960027280.0,368960027280.0,54,False,False,False,False
2022-02-02,Cell Name=4G_CITYROAD-3,95.83,476380407312.0,476380407312.0,55,False,False,False,False
2022-02-02,Cell Name=4G_CKC_BO-1,95.83,53802406664.0,53802406664.0,56,False,False,False,False
2022-02-02,Cell Name=4G_CKC_BO-2,95.83,111252020560.0,111252020560.0,57,False,False,False,False
2022-02-02,Cell Name=4G_CKC_BO-3,95.83,181807432432.0,181807432432.0,58,False,False,False,False
2022-02-02,Cell Name=4G_CLINETOWN-1,95.83,882508011728.0,882508011728.0,59,False,False,False,False
2022-02-02,Cell Name=4G_CLINETOWN-2,95.83,704193958816.0,704193958816.0,60,False,False,False,False
2022-02-02,Cell Name=4G_CLINETOWN-3,95.83,846575256296.0,846575256296.0,61,False,False,False,False
2022-02-02,Cell Name=4G_CLINETOWN-6,95.83,593025732624.0,593025732624.0,62,False,False,False,False
2022-02-02,Cell Name=4G_CLINETOWN-7,95.83,271838004512.0,271838004512.0,63,False,False,False,False
2022-02-02,Cell Name=4G_CLINETOWN-8,95.83,434845074104.0,434845074104.0,64,False,False,False,False
2022-02-02,Cell Name=4G_COLEFARM_II-1,95.83,547691370160.0,547691370160.0,65,False,False,False,False
2022-02-02,Cell Name=4G_COLEFARM_II-2,95.83,377381717520.0,377381717520.0,66,False,False,False,False
2022-02-02,Cell Name=4G_COLEFARM_II-3,95.83,363974179744.0,363974179744.0,67,False,False,False,False
2022-02-02,Cell Name=4G_COLEFARM_II-6,95.83,392836275728.0,392836275728.0,68,False,False,False,False
2022-02-02,Cell Name=4G_COLEFARM_II-7,95.83,763037748952.0,763037748952.0,69,False,False,False,False
2022-02-02,Cell Name=4G_COLEFARM_II-8,95.83,668626051688.0,668626051688.0,70,False,False,False,False
2022-02-02,Cell Name=4G_COLLEGIATESCHOOL_II-1,95.83,886857703152.0,886857703152.0,71,False,False,False,False
2022-02-02,Cell Name=4G_COLLEGIATESCHOOL_II-2,95.83,275715020576.0,275715020576.0,72,False,False,False,False
2022-02-02,Cell Name=4G_COLLEGIATESCHOOL_II-3,95.83,737477201224.0,737477201224.0,73,False,False,False,False
2022-02-02,Cell Name=4G_COLLEGIATESCHOOL_II-6,95.83,1352637612560.0,1352637612560.0,74,False,False,False,False
2022-02-02,Cell Name=4G_COLLEGIATESCHOOL_II-7,95.83,1349605862792.0,1349605862792.0,75,False,False,False,False
2022-02-02,Cell Name=4G_COLLEGIATESCHOOL_II-8,95.83,602987171704.0,602987171704.0,76,False,False,False,False
2022-02-02,Cell Name=4G_CONGOTOWN-1,95.83,400022007480.0,400022007480.0,77,False,False,False,False
2022-02-02,Cell Name=4G_CONGOTOWN-2,95.83,450739870312.0,450739870312.0,78,False,False,False,False
2022-02-02,Cell Name=4G_CONGOTOWN-3,95.83,655289751640.0,655289751640.0,79,False,False,False,False
2022-02-02,Cell Name=4G_CONGOTOWN-6,95.83,318991891832.0,318991891832.0,80,False,False,False,False
2022-02-02,Cell Name=4G_CONGOTOWN-7,95.83,782556301384.0,782556301384.0,81,False,False,False,False
2022-02-02,Cell Name=4G_CONGOTOWN-8,95.83,667082582008.0,667082582008.0,82,False,False,False,False
2022-02-02,Cell Name=4G_DAMAROAD-1,95.83,1207583541032.0,1207583541032.0,83,False,False,False,False
2022-02-02,Cell Name=4G_DAMAROAD-2,95.83,275864907040.0,275864907040.0,84,False,False,False,False
2022-02-02,Cell Name=4G_DAMAROAD-3,95.83,515798438152.0,515798438152.0,85,False,False,False,False
2022-02-02,Cell Name=4G_DILLET-1,95.83,416279768304.0,416279768304.0,86,False,False,False,False
2022-02-02,Cell Name=4G_DILLET-2,95.83,281809430576.0,281809430576.0,87,False,False,False,False
2022-02-02,Cell Name=4G_DILLET-3,95.83,352947464648.0,352947464648.0,88,False,False,False,False
2022-02-02,Cell Name=4G_DILLET-6,95.83,261814740920.0,261814740920.0,89,False,False,False,False
2022-02-02,Cell Name=4G_DILLET-7,95.83,755859927384.0,755859927384.0,90,False,False,False,False
2022-02-02,Cell Name=4G_DILLET-8,95.83,366291685256.0,366291685256.0,91,False,False,False,False
2022-02-02,Cell Name=4G_DUKESTREET_II-1,95.83,824350138776.0,824350138776.0,92,False,False,False,False
2022-02-02,Cell Name=4G_DUKESTREET_II-2,95.83,579696658096.0,579696658096.0,93,False,False,False,False
2022-02-02,Cell Name=4G_DUKESTREET_II-3,95.83,543356685768.0,543356685768.0,94,False,False,False,False
2022-02-02,Cell Name=4G_DUKESTREET_II-6,95.83,802738734624.0,802738734624.0,95,False,False,False,False
2022-02-02,Cell Name=4G_DUKESTREET_II-7,95.83,439515985424.0,439515985424.0,96,False,False,False,False
2022-02-02,Cell Name=4G_DUKESTREET_II-8,95.83,901573351992.0,901573351992.0,97,False,False,False,False
2022-02-02,Cell Name=4G_DUNDASTREET-1,95.83,667996700880.0,667996700880.0,98,False,False,False,False
2022-02-02,Cell Name=4G_DUNDASTREET-2,95.83,314282904088.0,314282904088.0,99,False,False,False,False
2022-02-02,Cell Name=4G_DUNDASTREET-3,95.83,689118970976.0,689118970976.0,100,False,False,False,False
2022-02-02,Cell Name=4G_DUNDASTREET-6,95.83,182788677664.0,182788677664.0,101,False,False,False,False
2022-02-02,Cell Name=4G_DUNDASTREET-7,95.83,345491728640.0,345491728640.0,102,False,False,False,False
2022-02-02,Cell Name=4G_DUNDASTREET-8,95.83,421633845848.0,421633845848.0,103,False,False,False,False
2022-02-02,Cell Name=4G_DWARZK-1,95.83,382749332392.0,382749332392.0,104,False,False,False,False
2022-02-02,Cell Name=4G_DWARZK-2,95.83,523242315568.0,523242315568.0,105,False,False,False,False
2022-02-02,Cell Name=4G_DWARZK-3,95.83,539992659288.0,539992659288.0,106,False,False,False,False
2022-02-02,Cell Name=4G_DWARZK-7,95.83,447095319176.0,447095319176.0,107,False,False,False,False
2022-02-02,Cell Name=4G_ECOWASST-1,95.83,332725823120.0,332725823120.0,108,False,False,False,False
2022-02-02,Cell Name=4G_ECOWASST-2,95.83,358418764280.0,358418764280.0,109,False,False,False,False
2022-02-02,Cell Name=4G_ECOWASST-6,95.83,175050242432.0,175050242432.0,110,False,False,False,False
2022-02-02,Cell Name=4G_ECOWASST-7,95.83,294527446704.0,294527446704.0,111,False,False,False,False
2022-02-02,Cell Name=4G_FBC-1,95.83,1243176146808.0,1243176146808.0,112,False,False,False,False
2022-02-02,Cell Name=4G_FBC-2,95.83,61532419136.0,61532419136.0,113,False,False,False,False
2022-02-02,Cell Name=4G_FBC-3,95.83,179308132848.0,179308132848.0,114,False,False,False,False
2022-02-02,Cell Name=4G_FBC-6,95.83,1120410595680.0,1120410595680.0,115,False,False,False,False
2022-02-02,Cell Name=4G_GODERICH-1,95.83,539609568344.0,539609568344.0,116,False,False,False,False
2022-02-02,Cell Name=4G_GODERICH-2,95.83,106607607008.0,106607607008.0,117,False,False,False,False
2022-02-02,Cell Name=4G_GODERICH-3,95.83,655521344368.0,655521344368.0,118,False,False,False,False
2022-02-02,Cell Name=4G_GODERICH-6,95.83,651622785384.0,651622785384.0,119,False,False,False,False
2022-02-02,Cell Name=4G_GODERICH-7,95.83,739431556512.0,739431556512.0,120,False,False,False,False
2022-02-02,Cell Name=4G_GODERICH-8,95.83,625012929328.0,625012929328.0,121,False,False,False,False
2022-02-02,Cell Name=4G_GODRECHSTREET-1,95.83,419945336744.0,419945336744.0,122,False,False,False,False
2022-02-02,Cell Name=4G_GODRECHSTREET-2,95.83,792424921600.0,792424921600.0,123,False,False,False,False
2022-02-02,Cell Name=4G_GODRECHSTREET-3,95.83,482522001776.0,482522001776.0,124,False,False,False,False
2022-02-02,Cell Name=4G_GODRECHSTREET-6,95.83,519886013600.0,519886013600.0,125,False,False,False,False
2022-02-02,Cell Name=4G_GODRECHSTREET-7,95.83,702729648768.0,702729648768.0,126,False,False,False,False
2022-02-02,Cell Name=4G_HILLCUTROAD_II-1,95.83,599302996792.0,599302996792.0,127,False,False,False,False
2022-02-02,Cell Name=4G_HILLCUTROAD_II-2,95.83,634266456512.0,634266456512.0,128,False,False,False,False
2022-02-02,Cell Name=4G_HILLCUTROAD_II-3,95.83,724627416768.0,724627416768.0,129,False,False,False,False
2022-02-02,Cell Name=4G_HILLSTATION-1,95.83,828317931976.0,828317931976.0,130,False,False,False,False
2022-02-02,Cell Name=4G_HILLSTATION-2,95.83,538520788960.0,538520788960.0,131,False,False,False,False
2022-02-02,Cell Name=4G_HILLSTATION-3,95.83,350715704064.0,350715704064.0,132,False,False,False,False
2022-02-02,Cell Name=4G_HILLSTATION-6,95.83,134641003240.0,134641003240.0,133,False,False,False,False
2022-02-02,Cell Name=4G_HILLSTATION-7,95.83,539996374984.0,539996374984.0,134,False,False,False,False
2022-02-02,Cell Name=4G_HILLSTATION-8,95.83,409343428496.0,409343428496.0,135,False,False,False,False
2022-02-02,Cell Name=4G_IMATT_II-1,95.83,236609371976.0,236609371976.0,136,False,False,False,False
2022-02-02,Cell Name=4G_IMATT_II-2,95.83,308574211256.0,308574211256.0,137,False,False,False,False
2022-02-02,Cell Name=4G_IMATT_II-3,95.83,191254837072.0,191254837072.0,138,False,False,False,False
2022-02-02,Cell Name=4G_IMATT_II-6,95.83,146413329696.0,146413329696.0,139,False,False,False,False
2022-02-02,Cell Name=4G_IMATT_II-7,95.83,614213452512.0,614213452512.0,140,False,False,False,False
2022-02-02,Cell Name=4G_JUBAHILL-1,95.83,668081518576.0,668081518576.0,141,False,False,False,False
2022-02-02,Cell Name=4G_JUBAHILL-2,95.83,593215856576.0,593215856576.0,142,False,False,False,False
2022-02-02,Cell Name=4G_JUBAHILL-3,95.83,1461793941424.0,1461793941424.0,143,False,False,False,False
2022-02-02,Cell Name=4G_JUBAHILL-6,95.83,673619491224.0,673619491224.0,144,False,False,False,False
2022-02-02,Cell Name=4G_JUBAHILL-7,95.83,1398958564136.0,1398958564136.0,145,False,False,False,False
2022-02-02,Cell Name=4G_JUBAHILL-8,95.83,339260262912.0,339260262912.0,146,False,False,False,False
2022-02-02,Cell Name=4G_JUITOWN_II-1,95.83,723502727016.0,723502727016.0,147,False,False,False,False
2022-02-02,Cell Name=4G_JUITOWN_II-2,95.83,249469323744.0,249469323744.0,148,False,False,False,False
2022-02-02,Cell Name=4G_JUITOWN_II-3,95.83,1068472797856.0,1068472797856.0,149,False,False,False,False
2022-02-02,Cell Name=4G_JUITOWN_II-7,95.83,237388561016.0,237388561016.0,150,False,False,False,False
2022-02-02,Cell Name=4G_KALABATOWN-1,95.83,681911777280.0,681911777280.0,151,False,False,False,False
2022-02-02,Cell Name=4G_KALABATOWN-2,95.83,840026007608.0,840026007608.0,152,False,False,False,False
2022-02-02,Cell Name=4G_KALABATOWN-3,95.83,790098260696.0,790098260696.0,153,False,False,False,False
2022-02-02,Cell Name=4G_KALABATOWN-6,95.83,482610208976.0,482610208976.0,154,False,False,False,False
2022-02-02,Cell Name=4G_KALABATOWN-7,95.83,256652604648.0,256652604648.0,155,False,False,False,False
2022-02-02,Cell Name=4G_KALABATOWN-8,95.83,599608793408.0,599608793408.0,156,False,False,False,False
2022-02-02,Cell Name=4G_KAMBIA_RELIEVE-1,33.33,0.0,0.0,157,False,False,False,False
2022-02-02,Cell Name=4G_KAMBIA_RELIEVE-2,33.33,0.0,0.0,158,False,False,False,False
2022-02-02,Cell Name=4G_KAMBIA_RELIEVE-3,33.33,0.0,0.0,159,False,False,False,False
2022-02-02,Cell Name=4G_KENEMA_ENTRANCE-1,95.83,70999335584.0,70999335584.0,160,False,False,False,False
2022-02-02,Cell Name=4G_KENEMA_ENTRANCE-2,95.83,95996591904.0,95996591904.0,161,False,False,False,False
2022-02-02,Cell Name=4G_KENEMA_ENTRANCE-3,95.83,31964770208.0,31964770208.0,162,False,False,False,False
2022-02-02,Cell Name=4G_KENEMA_MFS-1,95.83,228905062128.0,228905062128.0,163,False,False,False,False
2022-02-02,Cell Name=4G_KENEMA_MFS-2,95.83,116291192728.0,116291192728.0,164,False,False,False,False
2022-02-02,Cell Name=4G_KENEMA_MFS-3,95.83,183340748912.0,183340748912.0,165,False,False,False,False
2022-02-02,Cell Name=4G_KENEMATOWN-1,95.83,903349963256.0,903349963256.0,166,False,False,False,False
2022-02-02,Cell Name=4G_KENEMATOWN-2,95.83,461525760832.0,461525760832.0,167,False,False,False,False
2022-02-02,Cell Name=4G_KENEMATOWN-3,95.83,396525282776.0,396525282776.0,168,False,False,False,False
2022-02-02,Cell Name=4G_KENEMATOWN-7,95.83,193388584560.0,193388584560.0,169,False,False,False,False
2022-02-02,Cell Name=4G_KENNEDYSTREET-1,95.83,281387538104.0,281387538104.0,170,False,False,False,False
2022-02-02,Cell Name=4G_KENNEDYSTREET-2,95.83,321658320464.0,321658320464.0,171,False,False,False,False
2022-02-02,Cell Name=4G_KENNEDYSTREET-3,95.83,402257213792.0,402257213792.0,172,False,False,False,False
2022-02-02,Cell Name=4G_KENNEDYSTREET-6,95.83,536063879000.0,536063879000.0,173,False,False,False,False
2022-02-02,Cell Name=4G_KENNEDYSTREET-7,95.83,411739112848.0,411739112848.0,174,False,False,False,False
2022-02-02,Cell Name=4G_KENNEDYSTREET-8,95.83,406185138224.0,406185138224.0,175,False,False,False,False
2022-02-02,Cell Name=4G_KINGHARMAN-1,95.83,461228475912.0,461228475912.0,176,False,False,False,False
2022-02-02,Cell Name=4G_KINGHARMAN-2,95.83,298324278448.0,298324278448.0,177,False,False,False,False
2022-02-02,Cell Name=4G_KINGHARMAN-3,95.83,228022885344.0,228022885344.0,178,False,False,False,False
2022-02-02,Cell Name=4G_KINGHARMAN-6,95.83,580735609768.0,580735609768.0,179,False,False,False,False
2022-02-02,Cell Name=4G_KINGHARMAN-7,95.83,207801216040.0,207801216040.0,180,False,False,False,False
2022-02-02,Cell Name=4G_KINGHARMAN-8,95.83,316688086328.0,316688086328.0,181,False,False,False,False
2022-02-02,Cell Name=4G_KINGTOM_II-1,95.83,140327444976.0,140327444976.0,182,False,False,False,False
2022-02-02,Cell Name=4G_KINGTOM_II-2,95.83,344031762720.0,344031762720.0,183,False,False,False,False
2022-02-02,Cell Name=4G_KINGTOM_II-3,95.83,320600525704.0,320600525704.0,184,False,False,False,False
2022-02-02,Cell Name=4G_KINGTOM_II-7,95.83,333879685856.0,333879685856.0,185,False,False,False,False
2022-02-02,Cell Name=4G_KINGTOM_II-8,95.83,563118255536.0,563118255536.0,186,False,False,False,False
2022-02-02,Cell Name=4G_KISSY_II-1,95.83,219201653936.0,219201653936.0,187,False,False,False,False
2022-02-02,Cell Name=4G_KISSY_II-2,95.83,550235178368.0,550235178368.0,188,False,False,False,False
2022-02-02,Cell Name=4G_KISSY_II-3,95.83,1120674746480.0,1120674746480.0,189,False,False,False,False
2022-02-02,Cell Name=4G_KISSY_II-7,95.83,441398918064.0,441398918064.0,190,False,False,False,False
2022-02-02,Cell Name=4G_KISSYBARRACKS-1,95.83,623241755720.0,623241755720.0,191,False,False,False,False
2022-02-02,Cell Name=4G_KISSYBARRACKS-2,95.83,834376240592.0,834376240592.0,192,False,False,False,False
2022-02-02,Cell Name=4G_KISSYBARRACKS-3,95.83,439556981440.0,439556981440.0,193,False,False,False,False
2022-02-02,Cell Name=4G_KISSYBARRACKS-6,95.83,792442796856.0,792442796856.0,194,False,False,False,False
2022-02-02,Cell Name=4G_KISSYBARRACKS-7,95.83,441500222688.0,441500222688.0,195,False,False,False,False
2022-02-02,Cell Name=4G_KISSYBARRACKS-8,95.83,486411096456.0,486411096456.0,196,False,False,False,False
2022-02-02,Cell Name=4G_KISSYHOUSE-1,95.83,718357017584.0,718357017584.0,197,False,False,False,False
2022-02-02,Cell Name=4G_KISSYHOUSE-2,95.83,413547549096.0,413547549096.0,198,False,False,False,False
2022-02-02,Cell Name=4G_KISSYHOUSE-3,95.83,449865488936.0,449865488936.0,199,False,False,False,False
2022-02-02,Cell Name=4G_KISSYHOUSE-6,95.83,415338453264.0,415338453264.0,200,False,False,False,False
2022-02-02,Cell Name=4G_KISSYHOUSE-7,95.83,1207126081184.0,1207126081184.0,201,False,False,False,False
2022-02-02,Cell Name=4G_KISSYHOUSE-8,95.83,245111558432.0,245111558432.0,202,False,False,False,False
2022-02-02,Cell Name=4G_KISSYROAD-1,95.83,1354473112032.0,1354473112032.0,203,False,False,False,False
2022-02-02,Cell Name=4G_KISSYROAD-2,95.83,801108775296.0,801108775296.0,204,False,False,False,False
2022-02-02,Cell Name=4G_KISSYROAD-3,95.83,884677727160.0,884677727160.0,205,False,False,False,False
2022-02-02,Cell Name=4G_KISSYROAD-6,95.83,1033107707520.0,1033107707520.0,206,False,False,False,False
2022-02-02,Cell Name=4G_KISSYROAD-7,95.83,397225455088.0,397225455088.0,207,False,False,False,False
2022-02-02,Cell Name=4G_KISSYROAD-8,95.83,734717904368.0,734717904368.0,208,False,False,False,False
2022-02-02,Cell Name=4G_KISSYSHELL_II-1,95.83,1200764803480.0,1200764803480.0,209,False,False,False,False
2022-02-02,Cell Name=4G_KISSYSHELL_II-2,95.83,546859707704.0,546859707704.0,210,False,False,False,False
2022-02-02,Cell Name=4G_KISSYSHELL_II-3,95.83,1006928541016.0,1006928541016.0,211,False,False,False,False
2022-02-02,Cell Name=4G_KISSYSHELL_II-6,95.83,361164209904.0,361164209904.0,212,False,False,False,False
2022-02-02,Cell Name=4G_KISSYSHELL_II-7,95.83,334581534128.0,334581534128.0,213,False,False,False,False
2022-02-02,Cell Name=4G_KISSYSHELL_II-8,95.83,531326977176.0,531326977176.0,214,False,False,False,False
2022-02-02,Cell Name=4G_KOSSOHTOWN_II-1,95.83,950574741088.0,950574741088.0,215,False,False,False,False
2022-02-02,Cell Name=4G_KOSSOHTOWN_II-2,95.83,817257716200.0,817257716200.0,216,False,False,False,False
2022-02-02,Cell Name=4G_KOSSOHTOWN_II-3,95.83,941651312832.0,941651312832.0,217,False,False,False,False
2022-02-02,Cell Name=4G_KOSSOHTOWN_II-6,95.83,562988809080.0,562988809080.0,218,False,False,False,False
2022-02-02,Cell Name=4G_KOSSOHTOWN_II-7,95.83,302309834120.0,302309834120.0,219,False,False,False,False
2022-02-02,Cell Name=4G_KOSSOHTOWN_II-8,95.83,386631664256.0,386631664256.0,220,False,False,False,False
2022-02-02,Cell Name=4G_KROOTOWNROAD-1,95.83,369122219960.0,369122219960.0,221,False,False,False,False
2022-02-02,Cell Name=4G_KROOTOWNROAD-2,95.83,402144862672.0,402144862672.0,222,False,False,False,False
2022-02-02,Cell Name=4G_KROOTOWNROAD-6,95.83,1042484226008.0,1042484226008.0,223,False,False,False,False
2022-02-02,Cell Name=4G_KROOTOWNROAD-7,95.83,309153271592.0,309153271592.0,224,False,False,False,False
2022-02-02,Cell Name=4G_LAKKA_II-1,95.83,179539412760.0,179539412760.0,225,False,False,False,False
2022-02-02,Cell Name=4G_LAKKA_II-2,95.83,733154489968.0,733154489968.0,226,False,False,False,False
2022-02-02,Cell Name=4G_LAKKA_II-3,95.83,1223232015416.0,1223232015416.0,227,False,False,False,False
2022-02-02,Cell Name=4G_LESTERPEAK_II-1,95.83,316851913368.0,316851913368.0,228,False,False,False,False
2022-02-02,Cell Name=4G_LESTERPEAK_II-2,95.83,391780633808.0,391780633808.0,229,False,False,False,False
2022-02-02,Cell Name=4G_LESTERPEAK_II-3,95.83,688555327944.0,688555327944.0,230,False,False,False,False
2022-02-02,Cell Name=4G_LESTERPEAK_II-6,95.83,486973735552.0,486973735552.0,231,False,False,False,False
2022-02-02,Cell Name=4G_LESTERPEAK_II-7,95.83,365544652240.0,365544652240.0,232,False,False,False,False
2022-02-02,Cell Name=4G_LESTERPEAK_II-8,95.83,1242176762072.0,1242176762072.0,233,False,False,False,False
2022-02-02,Cell Name=4G_LOKKOHTOWN-1,95.83,759380520024.0,759380520024.0,234,False,False,False,False
2022-02-02,Cell Name=4G_LOKKOHTOWN-2,95.83,961193550632.0,961193550632.0,235,False,False,False,False
2022-02-02,Cell Name=4G_LOKKOHTOWN-3,95.83,805869876056.0,805869876056.0,236,False,False,False,False
2022-02-02,Cell Name=4G_LOKKOHTOWN-6,95.83,378299692096.0,378299692096.0,237,False,False,False,False
2022-02-02,Cell Name=4G_LOKKOHTOWN-7,95.83,869340348176.0,869340348176.0,238,False,False,False,False
2022-02-02,Cell Name=4G_LOKKOHTOWN-8,95.83,633808366232.0,633808366232.0,239,False,False,False,False
2022-02-02,Cell Name=4G_LUNGIAIRPORT-1,95.83,435421614904.0,435421614904.0,240,False,False,False,False
2022-02-02,Cell Name=4G_LUNGIAIRPORT-2,95.83,794462964368.0,794462964368.0,241,False,False,False,False
2022-02-02,Cell Name=4G_LUNGIAIRPORT-3,95.83,265411720624.0,265411720624.0,242,False,False,False,False
2022-02-02,Cell Name=4G_LUNGIAIRPORT-6,95.83,322695094048.0,322695094048.0,243,False,False,False,False
2022-02-02,Cell Name=4G_LUNGIAIRPORT-7,95.83,343613143688.0,343613143688.0,244,False,False,False,False
2022-02-02,Cell Name=4G_LUNGIROTIFUNK-1,95.83,731301191296.0,731301191296.0,245,False,False,False,False
2022-02-02,Cell Name=4G_LUNGIROTIFUNK-2,95.83,452945434880.0,452945434880.0,246,False,False,False,False
2022-02-02,Cell Name=4G_LUNGIROTIFUNK-3,95.83,749893573904.0,749893573904.0,247,False,False,False,False
2022-02-02,Cell Name=4G_LUNGITOWN-1,95.83,114685118792.0,114685118792.0,248,False,False,False,False
2022-02-02,Cell Name=4G_LUNGITOWN-2,95.83,220296395960.0,220296395960.0,249,False,False,False,False
2022-02-02,Cell Name=4G_LUNGITOWN-3,95.83,270785374032.0,270785374032.0,250,False,False,False,False
