begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,L.Thrp.bits.DL
2022-02-02 11:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,25930034112.0
2022-02-02 19:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,47638964000.0
2022-02-02 21:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,73805744208.0
2022-02-02 22:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,60174604256.0
2022-02-03 10:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,35155809352.0
2022-02-03 19:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,30189327888.0
2022-02-03 20:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,52085118136.0
2022-02-03 21:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,42792796920.0
2022-02-04 10:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,31695149688.0
2022-02-04 13:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,22292835824.0
2022-02-04 22:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,50082667960.0
2022-02-05 00:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,13666999528.0
2022-02-05 10:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,30753567952.0
2022-02-05 22:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,58855576248.0
2022-02-06 17:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,42947399656.0
2022-02-06 20:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,36117313568.0
2022-02-06 23:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,56234880616.0
2022-02-08 11:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,46707401928.0
2022-02-08 15:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,12392208048.0
2022-02-08 22:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,43865588168.0
2022-02-10 09:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,23719080760.0
