begintime,sk_object,duration,integrity,M8035C0,M8035C1,M8035C2,M8035C3,M8035C4,M8035C5,M8035C6
2022-03-15 16:00:00,21509.0,60.0,100.0,62224.0,157924.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 15:00:00,21499.0,60.0,100.0,28155.0,372981.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 22:00:00,21509.0,60.0,100.0,66447.0,175398.0,112.0,0.0,0.0,0.0,0.0
2022-03-13 16:00:00,21499.0,60.0,100.0,26942.0,366078.0,1.0,0.0,0.0,0.0,0.0
2022-03-12 21:00:00,21497.0,60.0,100.0,183769.0,529910.0,1.0,0.0,0.0,0.0,0.0
2022-03-19 00:00:00,21491.0,60.0,100.0,13353.0,88992.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 11:00:00,21497.0,60.0,100.0,141569.0,425610.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 04:00:00,21498.0,60.0,100.0,50268.0,87653.0,6.0,0.0,0.0,0.0,0.0
2022-03-14 05:00:00,21506.0,60.0,100.0,5922.0,141773.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 06:00:00,21504.0,60.0,100.0,24172.0,204207.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 09:00:00,21499.0,60.0,100.0,24242.0,329046.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 03:00:00,21494.0,60.0,100.0,85123.0,193110.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 22:00:00,21491.0,60.0,100.0,16026.0,130134.0,67.0,0.0,0.0,0.0,0.0
2022-03-13 00:00:00,21498.0,60.0,100.0,81702.0,132632.0,9.0,0.0,0.0,0.0,0.0
2022-03-13 04:00:00,21498.0,60.0,100.0,54999.0,90633.0,8.0,0.0,0.0,0.0,0.0
2022-03-18 04:00:00,21504.0,60.0,100.0,19380.0,153292.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 18:00:00,21502.0,60.0,100.0,17162.0,363424.0,5.0,0.0,0.0,0.0,0.0
2022-03-14 05:00:00,21505.0,60.0,100.0,27166.0,69790.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 07:00:00,21501.0,60.0,100.0,49641.0,299555.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 17:00:00,21491.0,60.0,100.0,22651.0,142476.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 11:00:00,21500.0,60.0,100.0,245647.0,286438.0,8.0,0.0,0.0,0.0,0.0
2022-03-17 15:00:00,21496.0,60.0,100.0,144667.0,216546.0,901.0,0.0,0.0,0.0,0.0
2022-03-12 18:00:00,21497.0,60.0,100.0,176043.0,470731.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 18:00:00,21509.0,60.0,100.0,63348.0,167534.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 08:00:00,21495.0,60.0,100.0,52086.0,364487.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 06:00:00,21496.0,60.0,100.0,86556.0,127355.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 20:00:00,21494.0,60.0,100.0,206958.0,545611.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 03:00:00,21506.0,60.0,100.0,5775.0,128068.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 23:00:00,21505.0,60.0,100.0,45270.0,120251.0,13.0,0.0,0.0,0.0,0.0
2022-03-17 20:00:00,21492.0,60.0,100.0,95283.0,198378.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 17:00:00,21504.0,60.0,100.0,47452.0,318044.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 08:00:00,21508.0,60.0,100.0,224426.0,476222.0,131.0,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,21494.0,60.0,100.0,110257.0,238695.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 19:00:00,21495.0,60.0,100.0,53469.0,427183.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 09:00:00,21491.0,60.0,100.0,22540.0,144200.0,53.0,0.0,0.0,0.0,0.0
2022-03-16 12:00:00,21495.0,60.0,100.0,47642.0,348077.0,0.0,0.0,0.0,0.0,0.0
