measObjLdn,duration,begin_time,20006571,20006572,20006573,20006574
NUCRELGPRS.KIN002C-KIN004I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN010E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN010F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN010H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN010I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN010J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN010Q,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN010R,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN010S,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN011E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN081E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN081G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN081J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN150G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN150H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN150I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN150J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN169E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN169F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN169G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN171E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN171F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN171G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN171H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN171I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN171J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN173E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN173F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN173G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN173H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN173I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN173J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN175E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN180E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN180F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN180G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN185E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN186E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN186F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN186H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN281E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN281F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN281G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN001E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN001F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN001G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN001H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN001I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN001J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN003E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN003F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN003G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN003H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN003K,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN003L,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN003M,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN003N,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN007E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN007F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN007G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN010E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN010H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN010I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN010J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN010Q,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN010R,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN010S,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN010T,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN010U,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN010V,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN071E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN071F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN071H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN071I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN071J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN079E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN079F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN079G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN138E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN138F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN138G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN138H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN138I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN138J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN139E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN185E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN185F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN185G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN186E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN186F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN186G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN186H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN282E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN282F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003A-KIN282G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN001G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN001H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN001I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN001J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN003E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN003F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN003G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN003H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN003K,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN003L,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN003M,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN003N,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN007E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN007F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN007G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN008E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN008F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN008G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN010E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN010F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN010G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN010H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN010I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN010J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN010Q,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN010R,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN010S,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN010T,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN010U,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN010V,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN071E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN071F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN071G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN071H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN071I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN071J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN079E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN079F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN079G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN138E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN138F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN138G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN138H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN138I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN138J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN139E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN139F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN139G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN139I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN139J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN175E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN185E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN185F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN185G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN186E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN186F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN186G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN186H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN199E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN199G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN281G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN282E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN282F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003B-KIN282G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN001I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN001J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN003E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN003F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN003G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN003H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN003K,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN003L,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN003M,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN003N,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN007E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN007F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN007G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN010H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN010I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN010J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN071E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN071F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN071G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN071H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN071I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN071J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN079E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN079F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN079G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN138E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN138F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN138G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN138H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN138I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN138J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN139E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN185F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN185G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN186H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN199E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN199G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN199H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN282E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN282F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN003C-KIN282G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN004E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN004F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN004G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN004H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN004I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN004J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN004K,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN004L,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN004M,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN004N,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN004O,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN004P,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN077E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN077F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN077G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN077H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN077I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN077J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN077Q,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN077R,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN077S,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN080E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN080F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN080G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN080H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN080I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN080J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN149E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN149F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN149G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN149H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN149I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN149J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN150E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN150F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN150G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN150J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN159E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN159H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN159I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN172E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN172G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN172H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN173E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN173F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN173G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN173H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN173I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN173J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004A-KIN180E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN002E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN002J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN004E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN004F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN004G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN004H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN004I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN004J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN004K,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN004L,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN004M,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN004N,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN004O,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN004P,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN077E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN077F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN077G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN077H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN077I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN077J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN077Q,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN077R,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN077S,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN080E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN080F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN080H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN080I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN080J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN081F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN081J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN149E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN149F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN149G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN149H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN149I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN149J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN150E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN150F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN150G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN159E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN159I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN172E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN172F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN172G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN172H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN173E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN004B-KIN173F,900.0,2022-10-25 12:15:00,0,0,0,0
