begintime,sk_object,duration,integrity,M8910C0,M8910C1,M8910C2,M8910C3,M8910C4,M8910C5,M8910C6,M8910C7,M8910C8,M8910C9,M8910C10,M8910C11,M8910C12,M8910C13,M8910C14,M8910C15,M8910C16,M8910C17,M8910C18,M8910C19,M8910C20,M8910C21,M8910C22,M8910C23,M8910C24,M8910C25,M8910C26,M8910C27,M8910C28,M8910C29
2022-03-11,23167.0,1440.0,100.0,0.0,0.0,143871864.0,132788.0,385365306152.0,163090116.0,2760520.0,5680.0,43520.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23168.0,1440.0,100.0,0.0,0.0,115829552.0,36662.0,185620997408.0,19862827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23169.0,1440.0,100.0,0.0,0.0,58124216.0,33605.0,61266230376.0,10567467.0,3952.0,6.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23170.0,1440.0,100.0,0.0,0.0,2871184.0,9957.0,25914685304.0,5102696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23171.0,1440.0,100.0,0.0,0.0,1229376.0,527.0,21074278344.0,6146874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23172.0,1296.0,90.0,0.0,0.0,1145368.0,36152.0,24681235576.0,8855526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23173.0,1440.0,100.0,0.0,0.0,55320.0,16.0,83971715112.0,11109792.0,0.0,0.0,4208.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23174.0,1440.0,100.0,0.0,0.0,5401816.0,1065.0,29289082264.0,2354337.0,6440.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23175.0,1440.0,100.0,0.0,0.0,24735568.0,36800.0,39149387280.0,21282797.0,0.0,0.0,736.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23176.0,1440.0,100.0,0.0,0.0,8846576.0,12799.0,137423970632.0,15370006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23177.0,1440.0,100.0,0.0,0.0,390619520.0,1444394.0,233565368192.0,551203684.0,2776880.0,43290.0,8184.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23178.0,1440.0,100.0,0.0,0.0,153769280.0,21108.0,8667466120.0,838198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23179.0,1440.0,100.0,0.0,0.0,1383882496.0,487143.0,117357527216.0,13472128.0,42535760.0,26701.0,416.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23180.0,1440.0,100.0,0.0,0.0,22642080.0,20573.0,7506511568.0,1858507.0,242280.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23181.0,1440.0,100.0,0.0,0.0,10638920.0,9428.0,64039574720.0,28993919.0,0.0,0.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23182.0,1440.0,100.0,0.0,0.0,500334048.0,1014493.0,391647024296.0,739900121.0,41528.0,2792.0,15720.0,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23183.0,1440.0,100.0,0.0,0.0,3608728.0,103908.0,20448523616.0,4531830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11,23184.0,1440.0,100.0,0.0,0.0,849720.0,11533.0,54368555664.0,11743960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
